Rank,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,KoDoRiN,13,5,72.22,218.0
2.0,IMP | Ben,5,2,71.43,190.0
3.0,GG | n0ne,3,2,60.0,163.0
4.0,LSD,9,2,81.82,144.0
5.0,CG | Jflex,3,2,60.0,108.0
6.0,Revenge | Gahtzu,2,2,50.0,107.0
7.0,Younger,11,2,84.62,96.0
8.0,Dream,10,4,71.43,95.0
9.0,Epoodle,14,6,70.0,74.0
10.0,ycz6,11,3,78.57,71.0
11.0,Bbatts,10,2,83.33,65.0
12.0,Nintendude,8,3,72.73,63.0
13.0,DannyPhantom,11,3,78.57,51.0
14.0,LAG,9,3,75.0,44.0
15.0,ZOOK | Suezo,8,5,61.54,43.0
15.0,I'm Michael BTW,8,4,66.67,43.0
17.0,Paladin,12,6,66.67,32.0
18.0,TBD,11,5,68.75,31.0
19.0,Joey Donuts,10,7,58.82,30.0
20.0,NathanSandwich,9,2,81.82,29.0
20.0,LFTG | Logos,9,4,69.23,29.0
22.0,SANS | Blues Clues,10,2,83.33,25.0
23.0,jacket,12,6,66.67,22.0
24.0,Anchovy,11,6,64.71,21.0
25.0,ZimD00D,10,7,58.82,20.0
26.0,Typhoon,9,3,75.0,19.0
26.0,totally butts,9,5,64.29,19.0
28.0,Darrell,7,3,70.0,17.0
28.0,Khoron | Oreo,7,4,63.64,17.0
30.0,MGFC | JorDank,11,9,55.0,16.0
31.0,Trail,5,1,83.33,15.0
31.0,Joey Bats,10,9,52.63,15.0
31.0,Mootook,10,10,50.0,15.0
34.0,Cowbell,9,7,56.25,14.0
35.0,Yamasaki,8,6,57.14,13.0
36.0,Help,7,6,53.85,12.0
36.0,Frap,7,6,53.85,12.0
36.0,PRIN$E,7,3,70.0,12.0
36.0,a-on,7,4,63.64,12.0
40.0,Redcoat,6,5,54.55,11.0
40.0,El Link,6,2,75.0,11.0
40.0,EWA | ERGonomics,6,4,60.0,11.0
40.0,Jakespeare,6,2,75.0,11.0
44.0,Electroman,5,1,83.33,10.0
44.0,Otto_Zone,5,4,55.56,10.0
44.0,#NAME?,9,10,47.37,10.0
44.0,Nard Dawg,5,3,62.5,10.0
44.0,Kerblamu,5,3,62.5,10.0
49.0,DD,4,2,66.67,9.0
49.0,Ellis,4,3,57.14,9.0
51.0,Ribboned Ace,3,2,60.0,8.0
51.0,DiMaria,3,1,75.0,8.0
51.0,Soltrain,3,1,75.0,8.0
51.0,mikey,3,0,100.0,8.0
55.0,STLTS,6,11,35.29,7.0
55.0,Flow | ESPONJA,2,1,66.67,7.0
57.0,charmell0,5,10,33.33,6.0
57.0,Maelstrom,5,6,45.45,6.0
57.0,RULES | Strazz,5,6,45.45,6.0
57.0,EWA | Gorgonzola,5,11,31.25,6.0
57.0,Holy | key,5,6,45.45,6.0
62.0,OtES,4,6,40.0,5.0
62.0,Zhāoshù,4,6,40.0,5.0
62.0,ight,4,9,30.77,5.0
62.0,Jun,4,5,44.44,5.0
62.0,SeshLord Ozai,4,16,20.0,5.0
67.0,Lamb's Ear,3,5,37.5,4.0
67.0,Analog,3,6,33.33,4.0
67.0,Melo,3,3,50.0,4.0
67.0,FreeHops,3,3,50.0,4.0
67.0,JLo,3,5,37.5,4.0
67.0,aujory,3,5,37.5,4.0
67.0,BuenasRetas | Cobs,3,5,37.5,4.0
67.0,LFG | Fist Mexico,3,6,33.33,4.0
67.0,Chiefn_,3,15,16.67,4.0
67.0,KaiKwonDo,3,5,37.5,4.0
67.0,kippu,3,5,37.5,4.0
67.0,CowCowCowCowCow,3,5,37.5,4.0
79.0,CVSmashMods | Ripn,2,7,22.22,3.0
79.0,kaiyon,2,8,20.0,3.0
79.0,Mova,2,3,40.0,3.0
79.0,NattyIce,2,3,40.0,3.0
79.0,rice,2,6,25.0,3.0
79.0,Flow | Stark,2,3,40.0,3.0
79.0,Triple Cake Dance,2,4,33.33,3.0
79.0,21! | Ronan,2,2,50.0,3.0
79.0,Cow,2,2,50.0,3.0
79.0,diddylonglegs,2,6,25.0,3.0
89.0,CrazyColtCory,1,9,10.0,2.0
89.0,BK_Rib,1,13,7.14,2.0
89.0,Rama,1,6,14.29,2.0
89.0,Ariz,1,7,12.5,2.0
89.0,TurboThot,1,3,25.0,2.0
89.0,Captain G,1,1,50.0,2.0
89.0,AHHHHH | Climbers Alice,1,0,100.0,2.0
89.0,ledgefiend,1,2,33.33,2.0
89.0,Dash,1,0,100.0,2.0
89.0,Heatedchaos,1,1,50.0,2.0
89.0,WFL | ABC,1,2,33.33,2.0
100.0,nmble-mann,0,3,0.0,1.0
100.0,AWaveDash,0,2,0.0,1.0
100.0,SU | wild flower,0,3,0.0,1.0
100.0,Nips,0,5,0.0,1.0
100.0,Aura,0,1,0.0,1.0
100.0,Kettering,0,6,0.0,1.0
100.0,BKB! | stocmoney,0,2,0.0,1.0
100.0,SUPERUNKNOWN,0,2,0.0,1.0
100.0,Mp drago,0,10,0.0,1.0
100.0,Arctic,0,25,0.0,1.0
100.0,EagleOne,0,1,0.0,1.0
100.0,probably high,0,1,0.0,1.0
100.0,GSG,0,4,0.0,1.0
100.0,gsm | Pound,0,2,0.0,1.0
100.0,PRD | JMi,0,1,0.0,1.0
100.0,Lee,0,4,0.0,1.0
