Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
191.0,-16.0,NJ | Tommy,7,2,77.78,17.0
191.0,24.0,Coinee,11,10,52.38,17.0
191.0,-16.0,GSP,11,14,44.0,17.0
199.0,-16.0,LG | Louis,6,1,85.71,16.0
199.0,-16.0,Banger,10,8,55.56,16.0
199.0,-16.0,Weeg,6,1,85.71,16.0
199.0,-16.0,3OutChange,13,49,20.97,16.0
203.0,-15.0,Chadwicc,10,7,58.82,15.0
203.0,-15.0,CVSmashMods | Ripn,9,13,40.91,15.0
203.0,-15.0,Hell Kaiser,10,9,52.63,15.0
203.0,-15.0,Hulka,5,0,100.0,15.0
203.0,-15.0,Mootook,10,10,50.0,15.0
203.0,-15.0,Lamb's Ear,11,15,42.31,15.0
203.0,-15.0,lochist,5,0,100.0,15.0
203.0,61.0,Kanye Rest,5,3,62.5,15.0
203.0,-15.0,jeddo,10,13,43.48,15.0
203.0,34.0,Zellpree,8,8,50.0,15.0
203.0,-15.0,YBBT | leroydankins,12,22,35.29,15.0
203.0,New,Oaty,5,0,100.0,15.0
203.0,-15.0,mexico629,9,7,56.25,15.0
203.0,-15.0,Mova,9,9,50.0,15.0
203.0,-15.0,Holy | key,9,10,47.37,15.0
218.0,-17.0,Navjyot Sandhu | Connect4Master,9,6,60.0,14.0
218.0,-17.0,Cowbell,9,7,56.25,14.0
218.0,-17.0,DiMaria,8,8,50.0,14.0
218.0,135.0,Fire,7,15,31.82,14.0
218.0,-17.0,Bonn Esports | CarlHank,12,16,42.86,14.0
218.0,-17.0,Pulch,12,15,44.44,14.0
218.0,2.0,CowCowCowCowCow,10,13,43.48,14.0
218.0,2.0,EWA | Gorgonzola,11,21,34.38,14.0
218.0,New,Easy,9,6,60.0,14.0
227.0,New,NAM,8,9,47.06,13.0
227.0,-19.0,Ribboned Ace,6,7,46.15,13.0
227.0,-19.0,Erica,8,8,50.0,13.0
227.0,-19.0,diddylonglegs,10,15,40.0,13.0
227.0,New,Hua,8,6,57.14,13.0
227.0,-19.0,Chuchaka2112,8,8,50.0,13.0
227.0,-19.0,Electroman,7,8,46.67,13.0
227.0,-19.0,QTT | Yeyo,10,13,43.48,13.0
227.0,-19.0,Townes,8,4,66.67,13.0
236.0,-21.0,Alex18+,7,8,46.67,12.0
236.0,47.0,K.H.D | REIGN,6,5,54.55,12.0
236.0,-21.0,gsm | Pound,7,13,35.0,12.0
236.0,-21.0,Good1ife,7,5,58.33,12.0
236.0,-21.0,ClintStevensTV | HungryboxFan304,7,5,58.33,12.0
241.0,-21.0,Dr. Lame,6,4,60.0,11.0
241.0,23.0,Layer,8,21,27.59,11.0
241.0,-21.0,Seraph,6,2,75.0,11.0
241.0,-21.0,MIOM | Toph,6,3,66.67,11.0
241.0,-21.0,slowtai,6,5,54.55,11.0
241.0,-21.0,BKB! | stocmoney,7,13,35.0,11.0
241.0,-21.0,Jakespeare,6,2,75.0,11.0
241.0,-21.0,CS | Faust,6,3,66.67,11.0
241.0,New,GUILD | ghettowarmachine420,6,4,60.0,11.0
241.0,-21.0,TurboThot,5,7,41.67,11.0
241.0,-21.0,Top Shelf | Dulbasaur,10,10,50.0,11.0
241.0,-21.0,Habi,6,5,54.55,11.0
241.0,87.0,Pi2z,9,13,40.91,11.0
241.0,-21.0,Zoma,6,5,54.55,11.0
241.0,-21.0,WU | nerodero,6,7,46.15,11.0
241.0,-21.0,SHwang,6,8,42.86,11.0
241.0,New,62-bit | Hero,6,5,54.55,11.0
241.0,-21.0,BokchoyBoy,6,4,60.0,11.0
241.0,-21.0,Schnurb,6,4,60.0,11.0
260.0,4.0,Dusky,6,22,21.43,10.0
260.0,New,0kay,5,4,55.56,10.0
260.0,-23.0,Otto_Zone,5,4,55.56,10.0
260.0,-23.0,Marvelboy,7,14,33.33,10.0
260.0,-23.0,Butternust,8,26,23.53,10.0
260.0,New,AG | KU | Shimkoko,5,4,55.56,10.0
260.0,-23.0,John,5,5,50.0,10.0
260.0,-23.0,rice,5,28,15.15,10.0
260.0,-23.0,Kerblamu,5,3,62.5,10.0
260.0,New,PotatoRice,5,4,55.56,10.0
260.0,-23.0,thicceon,5,3,62.5,10.0
260.0,-23.0,RPG,5,5,50.0,10.0
260.0,-23.0,Elders React | Third Strongest,5,2,71.43,10.0
260.0,-23.0,enterthekiwi,8,11,42.11,10.0
260.0,-23.0,Boy,5,3,62.5,10.0
260.0,-23.0,ÆRO,5,5,50.0,10.0
276.0,7.0,Floods,5,23,17.86,9.0
276.0,-26.0,Wōlī,4,3,57.14,9.0
276.0,137.0,Karin Dreijer,7,9,43.75,9.0
276.0,-26.0,Robot,8,9,47.06,9.0
276.0,-26.0,Tanooki,4,1,80.0,9.0
276.0,-26.0,Hexjo,4,3,57.14,9.0
276.0,-26.0,Bobakanoosh,7,21,25.0,9.0
276.0,-26.0,maxhoney,4,3,57.14,9.0
276.0,-26.0,KaiKwonDo,7,10,41.18,9.0
276.0,-26.0,Zeeker,4,3,57.14,9.0
276.0,-26.0,Zamorota,4,3,57.14,9.0
276.0,New,Qanic,4,3,57.14,9.0
276.0,31.0,hHerb,6,18,25.0,9.0
276.0,7.0,SHRD#209 | Shredder,3,3,50.0,9.0
276.0,-26.0,Paran,4,3,57.14,9.0
276.0,-26.0,mangine,8,14,36.36,9.0
276.0,77.0,markrevival,4,24,14.29,9.0
276.0,-26.0,Special K,3,35,7.89,9.0
276.0,7.0,Big Pivot,6,54,10.0,9.0
276.0,-26.0,U.S Marine,7,19,26.92,9.0
276.0,-26.0,zilo,4,1,80.0,9.0
297.0,-33.0,Rive,7,9,43.75,8.0
297.0,-33.0,TheYoungMC,3,2,60.0,8.0
297.0,-33.0,Fredrick,7,11,38.89,8.0
297.0,56.0,Obsidian,6,14,30.0,8.0
297.0,-33.0,Essey,4,59,6.35,8.0
297.0,-33.0,PJThePuff,3,2,60.0,8.0
297.0,-33.0,Boalisk,6,13,31.58,8.0
297.0,-33.0,Vigilance,3,1,75.0,8.0
297.0,31.0,icecream,5,6,45.45,8.0
297.0,-33.0,Zolof,7,11,38.89,8.0
297.0,10.0,LordTourettes,6,9,40.0,8.0
297.0,-33.0,DenverDaDestroyer,3,2,60.0,8.0
297.0,-33.0,SadSack,7,16,30.43,8.0
297.0,-33.0,Spiral Cafe | Krudo,3,0,100.0,8.0
297.0,-33.0,UCLA | Suvir,3,2,60.0,8.0
297.0,-33.0,Zhaoshu,6,10,37.5,8.0
297.0,-33.0,QTT | Pelon,6,18,25.0,8.0
297.0,-33.0,Triple Cake Dance,6,9,40.0,8.0
297.0,-33.0,MDF | Amor,3,0,100.0,8.0
316.0,-33.0,ledgefiend,3,9,25.0,7.0
316.0,37.0,JoffDuchar,4,14,22.22,7.0
316.0,-33.0,SUPERUNKNOWN,3,11,21.43,7.0
316.0,-33.0,jerma985,2,0,100.0,7.0
316.0,-33.0,Vent,5,4,55.56,7.0
316.0,37.0,Kuzon,5,11,31.25,7.0
316.0,-33.0,Anjel,5,8,38.46,7.0
316.0,-33.0,Chummi,2,1,66.67,7.0
316.0,-9.0,CableKnit,4,7,36.36,7.0
316.0,-33.0,Reiky,6,7,46.15,7.0
316.0,-33.0,Axis,5,6,45.45,7.0
316.0,-33.0,S.O.D.A,5,10,33.33,7.0
316.0,-33.0,Opportunity,5,5,50.0,7.0
316.0,New,MTM | chickncup,6,10,37.5,7.0
316.0,-33.0,Kr1meM45ter2517A,5,9,35.71,7.0
316.0,-33.0,WFL | ABC,5,6,45.45,7.0
316.0,-33.0,Dr. Dipper,5,15,25.0,7.0
316.0,-33.0,NattyIce,3,22,12.0,7.0
316.0,12.0,Gingerham,5,8,38.46,7.0
316.0,37.0,Saturn,5,13,27.78,7.0
316.0,-33.0,Kyler,2,1,66.67,7.0
316.0,-33.0,IWI | Marrgasm,6,7,46.15,7.0
316.0,-33.0,GAS,2,1,66.67,7.0
316.0,-33.0,STLTS,6,11,35.29,7.0
316.0,-33.0,Funktrocious,5,17,22.73,7.0
341.0,-34.0,t0tal90,4,7,36.36,6.0
341.0,-34.0,Trill Jake,5,6,45.45,6.0
341.0,44.0,Mp drago,2,27,6.9,6.0
341.0,-34.0,LewdCelebs4Free,5,6,45.45,6.0
341.0,-34.0,tpyo,4,11,26.67,6.0
341.0,-34.0,deep_cuts,2,20,9.09,6.0
341.0,-34.0,DPMZ,5,5,50.0,6.0
341.0,-34.0,purpp,5,10,33.33,6.0
341.0,-34.0,TourGuide,4,10,28.57,6.0
341.0,-34.0,PYR,5,6,45.45,6.0
341.0,-34.0,N8v,4,3,57.14,6.0
341.0,-34.0,p3achyjr,5,7,41.67,6.0
341.0,-34.0,Kaz,5,15,25.0,6.0
341.0,-34.0,KayB,5,10,33.33,6.0
341.0,-34.0,MIT | unlucky,5,4,55.56,6.0
341.0,-34.0,Devin1300,4,11,26.67,6.0
341.0,-34.0,doby,5,5,50.0,6.0
358.0,-30.0,BeanBurrito-San,4,16,20.0,5.0
358.0,55.0,KatBot,3,5,37.5,5.0
358.0,-30.0,Navedo,3,6,33.33,5.0
358.0,27.0,MIB | handsofgnatz,3,15,16.67,5.0
358.0,-30.0,hermionecraft,4,12,25.0,5.0
358.0,27.0,CILLGOD,3,16,15.79,5.0
358.0,-30.0,Muffin,4,5,44.44,5.0
358.0,-30.0,HOT TUB | signifyisdumb,4,6,40.0,5.0
358.0,-30.0,Kombeze Ataie,4,6,40.0,5.0
358.0,-30.0,PEPIS | lagoonies,4,20,16.67,5.0
358.0,-30.0,Pilgrim,4,5,44.44,5.0
358.0,-30.0,SeshLord Ozai,4,16,20.0,5.0
358.0,-30.0,Poopy Ass,4,9,30.77,5.0
358.0,-30.0,Creature,4,4,50.0,5.0
358.0,-30.0,Analog,3,9,25.0,5.0
358.0,-30.0,Blitzkrieg,3,10,23.08,5.0
358.0,-30.0,probably high,3,6,33.33,5.0
358.0,New,H0LL0W,4,13,23.53,5.0
358.0,-30.0,Silkylaroux,4,5,44.44,5.0
358.0,-30.0,ight,4,9,30.77,5.0
358.0,-30.0,Hood,3,18,14.29,5.0
358.0,-30.0,bunnygirlsenpai,3,7,30.0,5.0
358.0,-30.0,MrDrBoi,4,6,40.0,5.0
358.0,-30.0,Red,4,7,36.36,5.0
358.0,-30.0,Schwifty | Sirjaxism,2,27,6.9,5.0
358.0,-30.0,Usernamejpg,4,13,23.53,5.0
384.0,-31.0,CS | Amity,3,13,18.75,4.0
384.0,-31.0,ash6,2,10,16.67,4.0
384.0,-31.0,SIMP | Vagab0nd,1,4,20.0,4.0
384.0,74.0,DERT | Petra,2,16,11.11,4.0
384.0,-31.0,BK_Rib,2,24,7.69,4.0
384.0,74.0,Venus,2,22,8.33,4.0
384.0,-31.0,Peyton,3,6,33.33,4.0
384.0,-31.0,lol | Hero,3,8,27.27,4.0
384.0,-31.0,jedi093,3,5,37.5,4.0
384.0,-31.0,Baja,3,4,42.86,4.0
384.0,-31.0,TR | H,3,3,50.0,4.0
384.0,-31.0,LilTayNastyTay,3,3,50.0,4.0
384.0,-31.0,Kelpo,3,4,42.86,4.0
384.0,New,Kev,3,12,20.0,4.0
384.0,-31.0,JLo,3,5,37.5,4.0
384.0,-31.0,kippu,3,5,37.5,4.0
384.0,-31.0,Deeb,3,7,30.0,4.0
384.0,-31.0,Robert Flambe,3,4,42.86,4.0
384.0,-31.0,Jangu,3,9,25.0,4.0
384.0,-31.0,#215 | Ogre,3,3,50.0,4.0
384.0,-31.0,SmashMouthEgg,2,7,22.22,4.0
384.0,-31.0,wally,3,5,37.5,4.0
384.0,-31.0,BowserDad1964,3,4,42.86,4.0
384.0,-31.0,Leyo,3,4,42.86,4.0
384.0,-31.0,Flame,2,11,15.38,4.0
384.0,New,NoobyMcCheese,3,3,50.0,4.0
384.0,-31.0,fssong,2,9,18.18,4.0
384.0,-31.0,91,3,3,50.0,4.0
384.0,-31.0,Gewl,3,6,33.33,4.0
384.0,-31.0,JMONEY,2,7,22.22,4.0
414.0,-29.0,scmu,2,16,11.11,3.0
414.0,-29.0,Hamburglar,2,4,33.33,3.0
414.0,-29.0,RitzyCheese,2,9,18.18,3.0
414.0,-29.0,boip,1,3,25.0,3.0
414.0,-29.0,Drewski,2,4,33.33,3.0
414.0,-29.0,Keykey,2,3,40.0,3.0
414.0,-29.0,davidparkpark,2,1,66.67,3.0
414.0,-29.0,SlickSiwik,2,2,50.0,3.0
414.0,-29.0,21! | Ronan,2,2,50.0,3.0
414.0,New,alexpenguin,2,7,22.22,3.0
414.0,-29.0,2rk | Turok,2,3,40.0,3.0
414.0,New,poog,2,7,22.22,3.0
414.0,-29.0,Power Kevin,1,5,16.67,3.0
414.0,-29.0,LEVO | Mento,2,2,50.0,3.0
414.0,-29.0,kaiyon,2,8,20.0,3.0
414.0,-29.0,Ratt,1,5,16.67,3.0
414.0,New,TitusMelee,2,4,33.33,3.0
414.0,-29.0,niimo,2,3,40.0,3.0
414.0,-29.0,Happy,2,6,25.0,3.0
414.0,-29.0,KillThePast | bebul,2,2,50.0,3.0
414.0,-29.0,LoneCubone,2,4,33.33,3.0
414.0,-29.0,twitch.tv | emu50,2,1,66.67,3.0
414.0,-29.0,Night,2,4,33.33,3.0
414.0,-29.0,maxi,2,2,50.0,3.0
414.0,-29.0,Cpt.Blade,2,4,33.33,3.0
414.0,New,ZBopp,2,6,25.0,3.0
414.0,-29.0,Beiker,2,2,50.0,3.0
414.0,-29.0,doctahdylan,2,5,28.57,3.0
414.0,-29.0,Ashley,1,7,12.5,3.0
443.0,-30.0,Jet,1,1,50.0,2.0
443.0,-30.0,Wumbo,1,1,50.0,2.0
443.0,-30.0,Ariz,1,7,12.5,2.0
443.0,-30.0,flthd | flatline,1,2,33.33,2.0
443.0,-30.0,magnumgunn3r,1,1,50.0,2.0
443.0,-30.0,aL0w,1,2,33.33,2.0
443.0,-30.0,ruco,1,8,11.11,2.0
443.0,-30.0,jatpuan,1,2,33.33,2.0
443.0,-30.0,Rama,1,6,14.29,2.0
443.0,-30.0,TSBO | HateSauce,1,3,25.0,2.0
443.0,15.0,rocketf20,0,15,0.0,2.0
443.0,-30.0,Heatedchaos,1,1,50.0,2.0
443.0,-30.0,BoominBody,1,4,20.0,2.0
443.0,-30.0,JustRhett,0,6,0.0,2.0
443.0,-30.0,MacTheStampede,1,9,10.0,2.0
443.0,-30.0,MK | RedSoul,1,2,33.33,2.0
443.0,-30.0,MR. SCAM,1,2,33.33,2.0
443.0,-30.0,rickey_kc,1,3,25.0,2.0
443.0,-30.0,Smeedot,0,8,0.0,2.0
443.0,-30.0,blazerboy,0,8,0.0,2.0
443.0,-30.0,AWaveDash,0,10,0.0,2.0
443.0,-30.0,Captain G,1,1,50.0,2.0
443.0,-30.0,boys,0,15,0.0,2.0
443.0,-30.0,H20,1,6,14.29,2.0
443.0,-30.0,DJAN,0,5,0.0,2.0
443.0,-30.0,CyAn,1,2,33.33,2.0
443.0,-30.0,Dead C,1,4,20.0,2.0
443.0,-30.0,BEBO,1,5,16.67,2.0
443.0,-30.0,Dolfo,0,9,0.0,2.0
443.0,15.0,Schweppes,0,7,0.0,2.0
443.0,-30.0,Spenny,1,4,20.0,2.0
443.0,-30.0,ali_,1,8,11.11,2.0
443.0,New,Puff,1,3,25.0,2.0
443.0,-30.0,Shlorp,1,10,9.09,2.0
443.0,-30.0,Arctic,0,26,0.0,2.0
443.0,-30.0,Guhbs,1,4,20.0,2.0
443.0,-30.0,Canoe,0,10,0.0,2.0
443.0,-30.0,Malcolm X,1,8,11.11,2.0
443.0,-30.0,sfy | Fizz,1,1,50.0,2.0
443.0,-30.0,Mono,1,2,33.33,2.0
443.0,New,CATii,1,2,33.33,2.0
443.0,-30.0,Lama,1,1,50.0,2.0
443.0,-30.0,Dash,1,0,100.0,2.0
443.0,-30.0,UNCO | Neur0n,0,4,0.0,2.0
443.0,-30.0,CrazyColtCory,1,9,10.0,2.0
443.0,-30.0,SFOP,1,0,100.0,2.0
443.0,-30.0,Melee Stats | Pikachu942,1,6,14.29,2.0
490.0,-32.0,Dorian uwu,0,3,0.0,1.0
490.0,-32.0,Sammy,0,4,0.0,1.0
490.0,-32.0,nmble-mann,0,3,0.0,1.0
490.0,-32.0,Jquinnsweg,0,1,0.0,1.0
490.0,New,c_,0,4,0.0,1.0
490.0,-32.0,SU | wild flower,0,3,0.0,1.0
490.0,-32.0,keeg,0,2,0.0,1.0
490.0,-32.0,nunoodle,0,8,0.0,1.0
490.0,-32.0,Howdy,0,5,0.0,1.0
490.0,-32.0,butterfli,0,4,0.0,1.0
490.0,-32.0,EagleOne,0,1,0.0,1.0
490.0,-32.0,Arkdael,0,5,0.0,1.0
490.0,-32.0,Honey Nut Cheerios,0,3,0.0,1.0
490.0,-32.0,2GATS,0,5,0.0,1.0
490.0,-32.0,PierreLuk,0,7,0.0,1.0
490.0,-32.0,ZouL,0,4,0.0,1.0
490.0,-32.0,Mobley,0,8,0.0,1.0
490.0,-32.0,Anzeray,0,2,0.0,1.0
490.0,-32.0,me,0,2,0.0,1.0
490.0,-32.0,Jbun,0,16,0.0,1.0
490.0,New,Pocodudeface,0,4,0.0,1.0
490.0,-32.0,GThree,0,2,0.0,1.0
