Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,1.0,IMP | Ben,23,10,69.7,903.0
2.0,-1.0,KoDoRiN,28,12,70.0,838.0
3.0,-,CG | Jflex,18,14,56.25,713.0
4.0,1.0,S2J,15,0,100.0,645.0
5.0,-1.0,Blues Clues,57,20,74.03,497.0
6.0,-,GG | n0ne,8,2,80.0,378.0
7.0,4.0,bobby big ballz,12,6,66.67,357.0
8.0,4.0,GUG | Kurv,32,10,76.19,352.0
9.0,-2.0,Younger,68,28,70.83,338.0
10.0,-1.0,CG | Peppi | Pappi,30,7,81.08,315.0
11.0,20.0,DarkHero,27,7,79.41,297.0
12.0,-4.0,Revenge | Gahtzu,6,4,60.0,296.0
13.0,4.0,404 YC | Salt,35,12,74.47,280.0
14.0,-4.0,PEPIS | Noire,49,14,77.78,254.0
15.0,-2.0,Liquid | Hungrybox,5,4,55.56,225.0
15.0,5.0,K8A,60,29,67.42,225.0
17.0,-2.0,Bbatts,47,15,75.81,217.0
18.0,-4.0,Golden,26,8,76.47,196.0
19.0,-3.0,LG | Ginger,5,2,71.43,190.0
20.0,-2.0,BLE | SluG,12,2,85.71,177.0
21.0,-2.0,rocky,15,4,78.95,175.0
22.0,New,GHQ | Zamu,18,3,85.71,163.0
23.0,-2.0,TG | Mot$,15,5,75.0,155.0
24.0,-2.0,LAG,26,11,70.27,151.0
25.0,-2.0,Joey Donuts,35,17,67.31,150.0
25.0,-2.0,I'm Michael BTW,40,18,68.97,150.0
27.0,23.0,Azel,24,5,82.76,144.0
27.0,-2.0,LSD,9,2,81.82,144.0
29.0,-3.0,DD,30,9,76.92,140.0
30.0,-3.0,ycz6,20,6,76.92,135.0
31.0,8.0,The_Hat123 | Anjo,50,26,65.79,130.0
32.0,-,Winx Club | Siddward,40,23,63.49,125.0
33.0,-5.0,Typhoon,24,8,75.0,124.0
34.0,-5.0,ZOOK | Suezo,23,9,71.88,123.0
35.0,-5.0,Umarth,11,2,84.62,121.0
36.0,-2.0,Epoodle,30,18,62.5,117.0
37.0,-5.0,MT,11,3,78.57,116.0
38.0,55.0,Dawson,27,9,75.0,112.0
39.0,-4.0,GGS,18,6,75.0,108.0
40.0,New,WKDA | Shroomed,2,2,50.0,107.0
41.0,-,Darrell,50,24,67.57,106.0
42.0,-6.0,LG | Yu,14,4,77.78,104.0
43.0,-6.0,Dream,13,7,65.0,99.0
44.0,-6.0,The Leaf,8,4,66.67,93.0
45.0,3.0,a-on,50,34,59.52,92.0
46.0,-1.0,Joe(y) Bats,55,48,53.4,91.0
47.0,-7.0,Arcadia,24,11,68.57,89.0
48.0,19.0,NathanSandwich,41,20,67.21,86.0
49.0,13.0,Ahmad,30,14,68.18,85.0
50.0,-8.0,Paladin,33,18,64.71,84.0
50.0,50.0,Notorious,34,19,64.15,84.0
52.0,-9.0,Cow,32,28,53.33,83.0
52.0,-9.0,soccermom69,23,12,65.71,83.0
54.0,-8.0,LFTG | Logos,27,10,72.97,77.0
55.0,48.0,PRIN$E,26,12,68.42,76.0
55.0,161.0,TPN,16,6,72.73,76.0
57.0,-10.0,prof,15,7,68.18,75.0
58.0,-10.0,LFG | PanterA,24,12,66.67,74.0
59.0,-9.0,PALS | Jello,13,4,76.47,73.0
59.0,-9.0,jacket,23,9,71.88,73.0
59.0,-9.0,Ringler,13,4,76.47,73.0
62.0,-8.0,TBD,32,17,65.31,72.0
63.0,-8.0,Crescent | JSalt,10,2,83.33,70.0
64.0,-,Melo,41,32,56.16,68.0
65.0,-5.0,Frap,37,31,54.41,67.0
65.0,-1.0,Flow | Stark,36,23,61.02,67.0
67.0,-11.0,Wassabi,30,14,68.18,66.0
67.0,-11.0,Inky,11,5,68.75,66.0
69.0,-11.0,MGFC | bootichief,43,41,51.19,64.0
70.0,-11.0,Nintendude,8,3,72.73,63.0
71.0,5.0,Chiefn_,37,49,43.02,60.0
72.0,-12.0,Mud,29,22,56.86,59.0
72.0,24.0,Ghost Rider,19,11,63.33,59.0
74.0,-12.0,Jpeg | RC,22,11,66.67,57.0
75.0,-11.0,Redcoat,30,20,60.0,56.0
76.0,-9.0,NEU | Shmeeli,15,7,68.18,55.0
76.0,-9.0,Light,20,8,71.43,55.0
76.0,3.0,PML | Die222,34,38,47.22,55.0
76.0,-9.0,Ellis,30,19,61.22,55.0
80.0,-9.0,Fankriss,14,5,73.68,54.0
80.0,-9.0,Slowking,14,6,70.0,54.0
82.0,-9.0,Erik,13,5,72.22,53.0
82.0,-9.0,Rei,13,3,81.25,53.0
84.0,-9.0,DannyPhantom,11,3,78.57,51.0
85.0,5.0,Yamasaki,28,24,53.85,50.0
86.0,-10.0,Neenor,13,10,56.52,49.0
86.0,-10.0,Khryke,14,8,63.64,49.0
86.0,-1.0,Aura,17,12,58.62,49.0
89.0,-10.0,Rocket,13,6,68.42,48.0
90.0,New,Musashi,11,7,61.11,46.0
90.0,-9.0,RU | Midnight Blue,21,10,67.74,46.0
92.0,-10.0,Maruf,15,9,62.5,45.0
92.0,-10.0,cockbread,25,28,47.17,45.0
92.0,-10.0,Sodabro,9,3,75.0,45.0
95.0,-10.0,Flow | ESPONJA,24,16,60.0,44.0
96.0,-9.0,Buttlet,22,10,68.75,42.0
96.0,-8.0,Solomon,15,12,55.56,42.0
98.0,-4.0,RedX,26,32,44.83,40.0
98.0,17.0,CV Aceflight,25,21,54.35,40.0
98.0,47.0,Keo,25,23,52.08,40.0
98.0,-9.0,SKY | Matwood,28,31,47.46,40.0
102.0,-12.0,Zab,28,29,49.12,39.0
102.0,-12.0,Anchovy,19,9,67.86,39.0
102.0,10.0,TGL | Shamunt,19,8,70.37,39.0
105.0,-11.0,LFG | Fist Mexico,25,29,46.3,37.0
105.0,14.0,Ding Hing,22,20,52.38,37.0
105.0,-2.0,Fern,27,39,40.91,37.0
108.0,-11.0,PEP | Sp1nda,15,6,71.43,35.0
108.0,-11.0,Lime,10,7,58.82,35.0
108.0,-11.0,GS | SubTails,20,13,60.61,35.0
111.0,-11.0,yingling,19,10,65.52,34.0
111.0,-11.0,Phantom Airline,18,16,52.94,34.0
113.0,88.0,Dhar Mann | Ben Snape,18,14,56.25,33.0
113.0,15.0,shoelegend88,20,25,44.44,33.0
113.0,-10.0,jams,17,12,58.62,33.0
116.0,-10.0,CW | rabit!,10,9,52.63,32.0
116.0,-10.0,Nard Dawg,16,13,55.17,32.0
118.0,-10.0,YungWaff,11,5,68.75,31.0
118.0,-10.0,Trail,11,2,84.62,31.0
118.0,-8.0,RULES | Strazz,17,18,48.57,31.0
121.0,-11.0,Chompy,17,25,40.48,30.0
122.0,6.0,ArcaneFox,24,39,38.1,29.0
