Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,-,KoDoRiN,28,12,70.0,838.0
2.0,-,IMP | Ben,17,8,68.0,712.0
3.0,-,CG | Jflex,17,12,58.62,677.0
4.0,-,Blues Clues,57,20,74.03,497.0
5.0,6.0,S2J,10,0,100.0,430.0
6.0,-1.0,GG | n0ne,8,2,80.0,378.0
7.0,-,Younger,60,22,73.17,315.0
8.0,-2.0,Revenge | Gahtzu,6,4,60.0,296.0
9.0,17.0,CG | Peppi | Pappi,22,5,81.48,287.0
10.0,-1.0,PEPIS | Noire,49,14,77.78,254.0
11.0,-3.0,bobby big ballz,10,4,71.43,250.0
12.0,-,GUG | Kurv,19,5,79.17,249.0
13.0,-3.0,Liquid | Hungrybox,5,4,55.56,225.0
14.0,-1.0,Golden,26,8,76.47,196.0
15.0,17.0,Bbatts,36,12,75.0,191.0
16.0,New,LG | Ginger,5,2,71.43,190.0
17.0,32.0,404 YC | Salt,23,7,76.67,183.0
18.0,-4.0,BLE | SluG,12,2,85.71,177.0
19.0,-4.0,rocky,15,4,78.95,175.0
20.0,-4.0,K8A,51,26,66.23,161.0
21.0,-4.0,TG | Mot$,15,5,75.0,155.0
22.0,-4.0,LAG,26,11,70.27,151.0
23.0,5.0,I'm Michael BTW,40,18,68.97,150.0
23.0,-4.0,Joey Donuts,35,17,67.31,150.0
25.0,-5.0,LSD,9,2,81.82,144.0
26.0,-5.0,DD,30,9,76.92,140.0
27.0,-5.0,ycz6,20,6,76.92,135.0
28.0,-5.0,Typhoon,24,8,75.0,124.0
29.0,23.0,ZOOK | Suezo,23,9,71.88,123.0
30.0,-6.0,Umarth,11,2,84.62,121.0
31.0,-6.0,DarkHero,12,3,80.0,117.0
32.0,-6.0,MT,11,3,78.57,116.0
32.0,-2.0,Winx Club | Siddward,36,19,65.45,116.0
34.0,-5.0,Epoodle,28,18,60.87,110.0
35.0,12.0,GGS,18,6,75.0,108.0
36.0,-5.0,LG | Yu,14,4,77.78,104.0
37.0,-5.0,Dream,13,7,65.0,99.0
38.0,-4.0,The Leaf,8,4,66.67,93.0
39.0,12.0,AB | Anjo,35,18,66.04,90.0
40.0,28.0,Arcadia,24,11,68.57,89.0
41.0,4.0,Darrell,40,18,68.97,86.0
42.0,-6.0,Paladin,33,18,64.71,84.0
43.0,-2.0,Cow,32,28,53.33,83.0
43.0,-8.0,soccermom69,23,12,65.71,83.0
45.0,-1.0,Joe(y) Bats,47,43,52.22,78.0
46.0,7.0,LFTG | Logos,27,10,72.97,77.0
47.0,-10.0,prof,15,7,68.18,75.0
48.0,-10.0,LFG | PanterA,24,12,66.67,74.0
48.0,11.0,a-on,42,31,57.53,74.0
50.0,-11.0,jacket,23,9,71.88,73.0
50.0,New,Azel,13,3,81.25,73.0
50.0,New,PALS | Jello,13,4,76.47,73.0
50.0,-11.0,Ringler,13,4,76.47,73.0
54.0,-13.0,TBD,32,17,65.31,72.0
55.0,-12.0,Crescent | JSalt,10,2,83.33,70.0
56.0,40.0,Wassabi,30,14,68.18,66.0
56.0,-11.0,Inky,11,5,68.75,66.0
58.0,-11.0,MGFC | bootichief,43,41,51.19,64.0
59.0,-10.0,Nintendude,8,3,72.73,63.0
60.0,7.0,Frap,34,28,54.84,59.0
60.0,36.0,Mud,29,22,56.86,59.0
62.0,6.0,Ahmad,22,11,66.67,57.0
62.0,-9.0,Jpeg | RC,22,11,66.67,57.0
64.0,8.0,Flow | Stark,30,20,60.0,56.0
64.0,20.0,Melo,34,27,55.74,56.0
64.0,-9.0,Redcoat,30,20,60.0,56.0
67.0,-11.0,NEU | Shmeeli,15,7,68.18,55.0
67.0,-11.0,Light,20,8,71.43,55.0
67.0,-11.0,Ellis,30,19,61.22,55.0
67.0,7.0,NathanSandwich,25,14,64.1,55.0
71.0,-12.0,Fankriss,14,5,73.68,54.0
71.0,-12.0,Slowking,14,6,70.0,54.0
73.0,-11.0,Rei,13,3,81.25,53.0
73.0,-11.0,Erik,13,5,72.22,53.0
75.0,-11.0,DannyPhantom,11,3,78.57,51.0
76.0,-11.0,Khryke,14,8,63.64,49.0
76.0,183.0,Neenor,13,10,56.52,49.0
76.0,-3.0,Chiefn_,31,45,40.79,49.0
79.0,2.0,PML | Die222,28,24,53.85,48.0
79.0,-13.0,Rocket,13,6,68.42,48.0
81.0,11.0,RU | Midnight Blue,21,10,67.74,46.0
82.0,-1.0,cockbread,25,28,47.17,45.0
82.0,-14.0,Maruf,15,9,62.5,45.0
82.0,-14.0,Sodabro,9,3,75.0,45.0
85.0,49.0,Aura,13,6,68.42,44.0
85.0,1.0,Flow | ESPONJA,24,16,60.0,44.0
87.0,-13.0,Buttlet,22,10,68.75,42.0
88.0,-10.0,Solomon,15,11,57.69,41.0
89.0,13.0,SKY | Matwood,28,31,47.46,40.0
90.0,-1.0,Zab,28,29,49.12,39.0
90.0,-14.0,Anchovy,19,9,67.86,39.0
90.0,-14.0,Yamasaki,22,21,51.16,39.0
93.0,New,Dawson,13,5,72.22,38.0
94.0,2.0,RedX,24,25,48.98,37.0
94.0,-15.0,LFG | Fist Mexico,25,29,46.3,37.0
96.0,-16.0,Ghost Rider,11,6,64.71,36.0
97.0,5.0,Lime,10,7,58.82,35.0
97.0,-16.0,GS | SubTails,20,13,60.61,35.0
97.0,31.0,PEP | Sp1nda,15,6,71.43,35.0
100.0,-16.0,Notorious,19,10,65.52,34.0
100.0,16.0,yingling,19,10,65.52,34.0
100.0,8.0,Phantom Airline,18,16,52.94,34.0
103.0,-11.0,Fern,24,36,40.0,33.0
103.0,-17.0,jams,17,12,58.62,33.0
103.0,8.0,PRIN$E,18,7,72.0,33.0
106.0,-18.0,CW | rabit!,10,9,52.63,32.0
106.0,2.0,Nard Dawg,16,13,55.17,32.0
108.0,41.0,Trail,11,2,84.62,31.0
108.0,-19.0,YungWaff,11,5,68.75,31.0
110.0,-19.0,RULES | Strazz,17,17,50.0,30.0
110.0,6.0,Chompy,17,25,40.48,30.0
112.0,-11.0,Elk G | Ivayne,13,5,72.22,29.0
112.0,-20.0,TGL | Shamunt,14,6,70.0,29.0
112.0,-20.0,Brainless  | FLiiNcHy,9,5,64.29,29.0
115.0,-19.0,Khoron | Oreo,13,10,56.52,28.0
115.0,New,Justus,8,5,61.54,28.0
115.0,-19.0,El Link,17,11,60.71,28.0
115.0,63.0,CV Aceflight,18,17,51.43,28.0
119.0,-17.0,RustyTrombone,19,20,48.72,26.0
119.0,23.0,Ding Hing,16,14,53.33,26.0
119.0,-14.0,actually hmhh | LionTimeMachine,17,25,40.48,26.0
122.0,40.0,Pena,14,10,58.33,25.0
122.0,-14.0,FreeHops,16,16,50.0,25.0
124.0,-18.0,Reesch,14,8,63.64,24.0
124.0,4.0,SquidTheCat,17,16,51.52,24.0
124.0,-18.0,Arctic,14,12,53.85,24.0
127.0,85.0,mikey,8,0,100.0,23.0
128.0,41.0,shoelegend88,14,21,40.0,22.0
128.0,-17.0,YoungHanSolo,11,10,52.38,22.0
128.0,-17.0,Vianny,12,8,60.0,22.0
128.0,-17.0,Hell'sLabyrinth,14,17,45.16,22.0
128.0,14.0,ArcaneFox,18,33,35.29,22.0
133.0,61.0,Chem,11,7,61.11,21.0
133.0,-18.0,E,11,5,68.75,21.0
133.0,-5.0,BuenasRetas | Cobs,16,24,40.0,21.0
133.0,148.0,veil,15,15,50.0,21.0
133.0,-5.0,MessiSTL,14,21,40.0,21.0
138.0,40.0,FKA Minerali,10,6,62.5,20.0
138.0,-22.0,Vish,10,3,76.92,20.0
138.0,-22.0,PW | Vincessant,10,5,66.67,20.0
138.0,-22.0,Jkiller,0,2,0.0,20.0
138.0,New,Tristan's Rule,10,4,71.43,20.0
138.0,New,Mr. Butterfly,10,4,71.43,20.0
138.0,-22.0,ZimD00D,10,7,58.82,20.0
145.0,New,Keo,14,14,50.0,19.0
145.0,-23.0,totally butts,9,5,64.29,19.0
145.0,-23.0,PurpleZ,8,5,61.54,19.0
145.0,-23.0,2ndLaw,13,21,38.24,19.0
145.0,-23.0,Not_DuduTsai,9,5,64.29,19.0
145.0,-23.0,vampa,9,6,60.0,19.0
145.0,-23.0,Sicca,9,5,64.29,19.0
152.0,-24.0,Nebulous | Jib,8,6,57.14,18.0
152.0,-24.0,Higgins,8,2,80.0,18.0
152.0,26.0,EWA | ERGonomics,12,12,50.0,18.0
152.0,New,Dirty Lasagna,8,3,72.73,18.0
156.0,-22.0,Help,11,13,45.83,17.0
156.0,-22.0,GSP,11,14,44.0,17.0
156.0,-22.0,Tuesday,7,1,87.5,17.0
156.0,-22.0,NJ | Tommy,7,2,77.78,17.0
156.0,13.0,Beck,10,11,47.62,17.0
156.0,-22.0,redpandamaster,7,4,63.64,17.0
156.0,-22.0,Jun,11,12,47.83,17.0
156.0,-22.0,DadsAkimbo,15,20,42.86,17.0
164.0,61.0,3OutChange,13,49,20.97,16.0
164.0,-22.0,charmell0,12,36,25.0,16.0
164.0,-22.0,Weeg,6,1,85.71,16.0
164.0,-22.0,Banger,10,8,55.56,16.0
164.0,-22.0,Soltrain,6,3,66.67,16.0
164.0,30.0,Sakm,10,13,43.48,16.0
164.0,-22.0,LG | Louis,6,1,85.71,16.0
171.0,7.0,YBBT | leroydankins,12,22,35.29,15.0
171.0,-22.0,lochist,5,0,100.0,15.0
171.0,-22.0,Holy | key,9,10,47.37,15.0
171.0,-22.0,Mootook,10,10,50.0,15.0
171.0,-22.0,OtES,8,11,42.11,15.0
171.0,-22.0,Hulka,5,0,100.0,15.0
171.0,-22.0,Lamb's Ear,11,15,42.31,15.0
