Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,-,IMP | Ben,28,14,66.67,1173.0
2.0,-,KoDoRiN,40,20,66.67,1135.0
3.0,-,S2J,26,2,92.86,1076.0
4.0,-,CG | Jflex,22,20,52.38,922.0
5.0,3.0,GUG | Kurv,47,19,71.21,658.0
6.0,-1.0,SANS | Blues Clues,60,24,71.43,590.0
7.0,-1.0,bobby big ballz,30,13,69.77,520.0
8.0,6.0,Revenge | Gahtzu,11,4,73.33,511.0
9.0,-2.0,DarkHero,53,13,80.3,473.0
10.0,-1.0,K8A,91,39,70.0,451.0
11.0,-1.0,GG | n0ne,8,2,80.0,378.0
12.0,-1.0,Younger,68,28,70.83,338.0
13.0,-1.0,CG | Peppi | Pappi,37,7,84.09,332.0
14.0,4.0,Bbatts,58,24,70.73,314.0
15.0,-2.0,rocky,18,6,75.0,313.0
16.0,-1.0,404 YC | Salt,35,12,74.47,280.0
17.0,-1.0,PEPIS | Noire,49,14,77.78,254.0
18.0,-1.0,Liquid | Hungrybox,5,4,55.56,225.0
19.0,-,OkayP.,20,4,83.33,210.0
20.0,-,I'm Michael BTW,55,24,69.62,205.0
21.0,-,Golden,26,8,76.47,196.0
22.0,-,LG | Ginger,5,2,71.43,190.0
23.0,-,Typhoon,34,11,75.56,189.0
24.0,-,Dacky,15,3,83.33,180.0
25.0,-,BLE | SluG,12,2,85.71,177.0
25.0,New,ViL | TheSWOOPER,12,2,85.71,177.0
27.0,-1.0,Umarth,22,4,84.62,172.0
28.0,66.0,Fankriss,24,8,75.0,169.0
29.0,-2.0,GHQ | Zamu,18,3,85.71,163.0
30.0,-2.0,Azel,32,6,84.21,162.0
31.0,11.0,Epoodle,39,21,65.0,161.0
32.0,-3.0,TG | Mot$,15,5,75.0,155.0
33.0,New,rom,13,3,81.25,153.0
34.0,-4.0,DD,35,13,72.92,151.0
34.0,-4.0,LAG,26,11,70.27,151.0
36.0,-4.0,Joey Donuts,35,17,67.31,150.0
37.0,-4.0,ZOOK | Suezo,29,13,69.05,149.0
38.0,-4.0,LSD,9,2,81.82,144.0
39.0,-4.0,Redcoat,46,27,63.01,142.0
40.0,-4.0,Paladin,48,25,65.75,140.0
41.0,-4.0,ycz6,20,6,76.92,135.0
41.0,-4.0,Winx Club | Siddward,44,28,61.11,135.0
41.0,17.0,Khryke,35,14,71.43,135.0
41.0,152.0,Sicca,20,9,68.97,135.0
45.0,-6.0,The_Hat123 | Anjo,50,26,65.79,130.0
46.0,-6.0,Darrell,58,30,65.91,119.0
46.0,-6.0,TBD,49,24,67.12,119.0
48.0,1.0,Joe(y) Bats,70,61,53.44,116.0
48.0,-5.0,MT,11,3,78.57,116.0
48.0,-5.0,Forrest,6,3,66.67,116.0
48.0,-5.0,Arcadia,31,14,68.89,116.0
52.0,47.0,Ding Hing,39,33,54.17,115.0
