Rank,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,IMP | Ben,5,0,100.0,215.0
2.0,Liquid | Hungrybox,4,2,66.67,189.0
3.0,CG | Jflex,4,2,66.67,164.0
4.0,Blues Clues,4,2,66.67,139.0
5.0,Umarth,11,2,84.62,121.0
6.0,DarkHero,12,3,80.0,117.0
7.0,LG | Yu,14,4,77.78,104.0
8.0,LAG,11,4,73.33,96.0
9.0,Winx Club | Siddward,16,6,72.73,76.0
10.0,Younger,13,3,81.25,73.0
11.0,PEPIS | Noire,13,4,76.47,68.0
12.0,K8A,11,2,84.62,66.0
13.0,NEU | Shmeeli,15,7,68.18,55.0
14.0,Erik,13,5,72.22,53.0
15.0,LFG | PanterA,12,4,75.0,52.0
16.0,Sodabro,8,3,72.73,43.0
17.0,soccermom69,15,8,65.22,40.0
18.0,Paladin,12,5,70.59,37.0
19.0,Light,11,4,73.33,36.0
20.0,Solomon,9,4,69.23,29.0
21.0,CW | rabit!,7,3,70.0,27.0
21.0,Joey Donuts,7,3,70.0,27.0
23.0,Wassabi,15,7,68.18,25.0
24.0,Anjo,14,9,60.87,24.0
25.0,E,11,5,68.75,21.0
25.0,GS | SubTails,11,6,64.71,21.0
27.0,TBD,10,4,71.43,20.0
28.0,Buttlet,9,4,69.23,19.0
28.0,Phantom Airline,9,5,64.29,19.0
28.0,DD,9,3,75.0,19.0
31.0,Higgins,8,2,80.0,18.0
31.0,PurpleZ,8,4,66.67,18.0
31.0,Redcoat,8,3,72.73,18.0
34.0,Zab,12,11,52.17,17.0
34.0,NJ | Tommy,7,2,77.78,17.0
34.0,RULES | Strazz,7,2,77.78,17.0
34.0,jams,7,2,77.78,17.0
38.0,Elk G | Ivayne,6,2,75.0,16.0
38.0,RC,6,1,85.71,16.0
40.0,Arctic,10,9,52.63,15.0
40.0,cockbread,10,9,52.63,15.0
40.0,Hell Kaiser,10,9,52.63,15.0
43.0,PML | Die222,9,10,47.37,14.0
43.0,Oferton,9,8,52.94,14.0
43.0,Navjyot Sandhu | Connect4Master,9,6,60.0,14.0
46.0,LFG | Fist Mexico,8,9,47.06,13.0
46.0,Chuchaka2112,8,8,50.0,13.0
48.0,Notorious,7,5,58.33,12.0
48.0,FreeHops,7,4,63.64,12.0
48.0,Hell'sLabyrinth,7,6,53.85,12.0
48.0,Cow,7,10,41.18,12.0
48.0,Joe(y) Bats,7,6,53.85,12.0
53.0,Habi,6,5,54.55,11.0
53.0,Nard Dawg,6,6,50.0,11.0
53.0,Banger,6,4,60.0,11.0
53.0,MGFC | JorDank,6,4,60.0,11.0
53.0,BokchoyBoy,6,4,60.0,11.0
53.0,SKY | Matwood,6,6,50.0,11.0
53.0,slowtai,6,5,54.55,11.0
53.0,PW | Vincessant,6,4,60.0,11.0
53.0,WU | nerodero,6,7,46.15,11.0
53.0,Ellis,6,3,66.67,11.0
53.0,TGL | Shamunt,6,3,66.67,11.0
64.0,DadsAkimbo,9,11,45.0,10.0
64.0,vampa,5,3,62.5,10.0
64.0,Pena,5,3,62.5,10.0
64.0,Beck,5,3,62.5,10.0
64.0,YoungHanSolo,5,3,62.5,10.0
64.0,Chiefn_,5,5,50.0,10.0
64.0,Flow | Stark,5,4,55.56,10.0
64.0,yingling,5,2,71.43,10.0
64.0,RedX,5,4,55.56,10.0
64.0,Elders React | Third Strongest,5,2,71.43,10.0
64.0,Fern,5,9,35.71,10.0
75.0,a-on,4,3,57.14,9.0
75.0,Holy | key,4,4,50.0,9.0
75.0,Zamorota,4,3,57.14,9.0
75.0,GSP,4,4,50.0,9.0
75.0,maxhoney,4,3,57.14,9.0
75.0,Yamasaki,4,2,66.67,9.0
81.0,Rive,7,9,43.75,8.0
81.0,Soltrain,3,2,60.0,8.0
81.0,Fredrick,7,11,38.89,8.0
81.0,Darrell,3,1,75.0,8.0
81.0,Vigilance,3,1,75.0,8.0
81.0,Zolof,7,11,38.89,8.0
87.0,Boalisk,6,6,50.0,7.0
87.0,U.S Marine,6,8,42.86,7.0
87.0,Kyler,2,1,66.67,7.0
87.0,K.H.D | REIGN,2,1,66.67,7.0
87.0,2ndLaw,6,15,28.57,7.0
87.0,I'm Michael BTW,2,0,100.0,7.0
87.0,actually hmhh | LionTimeMachine,6,8,42.86,7.0
87.0,RustyTrombone,6,6,50.0,7.0
95.0,Kaz,5,15,25.0,6.0
95.0,QTT | Yeyo,5,6,45.45,6.0
95.0,shoelegend88,5,8,38.46,6.0
95.0,ArcaneFox,5,7,41.67,6.0
95.0,SquidTheCat,5,6,45.45,6.0
95.0,YBBT | leroydankins,5,6,45.45,6.0
101.0,Red,4,7,36.36,5.0
101.0,Muffin,4,5,44.44,5.0
101.0,CowCowCowCowCow,4,4,50.0,5.0
101.0,BoffTarget,4,7,36.36,5.0
101.0,Creature,4,4,50.0,5.0
101.0,MessiSTL,4,6,40.0,5.0
101.0,Usernamejpg,4,13,23.53,5.0
101.0,KaiKwonDo,4,5,44.44,5.0
101.0,Silkylaroux,4,5,44.44,5.0
101.0,Pilgrim,4,5,44.44,5.0
101.0,Butternust,4,16,20.0,5.0
112.0,TR | H,3,3,50.0,4.0
112.0,#215 | Ogre,3,3,50.0,4.0
112.0,jedi093,3,5,37.5,4.0
112.0,mexico629,3,3,50.0,4.0
112.0,3OutChange,3,20,13.04,4.0
112.0,Chompy,3,3,50.0,4.0
112.0,BuenasRetas | Cobs,3,4,42.86,4.0
112.0,t0tal90,3,5,37.5,4.0
112.0,Vent,3,3,50.0,4.0
112.0,Gewl,3,6,33.33,4.0
112.0,wally,3,5,37.5,4.0
112.0,Devin1300,3,8,27.27,4.0
112.0,probably high,3,5,37.5,4.0
125.0,Dr. Dipper,2,3,40.0,3.0
125.0,Essey,2,13,13.33,3.0
125.0,SUPERUNKNOWN,2,3,40.0,3.0
125.0,SlickSiwik,2,2,50.0,3.0
125.0,Fire,2,3,40.0,3.0
125.0,Epoodle,2,2,50.0,3.0
125.0,Kandayo,2,2,50.0,3.0
125.0,icecream,2,1,66.67,3.0
125.0,Layer,2,5,28.57,3.0
125.0,Happy,2,6,25.0,3.0
125.0,hHerb,2,6,25.0,3.0
125.0,KillThePast | bebul,2,2,50.0,3.0
125.0,Cpt.Blade,2,4,33.33,3.0
125.0,Lamb's Ear,2,2,50.0,3.0
125.0,JMONEY,2,4,33.33,3.0
140.0,bunnygirlsenpai,1,4,20.0,2.0
140.0,Navedo,1,2,33.33,2.0
140.0,charmell0,1,4,20.0,2.0
140.0,Dusky,1,9,10.0,2.0
140.0,deep_cuts,1,4,20.0,2.0
140.0,Special K,1,6,14.29,2.0
140.0,CableKnit,1,1,50.0,2.0
140.0,BoominBody,1,4,20.0,2.0
140.0,Schwifty | Sirjaxism,1,7,12.5,2.0
140.0,gsm | Pound,1,3,25.0,2.0
140.0,aL0w,1,2,33.33,2.0
140.0,TourGuide,1,4,20.0,2.0
140.0,ledgefiend,1,2,33.33,2.0
153.0,ZouL,0,4,0.0,1.0
153.0,blazerboy,0,7,0.0,1.0
153.0,Mobley,0,8,0.0,1.0
153.0,boys,0,8,0.0,1.0
153.0,me,0,2,0.0,1.0
153.0,Smeedot,0,6,0.0,1.0
153.0,vel,0,13,0.0,1.0
153.0,Arthao,0,12,0.0,1.0
153.0,Howdy,0,5,0.0,1.0
153.0,Ribboned Ace,0,1,0.0,1.0
153.0,Mp drago,0,4,0.0,1.0
153.0,Jquinnsweg,0,1,0.0,1.0
153.0,Arctic,0,1,0.0,1.0
153.0,Cuk | Veths,0,2,0.0,1.0
153.0,rice,0,4,0.0,1.0
153.0,JustRhett,0,3,0.0,1.0
153.0,UNCO | Neur0n,0,3,0.0,1.0
153.0,Ashley,0,4,0.0,1.0
153.0,Koe | Nike,0,4,0.0,1.0
153.0,SereneDoge#4725,0,8,0.0,1.0
153.0,2GATS,0,5,0.0,1.0
