Rank,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,S2J,6,1,85.71,216.0
2.0,KoDoRiN,4,2,66.67,189.0
3.0,Dacky,15,3,83.33,180.0
4.0,rocky,3,2,60.0,138.0
5.0,IMP | Ben,2,2,50.0,107.0
6.0,DarkHero,13,2,86.67,103.0
7.0,Kurv,3,4,42.86,99.0
8.0,CG | Jflex,2,2,50.0,87.0
9.0,K8A,11,4,73.33,66.0
10.0,Typhoon,10,3,76.92,65.0
10.0,vampa,10,4,71.43,65.0
12.0,bobby big ballz,8,4,66.67,63.0
13.0,Paladin,14,5,73.68,54.0
14.0,Umarth,11,2,84.62,51.0
15.0,Redcoat,9,3,75.0,44.0
16.0,Mars,14,6,70.0,39.0
17.0,SANS | Blues Clues,2,2,50.0,37.0
18.0,emy,8,4,66.67,28.0
19.0,MIOM | Toph,7,3,70.0,27.0
19.0,TBD,7,3,70.0,27.0
19.0,Ben Snape,7,4,63.64,27.0
19.0,WickedTheKidBroly,7,2,77.78,27.0
23.0,TGL | Shamunt,6,4,60.0,26.0
23.0,ZOOK | Suezo,6,4,60.0,26.0
25.0,winismine,13,7,65.0,23.0
26.0,Zab,12,8,60.0,22.0
27.0,Townes,11,6,64.71,21.0
27.0,EP | Justus,11,4,73.33,21.0
27.0,AlyJ,11,7,61.11,21.0
30.0,RU | Midnight Blue,10,5,66.67,20.0
31.0,YungWaff,14,10,58.33,19.0
32.0,NOOT,8,3,72.73,18.0
32.0,CRACKSHACK | CBD Quiggles,8,4,66.67,18.0
34.0,SUEZO | Zook,7,3,70.0,17.0
35.0,Vianny,5,0,100.0,15.0
35.0,LAGr | Travioli,5,0,100.0,15.0
37.0,Mud,9,9,50.0,14.0
38.0,Harout,8,8,50.0,13.0
38.0,Joe(y) Bats,8,9,47.06,13.0
38.0,Cowbell,8,5,61.54,13.0
41.0,SKY | Matwood,7,9,43.75,12.0
41.0,Jakespeare,7,11,38.89,12.0
43.0,El Link,6,6,50.0,11.0
43.0,NB! | Secrets,6,2,75.0,11.0
43.0,0kay,6,5,54.55,11.0
46.0,Zeeker,5,3,62.5,10.0
46.0,Denzill,5,3,62.5,10.0
46.0,Ding Hing,5,6,45.45,10.0
46.0,Iron,5,4,55.56,10.0
46.0,GUILD | ghettowarmachine420,5,2,71.43,10.0
46.0,PML | Die222,5,6,45.45,10.0
46.0,Schnurb,5,3,62.5,10.0
46.0,Help,5,4,55.56,10.0
54.0,LewdCelebs4Free,4,3,57.14,9.0
54.0,Rasec,4,3,57.14,9.0
54.0,Shwa,4,4,50.0,9.0
54.0,jams,4,3,57.14,9.0
58.0,DD,3,2,60.0,8.0
58.0,Elk_G | Karm,3,2,60.0,8.0
58.0,bobby big ballz,3,1,75.0,8.0
61.0,Megaman,6,6,50.0,7.0
62.0,MIT | ybot,5,7,41.67,6.0
62.0,CowCowCowCowCow,5,10,33.33,6.0
64.0,Lawnt | Walnut,4,9,30.77,5.0
64.0,PYR,4,7,36.36,5.0
64.0,Rickeye_rick,4,13,23.53,5.0
64.0,Chiefn_,4,11,26.67,5.0
64.0,Coinee,4,7,36.36,5.0
64.0,QTT | Yeyo,4,6,40.0,5.0
70.0,GS | TreyTheTrashman,3,4,42.86,4.0
70.0,BirdPerson,3,4,42.86,4.0
70.0,markrevival,3,6,33.33,4.0
70.0,meleesadposts,3,5,37.5,4.0
70.0,Kandayo,3,3,50.0,4.0
70.0,DiMaria,3,3,50.0,4.0
76.0,Bbatts,2,6,25.0,3.0
76.0,MaxJacks,2,2,50.0,3.0
76.0,K.H.D | REIGN,2,3,40.0,3.0
76.0,FZ | boy0boy,2,8,20.0,3.0
76.0,Mages | CH | Sunnyknight,2,6,25.0,3.0
76.0,MessiSTL,2,3,40.0,3.0
76.0,scmu,2,5,28.57,3.0
83.0,Maljo,1,7,12.5,2.0
83.0,monted,1,1,50.0,2.0
83.0,Victawr,1,7,12.5,2.0
83.0,2Pro4Pro | Toastrmann,1,7,12.5,2.0
83.0,Frumentarii,1,2,33.33,2.0
83.0,Hector,1,13,7.14,2.0
83.0,tpyo,1,8,11.11,2.0
83.0,JoffDuchar,1,3,25.0,2.0
83.0,Pi#374,1,2,33.33,2.0
83.0,rice,1,7,12.5,2.0
83.0,Beck,1,0,100.0,2.0
83.0,doctahdylan,1,3,25.0,2.0
83.0,BuenasRetas | Cobs,1,4,20.0,2.0
83.0,LoneCubone,1,2,33.33,2.0
83.0,TitusMelee,1,5,16.67,2.0
83.0,Butternust,1,1,50.0,2.0
83.0,LIAM#697 | Shleeum,1,1,50.0,2.0
100.0,Shy Shai,0,1,0.0,1.0
100.0,greenbrown,0,3,0.0,1.0
100.0,tustin,0,20,0.0,1.0
100.0,Mithrandir,0,3,0.0,1.0
100.0,EWA | ERGonomics,0,1,0.0,1.0
100.0,Clint Stevens | StepDaddy,0,1,0.0,1.0
100.0,NoobyMcCheese,0,9,0.0,1.0
100.0,ledgefiend,0,1,0.0,1.0
100.0,Soltrain,0,1,0.0,1.0
100.0,Winx Club | Siddward,0,2,0.0,1.0
100.0,Paokir,0,5,0.0,1.0
100.0,Genjutsu,0,3,0.0,1.0
100.0,Axis,0,4,0.0,1.0
100.0,CILLGOD,0,2,0.0,1.0
100.0,BKB! | stocmoney,0,2,0.0,1.0
100.0,MatouFans,0,7,0.0,1.0
100.0,RPG,0,2,0.0,1.0
