Rank,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,Revenge | Gahtzu,5,0,100.0,215.0
2.0,GUG | Kurv,5,2,71.43,190.0
3.0,ViL | TheSWOOPER,12,2,85.71,177.0
4.0,rom,13,3,81.25,153.0
5.0,Sicca,11,4,73.33,116.0
6.0,Fankriss,10,3,76.92,115.0
7.0,RJN | Casper,15,6,71.43,105.0
8.0,Bbatts,9,3,75.0,94.0
9.0,Vish,10,3,76.92,65.0
10.0,Ding Hing,9,4,69.23,64.0
10.0,K8A,9,3,75.0,64.0
10.0,IWI | Marrgasm,9,3,75.0,64.0
13.0,Khryke,11,4,73.33,51.0
14.0,Epoodle,9,3,75.0,44.0
15.0,Yamasaki,8,3,72.73,43.0
16.0,CG | Jflex,0,2,0.0,35.0
17.0,emy,9,4,69.23,29.0
18.0,Pepis | Pokimanefan,7,5,58.33,27.0
19.0,Theftz,7,5,58.33,22.0
20.0,Akir,8,4,66.67,18.0
20.0,Rael,8,4,66.67,18.0
22.0,CG | Peppi | Pappi,7,0,100.0,17.0
23.0,Neenor,6,1,85.71,16.0
24.0,Beiker,10,8,55.56,15.0
24.0,smash.gg User,10,10,50.0,15.0
24.0,Rabbit,5,0,100.0,15.0
27.0,0kay,8,7,53.33,13.0
28.0,Joe(y) Bats,7,4,63.64,12.0
29.0,GSP,6,4,60.0,11.0
29.0,TPN,6,4,60.0,11.0
29.0,Dirty Lasagna,6,3,66.67,11.0
29.0,CawkMuncher9000,6,3,66.67,11.0
29.0,winismine,6,4,60.0,11.0
29.0,MGFC | bootichief,6,5,54.55,11.0
35.0,Easy,5,3,62.5,10.0
35.0,PML | Die222,5,6,45.45,10.0
35.0,Dolla bill Bill,5,4,55.56,10.0
35.0,Frumentarii,5,3,62.5,10.0
35.0,Flow | ESPONJA,9,10,47.37,10.0
35.0,RedX,5,4,55.56,10.0
35.0,Reesch,5,4,55.56,10.0
42.0,NeMo,4,4,50.0,9.0
42.0,KaiKwonDo,4,1,80.0,9.0
42.0,Okami | aujory,4,3,57.14,9.0
42.0,GG | SnooSnoo,4,0,100.0,9.0
42.0,Denzill,4,1,80.0,9.0
47.0,Mounir,7,10,41.18,8.0
47.0,Chiefn_,7,10,41.18,8.0
47.0,a-on,7,6,53.85,8.0
50.0,Zab,6,10,37.5,7.0
50.0,Alex18+,6,6,50.0,7.0
52.0,RustyTrombone,5,8,38.46,6.0
52.0,Kombeze Ataie,5,10,33.33,6.0
52.0,BoffTarget,5,9,35.71,6.0
55.0,DrNormie,4,5,44.44,5.0
55.0,Stigma,4,10,28.57,5.0
57.0,Orotis,3,8,27.27,4.0
57.0,CowCowCowCowCow,3,6,33.33,4.0
57.0,Mud,3,2,60.0,4.0
57.0,Coinee,3,3,50.0,4.0
57.0,Flow | Stark,3,4,42.86,4.0
57.0,CS | Amity,3,6,33.33,4.0
57.0,Zoma,3,3,50.0,4.0
57.0,vampa,3,7,30.0,4.0
57.0,Zeeker,3,4,42.86,4.0
66.0,Victawr,2,14,12.5,3.0
66.0,Peyton,2,6,25.0,3.0
66.0,charmell0,2,8,20.0,3.0
66.0,Pi2z,2,5,28.57,3.0
66.0,catsonthemoon,2,2,50.0,3.0
66.0,Maelstrom,2,3,40.0,3.0
66.0,LAGr | Travioli,2,3,40.0,3.0
66.0,TR | H,2,2,50.0,3.0
66.0,MrDrBoi,2,7,22.22,3.0
75.0,RetroSHFFL | Lex,1,10,9.09,2.0
75.0,Paladin,1,2,33.33,2.0
75.0,Kandayo,1,4,20.0,2.0
75.0,QTT | Yeyo,1,3,25.0,2.0
75.0,kite,1,6,14.29,2.0
75.0,buckeye545,1,3,25.0,2.0
75.0,BuenasRetas | Cobs,1,5,16.67,2.0
75.0,K.H.D | REIGN,1,2,33.33,2.0
75.0,PokkaPokka,1,2,33.33,2.0
75.0,hHerb,1,9,10.0,2.0
85.0,gsm | Pound,0,2,0.0,1.0
85.0,c_,0,6,0.0,1.0
85.0,vel,0,8,0.0,1.0
85.0,Help,0,3,0.0,1.0
85.0,Spi,0,5,0.0,1.0
85.0,Globe,0,4,0.0,1.0
85.0,DiMaria,0,2,0.0,1.0
85.0,FendrickLamar,0,2,0.0,1.0
85.0,Flame,0,7,0.0,1.0
85.0,Mp drago,0,7,0.0,1.0
85.0,CATii,0,4,0.0,1.0
85.0,Puff,0,1,0.0,1.0
85.0,Floods,0,1,0.0,1.0
85.0,Dusky,0,2,0.0,1.0
