Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1,-,KoDoRiN,19,6,76,434
2,1,IMP | Ben,9,4,69.23,354
3,-1,Revenge | Gahtzu,6,4,60,296
4,2,CG | Jflex,6,4,60,216
5,New,GG | n0ne,3,2,60,163
6,-2,TG | Mot$,15,5,75,155
7,New,LSD,9,2,81.82,144
8,9,Younger,23,7,76.67,133
9,-4,YC | Peppi | | Pappi,11,3,78.57,116
10,-3,DD,14,5,73.68,104
11,-2,SANS | Blues Clues,26,9,74.29,101
12,New,Dream,10,4,71.43,95
13,-5,The Leaf,8,4,66.67,93
14,2,I'm Michael BTW,16,9,64,86
15,8,Bbatts,18,6,75,83
16,41,Epoodle,19,13,59.38,80
17,-7,prof,15,7,68.18,75
18,-5,jacket,23,9,71.88,73
19,New,ycz6,11,3,78.57,71
20,-9,Crescent | JSalt,10,2,83.33,70
21,-9,Inky,11,5,68.75,66
22,New,Nintendude,8,3,72.73,63
23,-4,LFTG | Logos,17,8,68,57
24,-3,TBD,22,13,62.86,52
25,New,DannyPhantom,11,3,78.57,51
26,-12,Khryke,14,8,63.64,49
27,-12,Rocket,13,6,68.42,48
28,New,LAG,9,3,75,44
29,New,ZOOK | Suezo,8,5,61.54,43
30,3,NathanSandwich,17,7,70.83,42
31,New,Paladin,12,6,66.67,32
32,New,Joey Donuts,10,7,58.82,30
33,-15,Brainless  | FLiiNcHy,9,5,64.29,29
34,-14,Arcadia,7,3,70,27
35,6,Joey Bats,16,15,51.61,26
36,-3,Frap,15,11,57.69,25
37,4,El Link,12,6,66.67,22
38,New,Anchovy,11,6,64.71,21
39,New,ZimD00D,10,7,58.82,20
39,39,Darrell,9,5,64.29,20
39,28,MGFC | JorDank,14,14,50,20
42,New,totally butts,9,5,64.29,19
42,-6,Flow | ESPONJA,9,8,52.94,19
42,New,Typhoon,9,3,75,19
42,-20,Not_DuduTsai,9,5,64.29,19
46,13,a-on,11,7,61.11,17
46,-14,Cow,11,11,50,17
46,-22,Tuesday,7,1,87.5,17
46,-22,redpandamaster,7,4,63.64,17
46,21,Yamasaki,11,12,47.83,17
46,-10,Jun,11,12,47.83,17
46,New,Khoron | Oreo,7,4,63.64,17
53,-27,LG | Louis,6,1,85.71,16
53,-17,Melo,10,7,58.82,16
53,-27,K8A,11,9,55,16
53,-27,Mud,11,12,47.83,16
57,-16,Chiefn_,9,23,28.12,15
57,-28,lochist,5,0,100,15
57,-28,jeddo,10,13,43.48,15
57,New,Trail,5,1,83.33,15
57,-28,Hulka,5,0,100,15
57,New,Mootook,10,10,50,15
63,New,Cowbell,9,7,56.25,14
64,-31,Erica,8,8,50,13
65,-29,RU | Midnight Blue,7,5,58.33,12
65,New,PRIN$E,7,3,70,12
65,2,Ribboned Ace,6,6,50,12
65,New,Help,7,6,53.85,12
65,-29,Winx Club | Siddward,7,4,63.64,12
70,New,Jakespeare,6,2,75,11
70,New,EWA | ERGonomics,6,4,60,11
70,-29,Dr. Lame,6,4,60,11
