Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,New,KoDoRiN,6,1,85.71,216.0
2.0,New,Revenge | Gahtzu,4,2,66.67,189.0
3.0,New,IMP | Ben,4,2,66.67,164.0
4.0,New,TG | Mot$,15,5,75.0,155.0
5.0,New,YC | Peppi | | Pappi,11,3,78.57,116.0
6.0,New,CG | Jflex,3,2,60.0,108.0
7.0,New,DD,10,3,76.92,95.0
8.0,New,The Leaf,8,4,66.67,93.0
9.0,New,SANS | Blues Clues,16,7,69.57,76.0
10.0,New,prof,15,7,68.18,75.0
11.0,New,Crescent | JSalt,10,2,83.33,70.0
12.0,New,Inky,11,5,68.75,66.0
13.0,New,jacket,11,3,78.57,51.0
14.0,New,Khryke,14,8,63.64,49.0
15.0,New,Rocket,13,6,68.42,48.0
16.0,New,I'm Michael BTW,8,5,61.54,43.0
17.0,New,Younger,12,5,70.59,37.0
18.0,New,Brainless  | FLiiNcHy,9,5,64.29,29.0
19.0,New,LFTG | Logos,8,4,66.67,28.0
20.0,New,Arcadia,7,3,70.0,27.0
21.0,New,TBD,11,8,57.89,21.0
22.0,New,Not_DuduTsai,9,5,64.29,19.0
23.0,New,Bbatts,8,4,66.67,18.0
24.0,New,Tuesday,7,1,87.5,17.0
24.0,New,redpandamaster,7,4,63.64,17.0
26.0,New,LG | Louis,6,1,85.71,16.0
26.0,New,Mud,11,12,47.83,16.0
26.0,New,K8A,11,9,55.0,16.0
29.0,New,jeddo,10,13,43.48,15.0
29.0,New,Hulka,5,0,100.0,15.0
29.0,New,lochist,5,0,100.0,15.0
32.0,New,Cow,9,9,50.0,14.0
33.0,New,Frap,8,5,61.54,13.0
33.0,New,Erica,8,8,50.0,13.0
33.0,New,NathanSandwich,8,5,61.54,13.0
36.0,New,Winx Club | Siddward,7,4,63.64,12.0
36.0,New,Jun,7,7,50.0,12.0
36.0,New,Melo,7,4,63.64,12.0
36.0,New,RU | Midnight Blue,7,5,58.33,12.0
36.0,New,Flow | ESPONJA,7,7,50.0,12.0
41.0,New,Joey Bats,6,6,50.0,11.0
41.0,New,El Link,6,4,60.0,11.0
41.0,New,Chiefn_,6,8,42.86,11.0
41.0,New,Dr. Lame,6,4,60.0,11.0
45.0,New,Chem,5,3,62.5,10.0
45.0,New,yingling,5,2,71.43,10.0
47.0,New,Ghost Rider,4,3,57.14,9.0
47.0,New,Nebulous | Jib,4,2,66.67,9.0
47.0,New,Aura,4,0,100.0,9.0
47.0,New,PW | Vincessant,4,1,80.0,9.0
47.0,New,Chompy,4,1,80.0,9.0
47.0,New,Tanooki,4,1,80.0,9.0
53.0,New,SadSack,7,16,30.43,8.0
54.0,New,GAS,2,1,66.67,7.0
54.0,New,Forrest,2,1,66.67,7.0
54.0,New,GUG | Kürv,2,1,66.67,7.0
57.0,New,Epoodle,5,7,41.67,6.0
57.0,New,LewdCelebs4Free,5,6,45.45,6.0
