Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,-,KoDoRiN,23,8,74.19,623.0
2.0,-,IMP | Ben,11,6,64.71,441.0
3.0,2.0,GG | n0ne,8,2,80.0,378.0
4.0,-,CG | Jflex,10,6,62.5,355.0
5.0,-2.0,Revenge | Gahtzu,6,4,60.0,296.0
6.0,New,rocky,15,4,78.95,175.0
7.0,4.0,SANS | Blues Clues,37,11,77.08,172.0
8.0,-,Younger,35,12,74.47,170.0
9.0,-3.0,TG | Mot$,15,5,75.0,155.0
10.0,-3.0,LSD,9,2,81.82,144.0
11.0,31.0,Typhoon,24,8,75.0,124.0
12.0,-2.0,DD,21,6,77.78,121.0
13.0,New,MT,11,3,78.57,116.0
13.0,-4.0,YC | Peppi | | Pappi,11,3,78.57,116.0
15.0,New,bobby big ballz,7,2,77.78,112.0
16.0,-,Epoodle,26,16,61.9,107.0
17.0,-3.0,I'm Michael BTW,25,12,67.57,105.0
18.0,14.0,Joey Donuts,21,11,65.62,96.0
19.0,-4.0,Bbatts,25,10,71.43,95.0
19.0,-7.0,Dream,10,4,71.43,95.0
21.0,-8.0,The Leaf,8,4,66.67,93.0
22.0,-5.0,prof,15,7,68.18,75.0
23.0,-5.0,jacket,23,9,71.88,73.0
24.0,-5.0,ycz6,11,3,78.57,71.0
25.0,-5.0,Crescent | JSalt,10,2,83.33,70.0
26.0,27.0,K8A,23,14,62.16,68.0
27.0,-6.0,Inky,11,5,68.75,66.0
27.0,New,PEPIS | Noire,11,3,78.57,66.0
29.0,New,Golden,9,4,69.23,64.0
30.0,-8.0,Nintendude,8,3,72.73,63.0
31.0,-8.0,LFTG | Logos,17,8,68.0,57.0
32.0,-4.0,LAG,15,7,68.18,55.0
33.0,New,Slowking,14,6,70.0,54.0
34.0,-10.0,TBD,22,13,62.86,52.0
35.0,-10.0,DannyPhantom,11,3,78.57,51.0
36.0,-10.0,Khryke,14,8,63.64,49.0
37.0,-10.0,Rocket,13,6,68.42,48.0
38.0,New,Fankriss,11,5,68.75,46.0
39.0,-8.0,Paladin,20,11,64.52,45.0
40.0,-5.0,Joe(y) Bats,24,21,53.33,44.0
41.0,-12.0,ZOOK | Suezo,8,5,61.54,43.0
42.0,-12.0,NathanSandwich,17,7,70.83,42.0
43.0,-4.0,Darrell,18,9,66.67,39.0
43.0,-5.0,Anchovy,19,9,67.86,39.0
43.0,-7.0,Frap,24,19,55.81,39.0
46.0,New,Anjo,13,6,68.42,38.0
47.0,New,Liquid | Hungrybox,1,2,33.33,36.0
48.0,-9.0,MGFC | JorDank,23,23,50.0,34.0
49.0,-7.0,Flow | ESPONJA,18,14,56.25,33.0
49.0,21.0,Redcoat,18,13,58.06,33.0
51.0,31.0,Ellis,16,10,61.54,31.0
51.0,New,YungWaff,11,5,68.75,31.0
53.0,-20.0,Brainless  | FLiiNcHy,9,5,64.29,29.0
53.0,12.0,RU | Midnight Blue,14,8,63.64,29.0
55.0,-9.0,Khoron | Oreo,13,10,56.52,28.0
55.0,-2.0,Mud,18,16,52.94,28.0
55.0,-18.0,El Link,17,11,60.71,28.0
55.0,2.0,Chiefn_,17,29,36.96,28.0
59.0,-13.0,Yamasaki,16,16,50.0,27.0
59.0,New,Ahmad,7,4,63.64,27.0
59.0,-25.0,Arcadia,7,3,70.0,27.0
62.0,-16.0,a-on,19,16,54.29,26.0
63.0,2.0,Winx Club | Siddward,14,10,58.33,24.0
