Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,2.0,CLG. | SFAT,40,13,75.47,1030.0
2.0,-,bobby big ballz,49,18,73.13,1019.0
3.0,-2.0,S2J,31,7,81.58,856.0
4.0,-,KoDoRiN,41,19,68.33,761.0
5.0,-,PEP | LSD,56,12,82.35,726.0
6.0,-,Ginger,27,8,77.14,587.0
7.0,-,Revenge | Gahtzu,16,4,80.0,491.0
8.0,3.0,IMP | Ben,27,7,79.41,407.0
9.0,-1.0,SANS | Blues Clues,61,28,68.54,406.0
10.0,2.0,Erik,71,32,68.93,371.0
11.0,-2.0,JCubez,52,22,70.27,332.0
12.0,-2.0,Fiction,18,6,75.0,293.0
13.0,16.0,GUG | Kürv,34,13,72.34,274.0
14.0,-1.0,DD,62,35,63.92,233.0
15.0,-,ANTIFA CEO | Quiggles,91,77,54.17,202.0
16.0,5.0,Bones,28,7,80.0,198.0
17.0,-3.0,306 | Amrak,38,16,70.37,188.0
18.0,-1.0,cliché,69,47,59.48,174.0
19.0,39.0,YC | Pappi,32,12,72.73,167.0
20.0,4.0,NOOT,33,14,70.21,163.0
21.0,-5.0,RG | Far!,22,5,81.48,157.0
21.0,27.0,Golden,17,6,73.91,157.0
23.0,-5.0,Null,19,5,79.17,149.0
24.0,2.0,LAG,47,26,64.38,137.0
25.0,-6.0,Fizz,26,16,61.9,136.0
26.0,-6.0,EP | Justus,27,16,62.79,132.0
27.0,-5.0,Twisty,15,8,65.22,120.0
28.0,-5.0,Android 0,11,2,84.62,116.0
29.0,-4.0,.Ðempt,29,22,56.86,114.0
30.0,5.0,Pipe,57,56,50.44,108.0
30.0,-3.0,Mango's Friend | Lucky,3,2,60.0,108.0
30.0,-3.0,Young,18,7,72.0,108.0
33.0,1.0,CowCowCowCowCow,34,22,60.71,104.0
34.0,New,LFG | Eddy Mexico,12,3,80.0,102.0
35.0,-5.0,FM | Cilan,36,24,60.0,101.0
36.0,-5.0,Dom,14,6,70.0,99.0
37.0,-5.0,yingling,39,32,54.93,94.0
37.0,-5.0,GLR | JAM,39,19,67.24,94.0
39.0,-4.0,Neologism,26,11,70.27,86.0
40.0,-3.0,TBD,33,16,67.35,83.0
40.0,-3.0,Westballz,18,3,85.71,83.0
42.0,-3.0,Ghost Rider,23,11,67.65,78.0
43.0,9.0,ight,45,45,50.0,76.0
44.0,-4.0,Spiral Cafe | Krudo,14,3,82.35,74.0
45.0,-4.0,Marrgasm,26,15,63.41,71.0
45.0,-4.0,Hulka,16,10,61.54,71.0
45.0,-4.0,AlyJ,11,3,78.57,71.0
48.0,New,NGG | Jflex,13,4,76.47,68.0
49.0,-5.0,ePG | Chevy,12,6,66.67,67.0
50.0,39.0,Typhoon,21,10,67.74,66.0
50.0,-5.0,404 YC | Salt,11,4,73.33,66.0
52.0,-6.0,GHQ | Zamu,10,5,66.67,65.0
53.0,-6.0,SDJ,9,3,75.0,64.0
54.0,-6.0,The Leaf,8,2,80.0,63.0
54.0,-6.0,Bonn Esports | Question,33,21,61.11,63.0
56.0,-5.0,snacklepackle,34,36,48.57,60.0
57.0,9.0,Cowbell,32,20,61.54,57.0
58.0,-5.0,Trail,21,11,65.62,56.0
58.0,-5.0,Megaman,26,26,50.0,56.0
60.0,-5.0,TG NBR | Panos,15,10,60.0,55.0
61.0,-5.0,GST | Ryobeat,14,4,77.78,54.0
62.0,5.0,RedX,35,33,51.47,51.0
63.0,-6.0,Trock,15,9,62.5,50.0
64.0,New,TPN,14,10,58.33,49.0
64.0,New,Higgins,14,7,66.67,49.0
66.0,-7.0,Chem,13,10,56.52,48.0
67.0,-7.0,Captain G,12,10,54.55,47.0
67.0,-7.0,soccermom69,12,5,70.59,47.0
69.0,-7.0,Vish,10,6,62.5,45.0
70.0,-7.0,Maher,9,3,75.0,44.0
71.0,-7.0,DarkGenex,26,18,59.09,41.0
72.0,-7.0,USF | Quadae,10,9,52.63,40.0
73.0,64.0,Maruf,13,7,65.0,38.0
73.0,New,NoFuxGiven,13,6,68.42,38.0
