Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,-,bobby big ballz,90,30,75.0,1625.0
2.0,-,CLG. | SFAT,48,15,76.19,1408.0
3.0,1.0,S2J,36,7,83.72,1071.0
4.0,-1.0,KoDoRiN,51,25,67.11,1031.0
5.0,1.0,lluZ | PEP | LSD,71,14,83.53,931.0
6.0,-1.0,Ginger,36,12,75.0,916.0
7.0,1.0,IMP | Ben,35,13,72.92,685.0
8.0,-1.0,Erik,101,45,69.18,656.0
9.0,-,SANS | Blues Clues,113,58,66.08,638.0
10.0,-,GUG | Kürv,84,31,73.04,594.0
11.0,-,Revenge | Gahtzu,27,6,81.82,592.0
12.0,-,SFOP,44,14,75.86,444.0
13.0,1.0,NGG | Jflex,59,21,73.75,334.0
14.0,-1.0,JCubez,52,22,70.27,332.0
15.0,-,Fiction,18,6,75.0,293.0
16.0,-,RadicalLiberal | Quiggles,129,102,55.84,291.0
17.0,-,Mango's Friend | Lucky,28,18,60.87,278.0
18.0,-,DD,67,41,62.04,239.0
19.0,-,rocky,15,4,78.95,205.0
20.0,-,Bones,28,7,80.0,198.0
21.0,-,306 | Amrak,38,16,70.37,188.0
22.0,11.0,K8A,42,18,70.0,182.0
23.0,3.0,LAG,68,37,64.76,178.0
24.0,-1.0,CowCowCowCowCow,62,44,58.49,177.0
25.0,-2.0,YC | Pappi,36,12,75.0,176.0
26.0,-4.0,cliché,69,47,59.48,174.0
27.0,-2.0,NOOT,33,14,70.21,163.0
28.0,3.0,Cowbell,70,49,58.82,160.0
29.0,3.0,Pipe,87,78,52.73,158.0
30.0,-4.0,RG | Far!,22,5,81.48,157.0
30.0,-4.0,Golden,17,6,73.91,157.0
32.0,-3.0,Null,19,5,79.17,149.0
33.0,-3.0,EP | Justus,33,17,66.0,148.0
33.0,4.0,yingling,63,47,57.27,148.0
35.0,-1.0,GLR | JAM,51,25,67.11,141.0
36.0,-1.0,Fizz,26,16,61.9,136.0
36.0,-1.0,Young,26,10,72.22,136.0
38.0,6.0,Winx Club | Siddward,28,14,66.67,128.0
39.0,47.0,Quaff,25,7,78.12,125.0
40.0,New,Medz,13,2,86.67,123.0
41.0,-3.0,Twisty,15,8,65.22,120.0
41.0,-3.0,404 YC | Salt,25,10,71.43,120.0
43.0,-3.0,Android 0,11,2,84.62,116.0
44.0,131.0,Egg$,20,8,71.43,115.0
45.0,-4.0,.Ðempt,29,22,56.86,114.0
46.0,-4.0,Dawson,22,13,62.86,112.0
47.0,-4.0,Typhoon,40,26,60.61,111.0
48.0,46.0,Vish,20,10,66.67,110.0
49.0,New,Soonsay,4,2,66.67,109.0
50.0,-6.0,DontTestMe,3,2,60.0,108.0
51.0,31.0,CW | Skittles,26,8,76.47,106.0
52.0,-6.0,GOL | JSalt,13,2,86.67,103.0
53.0,-6.0,LFG | Eddy Mexico,12,3,80.0,102.0
54.0,2.0,TBD,41,21,66.13,101.0
54.0,-6.0,FM | Cilan,36,24,60.0,101.0
56.0,-7.0,Dom,14,6,70.0,99.0
57.0,-5.0,ight,61,65,48.41,98.0
58.0,-8.0,IWI | Marrgasm,39,26,60.0,95.0
59.0,35.0,Joey Donuts,34,20,62.96,94.0
59.0,-8.0,Crispy | Chango,29,11,72.5,94.0
61.0,-9.0,Megaman,48,44,52.17,89.0
62.0,-8.0,Ghost Rider,28,13,68.29,88.0
63.0,-8.0,Neologism,26,11,70.27,86.0
64.0,-8.0,Westballz,18,3,85.71,83.0
65.0,-7.0,LFG | PanterA,18,7,72.0,78.0
66.0,-,RedX,54,52,50.94,77.0
67.0,12.0,Trail,31,13,70.45,76.0
67.0,6.0,Nard Dawg,26,16,61.9,76.0
67.0,8.0,Phantom Airline,41,25,62.12,76.0
70.0,-11.0,Fankriss,15,6,71.43,75.0
71.0,-11.0,Lotfy,14,6,70.0,74.0
71.0,-11.0,Spiral Cafe | Krudo,14,3,82.35,74.0
73.0,-11.0,Connor,13,5,72.22,73.0
73.0,-11.0,RB | Cum Fox,18,10,64.29,73.0
73.0,-11.0,TNS | Asashi,13,4,76.47,73.0
76.0,-11.0,TG | Mot$,12,3,80.0,72.0
77.0,-11.0,AlyJ,11,3,78.57,71.0
77.0,-11.0,Hulka,16,10,61.54,71.0
77.0,-11.0,Aura,11,4,73.33,71.0
80.0,-10.0,Chummi,25,14,64.1,70.0
81.0,-10.0,ePG | Chevy,12,6,66.67,67.0
82.0,-10.0,GHQ | Zamu,10,5,66.67,65.0
82.0,6.0,Higgins,25,16,60.98,65.0
84.0,-11.0,SDJ,9,3,75.0,64.0
85.0,-10.0,Bonn Esports | Question,33,21,61.11,63.0
85.0,-10.0,The Leaf,8,2,80.0,63.0
87.0,-9.0,snacklepackle,34,36,48.57,60.0
88.0,3.0,Captain G,16,14,53.33,56.0
