Rank,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,S2J,6,1,85.71,216.0
2.0,bobby big ballz,4,2,66.67,189.0
3.0,Panda,13,3,81.25,173.0
4.0,IMP | Ben,3,2,60.0,138.0
5.0,Medz,16,3,84.21,126.0
6.0,LFTG | Logos,12,2,85.71,117.0
7.0,OAK | Spacepigeon,12,3,80.0,97.0
8.0,Hulka,11,3,78.57,96.0
9.0,akir,17,9,65.38,77.0
10.0,Dash,13,4,76.47,73.0
11.0,SANS | Blues Clues,11,4,73.33,66.0
12.0,Dream,10,4,71.43,65.0
13.0,Khryke,13,5,72.22,53.0
13.0,Winx Club | Siddward,13,6,68.42,53.0
15.0,LAG,12,5,70.59,47.0
16.0,Ghost Rider,9,3,75.0,44.0
17.0,Air,16,9,64.0,41.0
18.0,Younger,15,7,68.18,40.0
19.0,NGG | Jflex,9,2,81.82,34.0
20.0,Connor,8,3,72.73,28.0
21.0,TPN,7,3,70.0,27.0
22.0,TZ | Morrito,14,9,60.87,24.0
23.0,Neck,13,11,54.17,23.0
23.0,sad | UwUMysticalGirl,13,10,56.52,23.0
25.0,Vianny,12,6,66.67,22.0
25.0,ZimD00D,12,7,63.16,22.0
25.0,BHC | Evan,12,5,70.59,22.0
25.0,Joshuwasha,12,9,57.14,22.0
25.0,RadicalLiberal | Quiggles,12,7,63.16,22.0
30.0,Verdo,10,5,66.67,20.0
31.0,AR0,9,5,64.29,19.0
32.0,Help,8,3,72.73,18.0
33.0,Mo $,7,3,70.0,17.0
33.0,Cowbell,7,0,100.0,17.0
35.0,RetroSHFFL | Lex,10,12,45.45,15.0
35.0,TG NBR | Panayiotis,10,8,55.56,15.0
35.0,E-tie,5,1,83.33,15.0
35.0,shoelegend88,10,8,55.56,15.0
39.0,Axis,9,11,45.0,14.0
39.0,Willy P,9,6,60.0,14.0
41.0,Flow | ESPONJA,8,9,47.06,13.0
41.0,Saatvik,8,5,61.54,13.0
41.0,Vigilance,8,7,53.33,13.0
41.0,LFG | Fist Mexico,8,6,57.14,13.0
41.0,(SECONDARIES) | Skittles,8,7,53.33,13.0
41.0,Nebulous | Jib,8,6,57.14,13.0
47.0,YoungHanSolo,7,3,70.0,12.0
47.0,FunRock,7,6,53.85,12.0
47.0,MordecaiPielord,7,9,43.75,12.0
50.0,Pipe,6,4,60.0,11.0
50.0,QTT | Marco,6,4,60.0,11.0
50.0,Zeeker,10,11,47.62,11.0
50.0,YBBT | leroydankins,6,5,54.55,11.0
50.0,Nard Dawg,6,4,60.0,11.0
50.0,snacklepackle,6,5,54.55,11.0
56.0,Kombeze Ataie,9,14,39.13,10.0
56.0,Trail,5,1,83.33,10.0
56.0,UCLA | Suvir,5,4,55.56,10.0
56.0,Schnurb,5,4,55.56,10.0
56.0,PapaNoJohns,9,13,40.91,10.0
56.0,FreeSSBM,5,4,55.56,10.0
56.0,WU | nerodero,5,5,50.0,10.0
56.0,Salty Seth,5,1,83.33,10.0
56.0,PRIN$E,5,5,50.0,10.0
