Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,-,S2J,31,7,81.58,856.0
2.0,++ 2.0,bobby big ballz,43,16,72.88,828.0
3.0,-,CLG. | SFAT,35,13,72.92,815.0
4.0,++ 1.0,KoDoRiN,40,17,70.18,705.0
5.0,-- 3.0,LSD,45,8,84.91,690.0
6.0,-,Ginger,27,8,77.14,587.0
7.0,-,Revenge | Gahtzu,16,4,80.0,491.0
8.0,++ 1.0,SANS | Blues Clues,51,22,69.86,341.0
9.0,++ 1.0,JCubez,39,14,73.58,299.0
10.0,-- 2.0,Fiction,18,6,75.0,293.0
11.0,++ 8.0,Ben,24,5,82.76,269.0
12.0,++ 9.0,S.C.E. | Erik,55,26,67.9,245.0
13.0,-- 2.0,DD,52,30,63.41,203.0
14.0,-- 2.0,306 | Amrak,38,16,70.37,188.0
15.0,-- 2.0,ANTIFA CEO | Quiggles,80,67,54.42,186.0
16.0,++ 4.0,RG | Far!,22,5,81.48,157.0
17.0,-- 2.0,cliché,60,44,57.69,155.0
18.0,-- 4.0,Null,19,5,79.17,149.0
19.0,-- 3.0,Fizz,26,16,61.9,136.0
20.0,-- 3.0,EP | Justus,27,16,62.79,132.0
21.0,-- 3.0,Bones,17,4,80.95,127.0
22.0,-- 1.0,Twisty,15,8,65.22,120.0
23.0,-,Android 0,11,2,84.62,116.0
24.0,-,NOOT,20,8,71.43,115.0
25.0,-,.Ðempt,29,22,56.86,114.0
26.0,++ 30.0,LAG,39,23,62.9,109.0
27.0,-- 1.0,Mango's Friend | Lucky,3,2,60.0,108.0
27.0,New,Young,18,7,72.0,108.0
29.0,-- 2.0,GUG | Kürv,23,10,69.7,103.0
30.0,++ 3.0,FM | Cilan,36,24,60.0,101.0
31.0,-- 3.0,Dom,14,6,70.0,99.0
32.0,++ 3.0,yingling,39,32,54.93,94.0
32.0,-- 3.0,GLR | JAM,39,19,67.24,94.0
34.0,++ 24.0,CowCowCowCowCow,26,17,60.47,91.0
35.0,-- 5.0,Neologism,26,11,70.27,86.0
35.0,-- 3.0,Pipe,45,46,49.45,86.0
37.0,++ 10.0,TBD,33,16,67.35,83.0
37.0,-- 6.0,Westballz,18,3,85.71,83.0
39.0,++ 10.0,Ghost Rider,23,11,67.65,78.0
40.0,-- 6.0,Spiral Cafe | Krudo,14,3,82.35,74.0
41.0,New,AlyJ,11,3,78.57,71.0
41.0,-- 5.0,Marrgasm,26,15,63.41,71.0
41.0,++ 23.0,Hulka,16,10,61.54,71.0
44.0,New,ePG | Chevy,12,6,66.67,67.0
45.0,-- 8.0,404 YC | Salt,11,4,73.33,66.0
46.0,-- 8.0,GHQ | Zamu,10,5,66.67,65.0
47.0,-- 8.0,SDJ,9,3,75.0,64.0
48.0,-- 8.0,Golden,8,3,72.73,63.0
48.0,-- 8.0,Bonn Esports | Question,33,21,61.11,63.0
48.0,-- 8.0,The Leaf,8,2,80.0,63.0
51.0,++ 4.0,snacklepackle,34,36,48.57,60.0
52.0,-- 9.0,ight,33,37,47.14,59.0
53.0,-- 9.0,Megaman,26,26,50.0,56.0
53.0,-- 9.0,Trail,21,11,65.62,56.0
55.0,-- 9.0,TG NBR | Panos,15,10,60.0,55.0
56.0,-- 9.0,GST | Ryobeat,14,4,77.78,54.0
57.0,-- 7.0,Trock,15,9,62.5,50.0
58.0,++ 14.0,Pappi,19,9,67.86,49.0
59.0,-- 8.0,Chem,13,10,56.52,48.0
60.0,-- 8.0,Captain G,12,10,54.55,47.0
60.0,-- 8.0,soccermom69,12,5,70.59,47.0
62.0,New,Vish,10,6,62.5,45.0
63.0,-- 9.0,Maher,9,3,75.0,44.0
64.0,-- 7.0,DarkGenex,26,18,59.09,41.0
65.0,New,USF | Quadae,10,9,52.63,40.0
66.0,-- 7.0,Cowbell,24,17,58.54,39.0
67.0,++ 9.0,RedX,25,25,50.0,36.0
68.0,-- 8.0,Panda,9,2,81.82,34.0
68.0,-- 8.0,QoT | Cruelscotty,24,24,50.0,34.0
70.0,++ 65.0,Elk G | Ivayne,18,8,69.23,33.0
71.0,-- 9.0,Light,12,6,66.67,32.0
72.0,-- 9.0,GEM | CrossFitJesus,11,5,68.75,31.0
73.0,-- 9.0,HWY | ybot,9,6,60.0,29.0
73.0,-- 9.0,Crispy | Chango,9,3,75.0,29.0
75.0,-- 8.0,306 | Polo,8,3,72.73,28.0
75.0,-- 8.0,MIOM | Toph,8,5,61.54,28.0
75.0,-- 8.0,Travy,22,29,43.14,28.0
75.0,-- 8.0,ABG | salami,8,5,61.54,28.0
75.0,-- 8.0,billybopeep,8,6,57.14,28.0
75.0,++ 44.0,Phantom Airline,13,4,76.47,28.0
75.0,++ 12.0,Arctic,18,16,52.94,28.0
82.0,-- 3.0,Pawn,21,60,25.93,27.0
82.0,-- 10.0,Musashi,12,9,57.14,27.0
84.0,-- 5.0,Thad <3,18,17,51.43,26.0
84.0,-- 10.0,CG | Firebolt,16,13,55.17,26.0
84.0,-- 10.0,Alex18+,19,28,40.43,26.0
87.0,++ 10.0,ericiscool.net,8,12,40.0,25.0
88.0,++ 40.0,KaiKwonDo,17,21,44.74,24.0
89.0,New,Typhoon,13,7,65.0,23.0
90.0,-- 13.0,LanTurN,16,21,43.24,22.0
90.0,-- 7.0,Soltrain,11,10,52.38,22.0
90.0,New,Elysian,12,8,60.0,22.0
90.0,-- 13.0,WW | Lemonjuices,12,7,63.16,22.0
94.0,++ 34.0,STP,19,21,47.5,21.0
94.0,++ 16.0,Chewy,14,21,40.0,21.0
94.0,-- 15.0,ycz6,11,4,73.33,21.0
94.0,-- 15.0,darkwizard123,11,7,61.11,21.0
98.0,++ 21.0,John,13,10,56.52,19.0
98.0,-- 15.0,ROFL,14,11,56.0,19.0
100.0,New,8-bit | dansdaman,8,4,66.67,18.0
100.0,-- 15.0,Rive,13,16,44.83,18.0
100.0,-- 15.0,SonOfJ,8,8,50.0,18.0
103.0,-- 16.0,CLEM#112 | Clem,12,9,57.14,17.0
103.0,-- 16.0,Hunybear,12,9,57.14,17.0
103.0,++ 16.0,Help,15,18,45.45,17.0
103.0,New,Gaz,7,4,63.64,17.0
103.0,-- 16.0,Jorge,12,12,50.0,17.0
103.0,-- 16.0,Jakespeare,11,24,31.43,17.0
109.0,New,noChill,11,8,57.89,16.0
110.0,-- 18.0,Solo.,10,9,52.63,15.0
110.0,-- 18.0,2Framez,9,7,56.25,15.0
110.0,-,SLO | GrizzlyBair,9,8,52.94,15.0
110.0,New,thesiscat,10,6,62.5,15.0
110.0,-- 18.0,BLM | Rats!,10,13,43.48,15.0
110.0,++ 9.0,markrevival,11,28,28.21,15.0
110.0,-- 18.0,Chubbz,10,10,50.0,15.0
110.0,++ 62.0,YBBT | leroydankins,9,12,42.86,15.0
110.0,-- 18.0,Milo,10,10,50.0,15.0
119.0,-- 22.0,DHB | IggyNieves,9,7,56.25,14.0
119.0,-- 22.0,Dawson,9,8,52.94,14.0
