Rank,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,CLG. | SFAT,5,0,100.0,215.0
2.0,bobby big ballz,13,4,76.47,198.0
3.0,IMP | Ben,4,2,66.67,164.0
4.0,Mango's Friend | Lucky,15,11,57.69,150.0
5.0,SFOP,17,4,80.95,127.0
6.0,DontTestMe,3,2,60.0,108.0
7.0,GOL | JSalt,13,2,86.67,103.0
8.0,NGG | Jflex,13,3,81.25,98.0
9.0,LFG | PanterA,18,7,72.0,78.0
10.0,SANS | Blues Clues,15,4,78.95,75.0
11.0,Lotfy,14,6,70.0,74.0
11.0,Erik,14,7,66.67,74.0
13.0,GUG | Kürv,16,8,66.67,56.0
14.0,MT,15,6,71.43,55.0
15.0,GLR | JAM,12,6,66.67,47.0
16.0,:3 | fenceturtle,10,6,62.5,40.0
17.0,RCS | Savestate,14,13,51.85,34.0
18.0,CowCowCowCowCow,10,7,58.82,30.0
18.0,RB | Cum Fox,10,6,62.5,30.0
20.0,Typhoon,9,7,56.25,29.0
21.0,ANTIFA CEO | Quiggles,8,4,66.67,28.0
21.0,CardsNG,8,6,57.14,28.0
23.0,TNC | n3zModGod,7,4,63.64,27.0
24.0,Chummi,16,10,61.54,26.0
25.0,Megaman,15,9,62.5,25.0
26.0,hestoned,14,13,51.85,24.0
27.0,Phantom Airline,11,11,50.0,16.0
27.0,EP | Justus,6,1,85.71,16.0
27.0,MikeDrop,11,13,45.83,16.0
30.0,OtES,10,11,47.62,15.0
31.0,Sparky,9,10,47.37,14.0
31.0,Cowbell,9,7,56.25,14.0
31.0,Flow | Stark,9,7,56.25,14.0
34.0,IceCreamOG,8,6,57.14,13.0
34.0,UPTILT | Nishi,8,5,61.54,13.0
36.0,Jangu,7,10,41.18,12.0
37.0,scrubjr,10,11,47.62,11.0
37.0,Strazz,6,4,60.0,11.0
37.0,Saatvik,6,6,50.0,11.0
40.0,dirtyDev,5,9,35.71,10.0
40.0,SSBM-T | LuigiKid,5,3,62.5,10.0
40.0,LewdCelebs4Free,9,11,45.0,10.0
40.0,mixx,5,2,71.43,10.0
40.0,TBS | Nero,5,6,45.45,10.0
45.0,Miranda,4,4,50.0,9.0
45.0,C H U M P I S,8,12,40.0,9.0
45.0,Nard Dawg,4,3,57.14,9.0
45.0,SudoJoe,8,12,40.0,9.0
49.0,Jolf,7,11,38.89,8.0
50.0,RedHousePainter,6,7,46.15,7.0
51.0,Luppi,5,9,35.71,6.0
51.0,BEBO,5,13,27.78,6.0
53.0,shoelegend88,4,4,50.0,5.0
53.0,Homeslice,4,9,30.77,5.0
53.0,Rome0,4,8,33.33,5.0
56.0,Port!!!,3,6,33.33,4.0
56.0,Badboi,3,2,60.0,4.0
56.0,jtetter,3,15,16.67,4.0
56.0,Yamasaki,3,3,50.0,4.0
56.0,Maljo,3,15,16.67,4.0
61.0,SlickSiwik,2,5,28.57,3.0
61.0,Thad <3,2,2,50.0,3.0
63.0,Penguis,1,4,20.0,2.0
63.0,ericiscool.net,1,5,16.67,2.0
63.0,Pawn,1,7,12.5,2.0
63.0,K.H.D | Reign,1,3,25.0,2.0
63.0,dust,1,11,8.33,2.0
63.0,Captain Koala,1,11,8.33,2.0
63.0,Kettering,1,10,9.09,2.0
63.0,melatonin,1,6,14.29,2.0
71.0,Majora,0,14,0.0,1.0
71.0,Tammerath,0,7,0.0,1.0
71.0,markrevival,0,2,0.0,1.0
71.0,Marrgasm,0,2,0.0,1.0
71.0,Hellraid,0,13,0.0,1.0
71.0,volt.,0,6,0.0,1.0
71.0,ledgefiend,0,2,0.0,1.0
