Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,-,bobby big ballz,94,32,74.6,1814.0
2.0,-,CLG. | SFAT,48,15,76.19,1408.0
3.0,-,S2J,42,8,84.0,1287.0
4.0,-,KoDoRiN,51,25,67.11,1031.0
5.0,-,lluZ | PEP | LSD,71,14,83.53,931.0
6.0,-,Ginger,36,12,75.0,916.0
7.0,-,IMP | Ben,38,15,71.7,823.0
8.0,1.0,SANS | Blues Clues,124,62,66.67,704.0
9.0,-1.0,Erik,101,45,69.18,656.0
10.0,-,GUG | KÃ¼rv,84,31,73.04,594.0
11.0,-,Revenge | Gahtzu,27,6,81.82,592.0
12.0,-,SFOP,44,14,75.86,444.0
13.0,-,NGG | Jflex,68,23,74.73,368.0
14.0,-,JCubez,52,22,70.27,332.0
15.0,1.0,RadicalLiberal | Quiggles,141,109,56.4,313.0
16.0,-1.0,Fiction,18,6,75.0,293.0
17.0,-,Mango's Friend | Lucky,28,18,60.87,278.0
18.0,22.0,Medz,29,5,85.29,249.0
19.0,-1.0,DD,71,44,61.74,248.0
20.0,3.0,LAG,80,42,65.57,225.0
21.0,104.0,Panda,22,5,81.48,207.0
22.0,-3.0,rocky,15,4,78.95,205.0
23.0,-3.0,Bones,28,7,80.0,198.0
24.0,-3.0,306 | Amrak,38,16,70.37,188.0
25.0,-3.0,K8A,42,18,70.0,182.0
26.0,12.0,Winx Club | Siddward,41,20,67.21,181.0
27.0,1.0,Cowbell,77,49,61.11,177.0
27.0,-3.0,CowCowCowCowCow,62,44,58.49,177.0
29.0,-4.0,YC | Pappi,36,12,75.0,176.0
30.0,-4.0,cliché,69,47,59.48,174.0
31.0,-2.0,Pipe,93,82,53.14,169.0
32.0,45.0,Hulka,27,13,67.5,167.0
33.0,-6.0,NOOT,33,14,70.21,163.0
34.0,-4.0,RG | Far!,22,5,81.48,157.0
34.0,-4.0,Golden,17,6,73.91,157.0
36.0,-3.0,yingling,66,48,57.89,156.0
37.0,-5.0,Null,19,5,79.17,149.0
37.0,56.0,OAK | Spacepigeon,29,13,69.05,149.0
39.0,-6.0,EP | Justus,33,17,66.0,148.0
40.0,114.0,LFTG | Logos,23,4,85.19,143.0
41.0,-6.0,GLR | JAM,51,25,67.11,141.0
42.0,-6.0,Young,26,10,72.22,136.0
42.0,-6.0,Fizz,26,16,61.9,136.0
44.0,18.0,Ghost Rider,37,16,69.81,132.0
45.0,-6.0,Quaff,25,7,78.12,125.0
46.0,-5.0,Twisty,15,8,65.22,120.0
46.0,1.0,Typhoon,44,27,61.97,120.0
46.0,-5.0,404 YC | Salt,25,10,71.43,120.0
49.0,2.0,(SECONDARIES) | Skittles,34,15,69.39,119.0
50.0,-7.0,Android 0,11,2,84.62,116.0
51.0,64.0,akir,30,14,68.18,115.0
51.0,-7.0,Egg$,20,8,71.43,115.0
53.0,-8.0,.Ðempt,29,22,56.86,114.0
54.0,-8.0,Dawson,22,13,62.86,112.0
55.0,47.0,Dream,36,17,67.92,111.0
56.0,-8.0,Vish,20,10,66.67,110.0
57.0,-8.0,Soonsay,4,2,66.67,109.0
58.0,-8.0,DontTestMe,3,2,60.0,108.0
59.0,-2.0,ight,68,75,47.55,106.0
59.0,73.0,Dash,31,15,67.39,106.0
61.0,-9.0,GOL | JSalt,13,2,86.67,103.0
62.0,-9.0,LFG | Eddy Mexico,12,3,80.0,102.0
63.0,-9.0,FM | Cilan,36,24,60.0,101.0
63.0,10.0,Connor,21,8,72.41,101.0
63.0,-9.0,TBD,41,21,66.13,101.0
