Rank,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,bobby big ballz,5,0,100.0,215.0
2.0,rocky,15,4,78.95,205.0
3.0,SFOP,4,2,66.67,164.0
4.0,GUG | Kürv,14,3,82.35,154.0
5.0,NGG | Jflex,12,2,85.71,122.0
6.0,Winx Club | Siddward,18,9,66.67,108.0
6.0,Erik,3,2,60.0,108.0
8.0,SANS | Blues Clues,17,11,60.71,102.0
9.0,Fankriss,15,6,71.43,75.0
10.0,Connor,13,5,72.22,73.0
10.0,TNS | Asashi,13,4,76.47,73.0
12.0,Aura,11,4,73.33,71.0
13.0,404 YC | Salt,14,6,70.0,54.0
13.0,CW | Skittles,14,5,73.68,54.0
15.0,Quaff,10,2,83.33,50.0
16.0,RB | Cum Fox,8,4,66.67,43.0
17.0,Crispy | Chango,12,5,70.59,37.0
18.0,GUILD | ghettowarmachine420,11,5,68.75,36.0
19.0,Joey Donuts,12,7,63.16,32.0
20.0,Zeeker,11,2,84.62,26.0
21.0,RadicalLiberal | Quiggles,15,7,68.18,25.0
22.0,Good1ife,14,9,60.87,24.0
23.0,K8A,13,5,72.22,23.0
23.0,Willy P,13,7,65.0,23.0
23.0,IWI | Marrgasm,13,9,59.09,23.0
26.0,Krizski,12,11,52.17,22.0
26.0,SF | Herrán,12,6,66.67,22.0
26.0,Dream,12,4,75.0,22.0
29.0,Neck,11,8,57.89,21.0
29.0,donk,11,7,61.11,21.0
29.0,Pipe,11,7,61.11,21.0
29.0,RULE#492 | Tristan's Rule,11,3,78.57,21.0
33.0,Oaty,10,6,62.5,20.0
33.0,LAG,10,4,71.43,20.0
33.0,Crow,10,7,58.82,20.0
36.0,Phantom Airline,9,4,69.23,19.0
37.0,Tap Jump,13,11,54.17,18.0
37.0,Egg$,8,4,66.67,18.0
37.0,Elk G | Ivayne,13,10,56.52,18.0
37.0,QTT | Marco,8,4,66.67,18.0
37.0,Stiv,8,3,72.73,18.0
42.0,CREW | G,11,11,50.0,16.0
42.0,htwa,6,0,100.0,16.0
44.0,YoungHanSolo,10,8,55.56,15.0
44.0,Cowbell,10,8,55.56,15.0
44.0,Juuuuurien,10,11,47.62,15.0
44.0,deluxe,10,9,52.63,15.0
44.0,Daz,10,8,55.56,15.0
49.0,imrainh2o,9,8,52.94,14.0
49.0,Jazzy,9,10,47.37,14.0
49.0,not NJ wally | wally,9,6,60.0,14.0
52.0,MikeDrop,8,9,47.06,13.0
52.0,ight,8,9,47.06,13.0
52.0,BKB! | stocmoney,8,7,53.33,13.0
52.0,Douglas.J.Gov,8,7,53.33,13.0
52.0,RedX,8,5,61.54,13.0
52.0,Hexjo,8,7,53.33,13.0
58.0,doby,7,5,58.33,12.0
58.0,Flounder,7,5,58.33,12.0
58.0,Melo,7,5,58.33,12.0
58.0,LL | Duky,7,4,63.64,12.0
62.0,DAL | Frog,6,5,54.55,11.0
62.0,ItsDad,10,14,41.67,11.0
62.0,jams,6,6,50.0,11.0
62.0,TCM | MrG,6,4,60.0,11.0
62.0,Miranda,6,5,54.55,11.0
62.0,D3WDify,6,6,50.0,11.0
62.0,SoS | Cor,6,6,50.0,11.0
62.0,H19 | chaka,6,4,60.0,11.0
62.0,Sparky,6,5,54.55,11.0
62.0,Verdo,6,4,60.0,11.0
62.0,Uncle Pete,6,5,54.55,11.0
62.0,Elk_G | Karm,6,2,75.0,11.0
74.0,N8V,5,3,62.5,10.0
74.0,QoT | Cruelscotty,9,10,47.37,10.0
74.0,PRIN$E,5,4,55.56,10.0
74.0,Ghost Rider,5,2,71.43,10.0
74.0,ash6,5,3,62.5,10.0
74.0,Jahan,5,4,55.56,10.0
74.0,pimmwrecks,9,11,45.0,10.0
74.0,LSK,5,3,62.5,10.0
74.0,Fitz,9,11,45.0,10.0
74.0,Gulu,5,5,50.0,10.0
84.0,Nard Dawg,4,2,66.67,9.0
84.0,Jeffthecheff,4,2,66.67,9.0
84.0,Kanye Rest,4,2,66.67,9.0
84.0,Jib,4,2,66.67,9.0
84.0,BubbleFuel,4,3,57.14,9.0
84.0,JLo,8,9,47.06,9.0
84.0,Aura,4,1,80.0,9.0
84.0,in10city,4,3,57.14,9.0
84.0,Pilgrim,4,2,66.67,9.0
84.0,Nanami,4,1,80.0,9.0
94.0,Megaman,7,9,43.75,8.0
94.0,yBaS | MaxJacks,7,10,41.18,8.0
94.0,BEBO,7,11,38.89,8.0
94.0,keyboard gamer,3,2,60.0,8.0
94.0,Strazz,3,2,60.0,8.0
94.0,EOKA | Christos,7,8,46.67,8.0
94.0,Austintacious,3,2,60.0,8.0
94.0,Dash,3,1,75.0,8.0
94.0,Slemdog,7,10,41.18,8.0
103.0,Exia,6,7,46.15,7.0
103.0,KL | Kid,6,7,46.15,7.0
103.0,Aidanafoo,6,12,33.33,7.0
103.0,Otto_Zone,6,7,46.15,7.0
103.0,LFTG | Logos,2,0,100.0,7.0
103.0,ericiscool.net,6,7,46.15,7.0
103.0,Fux McLoud,6,6,50.0,7.0
103.0,SquirtlSquad,6,8,42.86,7.0
103.0,Divine Senator Kelly,2,0,100.0,7.0
103.0,Canes | ATM,6,9,40.0,7.0
113.0,Ders,5,7,41.67,6.0
113.0,Denzill,5,4,55.56,6.0
113.0,100 Days Of Solitude,5,6,45.45,6.0
113.0,probably high,5,8,38.46,6.0
113.0,Mac,5,9,35.71,6.0
113.0,YBBT | leroydankins,5,6,45.45,6.0
119.0,Corkey,4,11,26.67,5.0
119.0,Yosemite Dabbs,4,8,33.33,5.0
119.0,Yamasaki,4,5,44.44,5.0
119.0,Aleksander,4,5,44.44,5.0
119.0,Farko,4,4,50.0,5.0
119.0,AHHHHH | Alice,4,7,36.36,5.0
119.0,ArStar,4,6,40.0,5.0
119.0,Loki,4,5,44.44,5.0
119.0,mia,4,5,44.44,5.0
119.0,TBS | Nero,4,4,50.0,5.0
119.0,RPG,4,5,44.44,5.0
119.0,DMT,4,6,40.0,5.0
131.0,K.YUNG,3,6,33.33,4.0
131.0,Sor,3,5,37.5,4.0
131.0,EWA | ERGonomics,3,5,37.5,4.0
