SmashTag,KoDoRiN Number,Path
Nard Dawg,8,KoDoRiN < TBD < Epoodle < Khryke < Aura < MGFC | JorDank < OtES < Chiefn_
Trail,8,KoDoRiN < TBD < Epoodle < Khryke < Aura < MGFC | JorDank < Joey Bats < CowCowCowCowCow
Axis,8,KoDoRiN < TBD < Epoodle < Khryke < Aura < MGFC | JorDank < OtES < Chiefn_
YoungHanSolo,8,KoDoRiN < Redcoat < jacket < Mootook < Ribboned Ace < BeanBurrito-San < charmell0 < Kandayo
Jakespeare,9,KoDoRiN < TBD < Epoodle < Khryke < Aura < MGFC | JorDank < OtES < Chiefn_ < diddylonglegs
Deeb,9,KoDoRiN < TBD < Epoodle < Khryke < Aura < MGFC | JorDank < OtES < Chiefn_ < Axis
gsm | Pound,10,KoDoRiN < TBD < Epoodle < Khryke < Aura < MGFC | JorDank < OtES < Chiefn_ < Axis < Deeb
Phantom Airline,10,KoDoRiN < TBD < Epoodle < Khryke < Aura < MGFC | JorDank < OtES < Chiefn_ < Axis < Deeb
Lamb's Ear,11,KoDoRiN < TBD < Epoodle < Khryke < Aura < MGFC | JorDank < OtES < Chiefn_ < Axis < Deeb < gsm | Pound
Arctic,NA,NA
rice,NA,NA
BK_Rib,NA,NA
nmble-mann,NA,NA
21! | Ronan,NA,NA
Kettering,NA,NA
ledgefiend,NA,NA
EagleOne,NA,NA
Nips,NA,NA
kaiyon,NA,NA
kippu,NA,NA
AWaveDash,NA,NA
SUPERUNKNOWN,NA,NA
Lee,NA,NA
CrazyColtCory,NA,NA
Mp drago,NA,NA
WFL | ABC,NA,NA
BKB! | stocmoney,NA,NA
probably high,NA,NA
Ariz,NA,NA
AHHHHH | Climbers Alice,NA,NA
SeshLord Ozai,NA,NA
SU | wild flower,NA,NA
GSG,NA,NA
Dash,NA,NA
PRD | JMi,NA,NA
Rama,NA,NA
Flow | Stark,NA,NA
NattyIce,NA,NA
Dolfo,NA,NA
shoelegend88,NA,NA
SIMP | Vagab0nd,NA,NA
nunoodle,NA,NA
HaxMoneyHulkHogan,NA,NA
Melee Stats | Pikachu942,NA,NA
Wumbo,NA,NA
Hell'sLabyrinth,NA,NA
Bobakanoosh,NA,NA
Trash,NA,NA
PurpleZ,NA,NA
Marvelboy,NA,NA
ali_,NA,NA
Special K,NA,NA
Penguin,NA,NA
Anzeray,NA,NA
JoffDuchar,NA,NA
Jeem,NA,NA
Power Kevin,NA,NA
flthd | flatline,NA,NA
KOA | youngbool,NA,NA
yBaS | MaxJacks,NA,NA
Fire,NA,NA
Blitzkrieg,NA,NA
91,NA,NA
Ratt,NA,NA
markrevival,NA,NA
RitzyCheese,NA,NA
ash6,NA,NA
