SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement,PlacePoints,Points,Rank
1017,S2J,NOTAV,5,0,0,0,0,0,0,0,1,1,200.0,215.0,1.0
3499,Boy,WC,5,3,0,0,1,0,0,0,0,-1,0.0,10.0,55.0
3561,LG | Ginger,NOTAV,5,2,0,0,0,0,0,0,1,2,175.0,190.0,2.0
3665,Younger,NOTAV,0,2,0,0,0,0,0,0,1,17,10.0,20.0,26.0
3772,Arcadia,WC,9,4,0,0,0,1,0,0,0,13,25.0,44.0,13.0
4176,NathanSandwich,WC,8,7,0,0,1,0,0,0,0,-1,0.0,13.0,43.0
4205,a-on,WC,10,6,0,0,0,1,0,0,0,-1,0.0,20.0,26.0
4317,Solomon,WC,2,4,0,1,0,0,0,0,0,-1,0.0,3.0,104.0
4390,CG | Jflex,NOTAV,3,2,0,0,0,0,0,0,1,4,125.0,138.0,4.0
5724,Wassabi,WC,13,5,0,0,0,0,1,0,0,17,10.0,38.0,16.0
5869,Joe(y) Bats,EC,9,8,0,1,0,0,0,0,0,-1,0.0,10.0,55.0
7068,mikey,WC,5,0,0,0,0,1,0,0,0,-1,0.0,15.0,40.0
7149,Trail,EC,6,1,0,0,0,1,0,0,0,-1,0.0,16.0,38.0
7764,sfy | Fizz,EC,1,1,0,1,0,0,0,0,0,-1,0.0,2.0,113.0
10228,Flow | Stark,WC,7,5,0,0,1,0,0,0,0,-1,0.0,12.0,45.0
10362,Elk G | Ivayne,WC,1,1,0,1,0,0,0,0,0,-1,0.0,2.0,113.0
12137,yingling,WC,9,6,0,0,1,0,0,0,0,-1,0.0,14.0,41.0
14305,Nard Dawg,EC,4,3,0,0,1,0,0,0,0,-1,0.0,9.0,61.0
14592,ZOOK | Suezo,EC,10,3,0,0,0,1,0,0,0,9,45.0,65.0,11.0
15586,AB | Anjo,WC,8,3,0,0,0,1,0,0,0,17,10.0,28.0,21.0
16468,CV Aceflight,WC,12,14,0,0,1,0,0,0,0,-1,0.0,17.0,34.0
18652,LFTG | Logos,WC,10,2,0,0,0,1,0,0,0,-1,0.0,20.0,26.0
19979,Sammy,WC,0,4,0,1,0,0,0,0,0,-1,0.0,1.0,131.0
22458,Kandayo,WC,1,1,0,1,0,0,0,0,0,-1,0.0,2.0,113.0
22595,Aura,EC,7,4,0,0,0,1,0,0,0,17,10.0,27.0,23.0
23207,veil,WC,12,12,0,0,1,0,0,0,0,-1,0.0,17.0,34.0
26387,Phantom Airline,EC,6,6,0,0,1,0,0,0,0,-1,0.0,11.0,49.0
26750,KoDoRiN,NOTAV,3,2,0,0,0,0,0,0,1,5,95.0,108.0,6.0
26934,Clay,EC,0,2,0,1,0,0,0,0,0,-1,0.0,1.0,131.0
28815,doctahdylan,EC,2,5,0,1,0,0,0,0,0,-1,0.0,3.0,104.0
30804,Frap,WC,7,7,0,0,1,0,0,0,0,-1,0.0,12.0,45.0
31487,Winx Club | Siddward,EC,2,1,0,0,1,0,0,0,0,-1,0.0,7.0,73.0
32201,PRIN$E,EC,6,3,0,0,1,0,0,0,0,-1,0.0,11.0,49.0
34399,BuenasRetas | Cobs,WC,2,5,0,1,0,0,0,0,0,-1,0.0,3.0,104.0
35192,Robert Flambe,WC,3,4,0,1,0,0,0,0,0,-1,0.0,4.0,91.0
37116,GUG | Kurv,NOTAV,1,2,0,0,0,0,0,0,1,13,25.0,36.0,19.0
37223,PEP | Sp1nda,EC,7,3,0,0,0,1,0,0,0,-1,0.0,17.0,34.0
37975,Zellpree,WC,0,1,0,1,0,0,0,0,0,-1,0.0,1.0,131.0
38643,RedX,WC,8,8,0,1,0,0,0,0,0,-1,0.0,9.0,61.0
38979,Tristan's Rule,WC,10,4,0,0,0,1,0,0,0,-1,0.0,20.0,26.0
39235,Dream,WC,3,3,0,1,0,0,0,0,0,-1,0.0,4.0,91.0
45236,Lime,WC,4,3,0,0,1,0,0,0,0,-1,0.0,9.0,61.0
47650,shoelegend88,EC,4,4,0,0,1,0,0,0,0,-1,0.0,9.0,61.0
47752,p3achyjr,WC,5,7,0,1,0,0,0,0,0,-1,0.0,6.0,77.0
48578,LoneCubone,EC,2,4,0,1,0,0,0,0,0,-1,0.0,3.0,104.0
49875,Paladin,EC,1,2,0,1,0,0,0,0,0,-1,0.0,2.0,113.0
50053,PML | Die222,WC,8,7,0,0,1,0,0,0,0,-1,0.0,13.0,43.0
53839,Poopy Ass,WC,4,9,0,1,0,0,0,0,0,-1,0.0,5.0,84.0
61570,CG | Peppi | Pappi,WC,11,2,0,0,0,1,0,0,0,3,150.0,171.0,3.0
62457,QTT | Yeyo,WC,2,3,0,1,0,0,0,0,0,-1,0.0,3.0,104.0
62721,Dirty Lasagna,EC,8,3,0,0,0,1,0,0,0,-1,0.0,18.0,33.0
63772,Fern,WC,3,6,0,1,0,0,0,0,0,-1,0.0,4.0,91.0
64692,Blues Clues,WC,12,5,0,0,0,1,0,0,0,7,75.0,97.0,7.0
66311,zilo,WC,4,1,0,0,1,0,0,0,0,-1,0.0,9.0,61.0
68261,Azel,WC,13,3,0,0,0,0,1,0,0,9,45.0,73.0,9.0
70458,PEPIS | Noire,WC,11,3,0,0,0,1,0,0,0,-1,0.0,21.0,25.0
129363,Flow | ESPONJA,WC,6,2,0,0,1,0,0,0,0,-1,0.0,11.0,49.0
132938,RU | Midnight Blue,WC,7,2,0,0,0,1,0,0,0,-1,0.0,17.0,34.0
133666,404 YC | Salt,WC,15,4,0,0,0,1,0,0,0,5,95.0,120.0,5.0
134823,QTT | Pelon,EC,4,12,0,1,0,0,0,0,0,-1,0.0,5.0,84.0
135795,cockbread,EC,5,5,0,0,1,0,0,0,0,-1,0.0,10.0,55.0
138710,Golden,EC,6,2,0,0,0,1,0,0,0,-1,0.0,16.0,38.0
144133,YBBT | leroydankins,WC,3,5,0,1,0,0,0,0,0,-1,0.0,4.0,91.0
145075,blazerboy,EC,0,1,0,1,0,0,0,0,0,-1,0.0,1.0,131.0
