SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement,PlacePoints,Points,Rank
1077,Revenge | Gahtzu,NOTAV,5,0,0,0,0,0,0,0,1,1,200.0,215.0,1.0
1601,FendrickLamar,EC,0,2,0,1,0,0,0,0,0,-1,0.0,1.0,85.0
3299,Vish,WC,10,3,0,0,0,1,0,0,0,9,45.0,65.0,9.0
3899,rom,WC,13,3,0,0,0,0,1,0,0,4,125.0,153.0,4.0
3977,Sicca,EC,11,4,0,0,0,1,0,0,0,5,95.0,116.0,5.0
4205,a-on,WC,7,6,0,1,0,0,0,0,0,-1,0.0,8.0,47.0
4390,CG | Jflex,NOTAV,0,2,0,0,0,0,0,0,1,13,25.0,35.0,16.0
4845,GG | SnooSnoo,EC,4,0,0,0,1,0,0,0,0,-1,0.0,9.0,42.0
4864,Theftz,WC,7,5,0,0,1,0,0,0,0,17,10.0,22.0,19.0
5126,Rabbit,EC,5,0,0,0,0,1,0,0,0,-1,0.0,15.0,24.0
5869,Joe(y) Bats,EC,7,4,0,0,1,0,0,0,0,-1,0.0,12.0,28.0
7676,MrDrBoi,EC,2,7,0,1,0,0,0,0,0,-1,0.0,3.0,66.0
10228,Flow | Stark,WC,3,4,0,1,0,0,0,0,0,-1,0.0,4.0,57.0
10468,Reesch,EC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,35.0
12048,K8A,EC,9,3,0,0,0,1,0,0,0,9,45.0,64.0,10.0
13765,Help,WC,0,3,0,1,0,0,0,0,0,-1,0.0,1.0,85.0
15856,Dolla bill Bill,WC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,35.0
18722,K.H.D | REIGN,WC,1,2,0,1,0,0,0,0,0,-1,0.0,2.0,75.0
20991,0kay,WC,8,7,0,0,1,0,0,0,0,-1,0.0,13.0,27.0
22140,NeMo,WC,4,4,0,0,1,0,0,0,0,-1,0.0,9.0,42.0
22458,Kandayo,WC,1,4,0,1,0,0,0,0,0,-1,0.0,2.0,75.0
30865,Spi,EC,0,5,0,1,0,0,0,0,0,-1,0.0,1.0,85.0
33458,RustyTrombone,WC,5,8,0,1,0,0,0,0,0,-1,0.0,6.0,52.0
34399,BuenasRetas | Cobs,WC,1,5,0,1,0,0,0,0,0,-1,0.0,2.0,75.0
34893,Zoma,EC,3,3,0,1,0,0,0,0,0,-1,0.0,4.0,57.0
37116,GUG | Kurv,NOTAV,5,2,0,0,0,0,0,0,1,2,175.0,190.0,2.0
37997,Rael,WC,8,4,0,0,0,1,0,0,0,-1,0.0,18.0,20.0
38643,RedX,WC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,35.0
40793,MGFC | bootichief,EC,6,5,0,0,1,0,0,0,0,-1,0.0,11.0,29.0
41211,Denzill,WC,4,1,0,0,1,0,0,0,0,-1,0.0,9.0,42.0
49875,Paladin,EC,1,2,0,1,0,0,0,0,0,-1,0.0,2.0,75.0
50053,PML | Die222,WC,5,6,0,0,1,0,0,0,0,-1,0.0,10.0,35.0
50606,ViL | TheSWOOPER,EC,12,2,0,0,0,0,1,0,0,3,150.0,177.0,3.0
54728,Stigma,WC,4,10,0,1,0,0,0,0,0,-1,0.0,5.0,55.0
54997,RetroSHFFL | Lex,WC,1,10,0,1,0,0,0,0,0,-1,0.0,2.0,75.0
61570,CG | Peppi | Pappi,WC,7,0,0,0,0,1,0,0,0,-1,0.0,17.0,22.0
62457,QTT | Yeyo,WC,1,3,0,1,0,0,0,0,0,-1,0.0,2.0,75.0
62721,Dirty Lasagna,EC,6,3,0,0,1,0,0,0,0,-1,0.0,11.0,29.0
66936,buckeye545,EC,1,3,0,1,0,0,0,0,0,-1,0.0,2.0,75.0
129363,Flow | ESPONJA,WC,9,10,0,1,0,0,0,0,0,-1,0.0,10.0,35.0
144268,RJN | Casper,WC,15,6,0,0,0,0,1,0,0,7,75.0,105.0,7.0
144798,Akir,EC,8,4,0,0,0,1,0,0,0,-1,0.0,18.0,20.0
146978,Ding Hing,WC,9,4,0,0,0,1,0,0,0,9,45.0,64.0,10.0
150123,TPN,EC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,29.0
154482,Easy,WC,5,3,0,0,1,0,0,0,0,-1,0.0,10.0,35.0
156503,Beiker,WC,10,8,0,0,1,0,0,0,0,-1,0.0,15.0,24.0
157632,PokkaPokka,WC,1,2,0,1,0,0,0,0,0,-1,0.0,2.0,75.0
159198,Pi2z,EC,2,5,0,1,0,0,0,0,0,-1,0.0,3.0,66.0
172811,CS | Amity,EC,3,6,0,1,0,0,0,0,0,-1,0.0,4.0,57.0
174790,Mounir,EC,7,10,0,1,0,0,0,0,0,-1,0.0,8.0,47.0
183677,Yamasaki,WC,8,3,0,0,0,1,0,0,0,13,25.0,43.0,15.0
215584,LAGr | Travioli,EC,2,3,0,1,0,0,0,0,0,-1,0.0,3.0,66.0
221136,Zeeker,EC,3,4,0,1,0,0,0,0,0,-1,0.0,4.0,57.0
229216,KaiKwonDo,WC,4,1,0,0,1,0,0,0,0,-1,0.0,9.0,42.0
230122,vampa,EC,3,7,0,1,0,0,0,0,0,-1,0.0,4.0,57.0
230537,hHerb,WC,1,9,0,1,0,0,0,0,0,-1,0.0,2.0,75.0
232193,Chiefn_,EC,7,10,0,1,0,0,0,0,0,-1,0.0,8.0,47.0
241260,Alex18+,EC,6,6,0,1,0,0,0,0,0,-1,0.0,7.0,50.0
245152,emy,WC,9,4,0,0,0,1,0,0,0,17,10.0,29.0,17.0
245795,TR | H,WC,2,2,0,1,0,0,0,0,0,-1,0.0,3.0,66.0
252523,Dusky,WC,0,2,0,1,0,0,0,0,0,-1,0.0,1.0,85.0
257324,GSP,WC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,29.0
266332,Pepis | Pokimanefan,EC,7,5,0,0,0,1,0,0,0,17,10.0,27.0,18.0
279107,Khryke,EC,11,4,0,0,0,0,1,0,0,13,25.0,51.0,13.0
326727,Frumentarii,EC,5,3,0,0,1,0,0,0,0,-1,0.0,10.0,35.0
327212,IWI | Marrgasm,WC,9,3,0,0,0,1,0,0,0,9,45.0,64.0,10.0
368021,Coinee,WC,3,3,0,1,0,0,0,0,0,-1,0.0,4.0,57.0
379419,Zab,EC,6,10,0,1,0,0,0,0,0,-1,0.0,7.0,50.0
448153,Neenor,EC,6,1,0,0,0,1,0,0,0,-1,0.0,16.0,23.0
492755,BoffTarget,WC,5,9,0,1,0,0,0,0,0,-1,0.0,6.0,52.0
533918,Maelstrom,EC,2,3,0,1,0,0,0,0,0,-1,0.0,3.0,66.0
542693,Bbatts,EC,9,3,0,0,0,1,0,0,0,7,75.0,94.0,8.0
657464,CowCowCowCowCow,EC,3,6,0,1,0,0,0,0,0,-1,0.0,4.0,57.0
725014,charmell0,WC,2,8,0,1,0,0,0,0,0,-1,0.0,3.0,66.0
788730,CATii,WC,0,4,0,1,0,0,0,0,0,-1,0.0,1.0,85.0
864206,Orotis,EC,3,8,0,1,0,0,0,0,0,-1,0.0,4.0,57.0
954582,winismine,WC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,29.0
1064029,Victawr,EC,2,14,0,1,0,0,0,0,0,-1,0.0,3.0,66.0
1194651,gsm | Pound,EC,0,2,0,1,0,0,0,0,0,-1,0.0,1.0,85.0
1375808,Epoodle,EC,9,3,0,0,0,1,0,0,0,13,25.0,44.0,14.0
1466521,Floods,WC,0,1,0,1,0,0,0,0,0,-1,0.0,1.0,85.0
1503239,catsonthemoon,EC,2,2,0,1,0,0,0,0,0,-1,0.0,3.0,66.0
1597235,Peyton,EC,2,6,0,1,0,0,0,0,0,-1,0.0,3.0,66.0
1650434,Puff,EC,0,1,0,1,0,0,0,0,0,-1,0.0,1.0,85.0
1737518,Kombeze Ataie,WC,5,10,0,1,0,0,0,0,0,-1,0.0,6.0,52.0
1773196,DrNormie,EC,4,5,0,1,0,0,0,0,0,-1,0.0,5.0,55.0
1796764,Mp drago,EC,0,7,0,1,0,0,0,0,0,-1,0.0,1.0,85.0
1844994,Flame,WC,0,7,0,1,0,0,0,0,0,-1,0.0,1.0,85.0
1942273,Fankriss,EC,10,3,0,0,0,1,0,0,0,5,95.0,115.0,6.0
1974127,Okami | aujory,WC,4,3,0,0,1,0,0,0,0,-1,0.0,9.0,42.0
1993164,Globe,EC,0,4,0,1,0,0,0,0,0,-1,0.0,1.0,85.0
1995324,CawkMuncher9000,WC,6,3,0,0,1,0,0,0,0,-1,0.0,11.0,29.0
2088027,kite,EC,1,6,0,1,0,0,0,0,0,-1,0.0,2.0,75.0
2117535,vel,WC,0,8,0,1,0,0,0,0,0,-1,0.0,1.0,85.0
2179108,Mud,EC,3,2,0,1,0,0,0,0,0,-1,0.0,4.0,57.0
2209284,c_,WC,0,6,0,1,0,0,0,0,0,-1,0.0,1.0,85.0
2215703,DiMaria,EC,0,2,0,1,0,0,0,0,0,-1,0.0,1.0,85.0
2312687,smash.gg User,WC,10,10,0,0,1,0,0,0,0,-1,0.0,15.0,24.0
