SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement,PlacePoints,Points,Rank
1017,S2J,NOTAV,5,1,0,0,0,0,0,0,1,1,200.0,215.0,1.0
3772,Arcadia,WC,7,3,0,0,0,1,0,0,0,17,10.0,27.0,20.0
3936,GUILD | ghettowarmachine420,EC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,45.0
4390,CG | Jflex,NOTAV,2,2,0,0,0,0,0,0,1,7,75.0,87.0,8.0
4614,Notorious,WC,6,2,0,0,1,0,0,0,0,-1,0.0,11.0,45.0
7194,Gingerham,EC,1,3,0,1,0,0,0,0,0,-1,0.0,2.0,103.0
7693,Kanye Rest,EC,2,1,0,0,1,0,0,0,0,-1,0.0,7.0,57.0
9884,HS | Den,EC,16,4,0,0,0,0,1,0,0,9,45.0,76.0,9.0
10067,icecream,WC,2,4,0,1,0,0,0,0,0,-1,0.0,3.0,82.0
10485,DD,WC,2,2,0,1,0,0,0,0,0,-1,0.0,3.0,82.0
12048,K8A,EC,11,3,0,0,0,1,0,0,0,7,75.0,96.0,7.0
15989,DarkHero,WC,13,4,0,0,0,0,1,0,0,9,45.0,73.0,10.0
16182,Obsidian,WC,3,7,0,1,0,0,0,0,0,-1,0.0,4.0,72.0
18722,K.H.D | REIGN,WC,4,4,0,1,0,0,0,0,0,-1,0.0,5.0,65.0
20991,0kay,WC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,49.0
21405,Fire,WC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,49.0
22333,Redcoat,WC,7,4,0,0,0,1,0,0,0,13,25.0,42.0,16.0
23207,veil,WC,3,1,0,0,1,0,0,0,0,-1,0.0,8.0,56.0
23995,Forrest,NOTAV,4,2,0,0,0,0,0,0,1,5,95.0,109.0,5.0
26350,SKY | Cob,EC,14,3,0,0,0,0,1,0,0,-1,0.0,29.0,18.0
26387,Phantom Airline,EC,7,4,0,0,0,1,0,0,0,-1,0.0,17.0,30.0
26750,KoDoRiN,WC,8,6,0,0,1,0,0,0,0,5,95.0,108.0,6.0
28949,YB | BirdPerson,WC,0,3,0,1,0,0,0,0,0,-1,0.0,1.0,113.0
29840,TBD,WC,10,4,0,0,0,1,0,0,0,-1,0.0,20.0,24.0
30352,62-bit | Hero,WC,6,5,0,0,1,0,0,0,0,-1,0.0,11.0,45.0
30804,Frap,WC,2,3,0,1,0,0,0,0,0,-1,0.0,3.0,82.0
31487,Winx Club | Siddward,EC,4,3,0,0,1,0,0,0,0,-1,0.0,9.0,53.0
33458,RustyTrombone,WC,3,4,0,1,0,0,0,0,0,-1,0.0,4.0,72.0
34399,BuenasRetas | Cobs,WC,2,3,0,1,0,0,0,0,0,-1,0.0,3.0,82.0
35258,LFG | Fist Mexico,WC,7,4,0,0,1,0,0,0,0,-1,0.0,12.0,42.0
36782,Oaty,EC,5,0,0,0,0,1,0,0,0,-1,0.0,15.0,35.0
37116,GUG | Kurv,WC,7,3,0,0,0,1,0,0,0,-1,0.0,17.0,30.0
37975,Zellpree,WC,4,3,0,1,0,0,0,0,0,-1,0.0,5.0,65.0
38643,RedX,WC,2,2,0,1,0,0,0,0,0,-1,0.0,3.0,82.0
41409,PotatoRice,WC,5,4,0,0,1,0,0,0,0,-1,0.0,10.0,49.0
45356,OtES,EC,11,8,0,0,1,0,0,0,0,-1,0.0,16.0,32.0
48322,Karin Dreijer,EC,6,9,0,1,0,0,0,0,0,-1,0.0,7.0,57.0
50053,PML | Die222,WC,11,11,0,0,1,0,0,0,0,-1,0.0,16.0,32.0
60696,FM | Cilan,WC,8,4,0,0,0,1,0,0,0,13,25.0,43.0,14.0
62566,Axis,EC,6,4,0,0,0,1,0,0,0,17,10.0,26.0,22.0
63581,CableKnit,EC,0,2,0,1,0,0,0,0,0,-1,0.0,1.0,113.0
64692,SANS | Blues Clues,NOTAV,1,2,0,0,0,0,0,0,1,9,45.0,56.0,12.0
65777,bobby big ballz,EC,7,2,0,0,1,0,0,0,0,4,125.0,137.0,4.0
68261,Azel,WC,8,1,0,0,0,1,0,0,0,-1,0.0,18.0,27.0
70110,Buttlet,WC,4,1,0,0,1,0,0,0,0,-1,0.0,9.0,53.0
130672,Soltrain,WC,0,2,0,1,0,0,0,0,0,-1,0.0,1.0,113.0
132537,Far!,WC,12,4,0,0,0,0,1,0,0,9,45.0,72.0,11.0
135091,SubTails,WC,8,3,0,0,0,1,0,0,0,13,25.0,43.0,14.0
146978,Ding Hing,WC,3,3,0,1,0,0,0,0,0,-1,0.0,4.0,72.0
148200,Big Pivot,WC,1,18,0,1,0,0,0,0,0,-1,0.0,2.0,103.0
150171,MTM | chickncup,WC,6,10,0,1,0,0,0,0,0,-1,0.0,7.0,57.0
154482,Easy,WC,9,6,0,0,1,0,0,0,0,-1,0.0,14.0,36.0
158524,Oferton,EC,9,9,0,0,1,0,0,0,0,-1,0.0,14.0,36.0
159198,Pi2z,EC,5,8,0,1,0,0,0,0,0,-1,0.0,6.0,62.0
182963,CILLGOD,EC,1,5,0,1,0,0,0,0,0,-1,0.0,2.0,103.0
183677,Yamasaki,WC,8,3,0,0,0,1,0,0,0,-1,0.0,18.0,27.0
184457,MessiSTL,EC,2,3,0,1,0,0,0,0,0,-1,0.0,3.0,82.0
211440,Darrell,WC,8,6,0,0,1,0,0,0,0,-1,0.0,13.0,39.0
215507,Pocodudeface,WC,0,4,0,1,0,0,0,0,0,-1,0.0,1.0,113.0
220806,Kev,WC,3,12,0,1,0,0,0,0,0,-1,0.0,4.0,72.0
230350,AR0,WC,11,7,0,0,1,0,0,0,0,-1,0.0,16.0,32.0
