SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Placement,PlacePoints,Points,Rank
1077,Revenge | Gahtzu,NOTAV,4,2,0,0,0,0,0,0,1,2,175.0,189.0,2.0
3665,Younger,EC,12,5,0,0,0,0,1,0,0,17,10.0,37.0,17.0
3734,Hulka,WC,5,0,0,0,0,1,0,0,0,-1,0.0,15.0,29.0
3772,Arcadia,WC,7,3,0,0,0,1,0,0,0,17,10.0,27.0,20.0
4176,NathanSandwich,WC,8,5,0,0,1,0,0,0,0,-1,0.0,13.0,33.0
4205,a-on,WC,4,3,0,1,0,0,0,0,0,-1,0.0,5.0,59.0
4390,CG | Jflex,NOTAV,3,2,0,0,0,0,0,0,1,5,95.0,108.0,6.0
5630,BKB! | stocmoney,EC,4,5,0,1,0,0,0,0,0,-1,0.0,5.0,59.0
5724,Wassabi,WC,2,2,0,1,0,0,0,0,0,-1,0.0,3.0,78.0
5869,Joey Bats,EC,6,6,0,0,1,0,0,0,0,-1,0.0,11.0,41.0
7277,Crescent | JSalt,EC,10,2,0,0,0,0,1,0,0,9,45.0,70.0,11.0
10485,DD,WC,10,3,0,0,0,1,0,0,0,7,75.0,95.0,7.0
10529,The Leaf,WC,8,4,0,0,0,1,0,0,0,7,75.0,93.0,8.0
10971,Brainless  | FLiiNcHy,EC,9,5,0,0,0,1,0,0,0,17,10.0,29.0,18.0
11458,Tuesday,WC,7,1,0,0,0,1,0,0,0,-1,0.0,17.0,24.0
12023,El Link,WC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,41.0
12048,K8A,EC,11,9,0,0,1,0,0,0,0,-1,0.0,16.0,26.0
12137,yingling,WC,5,2,0,0,1,0,0,0,0,-1,0.0,10.0,45.0
12365,PW | Vincessant,WC,4,1,0,0,1,0,0,0,0,-1,0.0,9.0,47.0
18652,LFTG | Logos,WC,8,4,0,0,0,1,0,0,0,17,10.0,28.0,19.0
21405,Fire,WC,0,8,0,1,0,0,0,0,0,-1,0.0,1.0,98.0
22088,Nebulous | Jib,EC,4,2,0,0,1,0,0,0,0,-1,0.0,9.0,47.0
22458,Kandayo,WC,3,6,0,1,0,0,0,0,0,-1,0.0,4.0,67.0
22595,Aura,EC,4,0,0,0,1,0,0,0,0,-1,0.0,9.0,47.0
23501,Ratt,WC,0,3,0,1,0,0,0,0,0,-1,0.0,1.0,98.0
23995,Forrest,EC,2,1,0,0,1,0,0,0,0,-1,0.0,7.0,54.0
25351,Hell'sLabyrinth,EC,0,4,0,1,0,0,0,0,0,-1,0.0,1.0,98.0
25810,Melee Stats | Pikachu942,EC,1,6,0,1,0,0,0,0,0,-1,0.0,2.0,87.0
25916,redpandamaster,WC,7,4,0,0,0,1,0,0,0,-1,0.0,17.0,24.0
26387,Phantom Airline,EC,3,5,0,1,0,0,0,0,0,-1,0.0,4.0,67.0
26750,KoDoRiN,NOTAV,6,1,0,0,0,0,0,0,1,1,200.0,216.0,1.0
26920,Trash,WC,0,1,0,1,0,0,0,0,0,-1,0.0,1.0,98.0
29840,TBD,WC,11,8,0,0,0,1,0,0,0,-1,0.0,21.0,21.0
30804,Frap,WC,8,5,0,0,1,0,0,0,0,-1,0.0,13.0,33.0
31487,Winx Club | Siddward,EC,7,4,0,0,1,0,0,0,0,-1,0.0,12.0,36.0
32691,Blitzkrieg,EC,1,4,0,1,0,0,0,0,0,-1,0.0,2.0,87.0
34694,flthd | flatline,EC,1,2,0,1,0,0,0,0,0,-1,0.0,2.0,87.0
34902,Tanooki,WC,4,1,0,0,1,0,0,0,0,-1,0.0,9.0,47.0
37116,GUG | Kürv,WC,2,1,0,0,1,0,0,0,0,-1,0.0,7.0,54.0
38643,RedX,WC,4,5,0,1,0,0,0,0,0,-1,0.0,5.0,59.0
40793,MGFC | JorDank,EC,3,5,0,1,0,0,0,0,0,-1,0.0,4.0,67.0
41055,jacket,WC,11,3,0,0,0,0,1,0,0,13,25.0,51.0,13.0
47650,shoelegend88,EC,1,4,0,1,0,0,0,0,0,-1,0.0,2.0,87.0
50937,Wumbo,EC,1,1,0,1,0,0,0,0,0,-1,0.0,2.0,87.0
51076,Power Kevin,WC,0,1,0,1,0,0,0,0,0,-1,0.0,1.0,98.0
51373,prof,EC,15,7,0,0,0,0,1,0,0,9,45.0,75.0,10.0
60696,FM | Cilan,WC,2,3,0,1,0,0,0,0,0,-1,0.0,3.0,78.0
61570,YC | Peppi | | Pappi,WC,11,3,0,0,0,1,0,0,0,5,95.0,116.0,5.0
64692,SANS | Blues Clues,WC,16,7,0,0,0,0,1,0,0,9,45.0,76.0,9.0
103305,Dr. Lame,EC,6,4,0,0,1,0,0,0,0,-1,0.0,11.0,41.0
129363,Flow | ESPONJA,WC,7,7,0,0,1,0,0,0,0,-1,0.0,12.0,36.0
132938,RU | Midnight Blue,WC,7,5,0,0,1,0,0,0,0,-1,0.0,12.0,36.0
151360,Inky,EC,11,5,0,0,0,1,0,0,0,9,45.0,66.0,12.0
158213,LG | Louis,EC,6,1,0,0,0,1,0,0,0,-1,0.0,16.0,26.0
159198,Pi2z,WC,4,5,0,1,0,0,0,0,0,-1,0.0,5.0,59.0
183677,Yamasaki,WC,3,6,0,1,0,0,0,0,0,-1,0.0,4.0,67.0
211440,Darrell,WC,2,2,0,1,0,0,0,0,0,-1,0.0,3.0,78.0
213297,Chompy,WC,4,1,0,0,1,0,0,0,0,-1,0.0,9.0,47.0
224897,AWaveDash,EC,0,8,0,1,0,0,0,0,0,-1,0.0,1.0,98.0
226595,TourGuide,WC,3,6,0,1,0,0,0,0,0,-1,0.0,4.0,67.0
232193,Chiefn_,EC,6,8,0,0,1,0,0,0,0,-1,0.0,11.0,41.0
232446,ash6,EC,1,5,0,1,0,0,0,0,0,-1,0.0,2.0,87.0
233059,Ribboned Ace,WC,3,4,0,1,0,0,0,0,0,-1,0.0,4.0,67.0
245346,SIMP | Vagab0nd,WC,0,2,0,1,0,0,0,0,0,-1,0.0,1.0,98.0
267849,TG | Mot$,EC,15,5,0,0,0,0,1,0,0,4,125.0,155.0,4.0
268767,markrevival,WC,0,3,0,1,0,0,0,0,0,-1,0.0,1.0,98.0
269238,91,WC,3,3,0,1,0,0,0,0,0,-1,0.0,4.0,67.0
279107,Khryke,EC,14,8,0,0,0,1,0,0,0,13,25.0,49.0,14.0
327350,lochist,EC,5,0,0,0,0,1,0,0,0,-1,0.0,15.0,29.0
328736,SadSack,WC,7,16,0,1,0,0,0,0,0,-1,0.0,8.0,53.0
466221,Melo,WC,7,4,0,0,1,0,0,0,0,-1,0.0,12.0,36.0
472971,yBaS | MaxJacks,WC,0,1,0,1,0,0,0,0,0,-1,0.0,1.0,98.0
512704,Axis,EC,4,5,0,1,0,0,0,0,0,-1,0.0,5.0,59.0
519985,Marvelboy,EC,4,8,0,1,0,0,0,0,0,-1,0.0,5.0,59.0
542693,Bbatts,EC,8,4,0,0,0,1,0,0,0,-1,0.0,18.0,23.0
581039,I'm Michael BTW,EC,8,5,0,0,0,1,0,0,0,13,25.0,43.0,16.0
657175,Bobakanoosh,EC,3,9,0,1,0,0,0,0,0,-1,0.0,4.0,67.0
657711,PurpleZ,EC,0,1,0,1,0,0,0,0,0,-1,0.0,1.0,98.0
694497,IMP | Ben,NOTAV,4,2,0,0,0,0,0,0,1,3,150.0,164.0,3.0
709843,Chem,EC,5,3,0,0,1,0,0,0,0,-1,0.0,10.0,45.0
725014,charmell0,WC,2,11,0,1,0,0,0,0,0,-1,0.0,3.0,78.0
725016,Dolfo,WC,0,4,0,1,0,0,0,0,0,-1,0.0,1.0,98.0
834231,Jun,WC,7,7,0,0,1,0,0,0,0,-1,0.0,12.0,36.0
836691,BeanBurrito-San,WC,4,16,0,1,0,0,0,0,0,-1,0.0,5.0,59.0
875354,Penguin,EC,0,2,0,1,0,0,0,0,0,-1,0.0,1.0,98.0
