SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3,PWeek4,PWeek5,PWeek6
2215703,DiMaria,2,0,-2,-1,-1,-2,-2,-2
2221234,LordTourettes,1,0,-2,-2,-2,-2,-2,-1
2233473,fssong,2,0,-2,-2,-1,-2,-1,-2
2242538,Erica,1,0,-1,-2,-2,-2,-2,-2
2245020,enterthekiwi,2,0,-2,-2,-2,-2,-1,-1
2251343,ClintStevensTV | HungryboxFan304,1,0,-2,-2,-1,-2,-2,-2
2258693,Jbun,1,0,-2,-2,-2,-2,-2,-1
2262562,me,1,0,-2,-2,-2,-1,-2,-2
2264748,bunnygirlsenpai,2,0,-2,-2,-2,-1,-1,-2
2264917,Mobley,1,0,-2,-2,-2,-1,-2,-2
2265424,Zolof,1,0,-2,-2,-2,-1,-2,-2
2265774,boys,2,0,-2,-2,-2,-1,-1,-2
2266162,2GATS,1,0,-2,-2,-2,-1,-2,-2
2269490,GGS,2,2,-2,-2,-2,-2,9,13
2270838,Sol | | Saturn,1,0,-2,-2,-2,-2,-1,-2
2271152,purpp,1,0,-2,-2,-2,-2,-1,-2
2272366,CyAn,1,0,-2,-2,-2,-2,-1,-2
2276067,Dead C,1,0,-2,-2,-2,-2,-2,-1
2276931,BowserDad1964,1,0,-2,-2,-2,-2,-2,-1
