SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3,PWeek4,PWeek5,PWeek6,PWeek7,PWeek8,PWeek9
60696,FM | Cilan,3,1,-1,-2,-2,-2,-2,-2,-1,13,-2
61570,CG | Peppi | Pappi,3,3,5,-2,-2,-2,-2,3,17,-2,-2
61897,LSD,1,1,-2,4,-2,-2,-2,-2,-2,-2,-2
62320,KayB,1,0,-2,-2,-2,-2,-1,-2,-2,-2,-2
62457,QTT | Yeyo,4,0,-2,-2,-2,-1,-2,-1,-1,-2,-1
62566,Axis,1,1,-2,-2,-2,-2,-2,-2,-2,17,-2
62721,Dirty Lasagna,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
63581,CableKnit,3,0,-2,-2,-1,-1,-2,-2,-2,-1,-2
63772,Fern,6,0,-2,-1,-1,-1,-1,-1,-1,-2,-2
63794,tustin,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
63831,Lawnt | Walnut,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
63940,Weeg,1,0,-2,-2,-1,-2,-2,-2,-2,-2,-2
64574,Zamorota,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
64692,SANS | Blues Clues,8,7,9,-1,9,4,7,7,-2,9,13
65598,rickey_kc,1,0,-2,-2,-2,-2,-1,-2,-2,-2,-2
65777,bobby big ballz,5,4,-2,-2,5,-2,4,-2,5,4,-1
66311,zilo,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
67740,LIAM#697 | Shleeum,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
68261,Azel,3,2,-2,-2,-2,-2,-2,9,9,-1,-2
69699,Smeedot,2,0,-2,-2,-2,-1,-1,-2,-2,-2,-2
69921,Furniture,1,1,-2,-2,-2,-2,-2,-2,17,-2,-2
70110,Buttlet,3,0,-2,-2,-2,-1,-1,-2,-2,-1,-2
70458,PEPIS | Noire,4,3,-2,-2,9,9,7,-1,-2,-2,-2
103305,Dr. Lame,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
107560,monted,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
126225,Clint Stevens | StepDaddy,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
127997,CW | rabit!,3,1,-2,-2,-1,17,-1,-2,-2,-2,-2
128898,Hector,3,0,-2,-1,-2,-2,-2,-2,-1,-2,-1
129344,totally butts,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
129363,Flow | ESPONJA,4,0,-1,-1,-1,-2,-2,-1,-2,-2,-2
130672,Soltrain,5,0,-2,-1,-2,-1,-2,-2,-1,-1,-1
131130,Leyo,1,0,-2,-2,-1,-2,-2,-2,-2,-2,-2
132537,Far!,1,1,-2,-2,-2,-2,-2,-2,-2,9,-2
132938,RU | Midnight Blue,4,0,-1,-2,-1,-2,-2,-1,-2,-2,-1
133666,404 YC | Salt,3,3,-2,-2,-2,-2,9,5,7,-2,-2
134823,QTT | Pelon,2,0,-2,-2,-2,-2,-1,-1,-2,-2,-2
135088,LFG | PanterA,2,1,-2,-2,-1,13,-2,-2,-2,-2,-2
135091,SubTails,3,1,-2,-2,-2,-1,-1,-2,-2,13,-2
135795,cockbread,3,0,-2,-2,-2,-1,-1,-1,-2,-2,-2
136990,Holy | key,2,0,-2,-1,-2,-1,-2,-2,-2,-2,-2
137480,Jpeg | RC,2,1,-2,-2,-2,-1,17,-2,-2,-2,-2
138710,Golden,3,2,-2,-2,9,-2,5,-1,-2,-2,-2
144133,YBBT | leroydankins,3,0,-2,-2,-2,-1,-1,-1,-2,-2,-2
145075,blazerboy,2,0,-2,-2,-2,-1,-2,-1,-2,-2,-2
146978,Ding Hing,5,0,-2,-2,-2,-2,-1,-1,-1,-1,-1
147251,GS | TreyTheTrashman,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
147424,Spiral Cafe | Krudo,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
147811,Dawson,2,2,-2,-2,-2,-2,-2,17,9,-2,-2
148028,Navjyot Sandhu | Connect4Master,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
148200,Big Pivot,3,0,-2,-2,-2,-2,-2,-1,-1,-1,-2
148736,GThree,1,0,-2,-2,-1,-2,-2,-2,-2,-2,-2
149952,Jakespeare,2,0,-2,-1,-2,-2,-2,-2,-2,-2,-1
150123,TPN,2,1,-2,-2,-2,-2,-2,-1,9,-2,-2
150171,MTM | chickncup,1,0,-2,-2,-2,-2,-2,-2,-2,-1,-2
151306,Zephyr,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
151360,Inky,1,1,9,-2,-2,-2,-2,-2,-2,-2,-2
152060,Vent,2,0,-2,-2,-2,-1,-1,-2,-2,-2,-2
152430,MIT | ybot,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
152754,Hood,2,0,-2,-2,-1,-2,-2,-1,-2,-2,-2
152800,wally,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
153138,ZouL,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
153334,Silkylaroux,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
154482,Easy,1,0,-2,-2,-2,-2,-2,-2,-2,-1,-2
154507,HOT TUB | signifyisdumb,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
156503,Beiker,1,0,-2,-2,-1,-2,-2,-2,-2,-2,-2
156775,Chadwicc,1,0,-2,-2,-1,-2,-2,-2,-2,-2,-2
157615,ight,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
157632,TurboThot,2,0,-2,-1,-2,-2,-2,-1,-2,-2,-2
158003,Mono,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
158213,LG | Louis,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
158524,Oferton,2,0,-2,-2,-2,-1,-2,-2,-2,-1,-2
159198,Pi2z,2,0,-1,-2,-2,-2,-2,-2,-2,-1,-2
159207,Genjutsu,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
171201,Mootook,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
172811,CS | Amity,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
173178,LAG,3,2,-2,13,-1,7,-2,-2,-2,-2,-2
175446,DJAN,2,0,-2,-2,-2,-2,-1,-2,-1,-2,-2
175870,ÆRO,1,0,-2,-2,-2,-2,-1,-2,-2,-2,-2
180797,Cpt.Blade,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
181689,Hell Kaiser,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
182963,CILLGOD,3,0,-2,-2,-2,-2,-2,-2,-1,-1,-1
183677,Yamasaki,7,0,-1,-1,-1,-1,-1,-2,-1,-1,-2
184457,MessiSTL,5,0,-2,-2,-1,-1,-2,-1,-2,-1,-1
184545,Pulch,2,0,-2,-2,-2,-2,-1,-1,-2,-2,-2
184637,Joey Donuts,4,4,-2,17,9,17,17,-2,-2,-2,-2
185013,Habi,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
185618,Captain G,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
185620,Usernamejpg,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
205873,Funktrocious,2,0,-2,-2,-2,-2,-1,-1,-2,-2,-2
211440,Darrell,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-2
212497,twitch.tv | emu50,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
213297,Chompy,5,0,-1,-2,-1,-1,-1,-1,-2,-2,-2
215507,Pocodudeface,1,0,-2,-2,-2,-2,-2,-2,-2,-1,-2
215584,LAGr | Travioli,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
219838,Lamb's Ear,4,0,-2,-1,-1,-1,-1,-2,-2,-2,-2
220806,Kev,1,0,-2,-2,-2,-2,-2,-2,-2,-1,-2
221136,Zeeker,2,0,-2,-2,-2,-2,-2,-1,-2,-2,-1
221423,Typhoon,3,2,-2,-1,7,-2,-2,-2,-2,-2,9
224897,AWaveDash,2,0,-1,-1,-2,-2,-2,-2,-2,-2,-2
226271,SU | wild flower,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
226595,TourGuide,2,0,-1,-2,-2,-1,-2,-2,-2,-2,-2
229216,KaiKwonDo,2,0,-2,-1,-2,-1,-2,-2,-2,-2,-2
229925,Happy,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
230122,vampa,3,1,-2,-2,-2,-1,-1,-2,-2,-2,9
230350,AR0,2,0,-2,-2,-2,-2,-2,-2,-1,-1,-2
230537,hHerb,3,0,-2,-2,-1,-1,-2,-2,-2,-1,-2
232193,Chiefn_,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
232446,ash6,2,0,-1,-2,-2,-2,-2,-1,-2,-2,-2
233059,Ribboned Ace,3,0,-1,-1,-2,-1,-2,-2,-2,-2,-2
237282,Electroman,2,0,-2,-1,-1,-2,-2,-2,-2,-2,-2
241260,Alex18+,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
244748,TitusMelee,2,0,-2,-2,-2,-2,-2,-2,-2,-1,-1
245069,PALS | Jello,1,1,-2,-2,-2,-2,-2,9,-2,-2,-2
245152,emy,4,1,-2,-2,-2,-2,-2,-1,-1,-1,17
245346,SIMP | Vagab0nd,3,0,-1,-2,-1,-2,-2,-1,-2,-2,-2
245795,TR | H,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
252523,Dusky,4,0,-2,-2,-1,-1,-2,-1,-2,-1,-2
252543,LG | Yu,1,1,-2,-2,-2,7,-2,-2,-2,-2,-2
252656,DERT | Petra,2,0,-2,-2,-2,-2,-1,-2,-2,-1,-2
254673,Layer,3,0,-2,-2,-1,-1,-2,-2,-2,-1,-2
257324,GSP,2,0,-2,-2,-1,-1,-2,-2,-2,-2,-2
259856,Seraph,1,0,-2,-2,-2,-2,-1,-2,-2,-2,-2
265808,NOOT,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
267849,TG | Mot$,1,1,4,-2,-2,-2,-2,-2,-2,-2,-2
268767,markrevival,6,0,-1,-2,-1,-2,-2,-1,-1,-1,-1
269238,91,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
269511,SquidTheCat,5,0,-2,-2,-1,-1,-2,-1,-1,-1,-2
275884,Maljo,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
275922,Otto_Zone,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
276041,Kettering,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
276973,Red,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
277060,Cuk | Veths,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
277309,DPMZ,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
278295,DadsAkimbo,3,0,-2,-2,-1,-1,-2,-2,-1,-2,-2
279107,Khryke,2,2,13,-2,-2,-2,-2,-2,-2,17,-2
279722,EP | Justus,2,1,-2,-2,-2,-2,-2,17,-2,-2,-1
283648,MDF | Amor,1,0,-2,-2,-1,-2,-2,-2,-2,-2,-2
287526,MacTheStampede,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
288395,jams,5,0,-2,-2,-1,-1,-1,-2,-2,-1,-1
312135,AlyJ,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
322324,maxi,1,0,-2,-2,-1,-2,-2,-2,-2,-2,-2
326727,Frumentarii,4,0,-2,-2,-2,-2,-2,-1,-1,-1,-1
327212,IWI | Marrgasm,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
327350,lochist,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
328736,SadSack,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
352184,ZBopp,1,0,-2,-2,-2,-2,-2,-2,-2,-1,-2
354953,RPG,2,0,-2,-2,-2,-2,-2,-2,-1,-2,-1
358739,Rasec,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
360229,BEBO,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
362459,SeshLord Ozai,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
366683,WickedTheKidBroly,1,1,-2,-2,-2,-2,-2,-2,-2,-2,17
368021,Coinee,3,0,-2,-2,-1,-2,-2,-2,-2,-1,-1
368847,SS | Julio,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
378512,Khoron | Oreo,2,0,-2,-1,-1,-2,-2,-2,-2,-2,-2
379419,Zab,5,0,-2,-2,-2,-1,-1,-1,-2,-1,-1
379542,Lee,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
393258,OkayP.,1,1,-2,-2,-2,-2,-2,-2,-2,2,-2
405647,AG | KU | Shimkoko,1,0,-2,-2,-2,-2,-2,-2,-2,-1,-2
413573,John,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
423669,Wōlī,1,0,-2,-2,-1,-2,-2,-2,-2,-2,-2
