SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Points,Rank
1004,Liquid | Hungrybox,EC,5,4,0,0,0,0,0,0,2,225.0,16.0
1013,WKDA | Shroomed,WC,2,2,0,0,0,0,0,0,1,107.0,44.0
1017,S2J,WC,20,1,0,0,0,0,0,0,4,860.0,3.0
1023,Nintendude,WC,8,3,0,0,0,1,0,0,0,63.0,81.0
1077,Revenge | Gahtzu,EC,6,4,0,0,0,0,0,0,2,296.0,13.0
1601,FendrickLamar,EC,7,3,0,0,0,1,0,0,0,27.0,145.0
2088,ycz6,WC,20,6,0,0,0,1,1,0,0,135.0,31.0
3299,Vish,WC,10,3,0,0,0,1,0,0,0,20.0,168.0
3499,Boy,WC,5,3,0,0,1,0,0,0,0,10.0,260.0
3561,LG | Ginger,EC,5,2,0,0,0,0,0,0,1,190.0,21.0
3602,JLo,EC,3,5,0,1,0,0,0,0,0,4.0,384.0
3665,Younger,EC,68,28,0,0,1,1,4,0,1,338.0,10.0
3734,Hulka,WC,5,0,0,0,0,1,0,0,0,15.0,203.0
3772,Arcadia,WC,31,14,0,0,0,4,0,0,0,116.0,39.0
3936,GUILD | ghettowarmachine420,EC,6,4,0,0,1,0,0,0,0,11.0,241.0
3954,YungWaff,WC,11,5,0,0,0,1,0,0,0,31.0,129.0
3977,Sicca,EC,9,5,0,0,0,1,0,0,0,19.0,176.0
4107,GG | n0ne,EC,8,2,0,0,0,0,0,0,2,378.0,7.0
4127,MIOM | Toph,WC,6,3,0,0,1,0,0,0,0,11.0,241.0
4176,NathanSandwich,WC,41,20,0,0,2,1,1,0,0,86.0,53.0
4205,a-on,WC,50,34,0,2,2,3,0,0,0,92.0,50.0
4215,rocky,WC,15,4,0,0,0,1,0,0,0,175.0,23.0
4317,Solomon,WC,15,12,0,2,1,1,0,0,0,42.0,109.0
4390,CG | Jflex,EC,20,16,0,0,0,0,0,0,8,800.0,4.0
4614,Notorious,WC,40,21,0,0,2,2,0,0,0,95.0,48.0
4996,MR. SCAM,EC,1,2,0,1,0,0,0,0,0,2.0,443.0
5630,BKB! | stocmoney,EC,7,13,0,4,0,0,0,0,0,11.0,241.0
5724,Wassabi,WC,30,14,0,1,0,1,1,0,0,66.0,77.0
5869,Joe(y) Bats,EC,55,48,0,1,5,1,0,0,0,91.0,52.0
6176,Mova,WC,9,9,0,1,1,0,0,0,0,15.0,203.0
7068,mikey,WC,8,0,0,0,1,1,0,0,0,23.0,158.0
7149,Trail,EC,11,2,0,0,0,2,0,0,0,31.0,129.0
7194,Gingerham,EC,5,8,0,2,0,0,0,0,0,7.0,316.0
7199,TGL | Shamunt,EC,19,8,0,0,2,1,0,0,0,39.0,114.0
7277,Crescent | JSalt,EC,10,2,0,0,0,0,1,0,0,70.0,73.0
7495,Townes,EC,8,4,0,0,1,0,0,0,0,13.0,227.0
7634,MT,WC,11,3,0,0,0,1,0,0,0,116.0,39.0
7654,Schnurb,EC,6,4,0,0,1,0,0,0,0,11.0,241.0
7676,MrDrBoi,EC,4,6,0,1,0,0,0,0,0,5.0,358.0
7693,Kanye Rest,EC,5,3,0,0,2,0,0,0,0,15.0,203.0
7764,sfy | Fizz,EC,1,1,0,1,0,0,0,0,0,2.0,443.0
7977,BokchoyBoy,WC,6,4,0,0,1,0,0,0,0,11.0,241.0
9884,HS | Den,EC,16,4,0,0,0,0,1,0,0,76.0,61.0
10067,icecream,WC,5,6,0,3,0,0,0,0,0,8.0,297.0
10228,Flow | Stark,WC,36,23,0,1,4,1,0,0,0,67.0,76.0
10362,Elk G | Ivayne,WC,13,5,0,1,1,1,0,0,0,29.0,135.0
10468,Reesch,EC,14,8,0,0,0,1,0,0,0,24.0,155.0
10485,DD,WC,32,11,0,1,1,3,0,0,0,143.0,30.0
10520,G,WC,12,7,0,0,2,0,0,0,0,22.0,160.0
10529,The Leaf,WC,8,4,0,0,0,1,0,0,0,93.0,49.0
10562,SFOP,WC,1,0,0,1,0,0,0,0,0,2.0,443.0
10971,Brainless  | FLiiNcHy,EC,9,5,0,0,0,1,0,0,0,29.0,135.0
11458,Tuesday,WC,7,1,0,0,0,1,0,0,0,17.0,191.0
11490,Dash,EC,1,0,0,1,0,0,0,0,0,2.0,443.0
11603,Arctic,EC,14,12,0,0,2,0,0,0,0,24.0,155.0
11945,RULES | Strazz,EC,17,18,0,4,0,1,0,0,0,31.0,129.0
12023,El Link,WC,17,11,0,1,2,0,0,0,0,28.0,140.0
12048,K8A,EC,71,32,0,0,1,4,1,0,0,321.0,11.0
12137,yingling,WC,19,10,0,0,3,0,0,0,0,34.0,122.0
12365,PW | Vincessant,WC,10,5,0,0,2,0,0,0,0,20.0,168.0
12817,WU | nerodero,WC,6,7,0,0,1,0,0,0,0,11.0,241.0
13639,21! | Ronan,EC,2,2,0,1,0,0,0,0,0,3.0,414.0
13746,Baja,WC,3,4,0,1,0,0,0,0,0,4.0,384.0
13765,Help,WC,11,13,0,1,1,0,0,0,0,17.0,191.0
14305,Nard Dawg,EC,16,13,0,1,3,0,0,0,0,32.0,127.0
14514,Howdy,EC,0,5,0,1,0,0,0,0,0,1.0,490.0
14592,ZOOK | Suezo,EC,23,9,0,0,0,3,0,0,0,123.0,35.0
15298,Cowbell,WC,9,7,0,0,1,0,0,0,0,14.0,218.0
15447,Jkiller,EC,0,2,0,0,0,0,0,0,1,20.0,168.0
15504,Umarth,WC,11,2,0,0,0,0,1,0,0,121.0,36.0
15586,The_Hat123 | Anjo,WC,50,26,0,0,0,2,2,0,0,130.0,33.0
15927,jedi093,WC,3,5,0,1,0,0,0,0,0,4.0,384.0
15989,DarkHero,WC,40,11,0,0,0,1,2,0,0,370.0,8.0
16023,soccermom69,WC,23,12,0,0,0,1,1,0,0,83.0,57.0
16182,Obsidian,WC,6,14,0,2,0,0,0,0,0,8.0,297.0
16393,Higgins,EC,8,2,0,0,0,1,0,0,0,18.0,184.0
16468,CV Aceflight,WC,25,21,0,0,3,0,0,0,0,40.0,112.0
16478,Anjel,WC,5,8,0,2,0,0,0,0,0,7.0,316.0
18652,LFTG | Logos,WC,27,10,0,0,0,3,0,0,0,77.0,60.0
18722,K.H.D | REIGN,WC,6,5,0,1,1,0,0,0,0,12.0,236.0
19346,mexico629,WC,9,7,0,1,1,0,0,0,0,15.0,203.0
19979,Sammy,WC,0,4,0,1,0,0,0,0,0,1.0,490.0
20991,0kay,WC,5,4,0,0,1,0,0,0,0,10.0,260.0
21081,Opportunity,WC,5,5,0,2,0,0,0,0,0,7.0,316.0
21405,Fire,WC,7,15,0,2,1,0,0,0,0,14.0,218.0
22088,Nebulous | Jib,EC,8,6,0,0,2,0,0,0,0,18.0,184.0
22333,Redcoat,WC,37,24,0,1,1,3,0,0,0,98.0,47.0
22458,Kandayo,WC,9,11,0,4,1,0,0,0,0,18.0,184.0
22479,Rei,WC,13,3,0,0,0,0,1,0,0,53.0,91.0
22595,Aura,EC,17,12,0,2,2,1,0,0,0,49.0,96.0
23207,veil,WC,18,16,0,1,2,0,0,0,0,29.0,135.0
23422,ZimD00D,WC,10,7,0,0,0,1,0,0,0,20.0,168.0
23501,Ratt,WC,1,5,0,2,0,0,0,0,0,3.0,414.0
23920,GHQ | Zamu,EC,18,3,0,0,0,0,0,1,0,163.0,24.0
23995,Forrest,EC,6,3,0,0,1,0,0,0,1,116.0,39.0
