SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Points,Rank
1004,Liquid | Hungrybox,EC,5,4,0,0,0,0,0,0,2,225,13
1017,S2J,WC,10,0,0,0,0,0,0,0,2,430,5
1023,Nintendude,WC,8,3,0,0,0,1,0,0,0,63,59
1077,Revenge | Gahtzu,EC,6,4,0,0,0,0,0,0,2,296,8
2088,ycz6,WC,20,6,0,0,0,1,1,0,0,135,27
3299,Vish,WC,10,3,0,0,0,1,0,0,0,20,138
3499,Boy,WC,5,3,0,0,1,0,0,0,0,10,216
3561,LG | Ginger,EC,5,2,0,0,0,0,0,0,1,190,16
3602,JLo,EC,3,5,0,1,0,0,0,0,0,4,315
3665,Younger,EC,60,22,0,0,0,1,4,0,1,315,7
3734,Hulka,WC,5,0,0,0,0,1,0,0,0,15,171
3772,Arcadia,WC,24,11,0,0,0,3,0,0,0,89,40
3954,YungWaff,WC,11,5,0,0,0,1,0,0,0,31,108
3977,Sicca,EC,9,5,0,0,0,1,0,0,0,19,145
4107,GG | n0ne,EC,8,2,0,0,0,0,0,0,2,378,6
4176,NathanSandwich,WC,25,14,0,0,2,1,0,0,0,55,67
4205,a-on,WC,42,31,0,2,2,2,0,0,0,74,48
4215,rocky,WC,15,4,0,0,0,1,0,0,0,175,19
4317,Solomon,WC,15,11,0,1,1,1,0,0,0,41,88
4390,CG | Jflex,EC,17,12,0,0,0,0,0,0,6,677,3
4614,Notorious,WC,19,10,0,0,1,1,0,0,0,34,100
4996,MR. SCAM,EC,1,2,0,1,0,0,0,0,0,2,367
5630,BKB! | stocmoney,EC,7,13,0,4,0,0,0,0,0,11,201
5724,Wassabi,WC,30,14,0,1,0,1,1,0,0,66,56
5869,Joe(y) Bats,EC,47,43,0,1,4,1,0,0,0,78,45
6176,Mova,WC,9,9,0,1,1,0,0,0,0,15,171
7068,mikey,WC,8,0,0,0,1,1,0,0,0,23,127
7149,Trail,EC,11,2,0,0,0,2,0,0,0,31,108
7199,TGL | Shamunt,EC,14,6,0,0,1,1,0,0,0,29,112
7277,Crescent | JSalt,EC,10,2,0,0,0,0,1,0,0,70,55
7634,MT,WC,11,3,0,0,0,1,0,0,0,116,32
7654,Schnurb,EC,6,4,0,0,1,0,0,0,0,11,201
7764,sfy | Fizz,EC,1,1,0,1,0,0,0,0,0,2,367
7977,BokchoyBoy,WC,6,4,0,0,1,0,0,0,0,11,201
10067,icecream,WC,3,2,0,2,0,0,0,0,0,5,293
10228,Flow | Stark,WC,30,20,0,1,3,1,0,0,0,56,64
10362,Elk G | Ivayne,WC,13,5,0,1,1,1,0,0,0,29,112
10468,Reesch,EC,14,8,0,0,0,1,0,0,0,24,124
10485,DD,WC,30,9,0,0,1,3,0,0,0,140,26
10520,G,WC,9,7,0,0,1,0,0,0,0,14,185
10529,The Leaf,WC,8,4,0,0,0,1,0,0,0,93,38
10562,SFOP,WC,1,0,0,1,0,0,0,0,0,2,367
10971,Brainless  | FLiiNcHy,EC,9,5,0,0,0,1,0,0,0,29,112
11458,Tuesday,WC,7,1,0,0,0,1,0,0,0,17,156
11490,Dash,EC,1,0,0,1,0,0,0,0,0,2,367
11603,Arctic,EC,14,12,0,0,2,0,0,0,0,24,124
11945,RULES | Strazz,EC,17,17,0,3,0,1,0,0,0,30,110
12023,El Link,WC,17,11,0,1,2,0,0,0,0,28,115
12048,K8A,EC,51,26,0,0,1,2,1,0,0,161,20
12137,yingling,WC,19,10,0,0,3,0,0,0,0,34,100
12365,PW | Vincessant,WC,10,5,0,0,2,0,0,0,0,20,138
12817,WU | nerodero,WC,6,7,0,0,1,0,0,0,0,11,201
13639,21! | Ronan,EC,2,2,0,1,0,0,0,0,0,3,340
13746,Baja,WC,3,4,0,1,0,0,0,0,0,4,315
13765,Help,WC,11,13,0,1,1,0,0,0,0,17,156
14305,Nard Dawg,EC,16,13,0,1,3,0,0,0,0,32,106
14514,Howdy,EC,0,5,0,1,0,0,0,0,0,1,406
14592,ZOOK | Suezo,EC,23,9,0,0,0,3,0,0,0,123,29
15298,Cowbell,WC,9,7,0,0,1,0,0,0,0,14,185
15447,Jkiller,EC,0,2,0,0,0,0,0,0,1,20,138
15504,Umarth,WC,11,2,0,0,0,0,1,0,0,121,30
15586,AB | Anjo,WC,35,18,0,0,0,2,1,0,0,90,39
15927,jedi093,WC,3,5,0,1,0,0,0,0,0,4,315
15989,DarkHero,WC,12,3,0,0,0,1,0,0,0,117,31
16023,soccermom69,WC,23,12,0,0,0,1,1,0,0,83,43
16393,Higgins,EC,8,2,0,0,0,1,0,0,0,18,152
16468,CV Aceflight,WC,18,17,0,0,2,0,0,0,0,28,115
16478,Anjel,WC,5,8,0,2,0,0,0,0,0,7,254
18652,LFTG | Logos,WC,27,10,0,0,0,3,0,0,0,77,46
18722,K.H.D | REIGN,WC,2,1,0,0,1,0,0,0,0,7,254
19346,mexico629,WC,9,7,0,1,1,0,0,0,0,15,171
19979,Sammy,WC,0,4,0,1,0,0,0,0,0,1,406
21081,Opportunity,WC,2,1,0,1,0,0,0,0,0,3,340
21405,Fire,WC,2,11,0,2,0,0,0,0,0,4,315
22088,Nebulous | Jib,EC,8,6,0,0,2,0,0,0,0,18,152
22333,Redcoat,WC,30,20,0,1,1,2,0,0,0,56,64
22458,Kandayo,WC,7,11,0,4,0,0,0,0,0,11,201
