SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Points,Rank
1004,Liquid | Hungrybox,EC,5,4,0,0,0,0,0,0,2,225.0,8.0
1023,Nintendude,WC,8,3,0,0,0,1,0,0,0,63.0,39.0
1077,Revenge | Gahtzu,EC,6,4,0,0,0,0,0,0,2,296.0,6.0
2088,ycz6,WC,11,3,0,0,0,0,1,0,0,71.0,35.0
3299,Vish,WC,10,3,0,0,0,1,0,0,0,20.0,91.0
3602,JLo,EC,3,5,0,1,0,0,0,0,0,4.0,244.0
3665,Younger,EC,48,15,0,0,0,1,3,0,0,243.0,7.0
3734,Hulka,WC,5,0,0,0,0,1,0,0,0,15.0,123.0
3772,Arcadia,WC,7,3,0,0,0,1,0,0,0,27.0,77.0
3954,YungWaff,WC,11,5,0,0,0,1,0,0,0,31.0,65.0
4107,GG | n0ne,EC,8,2,0,0,0,0,0,0,2,378.0,4.0
4176,NathanSandwich,WC,17,7,0,0,1,1,0,0,0,42.0,55.0
4205,a-on,WC,23,19,0,2,2,0,0,0,0,35.0,63.0
4215,rocky,WC,15,4,0,0,0,1,0,0,0,175.0,9.0
4317,Solomon,WC,9,4,0,0,0,1,0,0,0,29.0,68.0
4390,CG | Jflex,EC,14,8,0,0,0,0,0,0,4,519.0,3.0
4614,Notorious,WC,7,5,0,0,1,0,0,0,0,12.0,150.0
5630,BKB! | stocmoney,EC,7,11,0,3,0,0,0,0,0,10.0,169.0
5724,Wassabi,WC,17,9,0,1,0,1,0,0,0,28.0,72.0
5869,Joe(y) Bats,EC,31,27,0,0,3,1,0,0,0,56.0,42.0
6176,Mova,WC,9,9,0,1,1,0,0,0,0,15.0,123.0
7068,mikey,WC,3,0,0,0,1,0,0,0,0,8.0,187.0
7149,Trail,EC,5,1,0,0,0,1,0,0,0,15.0,123.0
7199,TGL | Shamunt,EC,6,3,0,0,1,0,0,0,0,11.0,155.0
7277,Crescent | JSalt,EC,10,2,0,0,0,0,1,0,0,70.0,36.0
7634,MT,WC,11,3,0,0,0,1,0,0,0,116.0,20.0
7654,Schnurb,EC,6,4,0,0,1,0,0,0,0,11.0,155.0
7977,BokchoyBoy,WC,6,4,0,0,1,0,0,0,0,11.0,155.0
10067,icecream,WC,2,1,0,1,0,0,0,0,0,3.0,267.0
10228,Flow | Stark,WC,13,11,0,1,2,0,0,0,0,24.0,82.0
10362,Elk G | Ivayne,WC,12,4,0,0,1,1,0,0,0,27.0,77.0
10485,DD,WC,30,9,0,0,1,3,0,0,0,140.0,13.0
10520,G,WC,9,7,0,0,1,0,0,0,0,14.0,135.0
10529,The Leaf,WC,8,4,0,0,0,1,0,0,0,93.0,29.0
10562,SFOP,WC,1,0,0,1,0,0,0,0,0,2.0,294.0
10971,Brainless  | FLiiNcHy,EC,9,5,0,0,0,1,0,0,0,29.0,68.0
11458,Tuesday,WC,7,1,0,0,0,1,0,0,0,17.0,109.0
11490,Dash,EC,1,0,0,1,0,0,0,0,0,2.0,294.0
11603,Arctic,EC,14,12,0,0,2,0,0,0,0,24.0,82.0
11945,RULES | Strazz,EC,14,13,0,2,0,1,0,0,0,26.0,80.0
12023,El Link,WC,17,11,0,1,2,0,0,0,0,28.0,72.0
12048,K8A,EC,34,16,0,0,1,1,1,0,0,134.0,14.0
12137,yingling,WC,10,4,0,0,2,0,0,0,0,20.0,91.0
12365,PW | Vincessant,WC,10,5,0,0,2,0,0,0,0,20.0,91.0
12817,WU | nerodero,WC,6,7,0,0,1,0,0,0,0,11.0,155.0
