SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3,PWeek4
735376,CVSmashMods | Ripn,1,0,-2,-1,-2,-2
748365,ledgefiend,2,0,-2,-1,-2,-1
764680,STLTS,1,0,-2,-1,-2,-2
776417,GSG,1,0,-2,-1,-2,-2
834231,Jun,2,0,-1,-1,-2,-2
835179,Koe | Nike,1,0,-2,-2,-2,-1
836691,BeanBurrito-San,1,0,-1,-2,-2,-2
846125,Navedo,2,0,-2,-2,-1,-1
875354,Penguin,1,0,-1,-2,-2,-2
880372,Good1ife,1,0,-2,-2,-1,-2
920546,Gewl,1,0,-2,-2,-2,-1
925836,Ashley,1,0,-2,-2,-2,-1
928066,Kelpo,1,0,-1,-2,-2,-2
945542,KOA | youngbool,1,0,-1,-2,-2,-2
950362,EWA | ERGonomics,1,0,-2,-1,-2,-2
956568,Night,1,0,-2,-2,-1,-2
1013413,WFL | ABC,2,0,-2,-1,-1,-2
1016657,Kr1meM45ter2517A,1,0,-2,-2,-1,-2
1023611,U.S Marine,2,0,-2,-2,-1,-1
1053040,UNCO | Neur0n,1,0,-2,-2,-2,-1
1053202,diddylonglegs,2,0,-2,-1,-1,-2
1065475,Muffin,1,0,-2,-2,-2,-1
1077796,FreeHops,4,0,-1,-1,-1,-1
1081722,kaiyon,1,0,-2,-1,-2,-2
1149773,ali_,1,0,-1,-2,-2,-2
1194651,gsm | Pound,4,0,-1,-1,-1,-1
1222893,lol | Hero,1,0,-2,-2,-1,-2
1248621,Anzeray,1,0,-1,-2,-2,-2
1278457,Rocket,1,1,13,-2,-2,-2
1290774,Honey Nut Cheerios,1,0,-2,-2,-1,-2
1298609,Beck,1,0,-2,-2,-2,-1
1375808,Epoodle,4,2,-1,9,17,-1
1432189,nunoodle,1,0,-1,-2,-2,-2
1442352,BK_Rib,2,0,-2,-1,-1,-2
1451042,Deeb,1,0,-1,-2,-2,-2
1465414,ruco,1,0,-2,-2,-1,-2
1466521,Floods,1,0,-2,-2,-1,-2
1500084,Ariz,1,0,-2,-1,-2,-2
1533315,Essey,1,0,-2,-2,-2,-1
1562196,EagleOne,1,0,-2,-1,-2,-2
1598204,YoungHanSolo,3,0,-1,-2,-1,-1
1619463,Arctic,2,0,-2,-1,-2,-1
1640788,Special K,3,0,-1,-2,-1,-1
1653242,Jquinnsweg,1,0,-2,-2,-2,-1
1658777,CrazyColtCory,1,0,-2,-1,-2,-2
1723399,jeddo,1,0,-1,-2,-2,-2
1729667,SlickSiwik,1,0,-2,-2,-2,-1
1752009,djweav2k,1,0,-2,-2,-1,-2
1796764,Mp drago,3,0,-2,-1,-1,-1
1807916,Shlorp,1,0,-2,-2,-1,-2
1871538,Not_DuduTsai,1,0,-1,-2,-2,-2
1881044,t0tal90,1,0,-2,-2,-2,-1
1915328,Arthao,1,0,-2,-2,-2,-1
1918686,Analog,2,0,-2,-1,-1,-2
1918774,EWA | Gorgonzola,1,0,-2,-1,-2,-2
1931842,tpyo,1,0,-2,-2,-1,-2
1940854,JoffDuchar,1,0,-1,-2,-2,-2
1942273,Fankriss,1,1,-2,-2,13,-2
1944467,SUPERUNKNOWN,3,0,-1,-1,-2,-1
1946855,PRD | JMi,1,0,-2,-1,-2,-2
1956142,maxhoney,1,0,-2,-2,-2,-1
1957918,Cow,3,0,-1,-1,-2,-1
1966716,LewdCelebs4Free,1,0,-1,-2,-2,-2
1974127,aujory,3,0,-1,-1,-1,-2
1974143,Jeem,1,0,-1,-2,-2,-2
1989729,Nips,1,0,-2,-1,-2,-2
2004464,Rama,1,0,-2,-1,-2,-2
2026283,SereneDoge#4725,1,0,-2,-2,-2,-1
2029721,Ghost Rider,1,0,-1,-2,-2,-2
2041350,2rk | Turok,1,0,-1,-2,-2,-2
2053276,#215 | Ogre,1,0,-2,-2,-2,-1
2058790,Butternust,1,0,-2,-2,-2,-1
2084281,Keykey,1,0,-1,-2,-2,-2
2085246,kippu,1,0,-2,-1,-2,-2
2093540,RitzyCheese,1,0,-1,-2,-2,-2
2117535,vel,1,0,-2,-2,-2,-1
2122811,$W@6 | rocketf20,1,0,-2,-2,-1,-2
2139949,Devin1300,1,0,-2,-2,-2,-1
2139952,Boalisk,2,0,-2,-2,-1,-1
2140092,Jet,1,0,-1,-2,-2,-2
2141139,Dr. Dipper,1,0,-2,-2,-2,-1
2146437,actually hmhh | LionTimeMachine,3,0,-1,-2,-1,-1
2147280,slowtai,1,0,-2,-2,-2,-1
2148920,thicceon,1,0,-2,-2,-1,-2
2149543,BoominBody,1,0,-2,-2,-2,-1
2160161,GAS,1,0,-1,-2,-2,-2
2170469,Triple Cake Dance,2,0,-1,-1,-2,-2
2177428,Chuchaka2112,1,0,-2,-2,-2,-1
2179108,Mud,2,0,-1,-2,-1,-2
2192126,NattyIce,3,0,-1,-1,-1,-2
2194031,Dorian uwu,1,0,-2,-2,-1,-2
2206263,nmble-mann,1,0,-2,-1,-2,-2
2215703,DiMaria,2,0,-2,-1,-1,-2
2233473,fssong,1,0,-2,-2,-1,-2
2242538,Erica,1,0,-1,-2,-2,-2
2251343,ClintStevensTV | HungryboxFan304,1,0,-2,-2,-1,-2
2262562,me,1,0,-2,-2,-2,-1
2264748,bunnygirlsenpai,1,0,-2,-2,-2,-1
2264917,Mobley,1,0,-2,-2,-2,-1
2265424,Zolof,1,0,-2,-2,-2,-1
2265774,boys,1,0,-2,-2,-2,-1
2266162,2GATS,1,0,-2,-2,-2,-1
