SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3,PWeek4,PWeek5,PWeek6,PWeek7
1591811,Venus,1,0,-2,-2,-2,-2,-1,-2,-2
1597235,Peyton,1,0,-2,-2,-2,-2,-2,-2,-1
1598204,YoungHanSolo,3,0,-1,-2,-1,-1,-2,-2,-2
1619463,Arctic,2,0,-2,-1,-2,-1,-2,-2,-2
1619505,keeg,1,0,-2,-2,-2,-2,-2,-1,-2
1621804,Malcolm X,1,0,-2,-2,-2,-2,-2,-2,-1
1640788,Special K,6,0,-1,-2,-1,-1,-1,-1,-1
1653242,Jquinnsweg,1,0,-2,-2,-2,-1,-2,-2,-2
1655337,Drewski,1,0,-2,-2,-2,-2,-1,-2,-2
1656950,Bonn Esports | CarlHank,2,0,-2,-2,-2,-2,-1,-2,-1
1658710,boip,2,0,-2,-2,-2,-2,-1,-2,-1
1658777,CrazyColtCory,1,0,-2,-1,-2,-2,-2,-2,-2
1691247,TheYoungMC,1,0,-2,-2,-2,-2,-1,-2,-2
1718754,PEPIS | lagoonies,1,0,-2,-2,-2,-2,-1,-2,-2
1723399,jeddo,1,0,-1,-2,-2,-2,-2,-2,-2
1729667,SlickSiwik,1,0,-2,-2,-2,-1,-2,-2,-2
1736473,PJThePuff,1,0,-2,-2,-2,-2,-1,-2,-2
1737518,Kombeze Ataie,1,0,-2,-2,-2,-2,-2,-1,-2
1752009,djweav2k,1,0,-2,-2,-1,-2,-2,-2,-2
1796764,Mp drago,3,0,-2,-1,-1,-1,-2,-2,-2
1800785,Canoe,2,0,-2,-2,-2,-2,-1,-1,-2
1806216,Guhbs,1,0,-2,-2,-2,-2,-2,-2,-1
1807916,Shlorp,1,0,-2,-2,-1,-2,-2,-2,-2
1816060,FKA Minerali,2,0,-2,-2,-2,-2,-1,-1,-2
1844994,Flame,2,0,-2,-2,-2,-2,-1,-2,-1
1871538,Not_DuduTsai,1,0,-1,-2,-2,-2,-2,-2,-2
1881044,t0tal90,2,0,-2,-2,-2,-1,-1,-2,-2
1888179,BrophyT,1,0,-2,-2,-2,-2,-1,-2,-2
1906382,KatBot,1,0,-2,-2,-2,-2,-1,-2,-2
1915328,Arthao,1,0,-2,-2,-2,-1,-2,-2,-2
1918686,Analog,2,0,-2,-1,-1,-2,-2,-2,-2
1918774,EWA | Gorgonzola,2,0,-2,-1,-2,-2,-2,-1,-2
1931799,Supreme.Noobs | Edicus,1,0,-2,-2,-2,-2,-1,-2,-2
1931842,tpyo,2,0,-2,-2,-1,-2,-2,-2,-1
1940854,JoffDuchar,2,0,-1,-2,-2,-2,-2,-2,-1
1940872,Spenny,1,0,-2,-2,-2,-2,-2,-1,-2
1942273,Fankriss,2,1,-2,-2,13,-2,-1,-2,-2
1944467,SUPERUNKNOWN,4,0,-1,-1,-2,-1,-2,-1,-2
1946855,PRD | JMi,1,0,-2,-1,-2,-2,-2,-2,-2
1956142,maxhoney,1,0,-2,-2,-2,-1,-2,-2,-2
1957918,Cow,5,1,-1,-1,-2,-1,13,-1,-2
1966716,LewdCelebs4Free,1,0,-1,-2,-2,-2,-2,-2,-2
1974127,aujory,4,0,-1,-1,-1,-2,-2,-2,-1
1974143,Jeem,1,0,-1,-2,-2,-2,-2,-2,-2
1986398,Fruitility,1,0,-2,-2,-2,-2,-2,-2,-1
1989729,Nips,1,0,-2,-1,-2,-2,-2,-2,-2
2004464,Rama,1,0,-2,-1,-2,-2,-2,-2,-2
2019913,jatpuan,1,0,-2,-2,-2,-2,-2,-2,-1
2021066,Schweppes,1,0,-2,-2,-2,-2,-2,-2,-1
2026283,SereneDoge#4725,1,0,-2,-2,-2,-1,-2,-2,-2
2029721,Ghost Rider,3,2,-1,-2,-2,-2,17,-2,17
2033482,Reiky,1,0,-2,-2,-2,-2,-1,-2,-2
2041350,2rk | Turok,1,0,-1,-2,-2,-2,-2,-2,-2
2053276,#215 | Ogre,1,0,-2,-2,-2,-1,-2,-2,-2
2056830,NAIR | Pablo,1,0,-2,-2,-2,-2,-1,-2,-2
2056881,PotusTheGoatus,1,0,-2,-2,-2,-2,-1,-2,-2
2058200,Kuzon,1,0,-2,-2,-2,-2,-2,-1,-2
2058790,Butternust,2,0,-2,-2,-2,-1,-1,-2,-2
2084281,Keykey,1,0,-1,-2,-2,-2,-2,-2,-2
2085246,kippu,1,0,-2,-1,-2,-2,-2,-2,-2
2088626,hermionecraft,1,0,-2,-2,-2,-2,-2,-2,-1
2093540,RitzyCheese,1,0,-1,-2,-2,-2,-2,-2,-2
2117535,vel,1,0,-2,-2,-2,-1,-2,-2,-2
2122811,$W@6 | rocketf20,1,0,-2,-2,-1,-2,-2,-2,-2
2139949,Devin1300,2,0,-2,-2,-2,-1,-2,-1,-2
2139952,Boalisk,2,0,-2,-2,-1,-1,-2,-2,-2
2140092,Jet,1,0,-1,-2,-2,-2,-2,-2,-2
2141139,Dr. Dipper,2,0,-2,-2,-2,-1,-2,-1,-2
2146437,actually hmhh | LionTimeMachine,6,0,-1,-2,-1,-1,-1,-1,-1
2147280,slowtai,1,0,-2,-2,-2,-1,-2,-2,-2
2148389,LilTayNastyTay,1,0,-2,-2,-2,-2,-2,-1,-2
2148920,thicceon,1,0,-2,-2,-1,-2,-2,-2,-2
2149543,BoominBody,1,0,-2,-2,-2,-1,-2,-2,-2
2160161,GAS,1,0,-1,-2,-2,-2,-2,-2,-2
2161547,DenverDaDestroyer,1,0,-2,-2,-2,-2,-2,-1,-2
2163048,MK | RedSoul,1,0,-2,-2,-2,-2,-1,-2,-2
2170469,Triple Cake Dance,2,0,-1,-1,-2,-2,-2,-2,-2
2177428,Chuchaka2112,1,0,-2,-2,-2,-1,-2,-2,-2
2179108,Mud,3,1,-1,-2,-1,-2,-2,17,-2
2192126,NattyIce,4,0,-1,-1,-1,-2,-1,-2,-2
2194031,Dorian uwu,1,0,-2,-2,-1,-2,-2,-2,-2
2206263,nmble-mann,1,0,-2,-1,-2,-2,-2,-2,-2
2207286,davidparkpark,1,0,-2,-2,-2,-2,-2,-2,-1
2215703,DiMaria,2,0,-2,-1,-1,-2,-2,-2,-2
2221234,LordTourettes,1,0,-2,-2,-2,-2,-2,-1,-2
2233473,fssong,2,0,-2,-2,-1,-2,-1,-2,-2
2242538,Erica,1,0,-1,-2,-2,-2,-2,-2,-2
2244671,scmu,1,0,-2,-2,-2,-2,-2,-2,-1
2245020,enterthekiwi,2,0,-2,-2,-2,-2,-1,-1,-2
2251343,ClintStevensTV | HungryboxFan304,1,0,-2,-2,-1,-2,-2,-2,-2
2258693,Jbun,1,0,-2,-2,-2,-2,-2,-1,-2
2262562,me,1,0,-2,-2,-2,-1,-2,-2,-2
2263926,Robot,1,0,-2,-2,-2,-2,-2,-2,-1
2264748,bunnygirlsenpai,2,0,-2,-2,-2,-1,-1,-2,-2
2264917,Mobley,1,0,-2,-2,-2,-1,-2,-2,-2
2265424,Zolof,1,0,-2,-2,-2,-1,-2,-2,-2
2265774,boys,2,0,-2,-2,-2,-1,-1,-2,-2
2266162,2GATS,1,0,-2,-2,-2,-1,-2,-2,-2
2267517,H20,1,0,-2,-2,-2,-2,-2,-2,-1
2269490,GGS,2,2,-2,-2,-2,-2,9,13,-2
2270838,Sol | | Saturn,1,0,-2,-2,-2,-2,-1,-2,-2
2271152,purpp,1,0,-2,-2,-2,-2,-1,-2,-2
2272366,CyAn,1,0,-2,-2,-2,-2,-1,-2,-2
2276067,Dead C,1,0,-2,-2,-2,-2,-2,-1,-2
2276931,BowserDad1964,1,0,-2,-2,-2,-2,-2,-1,-2
