SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Points,Rank
1077,Revenge | Gahtzu,EC,4,2,0,0,0,0,0,0,1,189,2
3665,Younger,EC,12,5,0,0,0,0,1,0,0,37,17
3734,Hulka,WC,5,0,0,0,0,1,0,0,0,15,29
3772,Arcadia,WC,7,3,0,0,0,1,0,0,0,27,20
4176,NathanSandwich,WC,8,5,0,0,1,0,0,0,0,13,33
4205,a-on,WC,4,3,0,1,0,0,0,0,0,5,59
4390,CG | Jflex,EC,3,2,0,0,0,0,0,0,1,108,6
5630,BKB! | stocmoney,EC,4,5,0,1,0,0,0,0,0,5,59
5724,Wassabi,WC,2,2,0,1,0,0,0,0,0,3,78
5869,Joey Bats,EC,6,6,0,0,1,0,0,0,0,11,41
7277,Crescent | JSalt,EC,10,2,0,0,0,0,1,0,0,70,11
10485,DD,WC,10,3,0,0,0,1,0,0,0,95,7
10529,The Leaf,WC,8,4,0,0,0,1,0,0,0,93,8
10971,Brainless  | FLiiNcHy,EC,9,5,0,0,0,1,0,0,0,29,18
11458,Tuesday,WC,7,1,0,0,0,1,0,0,0,17,24
12023,El Link,WC,6,4,0,0,1,0,0,0,0,11,41
12048,K8A,EC,11,9,0,0,1,0,0,0,0,16,26
12137,yingling,WC,5,2,0,0,1,0,0,0,0,10,45
12365,PW | Vincessant,WC,4,1,0,0,1,0,0,0,0,9,47
18652,LFTG | Logos,WC,8,4,0,0,0,1,0,0,0,28,19
21405,Fire,WC,0,8,0,1,0,0,0,0,0,1,98
22088,Nebulous | Jib,EC,4,2,0,0,1,0,0,0,0,9,47
22458,Kandayo,WC,3,6,0,1,0,0,0,0,0,4,67
22595,Aura,EC,4,0,0,0,1,0,0,0,0,9,47
23501,Ratt,WC,0,3,0,1,0,0,0,0,0,1,98
23995,Forrest,EC,2,1,0,0,1,0,0,0,0,7,54
25351,Hell'sLabyrinth,EC,0,4,0,1,0,0,0,0,0,1,98
25810,Melee Stats | Pikachu942,EC,1,6,0,1,0,0,0,0,0,2,87
25916,redpandamaster,WC,7,4,0,0,0,1,0,0,0,17,24
26387,Phantom Airline,EC,3,5,0,1,0,0,0,0,0,4,67
26750,KoDoRiN,WC,6,1,0,0,0,0,0,0,1,216,1
26920,Trash,WC,0,1,0,1,0,0,0,0,0,1,98
