Rank,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,Revenge | Gahtzu,5,0,100.0,215.0
2.0,KoDoRiN,9,3,75.0,189.0
3.0,IMP | Ben,3,2,60.0,163.0
4.0,CLG | SFAT,13,2,86.67,153.0
5.0,TG | Mot$,14,3,82.35,124.0
6.0,Soonsay,3,2,60.0,108.0
7.0,LFTG | Logos,10,3,76.92,95.0
7.0,Kürv,10,6,62.5,95.0
9.0,Mr. Butterfly,20,11,64.52,80.0
10.0,SANS | Blues Clues,18,9,66.67,78.0
11.0,Typhoon,11,2,84.62,71.0
12.0,TG NBR | Panayiotis,10,3,76.92,65.0
13.0,Darrell,14,8,63.64,54.0
14.0,ZOOK | Suezo,12,4,75.0,52.0
15.0,FendrickLamar,10,4,71.43,45.0
16.0,K8A,13,7,65.0,38.0
17.0,KELLZ,12,6,66.67,37.0
18.0,NGG | Jflex,1,2,33.33,36.0
19.0,Ahmad,8,5,61.54,28.0
19.0,Peppi | CrossFitJesus,8,3,72.73,28.0
21.0,SDJ,7,4,63.64,27.0
22.0,Dova,16,8,66.67,26.0
23.0,The Leaf,13,8,61.9,23.0
24.0,LG | Louis,11,5,68.75,21.0
24.0,redpandamaster,11,7,61.11,21.0
26.0,NJ | Tommy,10,6,62.5,20.0
26.0,Lotfy,10,5,66.67,20.0
28.0,Younger,8,2,80.0,18.0
28.0,Rahma Noodles,8,4,66.67,18.0
30.0,diddylonglegs,12,15,44.44,17.0
31.0,Trail,6,1,85.71,16.0
31.0,Jet,6,2,75.0,16.0
33.0,Mud,10,8,55.56,15.0
34.0,LAG,9,5,64.29,14.0
34.0,Scar,9,8,52.94,14.0
34.0,Pulch,9,10,47.37,14.0
37.0,Help,8,9,47.06,13.0
37.0,a-on,8,8,50.0,13.0
39.0,Chiefn_,7,9,43.75,12.0
39.0,Jakespeare,7,4,63.64,12.0
39.0,Flow | ESPONJA,7,5,58.33,12.0
39.0,DMT,7,4,63.64,12.0
39.0,Chompy,7,7,50.0,12.0
39.0,Phantom Airline,7,4,63.64,12.0
45.0,John,6,4,60.0,11.0
45.0,YungWaff,6,3,66.67,11.0
45.0,LewdCelebs4Free,6,5,54.55,11.0
45.0,Joey Bats,6,3,66.67,11.0
45.0,LAGr | Travioli,6,5,54.55,11.0
45.0,Nard Dawg,6,4,60.0,11.0
51.0,Hua,5,5,50.0,10.0
51.0,U-Smash | Rocket,5,8,38.46,10.0
51.0,El Link,5,4,55.56,10.0
51.0,Hexjo,5,4,55.56,10.0
51.0,(Ozymandias) | Churze,5,4,55.56,10.0
51.0,RU | Midnight Blue,5,5,50.0,10.0
51.0,Galen The Wise,5,3,62.5,10.0
58.0,Kandayo,4,3,57.14,9.0
58.0,Divine Senator Kelly,4,2,66.67,9.0
58.0,Kupo,4,1,80.0,9.0
58.0,icecream,4,3,57.14,9.0
58.0,Higgins,4,2,66.67,9.0
58.0,Yamasaki,4,3,57.14,9.0
58.0,Khoron | Oreo,8,10,44.44,9.0
58.0,Jeffthecheff,4,2,66.67,9.0
58.0,NEPA | Ron Paul,4,1,80.0,9.0
67.0,MGFC | JorDank,7,9,43.75,8.0
67.0,Loki,7,7,50.0,8.0
67.0,DPMZ,7,8,46.67,8.0
67.0,Kr1meM45ter2517A,3,2,60.0,8.0
67.0,Seraph,3,0,100.0,8.0
67.0,Ribboned Ace,3,1,75.0,8.0
73.0,CountifShine,6,20,23.08,7.0
73.0,SquidTheCat,6,6,50.0,7.0
73.0,gsm | Pound,6,7,46.15,7.0
76.0,raid shadow legends,5,9,35.71,6.0
77.0,NS | Frog,4,4,50.0,5.0
77.0,Tomz,4,6,40.0,5.0
77.0,Bayløck,4,6,40.0,5.0
