Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,-,bobby big ballz,26,14,65.0,1226.0
2.0,1.0,KoDoRiN,27,5,84.38,842.0
3.0,-1.0,IMP | Ben,44,10,81.48,819.0
4.0,-,Mango's Friend | Lucky,19,7,73.08,679.0
5.0,1.0,NGG | Jflex,41,18,69.49,622.0
6.0,-1.0,GUG | Kürv,60,23,72.29,541.0
7.0,-,Medz,22,11,66.67,437.0
8.0,-,Zeeker,42,21,66.67,427.0
9.0,-,Quaff,22,6,78.57,382.0
10.0,-,Revenge | Gahtzu,10,2,83.33,355.0
11.0,-,Westballz,26,4,86.67,331.0
12.0,-,Soonsay,8,4,66.67,298.0
13.0,-,ycz6,51,15,77.27,271.0
14.0,-,Younger,58,36,61.7,269.0
15.0,-,Khryke,34,19,64.15,224.0
16.0,-,EP | Justus,44,15,74.58,214.0
17.0,-,Smashdaddy,15,2,88.24,205.0
18.0,2.0,SANS | Blues Clues,62,24,72.09,202.0
19.0,9.0,Anchovy,26,6,81.25,201.0
20.0,-2.0,LG | Ginger,4,2,66.67,189.0
20.0,-2.0,YC | Peppi | | Pappi,19,2,90.48,189.0
22.0,-1.0,Lotfy,16,8,66.67,181.0
23.0,-1.0,yingling,60,44,57.69,180.0
24.0,-1.0,HoG | Warmmer,28,7,80.0,178.0
25.0,4.0,PQ2 | CPU0,34,14,70.83,164.0
26.0,3.0,Winx Club | Siddward,57,44,56.44,163.0
27.0,-3.0,Krizski,14,7,66.67,154.0
28.0,-3.0,Bbatts,33,11,75.0,153.0
29.0,-3.0,Elysian,21,7,75.0,151.0
30.0,-3.0,FreeMelee | Zuppy,10,3,76.92,145.0
31.0,10.0,Aura,3,4,42.86,143.0
32.0,-1.0,MIT | Fro116,35,15,70.0,140.0
32.0,New,Goosekhan,5,2,71.43,140.0
34.0,-2.0,Neologism,23,10,69.7,138.0
35.0,9.0,Peppi | CrossFitJesus,23,5,82.14,133.0
35.0,-2.0,LFG | PanterA,13,7,65.0,133.0
