Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,New,bobby big ballz,5,0,100.0,215.0
2.0,New,Soonsay,6,2,75.0,191.0
3.0,New,Westballz,12,2,85.71,177.0
4.0,New,Quaff,15,3,83.33,155.0
5.0,New,Lotfy,15,6,71.43,125.0
6.0,New,Aura,2,2,50.0,107.0
7.0,New,HoG | Warmmer,14,4,77.78,104.0
8.0,New,Krizski,13,5,72.22,98.0
9.0,New,Bbatts,12,3,80.0,72.0
10.0,New,NGG | Jflex,11,4,73.33,66.0
11.0,New,Zeeker,9,3,75.0,64.0
12.0,New,BHC | Evan,8,4,66.67,63.0
13.0,New,Khryke,17,10,62.96,57.0
14.0,New,Younger,15,7,68.18,55.0
15.0,New,LFTG | Logos,12,5,70.59,47.0
16.0,New,Googlyeyed,9,4,69.23,44.0
17.0,New,EP | Justus,14,6,70.0,39.0
18.0,New,Red Dead | Traplord,9,2,81.82,34.0
19.0,New,SANS | Blues Clues,9,5,64.29,29.0
19.0,New,Elk G | Ivayne,14,3,82.35,29.0
21.0,New,sad | UwUMysticalGirl,8,4,66.67,28.0
22.0,New,KG/SBC | Oreo,15,12,55.56,25.0
23.0,New,Winx Club | Siddward,14,9,60.87,24.0
24.0,New,LAG,13,5,72.22,23.0
24.0,New,TZ | Morrito,13,9,59.09,23.0
26.0,New,Oaty,12,8,60.0,22.0
26.0,New,Lamdin,12,6,66.67,22.0
28.0,New,HOLD$DOGE | Crypto Quiggles,11,7,61.11,21.0
29.0,New,Tristan's Rule,10,4,71.43,20.0
30.0,New,Willy P,9,5,64.29,19.0
30.0,New,yingling,9,6,60.0,19.0
32.0,New,MMG | Seven,8,2,80.0,18.0
32.0,New,Cowbell,8,3,72.73,18.0
32.0,New,CREW | G,13,11,54.17,18.0
35.0,New,jams,11,7,61.11,16.0
35.0,New,Dream,6,1,85.71,16.0
37.0,New,ight,10,8,55.56,15.0
37.0,New,Frankhoe,10,6,62.5,15.0
37.0,New,Good1ife,5,1,83.33,15.0
40.0,New,Neck,9,9,50.0,14.0
40.0,New,MikeDrop,9,9,50.0,14.0
42.0,New,ZouL,8,8,50.0,13.0
42.0,New,Loki,8,7,53.33,13.0
42.0,New,SuperCuak,8,5,61.54,13.0
42.0,New,Pipe,8,7,53.33,13.0
42.0,New,Furniture,8,7,53.33,13.0
42.0,New,Mud,8,6,57.14,13.0
42.0,New,TZ | Iván,8,5,61.54,13.0
49.0,New,Kanye Rest,7,5,58.33,12.0
49.0,New,CSTR#106 | Strazz,7,5,58.33,12.0
49.0,New,Ribboned Ace,7,6,53.85,12.0
49.0,New,Joey Bats,7,6,53.85,12.0
49.0,New,Captain G,7,5,58.33,12.0
49.0,New,QTT | Marco,7,5,58.33,12.0
49.0,New,doubledown8,7,6,53.85,12.0
56.0,New,Sacred,6,5,54.55,11.0
56.0,New,RU | Midnight Blue,6,5,54.55,11.0
56.0,New,LAGr | Travioli,6,4,60.0,11.0
56.0,New,PurpleZ,6,3,66.67,11.0
56.0,New,Miranda,6,3,66.67,11.0
61.0,New,Nebulous | Jib,5,3,62.5,10.0
61.0,New,Pilgrim,5,4,55.56,10.0
61.0,New,Yamasaki,5,2,71.43,10.0
61.0,New,Vianny,5,3,62.5,10.0
65.0,New,Connor,4,1,80.0,9.0
65.0,New,Silkylaroux,4,4,50.0,9.0
65.0,New,Vino,4,3,57.14,9.0
65.0,New,Arn255,8,14,36.36,9.0
65.0,New,akir,4,0,100.0,9.0
65.0,New,donk,8,10,44.44,9.0
71.0,New,Connorasada,7,12,36.84,8.0
71.0,New,Godslayer903,7,10,41.18,8.0
71.0,New,Oferton,7,8,46.67,8.0
71.0,New,shoelegend88,7,9,43.75,8.0
75.0,New,Maelstrom,6,11,35.29,7.0
75.0,New,BuenasRetas | Cobs,6,8,42.86,7.0
75.0,New,Kombeze Ataie,6,15,28.57,7.0
78.0,New,CowCowCowCowCow,5,6,45.45,6.0
78.0,New,Neenor,5,5,50.0,6.0
78.0,New,KYROS | Chuchaka2112,5,10,33.33,6.0
78.0,New,Sworderailer,5,14,26.32,6.0
82.0,New,Pogey,4,17,19.05,5.0
