Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
133.0,-30.0,Good1ife,5,1,83.33,15.0
133.0,111.0,MDF | Amor,9,4,69.23,15.0
139.0,-31.0,Sodabro,9,7,56.25,14.0
139.0,-31.0,MikeDrop,9,9,50.0,14.0
139.0,-31.0,ePG | Chevy,9,5,64.29,14.0
142.0,-28.0,Loki,8,7,53.33,13.0
142.0,-28.0,Silkylaroux,7,7,50.0,13.0
142.0,-28.0,ZouL,8,8,50.0,13.0
142.0,-28.0,Furniture,8,7,53.33,13.0
142.0,20.0,OtES,7,7,50.0,13.0
142.0,-28.0,TZ | Iván,8,5,61.54,13.0
142.0,-28.0,Flow | Stark,8,4,66.67,13.0
142.0,New,Chance,8,8,50.0,13.0
142.0,-4.0,Newquake,2,3,40.0,13.0
142.0,-28.0,Jakespeare,8,10,44.44,13.0
152.0,-29.0,Captain G,7,5,58.33,12.0
152.0,-29.0,Crow,7,4,63.64,12.0
152.0,-29.0,Kanye Rest,7,5,58.33,12.0
152.0,New,AR0,7,6,53.85,12.0
152.0,-29.0,O N I,7,8,46.67,12.0
152.0,-29.0,doubledown8,7,6,53.85,12.0
158.0,12.0,Bayløck,9,14,39.13,11.0
158.0,-29.0,Sacred,6,5,54.55,11.0
158.0,-29.0,Godslayer903,9,15,37.5,11.0
158.0,-29.0,Asus(4),6,3,66.67,11.0
158.0,-29.0,Slade,6,3,66.67,11.0
158.0,-29.0,Hexjo,5,3,62.5,11.0
164.0,-26.0,Badboi,5,2,71.43,10.0
164.0,New,Rutsky,5,4,55.56,10.0
164.0,New,gsm | Pound,9,16,36.0,10.0
164.0,-26.0,Pilgrim,5,4,55.56,10.0
164.0,-26.0,Baja,5,4,55.56,10.0
164.0,-26.0,Vianny,5,3,62.5,10.0
164.0,-26.0,TG CS | EBND,5,4,55.56,10.0
164.0,New,Melee Stats | Ambisinister,5,1,83.33,10.0
164.0,-26.0,Eddyvandamn,5,5,50.0,10.0
164.0,-26.0,Egg$,5,3,62.5,10.0
164.0,-26.0,Reese,5,2,71.43,10.0
164.0,-26.0,Nard Dawg,5,2,71.43,10.0
164.0,-26.0,Archi,5,3,62.5,10.0
177.0,-25.0,JFIRE,8,10,44.44,9.0
177.0,-7.0,yBaS | MaxJacks,5,6,45.45,9.0
177.0,-25.0,jtetter,4,4,50.0,9.0
177.0,-25.0,roadkill,2,6,25.0,9.0
177.0,-25.0,Arn255,8,14,36.36,9.0
177.0,-25.0,diddylonglegs,8,11,42.11,9.0
177.0,-25.0,Vino,4,3,57.14,9.0
177.0,New,Lamonster,4,5,44.44,9.0
177.0,-25.0,Calvin,8,11,42.11,9.0
177.0,-25.0,unlimited boy,8,10,44.44,9.0
177.0,-25.0,91,7,13,35.0,9.0
188.0,-26.0,Sworderailer,6,16,27.27,8.0
188.0,New,jerma985,3,1,75.0,8.0
188.0,-26.0,Oferton,7,8,46.67,8.0
188.0,-26.0,Buffalo,3,1,75.0,8.0
188.0,-26.0,Connorasada,7,12,36.84,8.0
188.0,-4.0,Quadragesimus,5,6,45.45,8.0
188.0,New,YC | Peppi | | Pappi,3,0,100.0,8.0
188.0,-26.0,WOMB#619 | Wombat,6,8,42.86,8.0
188.0,13.0,Kandayo,5,7,41.67,8.0
188.0,-26.0,a-on,3,2,60.0,8.0
198.0,New,Moshi,6,20,23.08,7.0
198.0,-28.0,Reaver_King,5,16,23.81,7.0
198.0,-28.0,BEBO,5,21,19.23,7.0
198.0,New,BeanBurrito-San,6,15,28.57,7.0
198.0,New,Kitsune,2,0,100.0,7.0
198.0,26.0,Axis,5,11,31.25,7.0
198.0,-22.0,Special K,3,29,9.38,7.0
198.0,New,Project Pat,2,1,66.67,7.0
198.0,-28.0,Kombeze Ataie,6,15,28.57,7.0
198.0,-14.0,Layer,5,11,31.25,7.0
198.0,-14.0,ericiscool.net,3,4,42.86,7.0
198.0,3.0,icecream,5,14,26.32,7.0
198.0,3.0,Aldito1469,4,14,22.22,7.0
211.0,-35.0,Spi,3,29,9.38,6.0
211.0,-10.0,Nudepenguin,3,12,20.0,6.0
211.0,-35.0,pathojin,3,14,17.65,6.0
211.0,13.0,rice,3,30,9.09,6.0
211.0,-35.0,STP,5,6,45.45,6.0
211.0,-35.0,KYROS | Chuchaka2112,5,10,33.33,6.0
211.0,-35.0,Phantom Airline,5,6,45.45,6.0
211.0,-35.0,WRLD,5,5,50.0,6.0
211.0,-35.0,Neenor,5,5,50.0,6.0
220.0,-36.0,Rickeye_rick,4,8,33.33,5.0
220.0,New,Fran,4,6,40.0,5.0
220.0,-36.0,will1v1_ttv,4,5,44.44,5.0
220.0,New,TPYO,4,18,18.18,5.0
220.0,New,davidparkpark,4,6,40.0,5.0
220.0,-36.0,Mo $,4,7,36.36,5.0
220.0,-36.0,Penguis,4,11,26.67,5.0
220.0,4.0,Wiza,3,13,18.75,5.0
220.0,-36.0,wally,4,5,44.44,5.0
220.0,-36.0,Piti,4,6,40.0,5.0
220.0,New,TourGuide,4,10,28.57,5.0
220.0,-36.0,DT6 | Ogre,4,6,40.0,5.0
220.0,-36.0,PP | rocky,4,5,44.44,5.0
220.0,-36.0,DMT,4,5,44.44,5.0
220.0,24.0,Broasty,3,5,37.5,5.0
220.0,-36.0,Rodney,4,4,50.0,5.0
220.0,-36.0,Pogey,4,17,19.05,5.0
220.0,-36.0,Iron,4,4,50.0,5.0
220.0,-36.0,theassistant,4,15,21.05,5.0
220.0,-36.0,Leviath,4,7,36.36,5.0
240.0,-39.0,thesiscat,3,6,33.33,4.0
240.0,-39.0,BubbleFuel,3,6,33.33,4.0
240.0,-39.0,Comp... | PJThePuff,3,5,37.5,4.0
240.0,-39.0,Moonking34,3,6,33.33,4.0
240.0,-39.0,Kawaii Kid | King Salmon,2,10,16.67,4.0
240.0,-16.0,S.O.D.A,2,7,22.22,4.0
240.0,-39.0,Logan,3,4,42.86,4.0
240.0,-39.0,Funk,3,9,25.0,4.0
240.0,-39.0,Oz,3,7,30.0,4.0
240.0,-39.0,15SA | Raiken,3,14,17.65,4.0
240.0,-16.0,markrevival,1,11,8.33,4.0
240.0,-39.0,Amity,3,11,21.43,4.0
240.0,New,Chompy,3,4,42.86,4.0
240.0,-39.0,hHerb,3,5,37.5,4.0
240.0,-39.0,Boyz II Mensch,3,4,42.86,4.0
240.0,-39.0,geg :),3,5,37.5,4.0
240.0,New,Bassline,3,15,16.67,4.0
240.0,New,Minty Hippo,3,5,37.5,4.0
240.0,-39.0,Ath | Bumble,3,8,27.27,4.0
240.0,-39.0,Potts,3,5,37.5,4.0
240.0,-39.0,FlLFFl,3,4,42.86,4.0
240.0,-39.0,Riggs,3,4,42.86,4.0
240.0,-39.0,FestivalDeLaCombo,3,4,42.86,4.0
263.0,-39.0,Radamen,2,2,50.0,3.0
263.0,-39.0,Electroman,2,4,33.33,3.0
263.0,-39.0,sisig,2,10,16.67,3.0
263.0,-39.0,Skeeter,2,3,40.0,3.0
263.0,-39.0,Elk_G | Karm,2,2,50.0,3.0
263.0,New,24 | Mamba!,2,5,28.57,3.0
263.0,-39.0,DCG | Spots,2,15,11.76,3.0
263.0,-39.0,Phaunsey,2,2,50.0,3.0
263.0,-39.0,ItsDad,2,7,22.22,3.0
263.0,-39.0,Ratt,2,4,33.33,3.0
263.0,-39.0,Raffshot,2,10,16.67,3.0
263.0,-39.0,Jquinnsweg,1,14,6.67,3.0
263.0,New,Drewski,2,10,16.67,3.0
263.0,-39.0,Old McJonald,2,6,25.0,3.0
263.0,-39.0,maso soup,2,5,28.57,3.0
263.0,-39.0,Thad <3,2,4,33.33,3.0
263.0,-39.0,SUPERUNKNOWN,2,2,50.0,3.0
280.0,-36.0,Pingy,1,1,50.0,2.0
280.0,New,Joobey,1,5,16.67,2.0
280.0,-36.0,100 Days Of Solitude,1,0,100.0,2.0
280.0,-36.0,Phil,1,0,100.0,2.0
280.0,-36.0,Soltrain,1,1,50.0,2.0
280.0,-10.0,blazerboy,0,19,0.0,2.0
280.0,New,SpiritGun,1,4,20.0,2.0
280.0,-36.0,Salamanderman,1,4,20.0,2.0
280.0,-36.0,Divine Senator Kelly,1,1,50.0,2.0
280.0,New,McLovin,1,13,7.14,2.0
280.0,-36.0,$W@6 | rocketf20,1,4,20.0,2.0
280.0,-36.0,Brandt,1,5,16.67,2.0
280.0,-36.0,Bebop,1,7,12.5,2.0
280.0,-36.0,Ari,1,5,16.67,2.0
280.0,-36.0,Ders,1,6,14.29,2.0
280.0,-36.0,Proobie44,1,7,12.5,2.0
280.0,-36.0,El Link,1,0,100.0,2.0
280.0,New,kennypenny,1,6,14.29,2.0
280.0,-36.0,deep_cuts,1,7,12.5,2.0
280.0,-36.0,Churro,1,1,50.0,2.0
280.0,-36.0,TC | BuyMyMixTape,1,2,33.33,2.0
280.0,New,King,1,4,20.0,2.0
280.0,-36.0,Alex AF,1,8,11.11,2.0
280.0,New,The Elder Statesman,1,4,20.0,2.0
280.0,New,Stoon,1,8,11.11,2.0
280.0,-36.0,Zakqary,1,9,10.0,2.0
280.0,-36.0,ushi,1,1,50.0,2.0
280.0,New,MacTheStampede,1,7,12.5,2.0
280.0,-36.0,SHRD#209 | Shredder,1,4,20.0,2.0
280.0,-36.0,BABA | Babo,1,5,16.67,2.0
280.0,-36.0,SU | wild flower,1,3,25.0,2.0
280.0,New,N8v,1,2,33.33,2.0
280.0,New,DJAN,1,3,25.0,2.0
280.0,-36.0,Neee,1,11,8.33,2.0
280.0,New,Okami,1,10,9.09,2.0
315.0,-45.0,PeS | Puppy,0,1,0.0,1.0
315.0,New,Keppler,0,2,0.0,1.0
315.0,-45.0,JC,0,5,0.0,1.0
315.0,-45.0,JehL,0,5,0.0,1.0
315.0,-45.0,Pooptown,0,3,0.0,1.0
315.0,-45.0,Abermega,0,2,0.0,1.0
315.0,-45.0,Dark Oreo Master,0,2,0.0,1.0
315.0,-45.0,DBRDd#641,0,9,0.0,1.0
315.0,-45.0,Wobs,0,4,0.0,1.0
315.0,-45.0,Sav,0,4,0.0,1.0
315.0,-45.0,thehumanblob,0,4,0.0,1.0
315.0,-45.0,mathandsurf,0,2,0.0,1.0
315.0,-45.0,pr0j3cts,0,4,0.0,1.0
315.0,-45.0,trades,0,6,0.0,1.0
315.0,-45.0,Tomato,0,17,0.0,1.0
315.0,-45.0,JackO,0,5,0.0,1.0
315.0,-45.0,50 Rats in a Trenchcoat,0,7,0.0,1.0
315.0,-45.0,Team Roz | aujory,0,3,0.0,1.0
315.0,-45.0,A HUMAN | Agile,0,5,0.0,1.0
315.0,-45.0,ASAPferq,0,4,0.0,1.0
315.0,-45.0,20PcMcnugget,0,4,0.0,1.0
315.0,-45.0,sidewinder572,0,14,0.0,1.0
315.0,-45.0,JoeyBonzo,0,3,0.0,1.0
315.0,-45.0,Flippy,0,1,0.0,1.0
315.0,-45.0,niimo,0,9,0.0,1.0
315.0,-45.0,hellojoe34,0,2,0.0,1.0
315.0,-45.0,Mars,0,3,0.0,1.0
315.0,New,Zant,0,7,0.0,1.0
