Rank,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,Revenge | Gahtzu,5,0,100.0,215.0
2.0,IMP | Ben,4,2,66.67,189.0
3.0,YC | Peppi | | Pappi,16,2,88.89,181.0
4.0,bobby big ballz,3,2,60.0,138.0
5.0,Elysian,13,2,86.67,123.0
6.0,Younger,18,9,66.67,103.0
7.0,LeZagna,15,6,71.43,100.0
8.0,Kürv,3,3,50.0,99.0
9.0,Anchovy,11,2,84.62,71.0
10.0,SANS | Blues Clues,10,2,83.33,70.0
11.0,Ghost Rider,10,3,76.92,65.0
11.0,ZOOK | Suezo,10,2,83.33,65.0
13.0,yingling,17,11,60.71,57.0
14.0,Chem,10,4,71.43,45.0
15.0,NathanSandwich,8,4,66.67,43.0
15.0,Verdo,8,5,61.54,43.0
17.0,ijw,16,9,64.0,41.0
18.0,Phantom Airline,12,7,63.16,32.0
19.0,Epoodle,10,7,58.82,30.0
20.0,Tanooki,9,3,75.0,29.0
21.0,MIT | Fro116,8,4,66.67,28.0
22.0,Spiral Cafe | Krudo,9,0,100.0,24.0
22.0,ATX | Noops,14,9,60.87,24.0
24.0,702 | AJ,13,8,61.9,23.0
25.0,TG NBR | Panayiotis,11,6,64.71,21.0
25.0,Tommy,11,7,61.11,21.0
25.0,TBD,11,8,57.89,21.0
28.0,Wassabi,10,8,55.56,20.0
29.0,Yamasaki,9,5,64.29,19.0
30.0,Scar,7,2,77.78,17.0
31.0,ycz6,6,0,100.0,16.0
32.0,DPMZ,10,9,52.63,15.0
32.0,YeehawDaniels,10,12,45.45,15.0
34.0,Winx Club | Siddward,9,8,52.94,14.0
34.0,a-on,9,8,52.94,14.0
34.0,Higgins,9,7,56.25,14.0
34.0,Pulch,9,9,50.0,14.0
38.0,B0XX | Sicca,8,7,53.33,13.0
39.0,Hunt,7,7,50.0,12.0
39.0,I'm Michael BTW,7,6,53.85,12.0
39.0,Mud,7,7,50.0,12.0
42.0,Dirty Lasagna,6,2,75.0,11.0
42.0,SLO | GrizzlyBair,6,5,54.55,11.0
42.0,Ribboned Ace,6,2,75.0,11.0
42.0,JorDank,10,16,38.46,11.0
42.0,RedX,6,3,66.67,11.0
42.0,B0XX | ADMJ,6,5,54.55,11.0
42.0,CarbonDog,6,2,75.0,11.0
42.0,Townes,6,4,60.0,11.0
50.0,RULES | Strazz,5,5,50.0,10.0
50.0,Chompy,5,10,33.33,10.0
50.0,Joey Bats,5,3,62.5,10.0
50.0,Maelstrom,5,4,55.56,10.0
50.0,Oferton,5,3,62.5,10.0
50.0,INDY,5,4,55.56,10.0
50.0,slowtai,5,3,62.5,10.0
50.0,KatBot,5,4,55.56,10.0
50.0,TourGuide,5,5,50.0,10.0
50.0,snacklepackle,5,4,55.56,10.0
50.0,Dream,5,3,62.5,10.0
50.0,totally butts,5,4,55.56,10.0
62.0,ImYourDade,4,3,57.14,9.0
62.0,CREW | G,4,2,66.67,9.0
62.0,LanTurN,4,3,57.14,9.0
