Rank,Tag,Wins,Losses,Win%,Bankroll Bills
62.0,RU | Midnight Blue,4,3,57.14,9.0
66.0,CW | rabit!,3,2,60.0,8.0
67.0,KaiKwonDo,6,6,50.0,7.0
67.0,Frap,2,1,66.67,7.0
69.0,Gingerham,5,5,50.0,6.0
69.0,Biggestbrain,5,6,45.45,6.0
69.0,Anzeray,5,6,45.45,6.0
69.0,Power Kevin,5,13,27.78,6.0
69.0,AHHHHH | Alice,5,18,21.74,6.0
69.0,Help,5,5,50.0,6.0
75.0,YBBT | leroydankins,4,3,57.14,5.0
75.0,Kombeze Ataie,4,8,33.33,5.0
75.0,UCILadder,4,5,44.44,5.0
75.0,shoelegend88,4,7,36.36,5.0
75.0,BuenasRetas | Cobs,4,4,50.0,5.0
75.0,yBaS | MaxJacks,4,3,57.14,5.0
81.0,Ripn,3,9,25.0,4.0
81.0,Danimals,3,5,37.5,4.0
81.0,Jesuscametwice,3,4,42.86,4.0
81.0,TSI | Zane,3,3,50.0,4.0
81.0,carrotslat,3,4,42.86,4.0
81.0,PLEB | Capy,3,5,37.5,4.0
81.0,Kandayo,3,3,50.0,4.0
81.0,69 | | Kupo,3,5,37.5,4.0
81.0,Vigilance,3,2,60.0,4.0
81.0,doctahdylan,3,9,25.0,4.0
81.0,RustyTrombone,3,5,37.5,4.0
81.0,Divine Senator Kelly,3,9,25.0,4.0
81.0,702 | Flameo Red,3,7,30.0,4.0
81.0,markrevival,3,9,25.0,4.0
81.0,Lee,3,5,37.5,4.0
96.0,Chaboomba,2,2,50.0,3.0
96.0,Hell'sLabyrinth,2,2,50.0,3.0
96.0,Axis,2,1,66.67,3.0
96.0,DQ,2,5,28.57,3.0
96.0,imanastyhoe,2,11,15.38,3.0
96.0,Tequila,2,11,15.38,3.0
96.0,thicceon,2,3,40.0,3.0
96.0,Solomon,2,1,66.67,3.0
96.0,Just Nate,2,2,50.0,3.0
96.0,Floods,2,24,7.69,3.0
106.0,SirTaco,1,3,25.0,2.0
106.0,Nard Dawg,1,2,33.33,2.0
106.0,Flame,1,6,14.29,2.0
106.0,RE!GN,1,1,50.0,2.0
106.0,Fire,1,3,25.0,2.0
106.0,Jquinnsweg,1,8,11.11,2.0
106.0,Aldito1469,1,2,33.33,2.0
106.0,Blu,1,2,33.33,2.0
106.0,rice,1,10,9.09,2.0
106.0,XXY Calico,1,4,20.0,2.0
106.0,Whoratio,1,6,14.29,2.0
106.0,Agave,1,6,14.29,2.0
106.0,Aura,1,1,50.0,2.0
119.0,gsm | Pound,0,2,0.0,1.0
119.0,kuzma,0,7,0.0,1.0
119.0,POOP | Zooty,0,4,0.0,1.0
119.0,RGB,0,2,0.0,1.0
119.0,ruco,0,5,0.0,1.0
119.0,Nudepenguin,0,2,0.0,1.0
119.0,RU | Graddy,0,2,0.0,1.0
119.0,Special K,0,8,0.0,1.0
119.0,trfjosh,0,2,0.0,1.0
119.0,mourin,0,2,0.0,1.0
119.0,BeanBurrito-San,0,3,0.0,1.0
119.0,Wiza,0,5,0.0,1.0
119.0,NattyIce,0,2,0.0,1.0
119.0,ArtlexPlays,0,10,0.0,1.0
119.0,TheDarkMan,0,1,0.0,1.0
