Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,-,bobby big ballz,26,14,65.0,1226.0
2.0,-,KoDoRiN,36,8,81.82,1031.0
3.0,-,IMP | Ben,47,12,79.66,982.0
4.0,-,Mango's Friend | Lucky,19,7,73.08,679.0
5.0,-,NGG | Jflex,42,20,67.74,658.0
6.0,-,Kürv,70,29,70.71,636.0
7.0,3.0,Revenge | Gahtzu,15,2,88.24,570.0
8.0,-1.0,Medz,22,11,66.67,437.0
9.0,-1.0,Zeeker,42,21,66.67,427.0
10.0,2.0,Soonsay,11,6,64.71,406.0
11.0,-2.0,Quaff,22,6,78.57,382.0
12.0,-1.0,Westballz,26,4,86.67,331.0
13.0,1.0,Younger,66,38,63.46,287.0
14.0,4.0,SANS | Blues Clues,80,33,70.8,280.0
15.0,-2.0,ycz6,51,15,77.27,271.0
16.0,-1.0,Khryke,34,19,64.15,224.0
17.0,-1.0,EP | Justus,44,15,74.58,214.0
18.0,35.0,TG | Mot$,16,5,76.19,211.0
19.0,-2.0,Smashdaddy,15,2,88.24,205.0
20.0,-1.0,Anchovy,26,6,81.25,201.0
20.0,2.0,Lotfy,26,13,66.67,201.0
22.0,-2.0,YC | Peppi | | Pappi,19,2,90.48,189.0
22.0,-2.0,LG | Ginger,4,2,66.67,189.0
24.0,18.0,Typhoon,34,12,73.91,184.0
25.0,-2.0,yingling,60,44,57.69,180.0
26.0,-2.0,HoG | Warmmer,28,7,80.0,178.0
27.0,-2.0,PQ2 | CPU0,34,14,70.83,164.0
28.0,-2.0,Winx Club | Siddward,57,44,56.44,163.0
29.0,6.0,Peppi | CrossFitJesus,31,8,79.49,161.0
30.0,-2.0,Bbatts,36,14,72.0,157.0
31.0,-4.0,Krizski,14,7,66.67,154.0
32.0,New,CLG | SFAT,13,2,86.67,153.0
33.0,-4.0,Elysian,21,7,75.0,151.0
34.0,-4.0,FreeMelee | Zuppy,10,3,76.92,145.0
35.0,22.0,TG NBR | Panayiotis,24,11,68.57,144.0
36.0,-5.0,Aura,3,4,42.86,143.0
37.0,45.0,LFTG | Logos,22,8,73.33,142.0
37.0,-,Jet,47,28,62.67,142.0
39.0,-7.0,MIT | Fro116,35,15,70.0,140.0
39.0,-7.0,Goosekhan,5,2,71.43,140.0
41.0,-1.0,NJ | Tommy,48,27,64.0,138.0
41.0,-7.0,Neologism,23,10,69.7,138.0
43.0,11.0,ZOOK | Suezo,22,8,73.33,137.0
44.0,-9.0,LFG | PanterA,13,7,65.0,133.0
45.0,-7.0,Slowking,15,4,78.95,125.0
46.0,-7.0,Drephen,13,3,81.25,123.0
47.0,-3.0,LAG,32,14,69.57,122.0
48.0,-5.0,TBD,35,25,58.33,116.0
49.0,-8.0,GST | Ryobeat,10,4,71.43,115.0
50.0,1.0,The Leaf,16,10,61.54,111.0
51.0,-6.0,SF | Herrán,17,7,70.83,107.0
52.0,78.0,Mr. Butterfly,33,18,64.71,103.0
53.0,-7.0,LeZagna,15,6,71.43,100.0
54.0,-3.0,LAGr | Travioli,29,20,59.18,99.0
55.0,-5.0,Khoron | Oreo,56,52,51.85,98.0
56.0,-9.0,RCS | Chi,12,4,75.0,97.0
57.0,-9.0,CRACKSHACK | Quiggles,34,21,61.82,94.0
58.0,-9.0,Traplord,12,4,75.0,92.0
59.0,19.0,K8A,24,11,68.57,89.0
60.0,-,Mud,57,50,53.27,88.0
61.0,-7.0,Ghost Rider,11,6,64.71,87.0
62.0,-6.0,Epoodle,30,22,57.69,81.0
63.0,-,Joey Bats,44,41,51.76,79.0
64.0,-6.0,I'm Michael BTW,27,15,64.29,77.0
65.0,-6.0,Redcoat,16,7,69.57,76.0
66.0,-2.0,Yamasaki,39,22,63.93,75.0
67.0,-,Phantom Airline,37,26,58.73,73.0
68.0,-6.0,RULES | Strazz,33,36,47.83,72.0
69.0,-8.0,Elk G | Ivayne,25,9,73.53,71.0
70.0,19.0,Dova,30,16,65.22,65.0
70.0,-5.0,Verdo,19,11,63.33,65.0
72.0,-6.0,BHC | Evan,8,4,66.67,63.0
73.0,-6.0,akir,16,5,76.19,61.0
73.0,-6.0,Chem,16,5,76.19,61.0
73.0,-6.0,NathanSandwich,16,9,64.0,61.0
76.0,17.0,LG | Louis,13,7,65.0,58.0
77.0,-6.0,Crow,16,7,69.57,56.0
77.0,-6.0,Spiral Cafe | Krudo,21,0,100.0,56.0
77.0,-6.0,LFG | Eddy Mexico,1,2,33.33,56.0
80.0,-6.0,CREW | G,30,22,57.69,55.0
80.0,145.0,FendrickLamar,15,6,71.43,55.0
82.0,-7.0,Cowbell,28,16,63.64,54.0
82.0,New,Darrell,14,8,63.64,54.0
84.0,-8.0,Dream,22,6,78.57,52.0
84.0,-8.0,DannyPhantom,22,12,64.71,52.0
86.0,-7.0,CowCowCowCowCow,14,12,53.85,51.0
87.0,-8.0,B0XX | Sicca,29,21,58.0,49.0
88.0,-7.0,snacklepackle,21,22,48.84,48.0
89.0,-7.0,INDY,27,23,54.0,47.0
90.0,14.0,Scar,21,11,65.62,46.0
91.0,-7.0,Googlyeyed,9,4,69.23,44.0
92.0,6.0,Ribboned Ace,26,22,54.17,43.0
92.0,-7.0,Pipe,27,22,55.1,43.0
94.0,-8.0,Frankhoe,17,9,65.38,42.0
95.0,-8.0,ijw,16,9,64.0,41.0
95.0,16.0,Flow | ESPONJA,25,22,53.19,41.0
95.0,-6.0,RedX,32,34,48.48,41.0
95.0,10.0,RU | Midnight Blue,21,18,53.85,41.0
95.0,-8.0,Willy P,21,14,60.0,41.0
100.0,20.0,Help,26,32,44.83,40.0
101.0,19.0,Chompy,23,30,43.4,39.0
101.0,17.0,LewdCelebs4Free,30,47,38.96,39.0
101.0,-12.0,Umarth,9,6,60.0,39.0
104.0,-3.0,shoelegend88,29,34,46.03,38.0
104.0,-12.0,Maelstrom,26,32,44.83,38.0
104.0,7.0,Higgins,22,18,55.0,38.0
107.0,New,KELLZ,12,6,66.67,37.0
107.0,-14.0,KatBot,24,33,42.11,37.0
107.0,-14.0,NOOT,12,3,80.0,37.0
107.0,-14.0,Ober,2,2,50.0,37.0
111.0,25.0,Pulch,25,27,48.08,36.0
111.0,-14.0,SuperCuak,21,11,65.62,36.0
113.0,7.0,Seraph,20,13,60.61,35.0
113.0,-15.0,Faust,10,10,50.0,35.0
113.0,-15.0,Nebulous | Jib,19,14,57.58,35.0
113.0,23.0,a-on,20,18,52.63,35.0
117.0,-16.0,slowtai,19,12,61.29,34.0
117.0,-6.0,NS | Frog,22,22,50.0,34.0
117.0,-12.0,OtES,17,14,54.84,34.0
120.0,-17.0,Solomon,20,17,54.05,33.0
121.0,-1.0,BuenasRetas | Cobs,23,28,45.1,32.0
122.0,-17.0,GNIK,16,10,61.54,31.0
122.0,-17.0,Chance,16,13,55.17,31.0
122.0,-17.0,SC | Lad,16,6,72.73,31.0
125.0,-15.0,Uncle B,9,7,56.25,30.0
126.0,-15.0,Miranda,18,15,54.55,29.0
126.0,-15.0,FISA | JoJo,9,4,69.23,29.0
126.0,-15.0,SLO | GrizzlyBair,14,9,60.87,29.0
126.0,-15.0,Tanooki,9,3,75.0,29.0
130.0,New,Ahmad,8,5,61.54,28.0
130.0,-12.0,sad | UwUMysticalGirl,8,4,66.67,28.0
132.0,New,SDJ,7,4,63.64,27.0
132.0,-12.0,ight,20,25,44.44,27.0
132.0,-12.0,Toph,7,3,70.0,27.0
135.0,110.0,diddylonglegs,20,26,43.48,26.0
135.0,-8.0,K.H.D | RE!GN,9,24,27.27,26.0
137.0,-11.0,Neck,15,15,50.0,25.0
137.0,10.0,Flow | Stark,14,9,60.87,25.0
137.0,56.0,Jakespeare,15,14,51.72,25.0
140.0,47.0,Hexjo,12,11,52.17,24.0
140.0,-13.0,620 | Megacaat,3,8,27.27,24.0
140.0,-13.0,ATX | Noops,14,9,60.87,24.0
143.0,30.0,gsm | Pound,19,32,37.25,23.0
143.0,-13.0,YBBT | leroydankins,15,18,45.45,23.0
143.0,44.0,Kandayo,13,13,50.0,23.0
143.0,59.0,Nard Dawg,12,8,60.0,23.0
143.0,38.0,DPMZ,17,17,50.0,23.0
143.0,-13.0,702 | AJ,13,8,61.9,23.0
143.0,-13.0,TZ | Morrito,13,9,59.09,23.0
143.0,-13.0,IWI | Marrgasm,13,7,65.0,23.0
143.0,-13.0,B0XX | ADMJ,13,11,54.17,23.0
152.0,-16.0,Oaty,12,8,60.0,22.0
