Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,-,bobby big ballz,15,6,71.43,655.0
2.0,4.0,KoDoRiN,11,2,84.62,431.0
3.0,-,Medz,21,9,70.0,381.0
4.0,-2.0,Quaff,22,4,84.62,372.0
5.0,4.0,Mango's Friend | Lucky,9,4,69.23,354.0
6.0,-2.0,NGG | Jflex,30,11,73.17,350.0
7.0,5.0,Westballz,26,4,86.67,331.0
8.0,-,Soonsay,8,4,66.67,298.0
9.0,-4.0,Zeeker,30,15,66.67,275.0
10.0,1.0,GUG | Kürv,27,7,79.41,232.0
11.0,-4.0,Khryke,34,19,64.15,224.0
12.0,New,LG | Ginger,4,2,66.67,189.0
13.0,1.0,EP | Justus,36,12,75.0,186.0
14.0,-4.0,Lotfy,16,8,66.67,181.0
15.0,4.0,HoG | Warmmer,28,7,80.0,178.0
16.0,-,ycz6,25,8,75.76,170.0
17.0,-4.0,Krizski,14,7,66.67,154.0
18.0,-3.0,Younger,37,21,63.79,142.0
19.0,New,IMP | Ben,12,3,80.0,117.0
20.0,-3.0,Neologism,14,6,70.0,109.0
21.0,-3.0,Aura,2,2,50.0,107.0
22.0,1.0,Winx Club | Siddward,34,22,60.71,104.0
23.0,-1.0,yingling,29,22,56.86,99.0
24.0,2.0,Jet,21,13,61.76,91.0
25.0,-5.0,LFG | PanterA,3,2,60.0,88.0
26.0,-5.0,LAG,22,7,75.86,87.0
27.0,6.0,LAGr | Travioli,16,10,61.54,76.0
28.0,-4.0,Fro116,15,6,71.43,75.0
29.0,New,Peppi | CrossFitJesus,13,3,81.25,73.0
30.0,-5.0,Bbatts,12,3,80.0,72.0
31.0,-4.0,Elk G | Ivayne,24,8,75.0,69.0
32.0,1.0,SANS | Blues Clues,28,12,70.0,68.0
33.0,-5.0,HOLD$DOGE | Crypto Quiggles,19,11,63.33,64.0
34.0,-5.0,BHC | Evan,8,4,66.67,63.0
35.0,-5.0,TBD,3,2,60.0,58.0
36.0,-5.0,LFG | Eddy Mexico,1,2,33.33,56.0
36.0,7.0,PQ2 | CPU0,11,5,68.75,56.0
38.0,3.0,Khoron | Oreo,35,31,53.03,55.0
39.0,-7.0,CowCowCowCowCow,13,10,56.52,49.0
40.0,New,I'm Michael BTW,12,6,66.67,47.0
40.0,-5.0,LFTG | Logos,12,5,70.59,47.0
42.0,-3.0,RULES | Strazz,19,20,48.72,46.0
42.0,2.0,CREW | G,26,20,56.52,46.0
44.0,-8.0,Googlyeyed,9,4,69.23,44.0
45.0,-3.0,Cowbell,22,12,64.71,43.0
45.0,8.0,Mud,27,21,56.25,43.0
45.0,-8.0,Typhoon,8,3,72.73,43.0
48.0,-10.0,Frankhoe,17,9,65.38,42.0
49.0,-10.0,Willy P,21,14,60.0,41.0
50.0,New,Dova,14,8,63.64,39.0
51.0,-4.0,Joey Bats,23,23,50.0,38.0
52.0,New,NOOT,12,3,80.0,37.0
53.0,8.0,Faust,10,10,50.0,35.0
54.0,-9.0,Red Dead | Traplord,9,2,81.82,34.0
55.0,17.0,Dream,12,1,92.31,32.0
55.0,New,DannyPhantom,12,6,66.67,32.0
57.0,10.0,Pipe,20,18,52.63,31.0
57.0,New,GNIK,16,10,61.54,31.0
59.0,New,Epoodle,8,6,57.14,28.0
59.0,-13.0,sad | UwUMysticalGirl,8,4,66.67,28.0
61.0,New,Uncle B,7,4,63.64,27.0
61.0,52.0,donk,16,14,53.33,27.0
63.0,-15.0,Neck,15,15,50.0,25.0
64.0,3.0,Ribboned Ace,17,19,47.22,24.0
64.0,18.0,slowtai,14,9,60.87,24.0
64.0,-15.0,shoelegend88,18,19,48.65,24.0
64.0,-15.0,620 | Megacaat,3,8,27.27,24.0
64.0,-3.0,Yamasaki,13,6,68.42,24.0
69.0,-18.0,TZ | Morrito,13,9,59.09,23.0
69.0,-18.0,ight,17,21,44.74,23.0
71.0,-18.0,QTT | Marco,12,8,60.0,22.0
71.0,New,Gooms,12,8,60.0,22.0
71.0,-18.0,Oaty,12,8,60.0,22.0
71.0,-18.0,Lamdin,12,6,66.67,22.0
75.0,-18.0,Savestate,11,6,64.71,21.0
75.0,7.0,DD,10,5,66.67,21.0
75.0,-18.0,Nebulous | Jib,11,7,61.11,21.0
75.0,16.0,cockbread,15,14,51.72,21.0
75.0,-18.0,SC | Lad,11,4,73.33,21.0
75.0,-18.0,Megaman,1,2,33.33,21.0
75.0,22.0,PurpleZ,11,4,73.33,21.0
82.0,-21.0,Tristan's Rule,10,4,71.43,20.0
82.0,-21.0,Alextrer,0,2,0.0,20.0
82.0,-21.0,Zhyrri,10,4,71.43,20.0
82.0,-21.0,Lama,0,2,0.0,20.0
86.0,New,Umarth,9,4,69.23,19.0
87.0,-10.0,Reign,5,18,21.74,18.0
87.0,New,Crispy | Chango,8,1,88.89,18.0
87.0,-18.0,Miranda,12,9,57.14,18.0
87.0,-18.0,MMG | Seven,8,2,80.0,18.0
91.0,-20.0,Golden,7,2,77.78,17.0
91.0,New,Jr,7,3,70.0,17.0
91.0,New,Krudo,7,0,100.0,17.0
91.0,New,Noc,12,12,50.0,17.0
91.0,New,Enemy,12,9,57.14,17.0
96.0,New,LFG | Fist Mexico,11,14,44.0,16.0
96.0,New,Chem,6,1,85.71,16.0
96.0,-24.0,jams,11,7,61.11,16.0
96.0,17.0,JLo,13,25,34.21,16.0
96.0,-24.0,Connor,6,1,85.71,16.0
96.0,-24.0,BuenasRetas | Cobs,10,10,50.0,16.0
96.0,-24.0,Fitz,10,15,40.0,16.0
103.0,-26.0,E-tie,5,1,83.33,15.0
103.0,41.0,Crow,9,18,33.33,15.0
103.0,-6.0,Higgins,9,9,50.0,15.0
103.0,-26.0,Good1ife,5,1,83.33,15.0
103.0,New,Seraph,10,8,55.56,15.0
108.0,22.0,YBBT | leroydankins,8,10,44.44,14.0
108.0,-2.0,Fire,8,9,47.06,14.0
108.0,New,ePG | Chevy,9,5,64.29,14.0
108.0,-28.0,Flow | ESPONJA,9,8,52.94,14.0
108.0,-28.0,MikeDrop,9,9,50.0,14.0
108.0,New,Sodabro,9,7,56.25,14.0
114.0,-32.0,Jakespeare,8,10,44.44,13.0
114.0,-32.0,ZouL,8,8,50.0,13.0
114.0,-17.0,Floods,1,23,4.17,13.0
114.0,New,Flow | Stark,8,4,66.67,13.0
114.0,-32.0,Silkylaroux,7,7,50.0,13.0
114.0,-32.0,Loki,8,7,53.33,13.0
114.0,-32.0,TZ | Iván,8,5,61.54,13.0
114.0,-32.0,SuperCuak,8,5,61.54,13.0
114.0,-32.0,Furniture,8,7,53.33,13.0
123.0,New,O N I,7,8,46.67,12.0
123.0,-32.0,Kanye Rest,7,5,58.33,12.0
123.0,-32.0,Crow,7,4,63.64,12.0
123.0,-32.0,Help,6,10,37.5,12.0
123.0,-32.0,Captain G,7,5,58.33,12.0
123.0,-32.0,doubledown8,7,6,53.85,12.0
129.0,-32.0,Sacred,6,5,54.55,11.0
129.0,-32.0,Asus(4),6,3,66.67,11.0
129.0,New,SLO | GrizzlyBair,6,4,60.0,11.0
129.0,-32.0,Verdo,5,2,71.43,11.0
129.0,-32.0,Godslayer903,9,15,37.5,11.0
129.0,15.0,Hexjo,5,3,62.5,11.0
129.0,New,Slade,6,3,66.67,11.0
129.0,-32.0,PapaNoJohns,6,5,54.55,11.0
129.0,-32.0,RU | Midnight Blue,6,5,54.55,11.0
138.0,New,Eddyvandamn,5,5,50.0,10.0
138.0,New,TG CS | EBND,5,4,55.56,10.0
138.0,New,RedX,9,12,42.86,10.0
138.0,-32.0,snacklepackle,8,14,36.36,10.0
138.0,-32.0,Nard Dawg,5,2,71.43,10.0
138.0,-32.0,Pilgrim,5,4,55.56,10.0
138.0,New,Archi,5,3,62.5,10.0
138.0,-32.0,Baja,5,4,55.56,10.0
138.0,New,Egg$,5,3,62.5,10.0
138.0,-8.0,LewdCelebs4Free,8,16,33.33,10.0
138.0,New,Reese,5,2,71.43,10.0
138.0,-32.0,Newquake,0,2,0.0,10.0
138.0,New,Badboi,5,2,71.43,10.0
138.0,-32.0,Vianny,5,3,62.5,10.0
152.0,-39.0,unlimited boy,8,10,44.44,9.0
152.0,-39.0,91,7,13,35.0,9.0
152.0,26.0,roadkill,2,6,25.0,9.0
152.0,-39.0,Calvin,8,11,42.11,9.0
152.0,-39.0,Arn255,8,14,36.36,9.0
152.0,New,diddylonglegs,8,11,42.11,9.0
152.0,-39.0,Vino,4,3,57.14,9.0
152.0,-39.0,JFIRE,8,10,44.44,9.0
152.0,New,jtetter,4,4,50.0,9.0
