Rank,Tag,Wins,Losses,Win%,Bankroll Bills
97.0,Layer,2,4,33.33,3.0
97.0,Hexjo,2,4,33.33,3.0
97.0,RPG,2,4,33.33,3.0
97.0,Edier,2,6,25.0,3.0
97.0,hHerb,2,6,25.0,3.0
116.0,FreeHops,1,1,50.0,2.0
116.0,Broasty,1,2,33.33,2.0
116.0,davidparkpark,1,2,33.33,2.0
116.0,mello,1,21,4.55,2.0
116.0,AzLuFa,1,8,11.11,2.0
116.0,ArtlexPlays,1,8,11.11,2.0
116.0,Clay,1,3,25.0,2.0
116.0,Fleece,1,4,20.0,2.0
116.0,Kandayo,1,0,100.0,2.0
116.0,MrDrBoi,1,8,11.11,2.0
116.0,Chuchaka2112,1,2,33.33,2.0
116.0,bluecd,1,13,7.14,2.0
116.0,Quadragesimus,1,2,33.33,2.0
116.0,Roz's Friend | aujory,1,5,16.67,2.0
116.0,Saya | QQQ#348,1,11,8.33,2.0
116.0,Jquinnsweg,1,6,14.29,2.0
116.0,K.H.D | RE!GN,1,1,50.0,2.0
133.0,Dorian uwu,0,12,0.0,1.0
133.0,SirTaco,0,2,0.0,1.0
133.0,Luigi Gang | Brownie,0,2,0.0,1.0
133.0,2Pro4Pro | Toastrmann,0,1,0.0,1.0
133.0,Special K,0,8,0.0,1.0
133.0,Floods,0,7,0.0,1.0
133.0,krizzy,0,3,0.0,1.0
133.0,Good1ife,0,1,0.0,1.0
133.0,rice,0,10,0.0,1.0
133.0,markrevival,0,1,0.0,1.0
133.0,Zant,0,7,0.0,1.0
133.0,Hell'sLabyrinth,0,2,0.0,1.0
133.0,Socknose,0,9,0.0,1.0
133.0,#215 | Ogre,0,3,0.0,1.0
133.0,Nayolfa,0,4,0.0,1.0
