Rank,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,bobby big ballz,5,0,100.0,215.0
2.0,Soonsay,6,2,75.0,191.0
3.0,Westballz,12,2,85.71,177.0
4.0,Quaff,15,3,83.33,155.0
5.0,Lotfy,15,6,71.43,125.0
6.0,Aura,2,2,50.0,107.0
7.0,HoG | Warmmer,14,4,77.78,104.0
8.0,Krizski,13,5,72.22,98.0
9.0,Bbatts,12,3,80.0,72.0
10.0,NGG | Jflex,11,4,73.33,66.0
11.0,Zeeker,9,3,75.0,64.0
12.0,BHC | Evan,8,4,66.67,63.0
13.0,Khryke,17,10,62.96,57.0
14.0,Younger,15,7,68.18,55.0
15.0,LFTG | Logos,12,5,70.59,47.0
16.0,Googlyeyed,9,4,69.23,44.0
17.0,EP | Justus,14,6,70.0,39.0
18.0,Red Dead | Traplord,9,2,81.82,34.0
19.0,SANS | Blues Clues,9,5,64.29,29.0
19.0,Elk G | Ivayne,14,3,82.35,29.0
21.0,sad | UwUMysticalGirl,8,4,66.67,28.0
22.0,KG/SBC | Oreo,15,12,55.56,25.0
23.0,Winx Club | Siddward,14,9,60.87,24.0
24.0,LAG,13,5,72.22,23.0
24.0,TZ | Morrito,13,9,59.09,23.0
26.0,Oaty,12,8,60.0,22.0
26.0,Lamdin,12,6,66.67,22.0
28.0,HOLD$DOGE | Crypto Quiggles,11,7,61.11,21.0
29.0,Tristan's Rule,10,4,71.43,20.0
30.0,Willy P,9,5,64.29,19.0
30.0,yingling,9,6,60.0,19.0
32.0,MMG | Seven,8,2,80.0,18.0
32.0,Cowbell,8,3,72.73,18.0
32.0,CREW | G,13,11,54.17,18.0
35.0,jams,11,7,61.11,16.0
35.0,Dream,6,1,85.71,16.0
37.0,ight,10,8,55.56,15.0
37.0,Frankhoe,10,6,62.5,15.0
37.0,Good1ife,5,1,83.33,15.0
40.0,Neck,9,9,50.0,14.0
40.0,MikeDrop,9,9,50.0,14.0
42.0,ZouL,8,8,50.0,13.0
42.0,Loki,8,7,53.33,13.0
42.0,SuperCuak,8,5,61.54,13.0
42.0,Pipe,8,7,53.33,13.0
42.0,Furniture,8,7,53.33,13.0
42.0,Mud,8,6,57.14,13.0
42.0,TZ | Iván,8,5,61.54,13.0
49.0,Kanye Rest,7,5,58.33,12.0
49.0,CSTR#106 | Strazz,7,5,58.33,12.0
49.0,Ribboned Ace,7,6,53.85,12.0
49.0,Joey Bats,7,6,53.85,12.0
49.0,Captain G,7,5,58.33,12.0
49.0,QTT | Marco,7,5,58.33,12.0
49.0,doubledown8,7,6,53.85,12.0
56.0,Sacred,6,5,54.55,11.0
56.0,RU | Midnight Blue,6,5,54.55,11.0
56.0,LAGr | Travioli,6,4,60.0,11.0
56.0,PurpleZ,6,3,66.67,11.0
56.0,Miranda,6,3,66.67,11.0
61.0,Nebulous | Jib,5,3,62.5,10.0
61.0,Pilgrim,5,4,55.56,10.0
61.0,Yamasaki,5,2,71.43,10.0
61.0,Vianny,5,3,62.5,10.0
65.0,Connor,4,1,80.0,9.0
65.0,Silkylaroux,4,4,50.0,9.0
65.0,Vino,4,3,57.14,9.0
65.0,Arn255,8,14,36.36,9.0
65.0,akir,4,0,100.0,9.0
65.0,donk,8,10,44.44,9.0
