Rank,Tag,Wins,Losses,Win%,Bankroll Bills
71.0,Connorasada,7,12,36.84,8.0
71.0,Godslayer903,7,10,41.18,8.0
71.0,Oferton,7,8,46.67,8.0
71.0,shoelegend88,7,9,43.75,8.0
75.0,Maelstrom,6,11,35.29,7.0
75.0,BuenasRetas | Cobs,6,8,42.86,7.0
75.0,Kombeze Ataie,6,15,28.57,7.0
78.0,CowCowCowCowCow,5,6,45.45,6.0
78.0,Neenor,5,5,50.0,6.0
78.0,KYROS | Chuchaka2112,5,10,33.33,6.0
78.0,Sworderailer,5,14,26.32,6.0
82.0,Pogey,4,17,19.05,5.0
82.0,snacklepackle,4,9,30.77,5.0
82.0,JLo,4,10,28.57,5.0
82.0,Piti,4,6,40.0,5.0
82.0,LewdCelebs4Free,4,10,28.57,5.0
82.0,YBBT | leroydankins,4,6,40.0,5.0
88.0,WOMB#619 | Wombat,3,4,42.86,4.0
88.0,BubbleFuel,3,6,33.33,4.0
88.0,Oz,3,7,30.0,4.0
88.0,Funk,3,9,25.0,4.0
88.0,hHerb,3,5,37.5,4.0
88.0,Fitz,3,8,27.27,4.0
88.0,thesiscat,3,6,33.33,4.0
88.0,Ath | Bumble,3,8,27.27,4.0
96.0,pathojin,2,7,22.22,3.0
96.0,maso soup,2,5,28.57,3.0
96.0,Wiza,2,8,20.0,3.0
96.0,Skeeter,2,3,40.0,3.0
96.0,Axis,2,5,28.57,3.0
96.0,ItsDad,2,7,22.22,3.0
96.0,DCG | Spots,2,15,11.76,3.0
96.0,Elk_G | Karm,2,2,50.0,3.0
96.0,Verdo,2,1,66.67,3.0
105.0,Quadragesimus,1,1,50.0,2.0
105.0,Special K,1,7,12.5,2.0
105.0,Brandt,1,5,16.67,2.0
105.0,MaxJacks,1,1,50.0,2.0
105.0,Neee,1,11,8.33,2.0
105.0,Divine Senator Kelly,1,1,50.0,2.0
105.0,Pingy,1,1,50.0,2.0
105.0,Spi,1,10,9.09,2.0
105.0,Kandayo,1,3,25.0,2.0
105.0,K.H.D | Reign,1,8,11.11,2.0
105.0,Phil,1,0,100.0,2.0
105.0,ericiscool.net,1,1,50.0,2.0
105.0,Proobie44,1,7,12.5,2.0
105.0,Churro,1,1,50.0,2.0
105.0,91,1,7,12.5,2.0
105.0,DD,1,1,50.0,2.0
105.0,Help,1,6,14.29,2.0
105.0,TC | BuyMyMixTape,1,2,33.33,2.0
105.0,markrevival,1,4,20.0,2.0
124.0,JehL,0,5,0.0,1.0
124.0,Wobs,0,4,0.0,1.0
124.0,mathandsurf,0,2,0.0,1.0
124.0,20PcMcnugget,0,4,0.0,1.0
124.0,JoeyBonzo,0,3,0.0,1.0
124.0,sidewinder572,0,14,0.0,1.0
124.0,Abermega,0,2,0.0,1.0
124.0,JackO,0,5,0.0,1.0
124.0,50 Rats in a Trenchcoat,0,7,0.0,1.0
124.0,pr0j3cts,0,4,0.0,1.0
124.0,Lechero,0,6,0.0,1.0
124.0,Kawaii Kid | King Salmon,0,6,0.0,1.0
124.0,roadkill,0,4,0.0,1.0
