Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
69.0,-13.0,MMG | Seven,8,2,80.0,18.0
71.0,-13.0,Golden,7,2,77.78,17.0
72.0,-13.0,Fitz,10,15,40.0,16.0
72.0,-13.0,Connor,6,1,85.71,16.0
72.0,-13.0,Dream,6,1,85.71,16.0
72.0,-13.0,BuenasRetas | Cobs,10,10,50.0,16.0
72.0,-13.0,jams,11,7,61.11,16.0
77.0,-13.0,Good1ife,5,1,83.33,15.0
77.0,39.0,Reign,3,12,20.0,15.0
77.0,-13.0,E-tie,5,1,83.33,15.0
80.0,-14.0,MikeDrop,9,9,50.0,14.0
80.0,-14.0,Flow | ESPONJA,9,8,52.94,14.0
82.0,-14.0,DD,7,4,63.64,13.0
82.0,-14.0,Loki,8,7,53.33,13.0
82.0,-14.0,TZ | Iván,8,5,61.54,13.0
82.0,-14.0,Jakespeare,8,10,44.44,13.0
82.0,-14.0,Furniture,8,7,53.33,13.0
82.0,-14.0,Silkylaroux,7,7,50.0,13.0
82.0,-14.0,slowtai,8,6,57.14,13.0
82.0,-14.0,ZouL,8,8,50.0,13.0
82.0,-14.0,SuperCuak,8,5,61.54,13.0
91.0,-14.0,Kanye Rest,7,5,58.33,12.0
91.0,-14.0,Captain G,7,5,58.33,12.0
91.0,-14.0,cockbread,7,6,53.85,12.0
91.0,-14.0,Help,6,10,37.5,12.0
91.0,-14.0,Crow,7,4,63.64,12.0
91.0,-14.0,doubledown8,7,6,53.85,12.0
97.0,-13.0,PurpleZ,6,3,66.67,11.0
97.0,-13.0,Godslayer903,9,15,37.5,11.0
97.0,-13.0,Verdo,5,2,71.43,11.0
97.0,-13.0,PapaNoJohns,6,5,54.55,11.0
97.0,-13.0,Sacred,6,5,54.55,11.0
97.0,89.0,Floods,0,14,0.0,11.0
97.0,-13.0,Higgins,6,5,54.55,11.0
97.0,-13.0,Asus(4),6,3,66.67,11.0
97.0,-13.0,RU | Midnight Blue,6,5,54.55,11.0
106.0,-13.0,Fire,5,3,62.5,10.0
106.0,-13.0,Vianny,5,3,62.5,10.0
106.0,-13.0,Baja,5,4,55.56,10.0
106.0,-13.0,snacklepackle,8,14,36.36,10.0
106.0,New,Newquake,0,2,0.0,10.0
106.0,-13.0,Nard Dawg,5,2,71.43,10.0
106.0,-13.0,Pilgrim,5,4,55.56,10.0
113.0,-14.0,JLo,7,16,30.43,9.0
113.0,-14.0,donk,8,10,44.44,9.0
113.0,-14.0,unlimited boy,8,10,44.44,9.0
113.0,-14.0,JFIRE,8,10,44.44,9.0
113.0,-14.0,91,7,13,35.0,9.0
113.0,-14.0,Calvin,8,11,42.11,9.0
113.0,-14.0,Arn255,8,14,36.36,9.0
113.0,-14.0,Vino,4,3,57.14,9.0
113.0,-14.0,akir,4,0,100.0,9.0
122.0,-14.0,Oferton,7,8,46.67,8.0
122.0,-14.0,Connorasada,7,12,36.84,8.0
124.0,-14.0,Kombeze Ataie,6,15,28.57,7.0
124.0,-14.0,Maelstrom,6,11,35.29,7.0
126.0,-14.0,Neenor,5,5,50.0,6.0
126.0,-14.0,Sworderailer,5,14,26.32,6.0
126.0,-14.0,KYROS | Chuchaka2112,5,10,33.33,6.0
126.0,-14.0,STP,5,6,45.45,6.0
130.0,-14.0,Layer,4,8,33.33,5.0
130.0,-14.0,MaxJacks,3,3,50.0,5.0
130.0,-14.0,Pogey,4,17,19.05,5.0
130.0,-14.0,YBBT | leroydankins,4,6,40.0,5.0
130.0,-14.0,Rodney,4,4,50.0,5.0
130.0,-14.0,Rickeye_rick,4,8,33.33,5.0
130.0,-14.0,BEBO,4,12,25.0,5.0
130.0,-14.0,PP | rocky,4,5,44.44,5.0
130.0,-14.0,Piti,4,6,40.0,5.0
130.0,-14.0,DMT,4,5,44.44,5.0
130.0,-14.0,Quadragesimus,3,3,50.0,5.0
130.0,-14.0,will1v1_ttv,4,5,44.44,5.0
130.0,-14.0,Reaver_King,4,9,30.77,5.0
130.0,-14.0,LewdCelebs4Free,4,10,28.57,5.0
144.0,-13.0,Crow,3,11,21.43,4.0
144.0,-13.0,Logan,3,4,42.86,4.0
144.0,-13.0,Oz,3,7,30.0,4.0
144.0,-13.0,Moonking34,3,6,33.33,4.0
144.0,-13.0,geg :),3,5,37.5,4.0
144.0,-13.0,FlLFFl,3,4,42.86,4.0
144.0,-13.0,Ath | Bumble,3,8,27.27,4.0
144.0,-13.0,Spi,2,22,8.33,4.0
144.0,-13.0,NS | Frog,3,5,37.5,4.0
144.0,-13.0,Hexjo,3,2,60.0,4.0
144.0,-13.0,WOMB#619 | Wombat,3,4,42.86,4.0
144.0,-13.0,Kawaii Kid | King Salmon,2,10,16.67,4.0
144.0,-13.0,thesiscat,3,6,33.33,4.0
144.0,-13.0,Funk,3,9,25.0,4.0
144.0,-13.0,ericiscool.net,2,2,50.0,4.0
144.0,-13.0,BubbleFuel,3,6,33.33,4.0
144.0,-13.0,Special K,2,14,12.5,4.0
144.0,-13.0,pathojin,2,11,15.38,4.0
144.0,-13.0,FestivalDeLaCombo,3,4,42.86,4.0
144.0,-13.0,Kandayo,2,3,40.0,4.0
144.0,-13.0,hHerb,3,5,37.5,4.0
165.0,-13.0,SUPERUNKNOWN,2,2,50.0,3.0
165.0,-13.0,Raffshot,2,10,16.67,3.0
165.0,-13.0,sisig,2,10,16.67,3.0
165.0,-13.0,Electroman,2,4,33.33,3.0
165.0,-13.0,Elk_G | Karm,2,2,50.0,3.0
165.0,-13.0,Old McJonald,2,6,25.0,3.0
165.0,-13.0,ItsDad,2,7,22.22,3.0
165.0,-13.0,DCG | Spots,2,15,11.76,3.0
165.0,-13.0,Axis,2,5,28.57,3.0
165.0,-13.0,markrevival,1,7,12.5,3.0
165.0,-13.0,Wiza,2,8,20.0,3.0
165.0,-13.0,maso soup,2,5,28.57,3.0
165.0,-13.0,Skeeter,2,3,40.0,3.0
178.0,-12.0,Churro,1,1,50.0,2.0
178.0,-12.0,Pingy,1,1,50.0,2.0
178.0,-12.0,Bebop,1,7,12.5,2.0
178.0,-12.0,Divine Senator Kelly,1,1,50.0,2.0
178.0,-12.0,$W@6 | rocketf20,1,4,20.0,2.0
178.0,-12.0,Ari,1,5,16.67,2.0
178.0,-12.0,Nudepenguin,1,3,25.0,2.0
178.0,-12.0,Neee,1,11,8.33,2.0
178.0,-12.0,100 Days Of Solitude,1,0,100.0,2.0
178.0,-12.0,roadkill,0,6,0.0,2.0
178.0,-12.0,Brandt,1,5,16.67,2.0
178.0,-12.0,Melo,1,1,50.0,2.0
178.0,-12.0,Phil,1,0,100.0,2.0
178.0,-12.0,deep_cuts,1,7,12.5,2.0
178.0,-12.0,Jquinnsweg,1,4,20.0,2.0
178.0,-12.0,TC | BuyMyMixTape,1,2,33.33,2.0
178.0,-12.0,Proobie44,1,7,12.5,2.0
178.0,-12.0,rice,1,17,5.56,2.0
178.0,-12.0,KatBot,1,5,16.67,2.0
178.0,-12.0,Zakqary,1,9,10.0,2.0
198.0,-12.0,Abermega,0,2,0.0,1.0
198.0,-12.0,Sav,0,4,0.0,1.0
198.0,-12.0,mathandsurf,0,2,0.0,1.0
198.0,-12.0,Wobs,0,4,0.0,1.0
198.0,-12.0,trades,0,6,0.0,1.0
198.0,-12.0,20PcMcnugget,0,4,0.0,1.0
198.0,-12.0,A HUMAN | Agile,0,5,0.0,1.0
198.0,-12.0,Flippy,0,1,0.0,1.0
198.0,-12.0,JackO,0,5,0.0,1.0
198.0,-12.0,hellojoe34,0,2,0.0,1.0
198.0,-12.0,JoeyBonzo,0,3,0.0,1.0
198.0,-12.0,sidewinder572,0,14,0.0,1.0
198.0,-12.0,Lechero,0,6,0.0,1.0
198.0,-12.0,JC,0,5,0.0,1.0
198.0,-12.0,ASAPferq,0,4,0.0,1.0
198.0,-12.0,Team Roz | aujory,0,3,0.0,1.0
198.0,-12.0,50 Rats in a Trenchcoat,0,7,0.0,1.0
198.0,-12.0,JehL,0,5,0.0,1.0
198.0,-12.0,pr0j3cts,0,4,0.0,1.0
198.0,-12.0,PeS | Puppy,0,1,0.0,1.0
198.0,-12.0,Dark Oreo Master,0,2,0.0,1.0
