Rank,RankChange,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,-,bobby big ballz,9,2,81.82,404.0
2.0,2.0,Quaff,22,4,84.62,372.0
3.0,-1.0,Soonsay,6,2,75.0,191.0
4.0,6.0,NGG | Jflex,23,7,76.67,183.0
5.0,-,Lotfy,16,8,66.67,181.0
6.0,New,GUG | Kürv,14,3,82.35,179.0
7.0,-4.0,Westballz,12,2,85.71,177.0
8.0,3.0,Zeeker,19,7,73.08,159.0
9.0,New,Medz,16,5,76.19,156.0
10.0,-2.0,Krizski,14,7,66.67,154.0
11.0,6.0,EP | Justus,25,10,71.43,135.0
12.0,New,ycz6,14,4,77.78,124.0
13.0,1.0,Younger,31,15,67.39,111.0
14.0,-8.0,Aura,2,2,50.0,107.0
15.0,-8.0,HoG | Warmmer,14,4,77.78,104.0
16.0,-3.0,Khryke,29,15,65.91,94.0
17.0,7.0,LAG,22,7,75.86,87.0
18.0,New,Fro116,15,6,71.43,75.0
19.0,-10.0,Bbatts,12,3,80.0,72.0
20.0,8.0,HOLD$DOGE | Crypto Quiggles,19,11,63.33,64.0
21.0,-9.0,BHC | Evan,8,4,66.67,63.0
22.0,56.0,CowCowCowCowCow,13,10,56.52,49.0
22.0,-3.0,Elk G | Ivayne,24,6,80.0,49.0
24.0,-5.0,SANS | Blues Clues,18,6,75.0,48.0
25.0,5.0,yingling,17,10,62.96,47.0
25.0,-10.0,LFTG | Logos,12,5,70.59,47.0
27.0,-11.0,Googlyeyed,9,4,69.23,44.0
28.0,New,Typhoon,8,3,72.73,43.0
29.0,8.0,Frankhoe,17,9,65.38,42.0
30.0,-,Willy P,21,14,60.0,41.0
31.0,-9.0,KG/SBC | Oreo,25,20,55.56,40.0
32.0,-,Cowbell,19,8,70.37,39.0
32.0,-9.0,Siddward,24,18,57.14,39.0
34.0,-2.0,CREW | G,20,14,58.82,35.0
35.0,-17.0,Red Dead | Traplord,9,2,81.82,34.0
36.0,-15.0,sad | UwUMysticalGirl,8,4,66.67,28.0
37.0,12.0,Joey Bats,16,16,50.0,26.0
38.0,2.0,Neck,15,15,50.0,25.0
39.0,32.0,shoelegend88,18,19,48.65,24.0
40.0,-16.0,TZ | Morrito,13,9,59.09,23.0
40.0,-3.0,ight,17,21,44.74,23.0
42.0,-16.0,Oaty,12,8,60.0,22.0
42.0,-16.0,Lamdin,12,6,66.67,22.0
42.0,7.0,QTT | Marco,12,8,60.0,22.0
42.0,-,Mud,16,15,51.61,22.0
46.0,New,Neologism,11,4,73.33,21.0
46.0,15.0,Nebulous | Jib,11,7,61.11,21.0
46.0,New,SC | Lad,11,4,73.33,21.0
46.0,New,Savestate,11,6,64.71,21.0
50.0,11.0,Yamasaki,10,4,71.43,20.0
50.0,New,Zhyrri,10,4,71.43,20.0
50.0,-1.0,CSTR#106 | Strazz,14,12,53.85,20.0
50.0,-21.0,Tristan's Rule,10,4,71.43,20.0
54.0,-12.0,Pipe,13,13,50.0,19.0
54.0,-5.0,Ribboned Ace,13,12,52.0,19.0
56.0,-24.0,MMG | Seven,8,2,80.0,18.0
56.0,-,Miranda,12,9,57.14,18.0
58.0,New,Golden,7,2,77.78,17.0
