Rank,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,KoDoRiN,5,1,83.33,215
2.0,Mango's Friend | Lucky,5,2,71.43,190
3.0,bobby big ballz,4,2,66.67,164
4.0,Medz,3,2,60.0,138
5.0,Khryke,5,2,71.43,110
6.0,Jflex,4,2,66.67,109
7.0,LFG | PanterA,3,2,60.0,88
7.0,Neologism,3,2,60.0,88
9.0,Jet,3,2,60.0,58
9.0,Zeeker,3,2,60.0,58
9.0,TBD,3,2,60.0,58
12.0,LFG | Eddy Mexico,1,2,33.33,56
13.0,yingling,2,2,50.0,37
13.0,LAGr | Travioli,2,2,50.0,37
13.0,PQ2 | CPU0,2,2,50.0,37
13.0,Winx Club | Siddward,2,2,50.0,37
17.0,Megaman,1,2,33.33,21
17.0,CSTR#106 | Strazz,1,2,33.33,21
17.0,620 | Megacaat,1,2,33.33,21
20.0,Elk G | Ivayne,0,2,0.0,20
20.0,Younger,0,2,0.0,20
20.0,Alextrer,0,2,0.0,20
20.0,Lama,0,2,0.0,20
20.0,Faust,0,2,0.0,20
25.0,Floods,0,2,0.0,10
25.0,Reign,0,2,0.0,10
25.0,Newquake,0,2,0.0,10
