Rank,Tag,Wins,Losses,Win%,Bankroll Bills
1.0,KoDoRiN,6,1,85.71,216.0
2.0,LG | Ginger,4,2,66.67,189.0
3.0,Mango's Friend | Lucky,4,2,66.67,164.0
4.0,Westballz,14,2,87.5,154.0
5.0,IMP | Ben,12,3,80.0,117.0
6.0,Soonsay,2,2,50.0,107.0
7.0,bobby big ballz,2,2,50.0,87.0
7.0,Medz,2,2,50.0,87.0
9.0,HoG | Warmmer,14,3,82.35,74.0
10.0,Peppi | CrossFitJesus,13,3,81.25,73.0
11.0,NGG | Jflex,3,2,60.0,58.0
11.0,Zeeker,8,6,57.14,58.0
13.0,GUG | Kürv,13,4,76.47,53.0
14.0,EP | Justus,11,2,84.62,51.0
15.0,I'm Michael BTW,12,6,66.67,47.0
16.0,ycz6,11,4,73.33,46.0
17.0,Dova,14,8,63.64,39.0
18.0,NOOT,12,3,80.0,37.0
19.0,DannyPhantom,12,6,66.67,32.0
20.0,GNIK,16,10,61.54,31.0
21.0,Winx Club | Siddward,8,2,80.0,28.0
21.0,LAGr | Travioli,8,4,66.67,28.0
21.0,Epoodle,8,6,57.14,28.0
24.0,Uncle B,7,4,63.64,27.0
25.0,Gooms,12,8,60.0,22.0
26.0,Mud,11,6,64.71,21.0
26.0,Jet,11,7,61.11,21.0
28.0,Khryke,0,2,0.0,20.0
28.0,SANS | Blues Clues,10,6,62.5,20.0
30.0,PQ2 | CPU0,9,3,75.0,19.0
30.0,Umarth,9,4,69.23,19.0
32.0,Crispy | Chango,8,1,88.89,18.0
32.0,donk,8,4,66.67,18.0
34.0,Krudo,7,0,100.0,17.0
34.0,Jr,7,3,70.0,17.0
34.0,Enemy,12,9,57.14,17.0
34.0,Noc,12,12,50.0,17.0
38.0,LFG | Fist Mexico,11,14,44.0,16.0
38.0,Chem,6,1,85.71,16.0
38.0,Dream,6,0,100.0,16.0
41.0,Khoron | Oreo,10,11,47.62,15.0
41.0,Faust,10,8,55.56,15.0
41.0,Seraph,10,8,55.56,15.0
41.0,yingling,10,10,50.0,15.0
45.0,Sodabro,9,7,56.25,14.0
45.0,ePG | Chevy,9,5,64.29,14.0
47.0,Flow | Stark,8,4,66.67,13.0
48.0,O N I,7,8,46.67,12.0
48.0,Pipe,7,5,58.33,12.0
48.0,Joey Bats,7,7,50.0,12.0
51.0,Slade,6,3,66.67,11.0
51.0,Crow,6,7,46.15,11.0
51.0,Younger,6,4,60.0,11.0
51.0,SLO | GrizzlyBair,6,4,60.0,11.0
51.0,slowtai,6,3,66.67,11.0
51.0,CREW | G,6,6,50.0,11.0
57.0,Badboi,5,2,71.43,10.0
57.0,TG CS | EBND,5,4,55.56,10.0
57.0,PurpleZ,5,1,83.33,10.0
57.0,Egg$,5,3,62.5,10.0
57.0,Archi,5,3,62.5,10.0
57.0,Reese,5,2,71.43,10.0
57.0,Eddyvandamn,5,5,50.0,10.0
57.0,RedX,9,12,42.86,10.0
65.0,YBBT | leroydankins,4,4,50.0,9.0
65.0,jtetter,4,4,50.0,9.0
65.0,cockbread,8,8,50.0,9.0
65.0,diddylonglegs,8,11,42.11,9.0
69.0,OtES,3,1,75.0,8.0
69.0,DD,3,1,75.0,8.0
69.0,Buffalo,3,1,75.0,8.0
69.0,a-on,3,2,60.0,8.0
73.0,Hexjo,2,1,66.67,7.0
73.0,Bayløck,6,10,37.5,7.0
73.0,JLo,6,9,40.0,7.0
73.0,roadkill,2,0,100.0,7.0
77.0,WRLD,5,5,50.0,6.0
77.0,KatBot,5,9,35.71,6.0
77.0,Phantom Airline,5,6,45.45,6.0
80.0,Mo $,4,7,36.36,5.0
80.0,Iron,4,4,50.0,5.0
80.0,Leviath,4,7,36.36,5.0
80.0,wally,4,5,44.44,5.0
80.0,Ribboned Ace,4,7,36.36,5.0
80.0,Penguis,4,11,26.67,5.0
80.0,theassistant,4,15,21.05,5.0
80.0,RULES | Strazz,4,6,40.0,5.0
80.0,LewdCelebs4Free,4,6,40.0,5.0
80.0,DT6 | Ogre,4,6,40.0,5.0
90.0,Potts,3,5,37.5,4.0
90.0,Riggs,3,4,42.86,4.0
90.0,icecream,3,7,30.0,4.0
90.0,WOMB#619 | Wombat,3,4,42.86,4.0
90.0,Comp... | PJThePuff,3,5,37.5,4.0
90.0,15SA | Raiken,3,14,17.65,4.0
90.0,Yamasaki,3,2,60.0,4.0
90.0,Boyz II Mensch,3,4,42.86,4.0
90.0,Amity,3,11,21.43,4.0
90.0,Cowbell,3,4,42.86,4.0
90.0,Higgins,3,4,42.86,4.0
90.0,Fire,3,6,33.33,4.0
102.0,Reign,2,6,25.0,3.0
102.0,S.O.D.A,2,3,40.0,3.0
102.0,Aldito1469,2,5,28.57,3.0
102.0,Ratt,2,4,33.33,3.0
102.0,Phaunsey,2,2,50.0,3.0
102.0,Thad <3,2,4,33.33,3.0
102.0,Radamen,2,2,50.0,3.0
109.0,Special K,1,7,12.5,2.0
109.0,Salamanderman,1,4,20.0,2.0
109.0,Sworderailer,1,2,33.33,2.0
109.0,El Link,1,0,100.0,2.0
109.0,Reaver_King,1,7,12.5,2.0
109.0,BABA | Babo,1,5,16.67,2.0
109.0,SU | wild flower,1,3,25.0,2.0
109.0,pathojin,1,3,25.0,2.0
109.0,Amor,1,0,100.0,2.0
109.0,Floods,1,9,10.0,2.0
109.0,Ders,1,6,14.29,2.0
109.0,BEBO,1,9,10.0,2.0
109.0,ushi,1,1,50.0,2.0
109.0,Alex AF,1,8,11.11,2.0
109.0,Spi,1,7,12.5,2.0
109.0,Soltrain,1,1,50.0,2.0
109.0,MaxJacks,1,2,33.33,2.0
109.0,Broasty,1,2,33.33,2.0
109.0,SHRD#209 | Shredder,1,4,20.0,2.0
109.0,Nudepenguin,1,3,25.0,2.0
129.0,thehumanblob,0,4,0.0,1.0
129.0,blazerboy,0,10,0.0,1.0
129.0,rice,0,7,0.0,1.0
129.0,DBRDd#641,0,9,0.0,1.0
129.0,Tomato,0,17,0.0,1.0
129.0,Mars,0,3,0.0,1.0
129.0,Pooptown,0,3,0.0,1.0
129.0,niimo,0,9,0.0,1.0
129.0,Jquinnsweg,0,10,0.0,1.0
129.0,ericiscool.net,0,1,0.0,1.0
