SmasherID,SmashTag,Wins,Losses,Prospect,Rookie,Pro,AllStar,HallOfFame,Placement,Coast
1019,CLG | SFAT,10,0,0,0,0,1,0,1,WC
221423,Typhoon,9,0,0,0,0,1,0,2,WC
64692,SANS | Blues Clues,16,7,0,0,0,1,0,3,WC
211440,Darrell,13,6,0,0,0,1,0,4,WC
890721,Mr. Butterfly,18,9,0,0,0,1,0,5,WC
531485,Dova,16,8,0,0,1,0,0,6,WC
22479,Peppi | CrossFitJesus,8,1,0,0,1,0,0,7,WC
18652,LFTG | Logos,8,1,0,0,1,0,0,7,WC
10529,The Leaf,13,8,0,0,1,0,0,9,WC
2140092,Jet,6,2,0,0,1,0,0,10,WC
37116,Kürv,8,4,0,0,1,0,0,11,WC
25916,redpandamaster,11,7,0,0,1,0,0,12,WC
325974,SDJ,7,2,0,0,1,0,0,13,WC
231685,DMT,7,4,0,1,0,0,0,14,WC
26750,KoDoRiN,4,1,0,1,0,0,0,15,WC
173178,LAG,9,5,0,1,0,0,0,16,WC
413573,John,6,4,0,1,0,0,0,17,WC
1088,Scar,9,8,0,1,0,0,0,18,WC
132938,RU | Midnight Blue,5,5,0,1,0,0,0,19,WC
10228,Flow | Stark,3,3,1,0,0,0,0,19,WC
259856,Seraph,3,0,0,1,0,0,0,21,WC
56374,NEPA | Ron Paul,4,1,0,1,0,0,0,22,WC
3954,YungWaff,6,3,0,1,0,0,0,23,WC
58588,Jeffthecheff,4,2,0,1,0,0,0,23,WC
21305,Galen The Wise,5,3,0,1,0,0,0,25,WC
129363,Flow | ESPONJA,7,5,0,1,0,0,0,26,WC
213297,Chompy,7,7,0,1,0,0,0,27,WC
4205,a-on,8,8,0,1,0,0,0,27,WC
233059,Ribboned Ace,3,1,0,1,0,0,0,29,WC
41492,Divine Senator Kelly,4,2,0,1,0,0,0,30,WC
1016657,Kr1meM45ter2517A,3,2,0,1,0,0,0,31,WC
183677,Yamasaki,4,3,0,1,0,0,0,32,WC
10067,icecream,4,3,0,1,0,0,0,32,WC
