SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3,PWeek4,PWeek5,PWeek6,PWeek7,PWeek8,PWeek9
520837,Neck,2,0,-1,-1,-2,-2,-2,-2,-2,-2,-2
525553,jerma985,1,0,-2,-2,-2,-2,-1,-2,-2,-2,-2
531485,Dova,2,1,-2,-2,-2,17,-2,-2,-2,-2,-1
533918,Maelstrom,4,0,-1,-2,-2,-2,-1,-1,-1,-2,-2
539984,Ahmad,1,1,-2,-2,-2,-2,-2,-2,-2,-2,17
542693,Bbatts,4,3,9,-2,-2,-2,17,13,-2,-2,-1
569076,RGB,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
577038,Zakqary,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
581039,I'm Michael BTW,3,1,-2,-2,-2,13,-2,-1,-1,-2,-2
582190,rice,6,0,-2,-1,-2,-1,-1,-1,-1,-2,-1
592481,Riggs,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
617254,N8v,2,0,-2,-2,-2,-2,-1,-1,-2,-2,-2
618813,Chance,2,0,-2,-2,-2,-2,-1,-1,-2,-2,-2
618857,Lamdin,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
623333,Echo_SSBM | Commas,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
627118,Pipe,4,0,-1,-1,-2,-1,-1,-2,-2,-2,-2
637179,Sodabro,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
657464,CowCowCowCowCow,3,1,-1,13,-2,-2,-2,-2,-2,-2,-1
657711,PurpleZ,2,0,-1,-2,-2,-1,-2,-2,-2,-2,-2
684008,deep_cuts,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
692999,maso soup,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
694497,IMP | Ben,6,6,-2,-2,-2,5,7,1,2,2,3
709843,Chem,2,1,-2,-2,-2,-1,-2,-2,13,-2,-2
725508,620 | Megacaat,2,1,-2,-1,17,-2,-2,-2,-2,-2,-2
726185,DBRDd#641,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
732665,Lama,1,1,-2,-2,17,-2,-2,-2,-2,-2,-2
735376,Ripn,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
748365,ledgefiend,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
800147,Dark Oreo Master,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
804411,Neee,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
807868,Funk,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
819230,Willy P,2,0,-1,-1,-2,-2,-2,-2,-2,-2,-2
835002,Jesuscametwice,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
836691,BeanBurrito-San,2,0,-2,-2,-2,-2,-1,-2,-1,-2,-2
843302,Buffalo,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
852916,Krizski,2,2,7,9,-2,-2,-2,-2,-2,-2,-2
856699,Logan,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
858866,SLO | GrizzlyBair,3,0,-2,-2,-2,-1,-1,-2,-1,-2,-2
862074,snacklepackle,4,1,-1,-1,-2,-2,17,-2,-1,-2,-2
869465,NSB  |  KXT,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
880372,Good1ife,2,0,-1,-2,-2,-2,-2,-1,-2,-2,-2
883137,Keppler,1,0,-2,-2,-2,-2,-1,-2,-2,-2,-2
890721,Mr. Butterfly,2,1,-2,-2,-2,-2,-1,-2,-2,-2,9
893866,Just Nate,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
897692,Iron,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
898035,mathandsurf,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
928033,CarbonDog,2,0,-2,-2,-2,-2,-2,-1,-1,-2,-2
954633,Agave,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
975581,YeehawDaniels,2,0,-2,-2,-2,-2,-2,-2,-1,-2,-1
1016657,Kr1meM45ter2517A,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1034300,Oz,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
1034371,niimo,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
1053202,diddylonglegs,2,0,-2,-2,-2,-1,-2,-2,-2,-2,-1
1053605,JFIRE,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
1065524,Flippy,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
1076996,Newquake,2,1,-2,-2,25,-2,-1,-2,-2,-2,-2
1077796,FreeHops,2,0,-2,-2,-2,-2,-2,-1,-2,-2,-1
1077883,CountifShine,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1105215,krizzy,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
1106504,omnijr,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
1112770,Penguis,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
1122123,Alex AF,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
1173564,UCILadder,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1180017,XXY Calico,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1186877,Tomz,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1187479,kuzma,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1194651,gsm | Pound,4,0,-2,-2,-2,-2,-1,-1,-1,-2,-1
1228401,Asus(4),1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
1232194,Kawaii Kid | King Salmon,2,0,-1,-1,-2,-2,-2,-2,-2,-2,-2
1245502,Whoratio,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1248621,Anzeray,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1257072,Chaboomba,3,0,-2,-2,-2,-2,-2,-1,-1,-2,-1
1261736,Mars,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
1261759,melatonin,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1263692,ushi,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
1278457,U-Smash | Rocket,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1308234,JackO,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
1375808,Epoodle,4,2,-2,-2,-2,17,-1,-1,17,-2,-2
1377337,bluecd,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
1379261,S.O.D.A,2,0,-2,-2,-2,-1,-1,-2,-2,-2,-2
1388856,SHRD#209 | Shredder,2,0,-2,-2,-2,-1,-2,-2,-2,-2,-1
1402983,Hua,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1458782,Tomato,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
1465414,ruco,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1466521,Floods,7,1,-2,-1,25,-1,-1,-1,-1,-2,-1
1487504,Arn255,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
1501041,Hamburglar,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1503239,catsonthemoon,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1525551,Aldito1469,5,0,-1,-2,-2,-1,-1,-1,-1,-2,-2
1597042,Rome0,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
1634098,Zuber,2,0,-2,-2,-2,-2,-2,-1,-2,-2,-1
1638022,pathojin,3,0,-1,-1,-2,-1,-2,-2,-2,-2,-2
1640788,Special K,7,0,-1,-1,-2,-1,-1,-1,-1,-2,-1
1644052,LG | KrC,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1653242,Jquinnsweg,5,0,-2,-1,-2,-1,-2,-1,-1,-2,-1
1654446,TR | Lunez,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
1655337,Drewski,2,0,-2,-2,-2,-2,-1,-2,-2,-2,-1
1658777,CrazyColtCory,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1665299,2Pro4Pro | Toastrmann,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
1669002,JehL,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
1682516,BABA | Babo,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
1682862,ArtlexPlays,2,0,-2,-2,-2,-2,-2,-1,-1,-2,-2
1736473,Comp... | PJThePuff,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
1737518,Kombeze Ataie,2,0,-1,-2,-2,-2,-2,-2,-1,-2,-2
1753671,Moonking34,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
1791375,AzLuFa,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
1802123,mello,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
1833185,Danimals,3,0,-2,-2,-2,-2,-2,-1,-1,-2,-1
1844112,FoUr,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
1844994,Flame,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1857983,River | Green River,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1866109,BubbleFuel,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
1906382,KatBot,5,0,-2,-1,-2,-1,-1,-1,-1,-2,-2
1918686,roadkill,3,0,-1,-1,-2,-1,-2,-2,-2,-2,-2
1927744,pr0j3cts,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
1931799,Noobs | Edicus,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
1931842,TPYO,1,0,-2,-2,-2,-2,-1,-2,-2,-2,-2
1940641,100 Days Of Solitude,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
1941140,Moist | kennypenny,2,0,-2,-2,-2,-2,-1,-1,-2,-2,-2
1944467,SUPERUNKNOWN,2,0,-2,-1,-2,-2,-2,-2,-2,-2,-1
1954849,Salamanderman,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
1957958,50 Rats in a Trenchcoat,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
1966716,LewdCelebs4Free,5,0,-1,-2,-2,-1,-1,-1,-2,-2,-1
1966739,ImYourDade,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
1974127,aujory,3,0,-2,-1,-2,-2,-2,-1,-2,-2,-1
1994587,DQ,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2019913,jatpuan,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
2026451,ASAPferq,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
2029721,Ghost Rider,3,2,-2,-2,-2,-2,-2,-2,9,17,-1
2029884,Nudepenguin,4,0,-2,-1,-2,-1,-1,-2,-1,-2,-2
2033164,Kickflip,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
2038523,thesiscat,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2053276,#215 | Ogre,2,0,-2,-2,-2,-1,-2,-1,-2,-2,-2
2086583,SirTaco,2,0,-2,-2,-2,-2,-2,-1,-1,-2,-2
2093540,SexGod | RitzyCheese,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
2103929,sidewinder572,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2110985,theassistant,2,0,-2,-2,-2,-1,-2,-1,-2,-2,-2
2111039,Uncle B,2,1,-2,-2,-2,17,-1,-2,-2,-2,-2
2114773,Raffshot,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
2120266,hellojoe34,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
2122811,$W@6 | rocketf20,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
2122814,imanastyhoe,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2124348,thehumanblob,1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2
2133564,Brandt,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2136488,Sacred,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2140092,Jet,6,1,-2,-1,9,-1,-1,-1,-2,-2,-1
2141037,trfjosh,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2143817,A HUMAN | Agile,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
2145653,doubledown8,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2147280,slowtai,3,0,-2,-1,-2,-1,-2,-2,-1,-2,-2
2148920,thicceon,2,0,-2,-2,-2,-2,-2,-1,-1,-2,-2
2149456,Quadragesimus,4,0,-1,-1,-2,-2,-1,-1,-2,-2,-2
2154680,Godslayer903,2,0,-1,-1,-2,-2,-2,-2,-2,-2,-2
2156746,Wobs,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2160161,GAS,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
2161709,SpiritGun,1,0,-2,-2,-2,-2,-1,-2,-2,-2,-2
2167802,Bebop,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
2172930,Sav,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
2175146,Thumos,2,0,-2,-2,-2,-2,-1,-1,-2,-2,-2
2177428,Chuchaka2112,2,0,-1,-2,-2,-2,-2,-1,-2,-2,-2
2178856,Abermega,1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2
2179108,Mud,6,0,-1,-1,-2,-1,-1,-2,-1,-2,-1
2182633,sisig,1,0,-2,-1,-2,-2,-2,-2,-2,-2,-2
2184214,Joobey,1,0,-2,-2,-2,-2,-1,-2,-2,-2,-2
2184641,JoJoMyth,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
2189946,GNIK,1,1,-2,-2,-2,25,-2,-2,-2,-2,-2
2192126,NattyIce,2,0,-2,-2,-2,-2,-2,-2,-1,-2,-1
2194031,Dorian uwu,2,0,-2,-2,-2,-2,-2,-1,-2,-2,-1
2207286,davidparkpark,2,0,-2,-2,-2,-2,-1,-1,-2,-2,-2
2208548,Zant,2,0,-2,-2,-2,-2,-1,-1,-2,-2,-2
2216222,Nayolfa,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2
2222458,TheDarkMan,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2222681,702 | Flameo Red,1,0,-2,-2,-2,-2,-2,-2,-1,-2,-2
2229523,Zen,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-1
