SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3,PWeek4,PWeek5
22479,Peppi | CrossFitJesus,1,1,-2,-2,-2,9,-2
22491,Ari,1,0,-2,-1,-2,-2,-2
22551,Eddyvandamn,1,0,-2,-2,-2,-1,-2
23214,Potts,1,0,-2,-2,-2,-1,-2
23501,Ratt,1,0,-2,-2,-2,-1,-2
23615,Noc,1,0,-2,-2,-2,-1,-2
26387,Phantom Airline,1,0,-2,-2,-2,-1,-2
26750,KoDoRiN,3,3,-2,-2,1,1,2
27069,JoeyBonzo,1,0,-1,-2,-2,-2,-2
27527,Megaman,1,1,-2,-2,17,-2,-2
28663,QTT | Marco,2,0,-1,-1,-2,-2,-2
29103,Hexjo,2,0,-2,-1,-2,-1,-2
29405,Vianny,1,0,-1,-2,-2,-2,-2
29840,TBD,2,1,-2,-2,9,-2,-1
29984,Broasty,2,0,-2,-2,-2,-1,-1
30054,20PcMcnugget,1,0,-1,-2,-2,-2,-2
30865,Spi,3,0,-1,-1,-2,-1,-2
31487,Winx Club | Siddward,5,2,-1,-1,13,17,-1
32190,Crow,1,0,-2,-1,-2,-2,-2
33655,Mo $,1,0,-2,-2,-2,-1,-2
34266,WOMB#619 | Wombat,2,0,-1,-2,-2,-1,-2
34399,BuenasRetas | Cobs,3,0,-1,-1,-2,-2,-1
34980,Crispy | Chango,1,0,-2,-2,-2,-1,-2
35258,LFG | Fist Mexico,1,0,-2,-2,-2,-1,-2
36532,Googlyeyed,1,1,13,-2,-2,-2,-2
36538,Bayløck,2,0,-2,-2,-2,-1,-1
36782,Oaty,1,0,-1,-2,-2,-2,-2
37062,Reaver_King,2,0,-2,-1,-2,-1,-2
37116,GUG | Kürv,3,3,-2,3,-2,13,13
37865,INDY,1,0,-2,-2,-2,-2,-1
38643,RedX,2,0,-2,-2,-2,-1,-1
38979,Tristan's Rule,1,0,-1,-2,-2,-2,-2
39235,Dream,3,0,-1,-2,-2,-1,-1
40476,Medz,4,4,-2,4,4,7,9
41492,Divine Senator Kelly,1,0,-1,-2,-2,-2,-2
44671,Quaff,2,2,4,1,-2,-2,-2
45292,TZ | Iván,1,0,-1,-2,-2,-2,-2
45356,OtES,2,0,-2,-2,-2,-1,-1
45726,Faust,2,1,-2,-2,17,-1,-2
46231,geg :),1,0,-2,-1,-2,-2,-2
46349,Aura,1,1,5,-2,-2,-2,-2
47304,Boyz II Mensch,1,0,-2,-2,-2,-1,-2
47501,PP | rocky,1,0,-2,-1,-2,-2,-2
47650,shoelegend88,2,0,-1,-1,-2,-2,-2
48041,Slade,1,0,-2,-2,-2,-1,-2
49711,sad | UwUMysticalGirl,1,1,17,-2,-2,-2,-2
50933,MIT | Fro116,2,2,-2,9,-2,-2,17
51112,Pilgrim,1,0,-1,-2,-2,-2,-2
53655,Frankhoe,2,1,-1,17,-2,-2,-2
54824,Red Dead | Traplord,1,1,17,-2,-2,-2,-2
55166,trades,1,0,-2,-1,-2,-2,-2
58670,Savestate,1,0,-2,-1,-2,-2,-2
61570,YC | Peppi | | Pappi,1,0,-2,-2,-2,-2,-1
62626,SuperCuak,2,0,-1,-2,-2,-2,-1
64467,Pingy,1,0,-1,-2,-2,-2,-2
64644,STP,1,0,-2,-1,-2,-2,-2
64692,SANS | Blues Clues,4,1,17,-1,-2,-1,-1
64909,Calvin,1,0,-2,-1,-2,-2,-2
65566,Miranda,3,0,-1,-1,-2,-2,-1
65777,bobby big ballz,5,5,1,2,3,7,3
68868,Jr,1,0,-2,-2,-2,-1,-2
69921,Furniture,1,0,-1,-2,-2,-2,-2
70796,BHC | Evan,1,1,9,-2,-2,-2,-2
71442,Wiza,2,0,-1,-2,-2,-2,-1
127639,Neologism,2,1,-2,-1,7,-2,-2
129363,Flow | ESPONJA,2,0,-2,-1,-2,-2,-1
129500,O N I,1,0,-2,-2,-2,-1,-2
130672,Soltrain,1,0,-2,-2,-2,-1,-2
130746,TZ | Morrito,1,0,-1,-2,-2,-2,-2
132938,RU | Midnight Blue,2,0,-1,-2,-2,-2,-1
135088,LFG | PanterA,2,2,-2,-2,7,-2,13
135795,cockbread,2,0,-2,-1,-2,-1,-2
136379,HoG | Warmmer,2,2,7,-2,-2,9,-2
138710,Golden,1,0,-2,-1,-2,-2,-2
144133,YBBT | leroydankins,3,0,-1,-2,-2,-1,-1
144798,akir,2,1,-1,-2,-2,-2,13
145075,blazerboy,2,0,-2,-2,-2,-1,-1
147423,FlLFFl,1,0,-2,-1,-2,-2,-2
147424,Krudo,1,0,-2,-2,-2,-1,-2
148021,Rodney,1,0,-2,-1,-2,-2,-2
149952,Jakespeare,1,0,-2,-1,-2,-2,-2
150851,Ath | Bumble,1,0,-1,-2,-2,-2,-2
152800,wally,1,0,-2,-2,-2,-1,-2
153138,ZouL,1,0,-1,-2,-2,-2,-2
153334,Silkylaroux,2,0,-1,-1,-2,-2,-2
153599,NS | Frog,2,0,-2,-1,-2,-2,-1
157615,ight,2,0,-1,-1,-2,-2,-2
158524,Oferton,1,0,-1,-2,-2,-2,-2
162779,FISA | JoJo,1,1,-2,-2,-2,-2,17
172608,Churro,1,0,-1,-2,-2,-2,-2
172811,Amity,1,0,-2,-2,-2,-1,-2
173178,LAG,2,1,-1,9,-2,-2,-2
175446,DJAN,1,0,-2,-2,-2,-2,-1
175629,WRLD,1,0,-2,-2,-2,-1,-2
176387,Badboi,1,0,-2,-2,-2,-1,-2
179962,Fran,1,0,-2,-2,-2,-2,-1
179993,Archi,1,0,-2,-2,-2,-1,-2
183677,Yamasaki,4,0,-1,-1,-2,-1,-1
185618,Captain G,1,0,-1,-2,-2,-2,-2
193839,Loki,1,0,-1,-2,-2,-2,-2
213297,Chompy,1,0,-2,-2,-2,-2,-1
213911,jtetter,1,0,-2,-2,-2,-1,-2
215584,LAGr | Travioli,3,2,-1,-2,13,17,-2
221136,Zeeker,5,5,9,7,9,9,13
221423,Typhoon,2,2,-2,13,-2,-2,17
226271,SU | wild flower,1,0,-2,-2,-2,-1,-2
226595,TourGuide,1,0,-2,-2,-2,-2,-1
228400,Piti,1,0,-1,-2,-2,-2,-2
229209,15SA | Raiken,1,0,-2,-2,-2,-1,-2
230350,AR0,1,0,-2,-2,-2,-2,-1
230537,hHerb,1,0,-1,-2,-2,-2,-2
231083,Phaunsey,1,0,-2,-2,-2,-1,-2
231685,DMT,1,0,-2,-1,-2,-2,-2
232213,MikeDrop,1,0,-1,-2,-2,-2,-2
233059,Ribboned Ace,3,0,-1,-1,-2,-1,-2
233850,E-tie,1,0,-2,-1,-2,-2,-2
237282,Electroman,1,0,-2,-1,-2,-2,-2
243525,Radamen,1,0,-2,-2,-2,-1,-2
247592,Bassline,1,0,-2,-2,-2,-2,-1
250355,Rutsky,1,0,-2,-2,-2,-2,-1
253767,Captain Pretzel,1,0,-2,-2,-2,-2,-1
254673,Layer,2,0,-2,-1,-2,-2,-1
255496,ericiscool.net,4,0,-1,-1,-2,-1,-1
257406,Lotfy,2,2,5,9,-2,-2,-2
259856,Seraph,2,0,-2,-2,-2,-1,-1
260286,24 | Mamba!,1,0,-2,-2,-2,-2,-1
262000,Minty Hippo,1,0,-2,-2,-2,-2,-1
265808,NOOT,1,1,-2,-2,-2,17,-2
268767,markrevival,3,0,-1,-1,-2,-2,-1
269238,91,2,0,-1,-1,-2,-2,-2
271333,MMG | Seven,1,0,-1,-2,-2,-2,-2
274941,unlimited boy,1,0,-2,-1,-2,-2,-2
278295,ItsDad,1,0,-1,-2,-2,-2,-2
279107,Khryke,4,4,13,17,5,17,-2
279722,EP | Justus,3,3,17,7,-2,13,-2
283648,MDF | Amor,2,0,-2,-2,-2,-1,-1
286517,Thad <3,1,0,-2,-2,-2,-1,-2
286931,Egg$,1,0,-2,-2,-2,-1,-2
287526,MacTheStampede,1,0,-2,-2,-2,-2,-1
287589,The Elder Statesman,1,0,-2,-2,-2,-2,-1
288395,jams,1,0,-1,-2,-2,-2,-2
310321,TC | BuyMyMixTape,1,0,-1,-2,-2,-2,-2
323132,JC,1,0,-2,-1,-2,-2,-2
324561,Soonsay,2,2,2,-2,-2,5,-2
327212,IWI | Marrgasm,1,0,-2,-2,-2,-2,-1
328838,PeS | Puppy,1,0,-2,-1,-2,-2,-2
348589,Okami,1,0,-2,-2,-2,-2,-1
360229,BEBO,2,0,-2,-1,-2,-1,-2
378512,Khoron | Oreo,4,1,-1,-1,-2,-1,17
395730,PQ2 | CPU0,3,2,-2,-2,13,-1,9
416070,Pooptown,1,0,-2,-2,-2,-1,-2
427342,Lamonster,1,0,-2,-2,-2,-2,-1
436506,FestivalDeLaCombo,1,0,-2,-1,-2,-2,-2
448153,Neenor,1,0,-1,-2,-2,-2,-2
449526,King,1,0,-2,-2,-2,-2,-1
460428,Moshi,1,0,-2,-2,-2,-2,-1
466221,Melo,2,0,-2,-1,-2,-2,-1
472971,yBaS | MaxJacks,4,0,-1,-1,-2,-1,-1
483428,DCG | Spots,1,0,-1,-2,-2,-2,-2
484238,Alextrer,1,1,-2,-2,17,-2,-2
491552,DannyPhantom,2,1,-2,-2,-2,17,-1
493224,Fitz,2,0,-1,-1,-2,-2,-2
503278,Pogey,1,0,-1,-2,-2,-2,-2
512704,Axis,2,0,-1,-2,-2,-2,-1
517095,TG CS | EBND,1,0,-2,-2,-2,-1,-2
519399,Leviath,1,0,-2,-2,-2,-1,-2
519644,Stoon,1,0,-2,-2,-2,-2,-1
519779,NJ | Tommy,1,0,-2,-2,-2,-2,-1
520837,Neck,2,0,-1,-1,-2,-2,-2
525553,jerma985,1,0,-2,-2,-2,-2,-1
531485,Dova,1,1,-2,-2,-2,17,-2
533918,Maelstrom,2,0,-1,-2,-2,-2,-1
542693,Bbatts,2,2,9,-2,-2,-2,17
577038,Zakqary,1,0,-2,-1,-2,-2,-2
581039,I'm Michael BTW,1,1,-2,-2,-2,13,-2
582190,rice,3,0,-2,-1,-2,-1,-1
592481,Riggs,1,0,-2,-2,-2,-1,-2
617254,N8v,1,0,-2,-2,-2,-2,-1
618813,Chance,1,0,-2,-2,-2,-2,-1
618857,Lamdin,1,0,-1,-2,-2,-2,-2
627118,Pipe,4,0,-1,-1,-2,-1,-1
637179,Sodabro,1,0,-2,-2,-2,-1,-2
657464,CowCowCowCowCow,2,1,-1,13,-2,-2,-2
657711,PurpleZ,2,0,-1,-2,-2,-1,-2
684008,deep_cuts,1,0,-2,-1,-2,-2,-2
692999,maso soup,1,0,-1,-2,-2,-2,-2
694497,IMP | Ben,2,2,-2,-2,-2,5,7
709843,Chem,1,0,-2,-2,-2,-1,-2
725508,620 | Megacaat,2,1,-2,-1,17,-2,-2
726185,DBRDd#641,1,0,-2,-2,-2,-1,-2
732665,Lama,1,1,-2,-2,17,-2,-2
800147,Dark Oreo Master,1,0,-2,-1,-2,-2,-2
804411,Neee,1,0,-1,-2,-2,-2,-2
807868,Funk,1,0,-1,-2,-2,-2,-2
819230,Willy P,2,0,-1,-1,-2,-2,-2
836691,BeanBurrito-San,1,0,-2,-2,-2,-2,-1
843302,Buffalo,1,0,-2,-2,-2,-1,-2
852916,Krizski,2,2,7,9,-2,-2,-2
856699,Logan,1,0,-2,-1,-2,-2,-2
858866,SLO | GrizzlyBair,2,0,-2,-2,-2,-1,-1
862074,snacklepackle,3,1,-1,-1,-2,-2,17
880372,Good1ife,1,0,-1,-2,-2,-2,-2
883137,Keppler,1,0,-2,-2,-2,-2,-1
890721,Mr. Butterfly,1,0,-2,-2,-2,-2,-1
897692,Iron,1,0,-2,-2,-2,-1,-2
898035,mathandsurf,1,0,-1,-2,-2,-2,-2
1034300,Oz,1,0,-1,-2,-2,-2,-2
1034371,niimo,1,0,-2,-2,-2,-1,-2
1053202,diddylonglegs,1,0,-2,-2,-2,-1,-2
1053605,JFIRE,1,0,-2,-1,-2,-2,-2
1065524,Flippy,1,0,-2,-1,-2,-2,-2
1076996,Newquake,2,1,-2,-2,25,-2,-1
1112770,Penguis,1,0,-2,-2,-2,-1,-2
1122123,Alex AF,1,0,-2,-2,-2,-1,-2
1194651,gsm | Pound,1,0,-2,-2,-2,-2,-1
1228401,Asus(4),1,0,-2,-1,-2,-2,-2
1232194,Kawaii Kid | King Salmon,2,0,-1,-1,-2,-2,-2
1261736,Mars,1,0,-2,-2,-2,-1,-2
1263692,ushi,1,0,-2,-2,-2,-1,-2
1308234,JackO,1,0,-1,-2,-2,-2,-2
1375808,Epoodle,2,1,-2,-2,-2,17,-1
1379261,S.O.D.A,2,0,-2,-2,-2,-1,-1
1388856,SHRD#209 | Shredder,1,0,-2,-2,-2,-1,-2
1458782,Tomato,1,0,-2,-2,-2,-1,-2
1466521,Floods,4,1,-2,-1,25,-1,-1
1487504,Arn255,1,0,-1,-2,-2,-2,-2
1525551,Aldito1469,3,0,-1,-2,-2,-1,-1
1638022,pathojin,3,0,-1,-1,-2,-1,-2
1640788,Special K,4,0,-1,-1,-2,-1,-1
1653242,Jquinnsweg,2,0,-2,-1,-2,-1,-2
1655337,Drewski,1,0,-2,-2,-2,-2,-1
1669002,JehL,1,0,-1,-2,-2,-2,-2
1682516,BABA | Babo,1,0,-2,-2,-2,-1,-2
1736473,Comp... | PJThePuff,1,0,-2,-2,-2,-1,-2
1737518,Kombeze Ataie,1,0,-1,-2,-2,-2,-2
1753671,Moonking34,1,0,-2,-1,-2,-2,-2
1866109,BubbleFuel,1,0,-1,-2,-2,-2,-2
1906382,KatBot,3,0,-2,-1,-2,-1,-1
1918686,roadkill,3,0,-1,-1,-2,-1,-2
1927744,pr0j3cts,1,0,-1,-2,-2,-2,-2
1931842,TPYO,1,0,-2,-2,-2,-2,-1
1940641,100 Days Of Solitude,1,0,-2,-1,-2,-2,-2
1941140,kennypenny,1,0,-2,-2,-2,-2,-1
1944467,SUPERUNKNOWN,1,0,-2,-1,-2,-2,-2
1954849,Salamanderman,1,0,-2,-2,-2,-1,-2
1957958,50 Rats in a Trenchcoat,1,0,-1,-2,-2,-2,-2
1966716,LewdCelebs4Free,3,0,-1,-2,-2,-1,-1
1974127,Team Roz | aujory,1,0,-2,-1,-2,-2,-2
2026451,ASAPferq,1,0,-2,-1,-2,-2,-2
2029884,Nudepenguin,3,0,-2,-1,-2,-1,-1
2038523,thesiscat,1,0,-1,-2,-2,-2,-2
2053276,DT6 | Ogre,1,0,-2,-2,-2,-1,-2
2103929,sidewinder572,1,0,-1,-2,-2,-2,-2
2110985,theassistant,1,0,-2,-2,-2,-1,-2
2111039,Uncle B,2,1,-2,-2,-2,17,-1
2114773,Raffshot,1,0,-2,-1,-2,-2,-2
2120266,hellojoe34,1,0,-2,-1,-2,-2,-2
2122811,$W@6 | rocketf20,1,0,-2,-1,-2,-2,-2
2124348,thehumanblob,1,0,-2,-2,-2,-1,-2
2133564,Brandt,1,0,-1,-2,-2,-2,-2
2136488,Sacred,1,0,-1,-2,-2,-2,-2
2140092,Jet,4,1,-2,-1,9,-1,-1
2143817,A HUMAN | Agile,1,0,-2,-1,-2,-2,-2
2145653,doubledown8,1,0,-1,-2,-2,-2,-2
2147280,slowtai,2,0,-2,-1,-2,-1,-2
2149456,Quadragesimus,3,0,-1,-1,-2,-2,-1
2154680,Godslayer903,2,0,-1,-1,-2,-2,-2
2156746,Wobs,1,0,-1,-2,-2,-2,-2
2161709,SpiritGun,1,0,-2,-2,-2,-2,-1
2167802,Bebop,1,0,-2,-1,-2,-2,-2
2172930,Sav,1,0,-2,-1,-2,-2,-2
2175146,McLovin,1,0,-2,-2,-2,-2,-1
2177428,KYROS | Chuchaka2112,1,0,-1,-2,-2,-2,-2
2178856,Abermega,1,0,-1,-2,-2,-2,-2
2179108,Mud,4,0,-1,-1,-2,-1,-1
2182633,sisig,1,0,-2,-1,-2,-2,-2
2184214,Joobey,1,0,-2,-2,-2,-2,-1
2189946,GNIK,1,1,-2,-2,-2,25,-2
2207286,davidparkpark,1,0,-2,-2,-2,-2,-1
2208548,Zant,1,0,-2,-2,-2,-2,-1
