SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Points,Rank
1008,Westballz,WC,12,2,0,0,0,0,1,0,0,177.0,7.0
1092,Connor,WC,6,1,0,0,2,0,0,0,0,16.0,59.0
2083,Phil,WC,1,0,0,1,0,0,0,0,0,2.0,166.0
2088,ycz6,WC,14,4,0,0,0,0,1,0,0,124.0,12.0
3602,JLo,EC,7,16,0,2,0,0,0,0,0,9.0,99.0
3665,Younger,EC,31,15,0,0,0,0,2,0,0,111.0,13.0
4317,donk,WC,8,10,0,1,0,0,0,0,0,9.0,99.0
4390,NGG | Jflex,EC,23,7,0,0,0,2,0,0,0,183.0,4.0
4394,Zhyrri,WC,10,4,0,0,0,1,0,0,0,20.0,50.0
4434,Skeeter,WC,2,3,0,1,0,0,0,0,0,3.0,152.0
4876,will1v1_ttv,WC,4,5,0,1,0,0,0,0,0,5.0,116.0
5618,HOLD$DOGE | Crypto Quiggles,EC,19,11,0,0,0,2,0,0,0,64.0,20.0
5869,Joey Bats,EC,16,16,0,0,2,0,0,0,0,26.0,37.0
7693,Kanye Rest,EC,7,5,0,0,1,0,0,0,0,12.0,77.0
10060,PapaNoJohns,WC,6,5,0,0,1,0,0,0,0,11.0,84.0
10362,Elk G | Ivayne,WC,24,6,0,0,0,1,1,0,0,49.0,22.0
10485,DD,WC,7,4,0,1,1,0,0,0,0,13.0,68.0
10520,CREW | G,WC,20,14,0,0,1,1,0,0,0,35.0,34.0
11590,Rickeye_rick,WC,4,8,0,1,0,0,0,0,0,5.0,116.0
11606,Elk_G | Karm,WC,2,2,0,1,0,0,0,0,0,3.0,152.0
11945,CSTR#106 | Strazz,EC,14,12,0,1,1,0,0,0,0,20.0,50.0
12137,yingling,WC,17,10,0,0,0,2,0,0,0,47.0,25.0
13505,Sworderailer,WC,5,14,0,1,0,0,0,0,0,6.0,112.0
13746,Baja,WC,5,4,0,0,1,0,0,0,0,10.0,93.0
13765,Help,WC,6,10,0,1,1,0,0,0,0,12.0,77.0
13956,Vino,EC,4,3,0,0,1,0,0,0,0,9.0,99.0
14305,Nard Dawg,EC,5,2,0,0,1,0,0,0,0,10.0,93.0
14489,Crow,WC,3,11,0,1,0,0,0,0,0,4.0,131.0
14667,Proobie44,EC,1,7,0,1,0,0,0,0,0,2.0,166.0
15070,Verdo,EC,5,2,0,1,1,0,0,0,0,11.0,84.0
15298,Cowbell,WC,19,8,0,0,0,2,0,0,0,39.0,32.0
16393,Higgins,EC,6,5,0,0,1,0,0,0,0,11.0,84.0
18652,LFTG | Logos,WC,12,5,0,0,0,1,0,0,0,47.0,25.0
18722,K.H.D | Reign,WC,3,10,0,2,0,0,0,0,0,5.0,116.0
19270,Connorasada,WC,7,12,0,1,0,0,0,0,0,8.0,108.0
19651,SC | Lad,EC,11,4,0,0,0,1,0,0,0,21.0,46.0
19709,Old McJonald,WC,2,6,0,1,0,0,0,0,0,3.0,152.0
21405,Fire,WC,5,3,0,0,1,0,0,0,0,10.0,93.0
22088,Nebulous | Jib,EC,11,7,0,0,2,0,0,0,0,21.0,46.0
22458,Kandayo,WC,2,3,0,2,0,0,0,0,0,4.0,131.0
22491,Ari,WC,1,5,0,1,0,0,0,0,0,2.0,166.0
27069,JoeyBonzo,WC,0,3,0,1,0,0,0,0,0,1.0,186.0
28663,QTT | Marco,WC,12,8,0,0,2,0,0,0,0,22.0,42.0
29103,Hexjo,EC,3,2,0,1,0,0,0,0,0,4.0,131.0
29405,Vianny,EC,5,3,0,0,1,0,0,0,0,10.0,93.0
30054,20PcMcnugget,WC,0,4,0,1,0,0,0,0,0,1.0,186.0
30865,Spi,EC,2,22,0,2,0,0,0,0,0,4.0,131.0
31487,Siddward,EC,24,18,0,0,1,1,0,0,0,39.0,32.0
32190,Crow,EC,7,4,0,0,1,0,0,0,0,12.0,77.0
34266,WOMB#619 | Wombat,WC,3,4,0,1,0,0,0,0,0,4.0,131.0
34399,BuenasRetas | Cobs,WC,10,10,0,1,1,0,0,0,0,16.0,59.0
36532,Googlyeyed,EC,9,4,0,0,0,1,0,0,0,44.0,27.0
36782,Oaty,EC,12,8,0,0,0,1,0,0,0,22.0,42.0
37062,Reaver_King,EC,4,9,0,1,0,0,0,0,0,5.0,116.0
37116,GUG | Kürv,WC,14,3,0,0,0,0,1,0,0,179.0,6.0
38979,Tristan's Rule,WC,10,4,0,0,0,1,0,0,0,20.0,50.0
39235,Dream,WC,6,1,0,0,0,1,0,0,0,16.0,59.0
40476,Medz,WC,16,5,0,0,0,0,1,0,0,156.0,9.0
41492,Divine Senator Kelly,WC,1,1,0,1,0,0,0,0,0,2.0,166.0
44671,Quaff,WC,22,4,0,0,0,0,1,0,1,372.0,2.0
45292,TZ | Iván,WC,8,5,0,0,1,0,0,0,0,13.0,68.0
46231,geg :),EC,3,5,0,1,0,0,0,0,0,4.0,131.0
46349,Aura,EC,2,2,0,0,0,0,0,0,1,107.0,14.0
47501,PP | rocky,WC,4,5,0,1,0,0,0,0,0,5.0,116.0
47650,shoelegend88,EC,18,19,0,1,1,0,0,0,0,24.0,39.0
49711,sad | UwUMysticalGirl,EC,8,4,0,0,0,1,0,0,0,28.0,36.0
50933,Fro116,EC,15,6,0,0,0,0,1,0,0,75.0,18.0
51112,Pilgrim,WC,5,4,0,0,1,0,0,0,0,10.0,93.0
53655,Frankhoe,EC,17,9,0,0,1,1,0,0,0,42.0,29.0
