SmasherID,SmashTag,RWeek1,RWeek2,RWeek3,RWeek4,RWeek5,RWeek6,RWeek7,RWeek8,RWeek9,ChangeInRank
255496,ericiscool.net,105.0,131.0,144.0,184.0,198.0,247.0,271.0,276.0,295.0,-19.0
257406,Lotfy,5.0,5.0,10.0,14.0,16.0,17.0,21.0,22.0,20.0,2.0
259856,Seraph,NAN,NAN,NAN,103.0,74.0,97.0,113.0,120.0,113.0,7.0
260286,24 | Mamba!,NAN,NAN,NAN,NAN,263.0,312.0,350.0,355.0,391.0,-36.0
260631,Coco,NAN,NAN,NAN,NAN,NAN,182.0,207.0,212.0,235.0,-23.0
262000,Minty Hippo,NAN,NAN,NAN,NAN,240.0,286.0,316.0,321.0,351.0,-30.0
265808,NOOT,NAN,NAN,NAN,52.0,61.0,72.0,87.0,93.0,107.0,-14.0
267849,TG | Mot$,NAN,NAN,NAN,NAN,NAN,NAN,NAN,53.0,18.0,35.0
268767,markrevival,105.0,152.0,165.0,224.0,240.0,268.0,240.0,245.0,220.0,25.0
269238,91,105.0,99.0,113.0,152.0,177.0,216.0,240.0,245.0,273.0,-28.0
269511,SquidTheCat,NAN,NAN,NAN,NAN,NAN,268.0,300.0,305.0,220.0,85.0
271333,MMG | Seven,32.0,56.0,69.0,87.0,114.0,135.0,159.0,164.0,181.0,-17.0
274941,unlimited boy,NAN,99.0,113.0,152.0,177.0,216.0,240.0,245.0,273.0,-28.0
277309,DPMZ,NAN,NAN,NAN,NAN,NAN,NAN,176.0,181.0,143.0,38.0
278295,ItsDad,96.0,152.0,165.0,224.0,263.0,312.0,350.0,355.0,391.0,-36.0
279107,Khryke,13.0,16.0,7.0,11.0,12.0,13.0,15.0,15.0,16.0,-1.0
279722,EP | Justus,17.0,11.0,14.0,13.0,15.0,14.0,16.0,16.0,17.0,-1.0
281390,mourin,NAN,NAN,NAN,NAN,NAN,NAN,426.0,431.0,472.0,-41.0
283648,MDF | Amor,NAN,NAN,NAN,244.0,133.0,155.0,176.0,181.0,203.0,-22.0
286021,RU | Graddy,NAN,NAN,NAN,NAN,NAN,NAN,426.0,431.0,472.0,-41.0
286517,Thad <3,NAN,NAN,NAN,224.0,263.0,312.0,350.0,355.0,391.0,-36.0
286931,Egg$,NAN,NAN,NAN,138.0,164.0,195.0,220.0,225.0,248.0,-23.0
287526,MacTheStampede,NAN,NAN,NAN,NAN,280.0,339.0,381.0,386.0,424.0,-38.0
287589,The Elder Statesman,NAN,NAN,NAN,NAN,280.0,339.0,381.0,386.0,424.0,-38.0
288395,jams,35.0,59.0,72.0,96.0,127.0,147.0,168.0,173.0,193.0,-20.0
310321,TC | BuyMyMixTape,105.0,166.0,178.0,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
323132,JC,NAN,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
323499,Edier,NAN,NAN,NAN,NAN,NAN,312.0,350.0,355.0,391.0,-36.0
324561,Soonsay,2.0,3.0,8.0,8.0,9.0,11.0,12.0,12.0,10.0,2.0
325974,SDJ,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,132.0,NAN
327212,IWI | Marrgasm,NAN,NAN,NAN,NAN,82.0,105.0,123.0,130.0,143.0,-13.0
328674,Raptor Jesus,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,391.0,NAN
328838,PeS | Puppy,NAN,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
329361,ijw,NAN,NAN,NAN,NAN,NAN,NAN,82.0,87.0,95.0,-8.0
329937,LanTurN,NAN,NAN,NAN,NAN,NAN,NAN,240.0,245.0,273.0,-28.0
344562,Blu,NAN,NAN,NAN,NAN,NAN,NAN,381.0,386.0,424.0,-38.0
348589,Okami,NAN,NAN,NAN,NAN,280.0,339.0,381.0,386.0,424.0,-38.0
354953,RPG,NAN,NAN,NAN,NAN,NAN,312.0,350.0,355.0,391.0,-36.0
360229,BEBO,NAN,116.0,130.0,170.0,198.0,247.0,271.0,276.0,273.0,3.0
363202,Luigi Gang | Brownie,NAN,NAN,NAN,NAN,NAN,381.0,426.0,431.0,472.0,-41.0
372512,TAS | TrueAlpha,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,424.0,NAN
378512,Khoron | Oreo,22.0,31.0,41.0,38.0,35.0,43.0,47.0,50.0,55.0,-5.0
379542,Lee,NAN,NAN,NAN,NAN,NAN,NAN,316.0,321.0,351.0,-30.0
391890,TheFormuoli,NAN,NAN,NAN,NAN,NAN,195.0,220.0,225.0,248.0,-23.0
395730,PQ2 | CPU0,NAN,NAN,43.0,36.0,25.0,23.0,29.0,25.0,27.0,-2.0
407048,WA | AodhaN,NAN,NAN,NAN,NAN,NAN,312.0,350.0,355.0,391.0,-36.0
407749,carrotslat,NAN,NAN,NAN,NAN,NAN,NAN,316.0,321.0,351.0,-30.0
413573,John,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.0,NAN
416070,Pooptown,NAN,NAN,NAN,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
422020,Kupo,NAN,NAN,NAN,NAN,NAN,NAN,316.0,321.0,212.0,109.0
427342,Lamonster,NAN,NAN,NAN,NAN,177.0,216.0,240.0,245.0,273.0,-28.0
436506,FestivalDeLaCombo,NAN,131.0,144.0,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
448153,Neenor,78.0,112.0,126.0,176.0,211.0,261.0,287.0,292.0,318.0,-26.0
449526,King,NAN,NAN,NAN,NAN,280.0,339.0,381.0,386.0,424.0,-38.0
460428,Moshi,NAN,NAN,NAN,NAN,198.0,247.0,271.0,276.0,307.0,-31.0
466221,Melo,NAN,166.0,178.0,244.0,127.0,147.0,168.0,173.0,193.0,-20.0
472971,yBaS | MaxJacks,105.0,116.0,130.0,170.0,177.0,216.0,182.0,187.0,186.0,1.0
483428,DCG | Spots,96.0,152.0,165.0,224.0,263.0,312.0,350.0,355.0,391.0,-36.0
484238,Alextrer,NAN,NAN,61.0,82.0,102.0,126.0,148.0,154.0,170.0,-16.0
491552,DannyPhantom,NAN,NAN,NAN,55.0,48.0,58.0,71.0,76.0,84.0,-8.0
493224,Fitz,88.0,59.0,72.0,96.0,127.0,147.0,168.0,173.0,193.0,-20.0
503278,Pogey,82.0,116.0,130.0,184.0,220.0,268.0,300.0,305.0,334.0,-29.0
508967,Goosekhan,NAN,NAN,NAN,NAN,NAN,NAN,NAN,32.0,39.0,-7.0
512704,Axis,96.0,152.0,165.0,224.0,198.0,247.0,220.0,225.0,248.0,-23.0
517095,TG CS | EBND,NAN,NAN,NAN,138.0,164.0,195.0,220.0,225.0,248.0,-23.0
519399,Leviath,NAN,NAN,NAN,184.0,220.0,268.0,300.0,305.0,334.0,-29.0
519644,Stoon,NAN,NAN,NAN,NAN,280.0,339.0,381.0,386.0,424.0,-38.0
519779,NJ | Tommy,NAN,NAN,NAN,NAN,95.0,38.0,37.0,40.0,41.0,-1.0
520837,Neck,40.0,38.0,48.0,63.0,77.0,101.0,119.0,126.0,137.0,-11.0
525553,jerma985,NAN,NAN,NAN,NAN,188.0,234.0,261.0,266.0,295.0,-29.0
531485,Dova,NAN,NAN,NAN,50.0,59.0,70.0,84.0,89.0,70.0,19.0
533918,Maelstrom,75.0,110.0,124.0,170.0,102.0,92.0,86.0,92.0,104.0,-12.0
539984,Ahmad,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,130.0,NAN
542693,Bbatts,9.0,19.0,25.0,30.0,32.0,20.0,25.0,28.0,30.0,-2.0
569076,RGB,NAN,NAN,NAN,NAN,NAN,NAN,426.0,431.0,472.0,-41.0
577038,Zakqary,NAN,166.0,178.0,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
581039,I'm Michael BTW,NAN,NAN,NAN,40.0,51.0,49.0,51.0,58.0,64.0,-6.0
582190,rice,NAN,166.0,178.0,224.0,211.0,247.0,240.0,245.0,235.0,10.0
592481,Riggs,NAN,NAN,NAN,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
617254,N8v,NAN,NAN,NAN,NAN,280.0,195.0,220.0,225.0,248.0,-23.0
618813,Chance,NAN,NAN,NAN,NAN,142.0,80.0,98.0,105.0,122.0,-17.0
618857,Lamdin,26.0,42.0,53.0,71.0,86.0,108.0,129.0,136.0,152.0,-16.0
623333,Echo_SSBM | Commas,NAN,NAN,NAN,NAN,NAN,286.0,316.0,321.0,351.0,-30.0
627118,Pipe,42.0,54.0,67.0,57.0,55.0,66.0,80.0,85.0,92.0,-7.0
637179,Sodabro,NAN,NAN,NAN,108.0,139.0,161.0,182.0,187.0,209.0,-22.0
657464,CowCowCowCowCow,78.0,22.0,32.0,39.0,49.0,61.0,74.0,79.0,86.0,-7.0
657711,PurpleZ,56.0,84.0,97.0,75.0,95.0,118.0,140.0,147.0,161.0,-14.0
684008,deep_cuts,NAN,166.0,178.0,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
692999,maso soup,96.0,152.0,165.0,224.0,263.0,312.0,350.0,355.0,391.0,-36.0
694497,IMP | Ben,NAN,NAN,NAN,19.0,13.0,5.0,2.0,3.0,3.0,0.0
709843,Chem,NAN,NAN,NAN,96.0,127.0,147.0,62.0,67.0,73.0,-6.0
725508,620 | Megacaat,NAN,152.0,49.0,64.0,78.0,102.0,120.0,127.0,140.0,-13.0
726185,DBRDd#641,NAN,NAN,NAN,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
732665,Lama,NAN,NAN,61.0,82.0,102.0,126.0,148.0,154.0,170.0,-16.0
735376,Ripn,NAN,NAN,NAN,NAN,NAN,NAN,316.0,321.0,351.0,-30.0
748365,ledgefiend,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,472.0,NAN
800147,Dark Oreo Master,NAN,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
804411,Neee,105.0,166.0,178.0,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
807868,Funk,88.0,131.0,144.0,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
819230,Willy P,30.0,30.0,39.0,49.0,58.0,69.0,82.0,87.0,95.0,-8.0
835002,Jesuscametwice,NAN,NAN,NAN,NAN,NAN,NAN,316.0,321.0,351.0,-30.0
836691,BeanBurrito-San,NAN,NAN,NAN,NAN,198.0,247.0,261.0,266.0,295.0,-29.0
843302,Buffalo,NAN,NAN,NAN,162.0,188.0,234.0,261.0,266.0,295.0,-29.0
852916,Krizski,8.0,10.0,13.0,17.0,18.0,19.0,24.0,27.0,31.0,-4.0
856699,Logan,NAN,131.0,144.0,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
858866,SLO | GrizzlyBair,NAN,NAN,NAN,129.0,114.0,135.0,104.0,111.0,126.0,-15.0
862074,snacklepackle,82.0,93.0,106.0,138.0,60.0,71.0,76.0,81.0,88.0,-7.0
869465,NSB  |  KXT,NAN,NAN,NAN,NAN,NAN,182.0,207.0,212.0,235.0,-23.0
880372,Good1ife,37.0,64.0,77.0,103.0,133.0,147.0,168.0,173.0,193.0,-20.0
883137,Keppler,NAN,NAN,NAN,NAN,315.0,381.0,426.0,431.0,472.0,-41.0
890721,Mr. Butterfly,NAN,NAN,NAN,NAN,82.0,105.0,123.0,130.0,52.0,78.0
893866,Just Nate,NAN,NAN,NAN,NAN,NAN,NAN,350.0,355.0,391.0,-36.0
897692,Iron,NAN,NAN,NAN,184.0,220.0,268.0,300.0,305.0,334.0,-29.0
898035,mathandsurf,124.0,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
928033,CarbonDog,NAN,NAN,NAN,NAN,NAN,182.0,129.0,136.0,152.0,-16.0
954633,Agave,NAN,NAN,NAN,NAN,NAN,NAN,381.0,386.0,424.0,-38.0
975581,YeehawDaniels,NAN,NAN,NAN,NAN,NAN,NAN,176.0,181.0,170.0,11.0
1016657,Kr1meM45ter2517A,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,295.0,NAN
1034300,Oz,88.0,131.0,144.0,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
1034371,niimo,NAN,NAN,NAN,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
1053202,diddylonglegs,NAN,NAN,NAN,152.0,177.0,216.0,240.0,245.0,135.0,110.0
1053605,JFIRE,NAN,99.0,113.0,152.0,177.0,216.0,240.0,245.0,273.0,-28.0
1065524,Flippy,NAN,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
1076996,Newquake,NAN,NAN,106.0,138.0,142.0,165.0,188.0,193.0,212.0,-19.0
1077796,FreeHops,NAN,NAN,NAN,NAN,NAN,339.0,381.0,386.0,307.0,79.0
1077883,CountifShine,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,307.0,NAN
1105215,krizzy,NAN,NAN,NAN,NAN,NAN,381.0,426.0,431.0,472.0,-41.0
1106504,omnijr,NAN,NAN,NAN,NAN,NAN,286.0,316.0,321.0,351.0,-30.0
1112770,Penguis,NAN,NAN,NAN,184.0,220.0,268.0,300.0,305.0,334.0,-29.0
1122123,Alex AF,NAN,NAN,NAN,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
1173564,UCILadder,NAN,NAN,NAN,NAN,NAN,NAN,300.0,305.0,334.0,-29.0
1180017,XXY Calico,NAN,NAN,NAN,NAN,NAN,NAN,381.0,386.0,424.0,-38.0
1186877,Tomz,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,334.0,NAN
1187479,kuzma,NAN,NAN,NAN,NAN,NAN,NAN,426.0,431.0,472.0,-41.0
1194651,gsm | Pound,NAN,NAN,NAN,NAN,164.0,155.0,168.0,173.0,143.0,30.0
1228401,Asus(4),NAN,84.0,97.0,129.0,158.0,182.0,207.0,212.0,235.0,-23.0
1232194,Kawaii Kid | King Salmon,124.0,131.0,144.0,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
1245502,Whoratio,NAN,NAN,NAN,NAN,NAN,NAN,381.0,386.0,424.0,-38.0
1248621,Anzeray,NAN,NAN,NAN,NAN,NAN,NAN,287.0,292.0,318.0,-26.0
1257072,Chaboomba,NAN,NAN,NAN,NAN,NAN,234.0,207.0,212.0,220.0,-8.0
1261736,Mars,NAN,NAN,NAN,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
1261759,melatonin,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,472.0,NAN
1263692,ushi,NAN,NAN,NAN,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
1278457,U-Smash | Rocket,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,248.0,NAN
1308234,JackO,124.0,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
1375808,Epoodle,NAN,NAN,NAN,59.0,70.0,59.0,50.0,56.0,62.0,-6.0
1377337,bluecd,NAN,NAN,NAN,NAN,NAN,339.0,381.0,386.0,424.0,-38.0
1379261,S.O.D.A,NAN,NAN,NAN,224.0,240.0,286.0,316.0,321.0,351.0,-30.0
1388856,SHRD#209 | Shredder,NAN,NAN,NAN,244.0,280.0,339.0,381.0,386.0,318.0,68.0
1402983,Hua,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,248.0,NAN
1458782,Tomato,NAN,NAN,NAN,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
1465414,ruco,NAN,NAN,NAN,NAN,NAN,NAN,426.0,431.0,472.0,-41.0
1466521,Floods,NAN,186.0,97.0,114.0,133.0,147.0,155.0,161.0,161.0,0.0
1487504,Arn255,65.0,99.0,113.0,152.0,177.0,216.0,240.0,245.0,273.0,-28.0
1501041,Hamburglar,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,351.0,NAN
1503239,catsonthemoon,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,424.0,NAN
1525551,Aldito1469,124.0,186.0,198.0,201.0,198.0,195.0,197.0,202.0,220.0,-18.0
1597042,Rome0,NAN,NAN,NAN,NAN,NAN,195.0,220.0,225.0,248.0,-23.0
1634098,Zuber,NAN,NAN,NAN,NAN,NAN,286.0,316.0,321.0,334.0,-13.0
1638022,pathojin,96.0,131.0,144.0,176.0,211.0,261.0,287.0,292.0,318.0,-26.0
1640788,Special K,105.0,131.0,144.0,176.0,198.0,234.0,240.0,245.0,248.0,-3.0
1644052,LG | KrC,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,424.0,NAN
1653242,Jquinnsweg,NAN,166.0,178.0,224.0,263.0,268.0,271.0,276.0,273.0,3.0
1654446,TR | Lunez,NAN,NAN,NAN,NAN,NAN,135.0,159.0,164.0,181.0,-17.0
1655337,Drewski,NAN,NAN,NAN,NAN,263.0,312.0,350.0,355.0,295.0,60.0
1658777,CrazyColtCory,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,472.0,NAN
1665299,2Pro4Pro | Toastrmann,NAN,NAN,NAN,NAN,NAN,381.0,426.0,431.0,472.0,-41.0
1669002,JehL,124.0,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
1682516,BABA | Babo,NAN,NAN,NAN,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
1682862,ArtlexPlays,NAN,NAN,NAN,NAN,NAN,339.0,350.0,355.0,391.0,-36.0
1736473,Comp... | PJThePuff,NAN,NAN,NAN,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
1737518,Kombeze Ataie,75.0,110.0,124.0,170.0,198.0,247.0,197.0,202.0,220.0,-18.0
1753671,Moonking34,NAN,131.0,144.0,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
1791375,AzLuFa,NAN,NAN,NAN,NAN,NAN,339.0,381.0,386.0,424.0,-38.0
1802123,mello,NAN,NAN,NAN,NAN,NAN,339.0,381.0,386.0,424.0,-38.0
1833185,Danimals,NAN,NAN,NAN,NAN,NAN,312.0,271.0,276.0,273.0,3.0
1844112,FoUr,NAN,NAN,NAN,NAN,NAN,286.0,316.0,321.0,351.0,-30.0
1844994,Flame,NAN,NAN,NAN,NAN,NAN,NAN,381.0,386.0,424.0,-38.0
1857983,River | Green River,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,351.0,NAN
1866109,BubbleFuel,88.0,131.0,144.0,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
1906382,KatBot,NAN,166.0,178.0,162.0,114.0,97.0,87.0,93.0,107.0,-14.0
1918686,roadkill,124.0,166.0,178.0,152.0,177.0,216.0,240.0,245.0,273.0,-28.0
1927744,pr0j3cts,124.0,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
1931799,Noobs | Edicus,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,472.0,NAN
1931842,TPYO,NAN,NAN,NAN,NAN,220.0,268.0,300.0,305.0,334.0,-29.0
1940641,100 Days Of Solitude,NAN,166.0,178.0,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
1941140,Moist | kennypenny,NAN,NAN,NAN,NAN,280.0,216.0,240.0,245.0,273.0,-28.0
1944467,SUPERUNKNOWN,NAN,152.0,165.0,224.0,263.0,312.0,350.0,355.0,318.0,37.0
1954849,Salamanderman,NAN,NAN,NAN,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
1957958,50 Rats in a Trenchcoat,124.0,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
1966716,LewdCelebs4Free,82.0,116.0,130.0,138.0,109.0,92.0,111.0,118.0,101.0,17.0
1966739,ImYourDade,NAN,NAN,NAN,NAN,NAN,NAN,240.0,245.0,273.0,-28.0
1974127,aujory,NAN,186.0,198.0,270.0,315.0,312.0,350.0,355.0,318.0,37.0
1994587,DQ,NAN,NAN,NAN,NAN,NAN,NAN,350.0,355.0,391.0,-36.0
2019913,jatpuan,NAN,NAN,NAN,NAN,NAN,286.0,316.0,321.0,351.0,-30.0
2026451,ASAPferq,NAN,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
2029721,Ghost Rider,NAN,NAN,NAN,NAN,NAN,NAN,58.0,54.0,61.0,-7.0
2029884,Nudepenguin,NAN,166.0,178.0,201.0,211.0,261.0,271.0,276.0,307.0,-31.0
2033164,Kickflip,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,472.0,NAN
2038523,thesiscat,88.0,131.0,144.0,201.0,240.0,286.0,316.0,321.0,351.0,-30.0
2053276,#215 | Ogre,NAN,NAN,NAN,184.0,220.0,261.0,287.0,292.0,318.0,-26.0
2086583,SirTaco,NAN,NAN,NAN,NAN,NAN,381.0,350.0,355.0,391.0,-36.0
2093540,SexGod | RitzyCheese,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,351.0,NAN
2103929,sidewinder572,124.0,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
2110985,theassistant,NAN,NAN,NAN,184.0,220.0,234.0,261.0,266.0,295.0,-29.0
2111039,Uncle B,NAN,NAN,NAN,61.0,69.0,84.0,103.0,110.0,125.0,-15.0
2114773,Raffshot,NAN,152.0,165.0,224.0,263.0,312.0,350.0,355.0,391.0,-36.0
2120266,hellojoe34,NAN,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
2122811,$W@6 | rocketf20,NAN,166.0,178.0,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
2122814,imanastyhoe,NAN,NAN,NAN,NAN,NAN,NAN,350.0,355.0,391.0,-36.0
2124348,thehumanblob,NAN,NAN,NAN,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
2133564,Brandt,105.0,166.0,178.0,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
2136488,Sacred,56.0,84.0,97.0,129.0,158.0,182.0,207.0,212.0,235.0,-23.0
2140092,Jet,NAN,77.0,26.0,24.0,27.0,28.0,34.0,37.0,37.0,0.0
2141037,trfjosh,NAN,NAN,NAN,NAN,NAN,NAN,426.0,431.0,472.0,-41.0
2143817,A HUMAN | Agile,NAN,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
2145653,doubledown8,49.0,77.0,91.0,123.0,152.0,173.0,197.0,202.0,220.0,-18.0
2147280,slowtai,NAN,68.0,82.0,64.0,78.0,102.0,93.0,101.0,117.0,-16.0
2148920,thicceon,NAN,NAN,NAN,NAN,NAN,173.0,176.0,181.0,203.0,-22.0
2149456,Quadragesimus,105.0,116.0,130.0,184.0,188.0,195.0,220.0,225.0,248.0,-23.0
2154680,Godslayer903,71.0,84.0,97.0,129.0,158.0,182.0,207.0,212.0,235.0,-23.0
2156746,Wobs,124.0,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
2160161,GAS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,391.0,NAN
2161709,SpiritGun,NAN,NAN,NAN,NAN,280.0,339.0,381.0,386.0,424.0,-38.0
2167802,Bebop,NAN,166.0,178.0,244.0,280.0,339.0,381.0,386.0,424.0,-38.0
2172930,Sav,NAN,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
2175146,Thumos,NAN,NAN,NAN,NAN,280.0,268.0,300.0,305.0,334.0,-29.0
2177428,Chuchaka2112,78.0,112.0,126.0,176.0,211.0,234.0,261.0,266.0,295.0,-29.0
2178856,Abermega,124.0,186.0,198.0,270.0,315.0,381.0,426.0,431.0,472.0,-41.0
2179108,Mud,42.0,42.0,53.0,45.0,43.0,51.0,53.0,60.0,60.0,0.0
2182633,sisig,NAN,152.0,165.0,224.0,263.0,312.0,350.0,355.0,391.0,-36.0
2184214,Joobey,NAN,NAN,NAN,NAN,280.0,339.0,381.0,386.0,424.0,-38.0
2184641,JoJoMyth,NAN,NAN,NAN,NAN,NAN,195.0,220.0,225.0,248.0,-23.0
2189946,GNIK,NAN,NAN,NAN,57.0,66.0,80.0,98.0,105.0,122.0,-17.0
2192126,NattyIce,NAN,NAN,NAN,NAN,NAN,NAN,426.0,431.0,351.0,80.0
2194031,Dorian uwu,NAN,NAN,NAN,NAN,NAN,381.0,426.0,431.0,424.0,7.0
2207286,davidparkpark,NAN,NAN,NAN,NAN,220.0,247.0,271.0,276.0,307.0,-31.0
2208548,Zant,NAN,NAN,NAN,NAN,315.0,339.0,381.0,386.0,424.0,-38.0
2216222,Nayolfa,NAN,NAN,NAN,NAN,NAN,381.0,426.0,431.0,472.0,-41.0
2222458,TheDarkMan,NAN,NAN,NAN,NAN,NAN,NAN,426.0,431.0,472.0,-41.0
2222681,702 | Flameo Red,NAN,NAN,NAN,NAN,NAN,NAN,316.0,321.0,351.0,-30.0
2229523,Zen,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,351.0,NAN
