SmasherID,SmashTag,Coast,Wins,Losses,LimitLadderWins,Prospect,Rookie,Pro,AllStar,HallOfFame,Floated,Points,Rank
1008,Westballz,WC,26,4,0,0,0,0,2,0,0,331,7
1030,LFG | Eddy Mexico,WC,1,2,0,0,0,0,0,0,1,56,36
1092,Connor,WC,6,1,0,0,2,0,0,0,0,16,96
2083,Phil,WC,1,0,0,1,0,0,0,0,0,2,244
2088,ycz6,WC,25,8,0,0,0,1,1,0,0,170,16
3561,LG | Ginger,EC,4,2,0,0,0,0,0,0,1,189,12
3602,JLo,EC,13,25,0,3,0,0,0,0,0,16,96
3665,Younger,EC,37,21,0,0,1,0,2,0,1,142,18
4205,a-on,WC,3,2,0,0,1,0,0,0,0,8,162
4317,donk,WC,16,14,0,1,0,1,0,0,0,27,61
4390,NGG | Jflex,EC,30,11,0,0,0,2,0,0,2,350,6
4394,Zhyrri,WC,10,4,0,0,0,1,0,0,0,20,82
4434,Skeeter,WC,2,3,0,1,0,0,0,0,0,3,224
4876,will1v1_ttv,WC,4,5,0,1,0,0,0,0,0,5,184
5618,HOLD$DOGE | Crypto Quiggles,EC,19,11,0,0,0,2,0,0,0,64,33
5869,Joey Bats,EC,23,23,0,0,3,0,0,0,0,38,51
7693,Kanye Rest,EC,7,5,0,0,1,0,0,0,0,12,123
10060,PapaNoJohns,WC,6,5,0,0,1,0,0,0,0,11,129
10067,icecream,WC,3,7,0,1,0,0,0,0,0,4,201
10228,Flow | Stark,WC,8,4,0,0,1,0,0,0,0,13,114
10362,Elk G | Ivayne,WC,24,8,0,0,0,1,1,0,1,69,31
10485,DD,WC,10,5,0,1,2,0,0,0,0,21,75
10520,CREW | G,WC,26,20,0,0,2,1,0,0,0,46,42
10968,Enemy,EC,12,9,0,0,1,0,0,0,0,17,91
11590,Rickeye_rick,WC,4,8,0,1,0,0,0,0,0,5,184
11606,Elk_G | Karm,WC,2,2,0,1,0,0,0,0,0,3,224
11945,RULES | Strazz,EC,19,20,0,2,1,0,0,0,1,46,42
12023,El Link,WC,1,0,0,1,0,0,0,0,0,2,244
12137,yingling,WC,29,22,0,0,1,2,0,0,1,99,23
13385,ePG | Chevy,WC,9,5,0,0,1,0,0,0,0,14,108
13505,Sworderailer,WC,6,16,0,2,0,0,0,0,0,8,162
13746,Baja,WC,5,4,0,0,1,0,0,0,0,10,138
13765,Help,WC,6,10,0,1,1,0,0,0,0,12,123
13932,Mango's Friend | Lucky,WC,9,4,0,0,0,0,0,0,2,354,5
13956,Vino,EC,4,3,0,0,1,0,0,0,0,9,152
14305,Nard Dawg,EC,5,2,0,0,1,0,0,0,0,10,138
