SmasherID,SmashTag,NumTMTEntered,NumInBracket,PWeek1,PWeek2,PWeek3,PWeek4,PWeek5,PWeek6,PWeek7
26750,KoDoRiN,3,3,-2,-2,1,1,2,-2,-2
26934,Clay,1,0,-2,-2,-2,-2,-2,-1,-2
27069,JoeyBonzo,1,0,-1,-2,-2,-2,-2,-2,-2
27527,Megaman,1,1,-2,-2,17,-2,-2,-2,-2
27780,IHOP Dan,1,0,-2,-2,-2,-2,-2,-1,-2
28391,Vigilance,1,0,-2,-2,-2,-2,-2,-2,-1
28663,QTT | Marco,2,0,-1,-1,-2,-2,-2,-2,-2
28815,doctahdylan,2,0,-2,-2,-2,-2,-2,-1,-1
29103,Hexjo,3,0,-2,-1,-2,-1,-2,-1,-2
29405,Vianny,1,0,-1,-2,-2,-2,-2,-2,-2
29840,TBD,4,1,-2,-2,9,-2,-1,-1,-1
29984,Broasty,3,0,-2,-2,-2,-1,-1,-1,-2
30054,20PcMcnugget,1,0,-1,-2,-2,-2,-2,-2,-2
30804,Frap,1,0,-2,-2,-2,-2,-2,-2,-1
30865,Spi,4,0,-1,-1,-2,-1,-2,-1,-2
31487,Winx Club | Siddward,7,2,-1,-1,13,17,-1,-1,-1
32190,Crow,2,1,-2,-1,-2,-2,-2,13,-2
33387,pointykitty,1,0,-2,-2,-2,-2,-2,-1,-2
33458,RustyTrombone,2,0,-2,-2,-2,-2,-2,-1,-1
33655,Mo $,2,0,-2,-2,-2,-1,-2,-1,-2
34180,Socknose,1,0,-2,-2,-2,-2,-2,-1,-2
34266,WOMB#619 | Wombat,2,0,-1,-2,-2,-1,-2,-2,-2
34351,Simon,1,0,-2,-2,-2,-2,-2,-1,-2
34399,BuenasRetas | Cobs,4,0,-1,-1,-2,-2,-1,-2,-1
34902,Tanooki,1,1,-2,-2,-2,-2,-2,-2,17
34980,Crispy | Chango,1,0,-2,-2,-2,-1,-2,-2,-2
35258,LFG | Fist Mexico,1,0,-2,-2,-2,-1,-2,-2,-2
35271,ATX | Noops,1,0,-2,-2,-2,-2,-2,-2,-1
36403,Smashdaddy,1,1,-2,-2,-2,-2,-2,2,-2
36532,Googlyeyed,1,1,13,-2,-2,-2,-2,-2,-2
36538,Bayløck,2,0,-2,-2,-2,-1,-1,-2,-2
36782,Oaty,1,0,-1,-2,-2,-2,-2,-2,-2
37062,Reaver_King,2,0,-2,-1,-2,-1,-2,-2,-2
37116,Kürv,5,5,-2,3,-2,13,13,7,5
37865,INDY,3,0,-2,-2,-2,-2,-1,-1,-1
38643,RedX,4,0,-2,-2,-2,-1,-1,-1,-1
38979,Tristan's Rule,1,0,-1,-2,-2,-2,-2,-2,-2
39235,Dream,4,0,-1,-2,-2,-1,-1,-2,-1
40476,Medz,4,4,-2,4,4,7,9,-2,-2
40793,JorDank,1,0,-2,-2,-2,-2,-2,-2,-1
41357,702 | AJ,1,0,-2,-2,-2,-2,-2,-2,-1
41374,Anchovy,2,2,-2,-2,-2,-2,-2,9,9
41492,Divine Senator Kelly,2,0,-1,-2,-2,-2,-2,-2,-1
44671,Quaff,2,2,4,1,-2,-2,-2,-2,-2
44933,Fleece,1,0,-2,-2,-2,-2,-2,-1,-2
45292,TZ | Iván,1,0,-1,-2,-2,-2,-2,-2,-2
45356,OtES,3,0,-2,-2,-2,-1,-1,-1,-2
45726,Faust,2,1,-2,-2,17,-1,-2,-2,-2
46231,geg :),1,0,-2,-1,-2,-2,-2,-2,-2
46349,Aura,1,1,5,-2,-2,-2,-2,-2,-2
46962,LeZagna,1,1,-2,-2,-2,-2,-2,-2,7
47304,Boyz II Mensch,1,0,-2,-2,-2,-1,-2,-2,-2
47501,PP | rocky,1,0,-2,-1,-2,-2,-2,-2,-2
47650,shoelegend88,4,0,-1,-1,-2,-2,-2,-1,-1
48041,Slade,1,0,-2,-2,-2,-1,-2,-2,-2
48322,AHHHHH | Alice,1,0,-2,-2,-2,-2,-2,-2,-1
48857,hestoned,1,0,-2,-2,-2,-2,-2,-1,-2
49711,sad | UwUMysticalGirl,1,1,17,-2,-2,-2,-2,-2,-2
50933,MIT | Fro116,3,3,-2,9,-2,-2,17,-2,17
51076,Power Kevin,1,0,-2,-2,-2,-2,-2,-2,-1
51112,Pilgrim,1,0,-1,-2,-2,-2,-2,-2,-2
53655,Frankhoe,2,1,-1,17,-2,-2,-2,-2,-2
54824,Red Dead | Traplord,1,1,17,-2,-2,-2,-2,-2,-2
55166,trades,1,0,-2,-1,-2,-2,-2,-2,-2
58670,Savestate,1,0,-2,-1,-2,-2,-2,-2,-2
61570,YC | Peppi | | Pappi,2,1,-2,-2,-2,-2,-1,-2,3
62626,SuperCuak,2,0,-1,-2,-2,-2,-1,-2,-2
62721,Dirty Lasagna,2,0,-2,-2,-2,-2,-2,-1,-1
63313,Sneakywill,1,0,-2,-2,-2,-2,-2,-1,-2
64467,Pingy,1,0,-1,-2,-2,-2,-2,-2,-2
64644,STP,1,0,-2,-1,-2,-2,-2,-2,-2
64692,SANS | Blues Clues,6,2,17,-1,-2,-1,-1,-1,9
64909,Calvin,1,0,-2,-1,-2,-2,-2,-2,-2
65566,Miranda,3,0,-1,-1,-2,-2,-1,-2,-2
65777,bobby big ballz,7,7,1,2,3,7,3,3,4
68868,Jr,1,0,-2,-2,-2,-1,-2,-2,-2
69921,Furniture,1,0,-1,-2,-2,-2,-2,-2,-2
70796,BHC | Evan,1,1,9,-2,-2,-2,-2,-2,-2
71442,Wiza,3,0,-1,-2,-2,-2,-1,-2,-1
127639,Neologism,3,2,-2,-1,7,-2,-2,17,-2
127997,CW | rabit!,1,0,-2,-2,-2,-2,-2,-2,-1
128266,EASTJ | Mike,1,0,-2,-2,-2,-2,-2,-1,-2
129344,totally butts,1,0,-2,-2,-2,-2,-2,-2,-1
129363,Flow | ESPONJA,3,0,-2,-1,-2,-2,-1,-1,-2
129500,O N I,1,0,-2,-2,-2,-1,-2,-2,-2
130672,Soltrain,1,0,-2,-2,-2,-1,-2,-2,-2
130746,TZ | Morrito,1,0,-1,-2,-2,-2,-2,-2,-2
132938,RU | Midnight Blue,3,0,-1,-2,-2,-2,-1,-2,-1
134929,IDK,1,0,-2,-2,-2,-2,-2,-1,-2
135088,LFG | PanterA,2,2,-2,-2,7,-2,13,-2,-2
135795,cockbread,2,0,-2,-1,-2,-1,-2,-2,-2
136379,HoG | Warmmer,2,2,7,-2,-2,9,-2,-2,-2
137480,Jpeg | RC,1,0,-2,-2,-2,-2,-2,-1,-2
138710,Golden,1,0,-2,-1,-2,-2,-2,-2,-2
144133,YBBT | leroydankins,4,0,-1,-2,-2,-1,-1,-2,-1
144798,akir,2,1,-1,-2,-2,-2,13,-2,-2
145075,blazerboy,2,0,-2,-2,-2,-1,-1,-2,-2
145567,Biggestbrain,1,0,-2,-2,-2,-2,-2,-2,-1
147423,FlLFFl,2,0,-2,-1,-2,-2,-2,-1,-2
147424,Spiral Cafe | Krudo,3,0,-2,-2,-2,-1,-2,-1,-1
148021,Rodney,1,0,-2,-1,-2,-2,-2,-2,-2
149076,Fiyah,1,0,-2,-2,-2,-2,-2,-1,-2
149952,Jakespeare,1,0,-2,-1,-2,-2,-2,-2,-2
150851,Ath | Bumble,1,0,-1,-2,-2,-2,-2,-2,-2
152800,wally,1,0,-2,-2,-2,-1,-2,-2,-2
153138,ZouL,1,0,-1,-2,-2,-2,-2,-2,-2
153334,Silkylaroux,2,0,-1,-1,-2,-2,-2,-2,-2
153599,NS | Frog,3,0,-2,-1,-2,-2,-1,-1,-2
157615,ight,3,0,-1,-1,-2,-2,-2,-1,-2
158524,Oferton,2,0,-1,-2,-2,-2,-2,-2,-1
162779,FISA | JoJo,1,1,-2,-2,-2,-2,17,-2,-2
170788,TSI | Zane,1,0,-2,-2,-2,-2,-2,-2,-1
171201,Mootook,1,0,-2,-2,-2,-2,-2,-1,-2
172046,Saya | QQQ#348,1,0,-2,-2,-2,-2,-2,-1,-2
172608,Churro,1,0,-1,-2,-2,-2,-2,-2,-2
172811,Amity,1,0,-2,-2,-2,-1,-2,-2,-2
173178,LAG,2,1,-1,9,-2,-2,-2,-2,-2
175446,DJAN,1,0,-2,-2,-2,-2,-1,-2,-2
175629,WRLD,1,0,-2,-2,-2,-1,-2,-2,-2
176387,Badboi,1,0,-2,-2,-2,-1,-2,-2,-2
179962,Fran,1,0,-2,-2,-2,-2,-1,-2,-2
179993,Archi,1,0,-2,-2,-2,-1,-2,-2,-2
182665,Elysian,2,2,-2,-2,-2,-2,-2,17,5
183677,Yamasaki,6,0,-1,-1,-2,-1,-1,-1,-1
184545,Pulch,2,0,-2,-2,-2,-2,-2,-1,-1
185618,Captain G,1,0,-1,-2,-2,-2,-2,-2,-2
193839,Loki,1,0,-1,-2,-2,-2,-2,-2,-2
213297,Chompy,3,0,-2,-2,-2,-2,-1,-1,-1
213911,jtetter,2,0,-2,-2,-2,-1,-2,-1,-2
215584,LAGr | Travioli,4,2,-1,-2,13,17,-2,-1,-2
221136,Zeeker,6,6,9,7,9,9,13,5,-2
221423,Typhoon,3,3,-2,13,-2,-2,17,13,-2
226271,SU | wild flower,1,0,-2,-2,-2,-1,-2,-2,-2
226595,TourGuide,3,0,-2,-2,-2,-2,-1,-1,-1
227436,Chet,1,0,-2,-2,-2,-2,-2,-1,-2
227672,DumpyComb,1,0,-2,-2,-2,-2,-2,-1,-2
228400,Piti,1,0,-1,-2,-2,-2,-2,-2,-2
229209,15SA | Raiken,1,0,-2,-2,-2,-1,-2,-2,-2
229216,KaiKwonDo,1,0,-2,-2,-2,-2,-2,-2,-1
230350,AR0,1,0,-2,-2,-2,-2,-1,-2,-2
230537,hHerb,2,0,-1,-2,-2,-2,-2,-1,-2
231083,Phaunsey,1,0,-2,-2,-2,-1,-2,-2,-2
231685,DMT,1,0,-2,-1,-2,-2,-2,-2,-2
232213,MikeDrop,1,0,-1,-2,-2,-2,-2,-2,-2
233059,Ribboned Ace,4,0,-1,-1,-2,-1,-2,-2,-1
233850,E-tie,1,0,-2,-1,-2,-2,-2,-2,-2
237282,Electroman,1,0,-2,-1,-2,-2,-2,-2,-2
243525,Radamen,1,0,-2,-2,-2,-1,-2,-2,-2
247592,Bassline,1,0,-2,-2,-2,-2,-1,-2,-2
250355,Rutsky,1,0,-2,-2,-2,-2,-1,-2,-2
253767,Captain Pretzel,1,0,-2,-2,-2,-2,-1,-2,-2
254673,Layer,3,0,-2,-1,-2,-2,-1,-1,-2
255496,ericiscool.net,4,0,-1,-1,-2,-1,-1,-2,-2
257406,Lotfy,2,2,5,9,-2,-2,-2,-2,-2
259856,Seraph,2,0,-2,-2,-2,-1,-1,-2,-2
260286,24 | Mamba!,1,0,-2,-2,-2,-2,-1,-2,-2
260631,Coco,1,0,-2,-2,-2,-2,-2,-1,-2
262000,Minty Hippo,1,0,-2,-2,-2,-2,-1,-2,-2
265808,NOOT,1,1,-2,-2,-2,17,-2,-2,-2
268767,markrevival,5,0,-1,-1,-2,-2,-1,-1,-1
269238,91,2,0,-1,-1,-2,-2,-2,-2,-2
269511,SquidTheCat,1,0,-2,-2,-2,-2,-2,-1,-2
271333,MMG | Seven,1,0,-1,-2,-2,-2,-2,-2,-2
274941,unlimited boy,1,0,-2,-1,-2,-2,-2,-2,-2
277309,DPMZ,1,0,-2,-2,-2,-2,-2,-2,-1
278295,ItsDad,1,0,-1,-2,-2,-2,-2,-2,-2
279107,Khryke,4,4,13,17,5,17,-2,-2,-2
279722,EP | Justus,4,4,17,7,-2,13,-2,17,-2
281390,mourin,1,0,-2,-2,-2,-2,-2,-2,-1
283648,MDF | Amor,2,0,-2,-2,-2,-1,-1,-2,-2
286021,RU | Graddy,1,0,-2,-2,-2,-2,-2,-2,-1
286517,Thad <3,1,0,-2,-2,-2,-1,-2,-2,-2
286931,Egg$,1,0,-2,-2,-2,-1,-2,-2,-2
287526,MacTheStampede,1,0,-2,-2,-2,-2,-1,-2,-2
287589,The Elder Statesman,1,0,-2,-2,-2,-2,-1,-2,-2
288395,jams,1,0,-1,-2,-2,-2,-2,-2,-2
310321,TC | BuyMyMixTape,1,0,-1,-2,-2,-2,-2,-2,-2
323132,JC,1,0,-2,-1,-2,-2,-2,-2,-2
323499,Edier,1,0,-2,-2,-2,-2,-2,-1,-2
324561,Soonsay,2,2,2,-2,-2,5,-2,-2,-2
327212,IWI | Marrgasm,1,0,-2,-2,-2,-2,-1,-2,-2
328838,PeS | Puppy,1,0,-2,-1,-2,-2,-2,-2,-2
329361,ijw,1,1,-2,-2,-2,-2,-2,-2,17
329937,LanTurN,1,0,-2,-2,-2,-2,-2,-2,-1
344562,Blu,1,0,-2,-2,-2,-2,-2,-2,-1
348589,Okami,1,0,-2,-2,-2,-2,-1,-2,-2
354953,RPG,1,0,-2,-2,-2,-2,-2,-1,-2
360229,BEBO,2,0,-2,-1,-2,-1,-2,-2,-2
363202,Luigi Gang | Brownie,1,0,-2,-2,-2,-2,-2,-1,-2
378512,Khoron | Oreo,5,1,-1,-1,-2,-1,17,-1,-2
379542,Lee,1,0,-2,-2,-2,-2,-2,-2,-1
391890,TheFormuoli,1,0,-2,-2,-2,-2,-2,-1,-2
395730,PQ2 | CPU0,4,2,-2,-2,13,-1,9,-1,-2
407048,WA | AodhaN,1,0,-2,-2,-2,-2,-2,-1,-2
407749,carrotslat,1,0,-2,-2,-2,-2,-2,-2,-1
416070,Pooptown,1,0,-2,-2,-2,-1,-2,-2,-2
422020,69 | | Kupo,1,0,-2,-2,-2,-2,-2,-2,-1
427342,Lamonster,1,0,-2,-2,-2,-2,-1,-2,-2
436506,FestivalDeLaCombo,1,0,-2,-1,-2,-2,-2,-2,-2
448153,Neenor,1,0,-1,-2,-2,-2,-2,-2,-2
449526,King,1,0,-2,-2,-2,-2,-1,-2,-2
460428,Moshi,1,0,-2,-2,-2,-2,-1,-2,-2
466221,Melo,2,0,-2,-1,-2,-2,-1,-2,-2
472971,yBaS | MaxJacks,5,0,-1,-1,-2,-1,-1,-2,-1
483428,DCG | Spots,1,0,-1,-2,-2,-2,-2,-2,-2
484238,Alextrer,1,1,-2,-2,17,-2,-2,-2,-2
491552,DannyPhantom,2,1,-2,-2,-2,17,-1,-2,-2
493224,Fitz,2,0,-1,-1,-2,-2,-2,-2,-2
503278,Pogey,1,0,-1,-2,-2,-2,-2,-2,-2
512704,Axis,3,0,-1,-2,-2,-2,-1,-2,-1
517095,TG CS | EBND,1,0,-2,-2,-2,-1,-2,-2,-2
519399,Leviath,1,0,-2,-2,-2,-1,-2,-2,-2
519644,Stoon,1,0,-2,-2,-2,-2,-1,-2,-2
519779,Tommy,3,1,-2,-2,-2,-2,-1,9,-1
520837,Neck,2,0,-1,-1,-2,-2,-2,-2,-2
525553,jerma985,1,0,-2,-2,-2,-2,-1,-2,-2
531485,Dova,1,1,-2,-2,-2,17,-2,-2,-2
533918,Maelstrom,4,0,-1,-2,-2,-2,-1,-1,-1
542693,Bbatts,3,3,9,-2,-2,-2,17,13,-2
569076,RGB,1,0,-2,-2,-2,-2,-2,-2,-1
577038,Zakqary,1,0,-2,-1,-2,-2,-2,-2,-2
581039,I'm Michael BTW,3,1,-2,-2,-2,13,-2,-1,-1
582190,rice,5,0,-2,-1,-2,-1,-1,-1,-1
592481,Riggs,1,0,-2,-2,-2,-1,-2,-2,-2
617254,N8v,2,0,-2,-2,-2,-2,-1,-1,-2
618813,Chance,2,0,-2,-2,-2,-2,-1,-1,-2
618857,Lamdin,1,0,-1,-2,-2,-2,-2,-2,-2
623333,Echo_SSBM | Commas,1,0,-2,-2,-2,-2,-2,-1,-2
627118,Pipe,4,0,-1,-1,-2,-1,-1,-2,-2
637179,Sodabro,1,0,-2,-2,-2,-1,-2,-2,-2
657464,CowCowCowCowCow,2,1,-1,13,-2,-2,-2,-2,-2
657711,PurpleZ,2,0,-1,-2,-2,-1,-2,-2,-2
684008,deep_cuts,1,0,-2,-1,-2,-2,-2,-2,-2
692999,maso soup,1,0,-1,-2,-2,-2,-2,-2,-2
694497,IMP | Ben,4,4,-2,-2,-2,5,7,1,2
709843,Chem,2,1,-2,-2,-2,-1,-2,-2,13
725508,620 | Megacaat,2,1,-2,-1,17,-2,-2,-2,-2
726185,DBRDd#641,1,0,-2,-2,-2,-1,-2,-2,-2
732665,Lama,1,1,-2,-2,17,-2,-2,-2,-2
735376,Ripn,1,0,-2,-2,-2,-2,-2,-2,-1
800147,Dark Oreo Master,1,0,-2,-1,-2,-2,-2,-2,-2
804411,Neee,1,0,-1,-2,-2,-2,-2,-2,-2
807868,Funk,1,0,-1,-2,-2,-2,-2,-2,-2
819230,Willy P,2,0,-1,-1,-2,-2,-2,-2,-2
835002,Jesuscametwice,1,0,-2,-2,-2,-2,-2,-2,-1
836691,BeanBurrito-San,2,0,-2,-2,-2,-2,-1,-2,-1
843302,Buffalo,1,0,-2,-2,-2,-1,-2,-2,-2
852916,Krizski,2,2,7,9,-2,-2,-2,-2,-2
856699,Logan,1,0,-2,-1,-2,-2,-2,-2,-2
858866,SLO | GrizzlyBair,3,0,-2,-2,-2,-1,-1,-2,-1
862074,snacklepackle,4,1,-1,-1,-2,-2,17,-2,-1
869465,NSB  |  KXT,1,0,-2,-2,-2,-2,-2,-1,-2
880372,Good1ife,2,0,-1,-2,-2,-2,-2,-1,-2
883137,Keppler,1,0,-2,-2,-2,-2,-1,-2,-2
890721,Mr. Butterfly,1,0,-2,-2,-2,-2,-1,-2,-2
893866,Just Nate,1,0,-2,-2,-2,-2,-2,-2,-1
897692,Iron,1,0,-2,-2,-2,-1,-2,-2,-2
898035,mathandsurf,1,0,-1,-2,-2,-2,-2,-2,-2
928033,CarbonDog,2,0,-2,-2,-2,-2,-2,-1,-1
954633,Agave,1,0,-2,-2,-2,-2,-2,-2,-1
975581,YeehawDaniels,1,0,-2,-2,-2,-2,-2,-2,-1
1034300,Oz,1,0,-1,-2,-2,-2,-2,-2,-2
1034371,niimo,1,0,-2,-2,-2,-1,-2,-2,-2
1053202,diddylonglegs,1,0,-2,-2,-2,-1,-2,-2,-2
1053605,JFIRE,1,0,-2,-1,-2,-2,-2,-2,-2
1065524,Flippy,1,0,-2,-1,-2,-2,-2,-2,-2
1076996,Newquake,2,1,-2,-2,25,-2,-1,-2,-2
1077796,FreeHops,1,0,-2,-2,-2,-2,-2,-1,-2
1105215,krizzy,1,0,-2,-2,-2,-2,-2,-1,-2
1106504,omnijr,1,0,-2,-2,-2,-2,-2,-1,-2
1112770,Penguis,1,0,-2,-2,-2,-1,-2,-2,-2
1122123,Alex AF,1,0,-2,-2,-2,-1,-2,-2,-2
1173564,UCILadder,1,0,-2,-2,-2,-2,-2,-2,-1
1180017,XXY Calico,1,0,-2,-2,-2,-2,-2,-2,-1
1187479,kuzma,1,0,-2,-2,-2,-2,-2,-2,-1
1194651,gsm | Pound,3,0,-2,-2,-2,-2,-1,-1,-1
1228401,Asus(4),1,0,-2,-1,-2,-2,-2,-2,-2
1232194,Kawaii Kid | King Salmon,2,0,-1,-1,-2,-2,-2,-2,-2
1245502,Whoratio,1,0,-2,-2,-2,-2,-2,-2,-1
1248621,Anzeray,1,0,-2,-2,-2,-2,-2,-2,-1
1257072,Chaboomba,2,0,-2,-2,-2,-2,-2,-1,-1
1261736,Mars,1,0,-2,-2,-2,-1,-2,-2,-2
1263692,ushi,1,0,-2,-2,-2,-1,-2,-2,-2
1308234,JackO,1,0,-1,-2,-2,-2,-2,-2,-2
1375808,Epoodle,4,2,-2,-2,-2,17,-1,-1,17
1377337,bluecd,1,0,-2,-2,-2,-2,-2,-1,-2
1379261,S.O.D.A,2,0,-2,-2,-2,-1,-1,-2,-2
1388856,SHRD#209 | Shredder,1,0,-2,-2,-2,-1,-2,-2,-2
1458782,Tomato,1,0,-2,-2,-2,-1,-2,-2,-2
1465414,ruco,1,0,-2,-2,-2,-2,-2,-2,-1
1466521,Floods,6,1,-2,-1,25,-1,-1,-1,-1
1487504,Arn255,1,0,-1,-2,-2,-2,-2,-2,-2
1525551,Aldito1469,5,0,-1,-2,-2,-1,-1,-1,-1
1597042,Rome0,1,0,-2,-2,-2,-2,-2,-1,-2
1634098,Zuber,1,0,-2,-2,-2,-2,-2,-1,-2
1638022,pathojin,3,0,-1,-1,-2,-1,-2,-2,-2
1640788,Special K,6,0,-1,-1,-2,-1,-1,-1,-1
1653242,Jquinnsweg,4,0,-2,-1,-2,-1,-2,-1,-1
1654446,TR | Lunez,1,0,-2,-2,-2,-2,-2,-1,-2
1655337,Drewski,1,0,-2,-2,-2,-2,-1,-2,-2
1665299,2Pro4Pro | Toastrmann,1,0,-2,-2,-2,-2,-2,-1,-2
1669002,JehL,1,0,-1,-2,-2,-2,-2,-2,-2
1682516,BABA | Babo,1,0,-2,-2,-2,-1,-2,-2,-2
1682862,ArtlexPlays,2,0,-2,-2,-2,-2,-2,-1,-1
1736473,Comp... | PJThePuff,1,0,-2,-2,-2,-1,-2,-2,-2
1737518,Kombeze Ataie,2,0,-1,-2,-2,-2,-2,-2,-1
1753671,Moonking34,1,0,-2,-1,-2,-2,-2,-2,-2
