Character,SmashTag,Points
Falco,bobby big ballz,1814.0
Falco,Ginger,916.0
Falco,Fiction,293.0
Falco,rocky,205.0
Falco,Bones,198.0
Falco,YC | Pappi,176.0
Falco,cliché,174.0
Falco,NOOT,163.0
Falco,yingling,156.0
Falco,LFTG | Logos,143.0
Falco,GLR | JAM,141.0
Falco,Ghost Rider,132.0
Falco,TBD,101.0
Falco,Joey Donuts,94.0
Falco,Neologism,86.0
Falco,Westballz,83.0
Falco,Fankriss,75.0
Falco,TNS | Asashi,73.0
Falco,AlyJ,71.0
Falco,Chummi,70.0
Falco,Help,60.0
Falco,Elk G | Ivayne,51.0
Falco,oh,44.0
Falco,NoFuxGiven,38.0
Falco,shoelegend88,36.0
Falco,ericiscool.net,35.0
Falco,YoungHanSolo,35.0
Falco,jtetter,34.0
Falco,Pawn,32.0
Falco,Good1ife,32.0
Falco,Light,32.0
Falco,Arctic,28.0
Falco,ushi,25.0
Falco,Kaptinkillem,24.0
Falco,KaiKwonDo,24.0
Falco,hestoned,24.0
Falco,thesiscat,22.0
Falco,dirtyDev,20.0
Falco,PRIN$E,20.0
Falco,ItsDad,20.0
Falco,Jolf,19.0
Falco,JustJoshin,19.0
Falco,ROFL,19.0
Falco,John,19.0
Falco,SudoJoe,17.0
Falco,Jakespeare,17.0
Falco,CLEM#112 | Clem,17.0
Falco,hHerb,17.0
Falco,Sodabro,15.0
Falco,BLM | Rats!,15.0
Falco,Juuuuurien,15.0
Falco,Daz,15.0
Falco,not NJ wally | wally,14.0
Falco,Elk_G | Karm,14.0
Falco,WOMB#619 | Wombat,13.0
Falco,IceCreamOG,13.0
Falco,doby,13.0
Falco,bliutwo,13.0
Falco,119 | Fabio,12.0
Falco,Zave,12.0
Falco,LL | Duky,12.0
Falco,Heatedchaos,12.0
Falco,Spi,12.0
Falco,Shy,12.0
Falco,Pulch,12.0
Falco,TheFormuoli,11.0
Falco,24 | Mamba!,11.0
Falco,CB,11.0
Falco,mixx,10.0
Falco,Rooster,10.0
Falco,Penguis,9.0
Falco,in10city,9.0
Falco,jeddo,9.0
Falco,Dusk,9.0
Falco,Melos,9.0
Falco,winismine,9.0
Falco,Slump,8.0
Falco,Luppi,8.0
Falco,Slemdog,8.0
Falco,bird | unlucky,8.0
Falco,TC | BuyMyMixTape,8.0
Falco,91,8.0
Falco,Maljo,8.0
Falco,HorseGirl420,6.0
Falco,Rigo Bigo,6.0
Falco,Drewski,6.0
Falco,620 | Megacaat,6.0
Falco,UARK | VentusWK,6.0
Falco,dabt,6.0
Falco,pinecone22,5.0
Falco,jatpuan,5.0
Falco,Port!!!,4.0
Falco,rickey_kc,4.0
Falco,melatonin,4.0
Falco,EWA | ERGonomics,4.0
Falco,Nico,4.0
Falco,Blanks,4.0
Falco,CUCK | BreahdToDaBeuhrds,4.0
Falco,K.YUNG,4.0
Falco,Caveman3732,3.0
Falco,Frozone,3.0
Falco,ZUTH | Zuthane,3.0
Falco,Velos,3.0
Falco,early,2.0
Falco,bensw,2.0
Falco,Edicus,2.0
Falco,Nudepenguin,2.0
Falco,Blue Jay,2.0
Falco,DCG | Spots,2.0
Falco,ButterRoyaleTV,2.0
