Character,SmashTag,Points
Falco,Fishpaste,2.0
Falco,Majora,1.0
Falco,Snickerdoodle,1.0
Falco,sameeyell,1.0
Falco,PP | Droze,1.0
Falco,PajamaBoyPete,1.0
Falco,Fathom,1.0
Falco,MK | RedSoul,1.0
Falco,Yuki08,1.0
Falco,Abhi,1.0
Falco,LVD | Super,1.0
Falco,CarltonDanks,1.0
Falco,ledgefiend,1.0
Marth,KoDoRiN,1031.0
Marth,lluZ | PEP | LSD,931.0
Marth,Young,136.0
Marth,Quaff,125.0
Marth,Typhoon,120.0
Marth,akir,115.0
Marth,Connor,101.0
Marth,Dom,99.0
Marth,Phantom Airline,76.0
Marth,Bonn Esports | Question,63.0
Marth,MT,55.0
Marth,soccermom69,47.0
Marth,Maher,44.0
Marth,Zeeker,37.0
Marth,Yamasaki,33.0
Marth,Thad <3,32.0
Marth,Arcadia,31.0
Marth,HWY | ybot,29.0
Marth,Alex18+,26.0
Marth,CG | Firebolt,26.0
Marth,BEBO,25.0
Marth,SF | Herrán,22.0
Marth,Uncle Pete,19.0
Marth,Logan,18.0
Marth,ash6,18.0
Marth,OXY | TheCrimsonBlur,16.0
Marth,Den,15.0
Marth,Big Pivot,14.0
Marth,Jazzy,14.0
Marth,pointykitty,13.0
Marth,JLo,12.0
Marth,N8V,12.0
Marth,CSR | Tezlik,12.0
Marth,Flounder,12.0
Marth,Jeffthecheff,11.0
Marth,Liquid,11.0
Marth,SHRD#209 | Shredder,10.0
Marth,Jahan,10.0
Marth,Floods,10.0
Marth,Syched,10.0
Marth,Tourist,9.0
Marth,kippu,9.0
Marth,2five3 | Templar,8.0
Marth,Egsid,8.0
Marth,moscow mich,8.0
Marth,Hamburglar,7.0
Marth,TheRed,6.0
Marth,Watermelons,6.0
Marth,Acuna,6.0
Marth,Vitro,5.0
Marth,DiscipleOfBorp,5.0
Marth,Farko,5.0
Marth,Justyn,4.0
Marth,Ahung,3.0
Marth,Wiza,3.0
Marth,CurvedFat,3.0
Marth,RB | V$,3.0
Marth,barcode,2.0
Marth,YungFlexxer,2.0
Marth,Nate,2.0
Marth,josh,2.0
Marth,Albuh,2.0
Marth,ramrod,2.0
Marth,3OutChange,2.0
Marth,BABA | Babo,2.0
Marth,KLAWHAU5,2.0
Marth,LUNK#783 | dom,2.0
Marth,Tancascade,1.0
Marth,HunterGee,1.0
Marth,SeekerIX,1.0
Sheik,IMP | Ben,823.0
Sheik,NGG | Jflex,368.0
Sheik,Pipe,169.0
Sheik,Hulka,167.0
Sheik,RG | Far!,157.0
Sheik,Fizz,136.0
Sheik,DontTestMe,108.0
Sheik,GOL | JSalt,103.0
Sheik,Spiral Cafe | Krudo,74.0
Sheik,ScrubUp,37.0
Sheik,LanTurN,35.0
Sheik,MordecaiPielord,32.0
Sheik,GEM | CrossFitJesus,31.0
Sheik,AR0,29.0
Sheik,Porkaye,26.0
Sheik,LewdCelebs4Free,21.0
Sheik,Tap Jump,18.0
Sheik,8-bit | dansdaman,18.0
Sheik,Talen,13.0
Sheik,Zeph,12.0
Sheik,ParkedInTraffic | Commas,12.0
Sheik,BABA | shama,12.0
Sheik,100 Days Of Solitude,11.0
Sheik,Tammerath,11.0
Sheik,SoS | Cor,11.0
Sheik,Fraud,11.0
Sheik,TCM | MrG,11.0
Sheik,H19 | chaka,11.0
Sheik,SlickSiwik,9.0
Sheik,Sor,9.0
Sheik,Joemama,8.0
Sheik,Ponchy | Corkey,8.0
Sheik,Austintacious,8.0
Sheik,Mucho Man Randy Passion,7.0
Sheik,Reaver_King,7.0
Sheik,TT | Dair,7.0
Sheik,Ders,6.0
Sheik,gbio,4.0
Sheik,ASAPferq,4.0
Sheik,GS | TreyTheTrashman,4.0
Sheik,DarkSamYT,4.0
Sheik,Bug Juice | Snorlaxative,4.0
Sheik,DRC,4.0
Sheik,PSai,3.0
Sheik,UCI | Kavi,3.0
Sheik,PeS | Puppy,3.0
Sheik,Noodle,3.0
Sheik,LoneCubone,3.0
Sheik,20PcMcnugget,3.0
Sheik,aujory,2.0
Sheik,ASH | Oig,2.0
Sheik,Just Jason,1.0
Sheik,lemon,1.0
Sheik,pongo,1.0
Sheik,Rose,1.0
ICs,Trail,86.0
ICs,BKB! | stocmoney,16.0
ICs,Enrique Iglesias,13.0
ICs,AHHHHH | Alice,5.0
ICs,Daddy Icey,1.0
Falcon,S2J,1287.0
Falcon,Revenge | Gahtzu,592.0
Falcon,JCubez,332.0
Falcon,OAK | Spacepigeon,149.0
Falcon,404 YC | Salt,120.0
Falcon,Android 0,116.0
Falcon,Vish,110.0
Falcon,ight,106.0
Falcon,Nard Dawg,87.0
Falcon,LFG | PanterA,78.0
Falcon,snacklepackle,71.0
Falcon,TG NBR | Panayiotis,70.0
Falcon,GHQ | Zamu,65.0
Falcon,Captain G,56.0
Falcon,Verdo,31.0
Falcon,Mahik,29.0
Falcon,Rive,28.0
Falcon,306 | Polo,28.0
Falcon,Douglas.J.Gov,27.0
Falcon,jeff | raid shadow legends,23.0
Falcon,NS | Frog,22.0
Falcon,Boy,22.0
Falcon,deluxe,21.0
Falcon,Axis,20.0
Falcon,Jzhu,20.0
Falcon,Aidanafoo,15.0
Falcon,Silkylaroux,13.0
Falcon,UL | Dirty Lasagna,13.0
Falcon,W8ASec,12.0
Falcon,Jangu,12.0
Falcon,FISA | JoJo,10.0
Falcon,Rozu,10.0
Falcon,NeedLesFestival,10.0
Falcon,pimmwrecks,10.0
Falcon,LSK,10.0
Falcon,Kettering,10.0
Falcon,Bobakanoosh,9.0
Falcon,C H U M P I S,9.0
Falcon,420 | Yolk,8.0
Falcon,Canes | ATM,7.0
Falcon,RU | Midnight Blue,6.0
Falcon,Eastwood,5.0
Falcon,radvillainy,5.0
Falcon,sucordie,5.0
Falcon,ImYourDade,5.0
Falcon,magnumgunn3r,4.0
Falcon,IS | Bisfo,4.0
Falcon,saacdaddy,4.0
Falcon,Lechero,3.0
Falcon,glum oinkin',3.0
Falcon,Schweppes,2.0
Falcon,peenlover,2.0
Falcon,foxmcchicken,2.0
Falcon,Neenor,2.0
Falcon,Hunt,1.0
Falcon,Sax,1.0
Falcon,Raffshot,1.0
Falcon,Wrong Doug,1.0
Falcon,buttcakes29,1.0
Falcon,Frost | JJK,1.0
Falcon,Snoos,1.0
Puff,DD,248.0
Puff,Golden,157.0
Puff,Dawson,112.0
Puff,Crispy | Chango,94.0
Puff,SDJ,64.0
Puff,sad | UwUMysticalGirl,46.0
Puff,:3 | fenceturtle,40.0
Puff,Divine Senator Kelly,31.0
Puff,PQ2 | CPU0,22.0
Puff,Nyte,15.0
Puff,SLO | GrizzlyBair,15.0
Puff,Kanye Rest,13.0
Puff,Nanami,10.0
Puff,GG | DontRestMe,10.0
Puff,SmashBob SquarePants,9.0
Puff,Theftz,8.0
Puff,CVSmashMods | Ripn,4.0
Puff,Dhir,2.0
Puff,LilMitts,2.0
Puff,$W@6 | rocketf20,1.0
Fox,CLG. | SFAT,1408.0
Fox,Erik,656.0
Fox,GUG | KÃ¼rv,594.0
Fox,SFOP,444.0
Fox,RadicalLiberal | Quiggles,313.0
Fox,Mango's Friend | Lucky,278.0
Fox,Medz,249.0
Fox,Panda,207.0
Fox,306 | Amrak,188.0
Fox,K8A,182.0
Fox,Cowbell,177.0
Fox,Null,149.0
Fox,EP | Justus,148.0
Fox,Twisty,120.0
Fox,(SECONDARIES) | Skittles,119.0
Fox,.Ðempt,114.0
Fox,Soonsay,109.0
Fox,Dash,106.0
Fox,FM | Cilan,101.0
Fox,IWI | Marrgasm,95.0
Fox,Megaman,89.0
Fox,Lotfy,74.0
Fox,RB | Cum Fox,73.0
Fox,Neck,73.0
Fox,TG | Mot$,72.0
Fox,The Leaf,63.0
Fox,htwa,53.0
Fox,Trock,50.0
Fox,Chem,48.0
Fox,GUILD | ghettowarmachine420,47.0
Fox,OtES,46.0
Fox,donk,45.0
Fox,DarkGenex,41.0
Fox,USF | Quadae,40.0
Fox,YBBT | leroydankins,39.0
Fox,Saatvik,36.0
Fox,QTT | Marco,36.0
Fox,Sparky,35.0
Fox,Krizski,35.0
Fox,MikeDrop,34.0
Fox,Flow | ESPONJA,34.0
Fox,Vino,29.0
Fox,Gaz,29.0
Fox,MIOM | Toph,28.0
Fox,ABG | salami,28.0
Fox,Musashi,27.0
Fox,Flow | Stark,27.0
Fox,WW | Lemonjuices,22.0
Fox,Elysian,22.0
Fox,Nebulous | Jib,22.0
Fox,darkwizard123,21.0
Fox,RULE#492 | Tristan's Rule,21.0
Fox,Aura,20.0
Fox,markrevival,19.0
Fox,SonOfJ,18.0
Fox,Stiv,18.0
Fox,Melo,17.0
Fox,Jorge,17.0
Fox,CREW | G,16.0
Fox,BuenasRetas | Cobs,16.0
Fox,TBS | Nero,15.0
Fox,Chubbz,15.0
Fox,Milo,15.0
Fox,Elders React | Third Strongest,15.0
Fox,imrainh2o,14.0
Fox,DHB | IggyNieves,14.0
Fox,:) | Koints,13.0
Fox,Hexjo,13.0
Fox,FKA Minerali,13.0
Fox,Gaz333,13.0
Fox,Rome0,12.0
Fox,DMT,10.0
Fox,olé,10.0
Fox,TurboThot,10.0
Fox,adamaggy,9.0
Fox,BubbleFuel,9.0
Fox,Tayhow,9.0
Fox,Loki,9.0
Fox,EOKA | Christos,8.0
Fox,keyboard gamer,8.0
Fox,Ratt,8.0
Fox,Crow,7.0
Fox,Fux McLoud,7.0
Fox,SquirtlSquad,7.0
Fox,eh | sickø,6.0
Fox,rice,6.0
Fox,Stone,6.0
Fox,Mac,6.0
Fox,Yosemite Dabbs,6.0
Fox,Troy,6.0
Fox,Dog,5.0
Fox,Homeslice,5.0
Fox,119 | pyro,5.0
Fox,Oz,5.0
Fox,Galen The Wise,5.0
Fox,RPG,5.0
Fox,mia,5.0
Fox,CID,5.0
Fox,Dandy,4.0
Fox,Lust,4.0
Fox,eee,4.0
Fox,Night,4.0
Fox,lavalamp,4.0
Fox,Top Shelf | Dulbasaur,4.0
Fox,Elk G | Digimon,4.0
Fox,SRN | Soulrifle211,4.0
Fox,BOG | bioPhile,3.0
Fox,Cabbage Man,3.0
Fox,Wumbo,3.0
Fox,Chidoe,2.0
Fox,lowqualityjpeg,2.0
Fox,ZouL,2.0
Fox,blazerboy,2.0
Fox,Xad,2.0
Fox,Roulette Rider,2.0
Fox,Lionbooster,2.0
Fox,mello,2.0
Fox,dust,2.0
Fox,pem$,1.0
Fox,Blu-J,1.0
Fox,Sleeepy,1.0
Fox,ACAB | Mugen,1.0
Fox,Funktrocious,1.0
Fox,afx,1.0
Fox,Flowers,1.0
Fox,xavier,1.0
Fox,flowjam,1.0
Peach,SANS | Blues Clues,704.0
Peach,Higgins,65.0
Peach,Willy P,60.0
Peach,GST | Ryobeat,54.0
Peach,CardsNG,38.0
Peach,Soltrain,27.0
Peach,Aura,20.0
Peach,Oaty,20.0
Peach,Fitz,14.0
Peach,UPTILT | Nishi,13.0
Peach,SUPERUNKNOWN,13.0
Peach,scrubjr,11.0
Peach,yBaS | MaxJacks,8.0
Peach,Exia,7.0
Peach,roadkill,7.0
Peach,Anime Tiddies | Asuka,6.0
Peach,ArStar,5.0
Peach,punished | gelp,4.0
Peach,WeedWizard,3.0
Peach,Profanity,3.0
Peach,Captain Koala,2.0
Peach,8167263631 | Notto,1.0
Peach,DJAN,1.0
MidTiers,Winx Club | Siddward,181.0
MidTiers,CowCowCowCowCow,177.0
MidTiers,Egg$,115.0
MidTiers,Dream,111.0
MidTiers,LFG | Eddy Mexico,102.0
MidTiers,ePG | Chevy,67.0
MidTiers,QoT | Cruelscotty,52.0
MidTiers,Miranda,48.0
MidTiers,CSTR#106 | Strazz,44.0
MidTiers,STP,41.0
MidTiers,Maruf,38.0
MidTiers,TNC | n3zModGod,34.0
MidTiers,billybopeep,28.0
MidTiers,Travy,28.0
MidTiers,ycz6,21.0
MidTiers,Denzill,20.0
MidTiers,K.H.D | Reign,19.0
MidTiers,Kombeze Ataie,17.0
MidTiers,jams,16.0
MidTiers,noChill,16.0
MidTiers,Phorox,12.0
MidTiers,RCS | Chi,12.0
MidTiers,SSBM-T | LuigiKid,10.0
MidTiers,codetoilet,10.0
MidTiers,BCM | veggies,10.0
MidTiers,Gulu,10.0
MidTiers,Mono,10.0
MidTiers,Special K,9.0
MidTiers,ManRay,8.0
MidTiers,Sporsinick,7.0
MidTiers,Otto_Zone,7.0
MidTiers,RedHousePainter,7.0
MidTiers,snek,5.0
MidTiers,JB,5.0
MidTiers,LilTayNastyTay,3.0
MidTiers,Doctor Dank,3.0
MidTiers,DirtyDan | Sigh,3.0
MidTiers,Whoratio,2.0
MidTiers,volt.,2.0
MidTiers,Ringler,2.0
MidTiers,JCobbs,2.0
MidTiers,Afron,1.0
MidTiers,Cyan Can,1.0
Other,LAG,225.0
Other,RedX,77.0
Other,TPN,76.0
Other,Khryke,53.0
Other,R3 | $limChang,46.0
Other,Air,41.0
Other,Younger,40.0
Other,Zhyrri,38.0
Other,RCS | Savestate,34.0
Other,TZ | Morrito,24.0
Other,KL | Kid,23.0
Other,ZimD00D,22.0
Other,Vianny,22.0
Other,Joshuwasha,22.0
Other,BHC | Evan,22.0
Other,Chewy,21.0
Other,Pilgrim,18.0
Other,Mo $,17.0
Other,Hunybear,17.0
Other,2Framez,15.0
Other,E-tie,15.0
Other,D3WDify,15.0
Other,RetroSHFFL | Lex,15.0
Other,Vigilance,13.0
Other,LFG | Fist Mexico,13.0
Other,FunRock,12.0
Other,codeman,12.0
Other,Mounir,11.0
Other,Salty Seth,10.0
Other,PapaNoJohns,10.0
Other,WU | nerodero,10.0
Other,Schnurb,10.0
Other,FreeSSBM,10.0
Other,UCLA | Suvir,10.0
Other,probably high,10.0
Other,Rickeye_rick,9.0
Other,Rold,8.0
Other,Crow,7.0
Other,Electroman,7.0
Other,Wasp,7.0
Other,CAPTwheatroll,6.0
Other,PeÃ±a,6.0
Other,MP3,6.0
Other,Fauxlatan,6.0
Other,GSG,6.0
Other,Jesuscametwice,6.0
Other,Luke,6.0
Other,pathojin,6.0
Other,KatBot,5.0
Other,ilovebrooklyn99,5.0
Other,JoeyBonzo,5.0
Other,Badboi,5.0
Other,Fent0n,5.0
Other,Dandy,4.0
Other,Kandayo,4.0
Other,Zeal,4.0
Other,Zura,4.0
Other,Blitzcread,4.0
Other,NotTheMC,4.0
Other,Miscreants | Jquinnsweg,3.0
Other,SexGod | RitzyCheese,3.0
Other,SheepHair,3.0
Other,Droog,3.0
Other,21! | Ronan,3.0
Other,bsb. | fluff,3.0
Other,will1v1_ttv,2.0
Other,MilkJustice,2.0
Other,Retro SHFFL | Lengüitas,2.0
Other,METALFACE,2.0
Other,pope | lean,2.0
Other,Gerbungis,2.0
Other,Moonking34,2.0
Other,MacTheStampede,2.0
Other,Xarique,1.0
Other,M,1.0
Other,Tomz,1.0
Other,Master_Hand_9669,1.0
Other,Lamdin,1.0
Other,Crazyk,1.0
Other,DQ,1.0
Other,Figs,1.0
Other,TrainerBlu,1.0
Other,J-PlumsIX,1.0
Other,squillf,1.0
Other,jcking,1.0
