Character,SmashTag,Rank
Falco,bobby big ballz,6.0
Falco,Younger,10.0
Falco,CG | Peppi | Pappi,12.0
Falco,PEPIS | Noire,15.0
Falco,I'm Michael BTW,19.0
Falco,LG | Ginger,21.0
Falco,rocky,23.0
Falco,Joey Donuts,28.0
Falco,The_Hat123 | Anjo,33.0
Falco,TBD,50.0
Falco,LFTG | Logos,60.0
Falco,PRIN$E,61.0
Falco,Ghost Rider,77.0
Falco,Light,86.0
Falco,Fankriss,89.0
Falco,Slowking,89.0
Falco,Sodabro,104.0
Falco,SKY | Matwood,112.0
Falco,Mr. Butterfly,114.0
Falco,yingling,122.0
Falco,shoelegend88,124.0
Falco,YungWaff,129.0
Falco,Chompy,133.0
Falco,Elk G | Ivayne,135.0
Falco,Brainless  | FLiiNcHy,135.0
Falco,Khoron | Oreo,140.0
Falco,YoungHanSolo,160.0
Falco,DadsAkimbo,176.0
Falco,EWA | ERGonomics,184.0
Falco,Help,191.0
Falco,Coinee,191.0
Falco,GSP,191.0
Falco,LG | Louis,199.0
Falco,Lamb's Ear,203.0
Falco,lochist,203.0
Falco,jeddo,203.0
Falco,Mova,203.0
Falco,Holy | key,203.0
Falco,Pulch,218.0
Falco,diddylonglegs,227.0
Falco,Chuchaka2112,227.0
Falco,gsm | Pound,236.0
Falco,Good1ife,236.0
Falco,Layer,241.0
Falco,Seraph,241.0
Falco,Jakespeare,241.0
Falco,Pi2z,241.0
Falco,WU | nerodero,241.0
Falco,John,260.0
Falco,KaiKwonDo,276.0
Falco,hHerb,276.0
Falco,Boalisk,297.0
Falco,SadSack,297.0
Falco,ledgefiend,316.0
Falco,Chummi,316.0
Falco,STLTS,316.0
Falco,tpyo,341.0
Falco,deep_cuts,341.0
Falco,TourGuide,341.0
Falco,MIT | unlucky,341.0
Falco,doby,341.0
Falco,Navedo,358.0
Falco,SeshLord Ozai,358.0
Falco,MrDrBoi,358.0
Falco,BK_Rib,384.0
Falco,Kelpo,384.0
Falco,#215 | Ogre,384.0
Falco,wally,384.0
Falco,91,384.0
Falco,RitzyCheese,414.0
Falco,Drewski,414.0
Falco,2rk | Turok,414.0
Falco,kaiyon,414.0
Falco,niimo,414.0
Falco,Arctic,443.0
Falco,flthd | flatline,443.0
Falco,ruco,443.0
Falco,jatpuan,443.0
Falco,Rama,443.0
Falco,Heatedchaos,443.0
Falco,MacTheStampede,443.0
Falco,MK | RedSoul,443.0
Falco,rickey_kc,443.0
Falco,AWaveDash,443.0
Falco,Dolfo,443.0
Falco,ali_,443.0
Falco,PRD | JMi,490.0
Falco,Supreme.Noobs | Edicus,490.0
Falco,KOA | youngbool,490.0
Marth,KoDoRiN,2.0
Marth,LSD,29.0
Marth,Typhoon,34.0
Marth,Umarth,36.0
Marth,Epoodle,38.0
