Character,SmashTag,Rank
Falco,Younger,8.0
Falco,YC | Peppi | | Pappi,9.0
Falco,I'm Michael BTW,14.0
Falco,LFTG | Logos,23.0
Falco,TBD,24.0
Falco,Joey Donuts,32.0
Falco,Brainless  | FLiiNcHy,33.0
Falco,Khoron | Oreo,46.0
Falco,LG | Louis,53.0
Falco,lochist,57.0
Falco,jeddo,57.0
Falco,PRIN$E,65.0
Falco,Help,65.0
Falco,Jakespeare,70.0
Falco,EWA | ERGonomics,70.0
Falco,yingling,74.0
Falco,Ghost Rider,82.0
Falco,Chompy,82.0
Falco,SadSack,89.0
Falco,Pi2z,106.0
Falco,Kelpo,115.0
Falco,TourGuide,115.0
Falco,KaiKwonDo,115.0
Falco,91,115.0
Falco,diddylonglegs,131.0
Falco,gsm | Pound,131.0
Falco,2rk | Turok,131.0
Falco,RitzyCheese,131.0
Falco,YoungHanSolo,131.0
Falco,ali_,147.0
Falco,ledgefiend,147.0
Falco,AWaveDash,147.0
Falco,flthd | flatline,147.0
Falco,shoelegend88,147.0
Falco,Heatedchaos,147.0
Falco,Dolfo,167.0
Falco,Arctic,167.0
Falco,KOA | youngbool,167.0
Marth,KoDoRiN,1.0
Marth,LSD,7.0
Marth,Epoodle,16.0
Marth,Khryke,26.0
Marth,Arcadia,34.0
Marth,ZimD00D,39.0
Marth,MGFC | JorDank,39.0
Marth,Typhoon,42.0
Marth,a-on,46.0
Marth,Cow,46.0
Marth,redpandamaster,46.0
Marth,Yamasaki,46.0
Marth,Jun,46.0
Marth,Mud,53.0
Marth,Ribboned Ace,65.0
Marth,Dr. Lame,70.0
Marth,Redcoat,70.0
Marth,charmell0,82.0
Marth,Phantom Airline,115.0
Marth,kippu,115.0
Marth,Kandayo,115.0
Marth,JLo,115.0
Marth,21! | Ronan,131.0
Marth,ash6,147.0
Sheik,IMP | Ben,2.0
Sheik,CG | Jflex,4.0
Sheik,prof,17.0
Sheik,Crescent | JSalt,20.0
Sheik,Inky,21.0
Sheik,ZOOK | Suezo,29.0
Sheik,Hulka,57.0
Sheik,FreeHops,89.0
Sheik,aujory,99.0
Sheik,LewdCelebs4Free,99.0
Sheik,NattyIce,115.0
Sheik,Blitzkrieg,147.0
Sheik,Hell'sLabyrinth,167.0
Sheik,Anzeray,167.0
Sheik,GSG,167.0
ICs,Trail,57.0
ICs,BKB! | stocmoney,99.0
ICs,AHHHHH | Climbers Alice,147.0
Falcon,Revenge | Gahtzu,3.0
Falcon,jacket,18.0
Falcon,NathanSandwich,30.0
Falcon,Mootook,57.0
Falcon,RU | Midnight Blue,65.0
Falcon,Nard Dawg,74.0
Falcon,Marvelboy,106.0
Falcon,Axis,106.0
Falcon,ight,106.0
Falcon,Bobakanoosh,115.0
Falcon,LFG | Fist Mexico,115.0
Falcon,Deeb,115.0
Falcon,CrazyColtCory,147.0
Falcon,Captain G,147.0
Falcon,Kettering,167.0
Puff,DD,10.0
Puff,Not_DuduTsai,42.0
Puff,CVSmashMods | Ripn,131.0
Puff,Melee Stats | Pikachu942,147.0
Puff,Fire,167.0
Puff,PurpleZ,167.0
Fox,TG | Mot$,6.0
Fox,The Leaf,13.0
Fox,DannyPhantom,25.0
Fox,Flow | ESPONJA,42.0
Fox,Melo,53.0
Fox,K8A,53.0
Fox,Chiefn_,57.0
Fox,Cowbell,63.0
Fox,Erica,64.0
Fox,Aura,74.0
Fox,Electroman,74.0
Fox,Chem,74.0
Fox,Nebulous | Jib,82.0
Fox,Tanooki,82.0
Fox,Triple Cake Dance,89.0
Fox,Forrest,95.0
Fox,GUG | K�rv,95.0
Fox,Maelstrom,99.0
Fox,BeanBurrito-San,106.0
Fox,OtES,106.0
Fox,BuenasRetas | Cobs,115.0
Fox,Wassabi,131.0
Fox,JoffDuchar,131.0
Fox,Flow | Stark,131.0
Fox,rice,131.0
Fox,Keykey,131.0
Fox,FM | Cilan,131.0
Fox,Jet,147.0
Fox,TurboThot,147.0
Fox,Wumbo,147.0
Fox,Dash,147.0
Fox,Power Kevin,167.0
Fox,SIMP | Vagab0nd,167.0
Fox,Ratt,167.0
Fox,Trash,167.0
Fox,markrevival,167.0
Fox,SU | wild flower,167.0
Fox,nunoodle,167.0
Fox,Jeem,167.0
Peach,SANS | Blues Clues,11.0
Peach,Bbatts,15.0
Peach,Anchovy,38.0
Peach,Aura,74.0
Peach,PW | Vincessant,82.0
Peach,Soltrain,89.0
Peach,Analog,115.0
Peach,SUPERUNKNOWN,131.0
Peach,yBaS | MaxJacks,167.0
MidTiers,Dream,12.0
MidTiers,ycz6,19.0
MidTiers,Frap,36.0
MidTiers,Darrell,39.0
MidTiers,Winx Club | Siddward,65.0
MidTiers,Otto_Zone,74.0
MidTiers,GAS,95.0
MidTiers,RULES | Strazz,99.0
MidTiers,CowCowCowCowCow,115.0
MidTiers,HaxMoneyHulkHogan,167.0
MidTiers,Lee,167.0
MidTiers,Special K,167.0
Other,GG | n0ne,5.0
Other,Nintendude,22.0
Other,Rocket,27.0
Other,LAG,28.0
Other,Paladin,31.0
Other,Joey Bats,35.0
Other,El Link,37.0
Other,totally butts,42.0
Other,Tuesday,46.0
Other,Kerblamu,74.0
Other,#NAME?,74.0
Other,Ellis,82.0
Other,DiMaria,89.0
Other,mikey,89.0
Other,STLTS,95.0
Other,Holy | key,99.0
Other,EWA | Gorgonzola,99.0
Other,RedX,106.0
Other,SeshLord Ozai,106.0
Other,Zhāoshù,106.0
Other,Lamb's Ear,115.0
Other,Mova,131.0
Other,kaiyon,131.0
Other,BK_Rib,147.0
Other,Rama,147.0
Other,Ariz,147.0
Other,WFL | ABC,147.0
Other,nmble-mann,167.0
Other,Nips,167.0
Other,probably high,167.0
Other,PRD | JMi,167.0
Other,Mp drago,167.0
Other,Penguin,167.0
Other,Arctic,167.0
Other,EagleOne,167.0
