Character,SmashTag,Rank
Falco,YC | Peppi | | Pappi,5.0
Falco,I'm Michael BTW,16.0
Falco,Younger,17.0
Falco,LFTG | Logos,19.0
Falco,TBD,21.0
Falco,LG | Louis,26.0
Falco,jeddo,29.0
Falco,yingling,45.0
Falco,Ghost Rider,47.0
Falco,Chompy,47.0
Falco,Pi2z,59.0
Falco,91,67.0
Falco,TourGuide,67.0
Falco,RitzyCheese,78.0
Falco,YoungHanSolo,78.0
Falco,shoelegend88,87.0
Falco,gsm | Pound,87.0
Falco,AWaveDash,98.0
Marth,KoDoRiN,1.0
Marth,Khryke,14.0
Marth,Arcadia,20.0
Marth,redpandamaster,24.0
Marth,Mud,26.0
Marth,Epoodle,57.0
Marth,a-on,59.0
Marth,Ribboned Ace,67.0
Marth,Yamasaki,67.0
Marth,MGFC | JorDank,67.0
Marth,Kandayo,67.0
Marth,Phantom Airline,67.0
Marth,ash6,87.0
Sheik,IMP | Ben,3.0
Sheik,CG | Jflex,6.0
Sheik,Crescent | JSalt,11.0
Sheik,Hulka,29.0
Sheik,LewdCelebs4Free,57.0
Sheik,FreeHops,67.0
Sheik,aujory,87.0
Sheik,NattyIce,98.0
Sheik,Anzeray,98.0
Sheik,Hell'sLabyrinth,98.0
ICs,BKB! | stocmoney,59.0
Falcon,Revenge | Gahtzu,2.0
Falcon,NathanSandwich,33.0
Falcon,RU | Midnight Blue,36.0
Falcon,Axis,59.0
Falcon,Bobakanoosh,67.0
Puff,DD,7.0
Puff,PurpleZ,98.0
Puff,Fire,98.0
Fox,TG | Mot$,4.0
Fox,The Leaf,8.0
Fox,K8A,26.0
Fox,Melo,36.0
Fox,Flow | ESPONJA,36.0
Fox,Chiefn_,41.0
Fox,Chem,45.0
Fox,Nebulous | Jib,47.0
Fox,Aura,47.0
Fox,Tanooki,47.0
Fox,GUG | Kürv,54.0
Fox,BeanBurrito-San,59.0
Fox,FM | Cilan,78.0
Fox,Wassabi,78.0
Fox,Jet,87.0
Fox,Wumbo,87.0
Fox,Power Kevin,98.0
Fox,markrevival,98.0
Fox,Ratt,98.0
Peach,SANS | Blues Clues,9.0
Peach,Bbatts,23.0
Peach,Aura,47.0
Peach,SUPERUNKNOWN,87.0
Peach,yBaS | MaxJacks,98.0
MidTiers,Frap,33.0
MidTiers,Winx Club | Siddward,36.0
MidTiers,GAS,54.0
MidTiers,Darrell,78.0
MidTiers,Special K,98.0
Other,prof,10.0
Other,Inky,12.0
Other,jacket,13.0
Other,Rocket,15.0
Other,Brainless  | FLiiNcHy,18.0
Other,Not_DuduTsai,22.0
Other,Tuesday,24.0
Other,lochist,29.0
Other,Cow,32.0
Other,Erica,33.0
Other,Jun,36.0
Other,Joey Bats,41.0
Other,El Link,41.0
Other,Dr. Lame,41.0
Other,PW | Vincessant,47.0
Other,SadSack,53.0
Other,Forrest,54.0
Other,RedX,59.0
Other,Marvelboy,59.0
Other,Golf,59.0
Other,Kelpo,67.0
Other,Deeb,67.0
Other,2rk | Turok,78.0
Other,Keykey,78.0
Other,JoffDuchar,78.0
Other,charmell0,78.0
Other,Melee Stats | Pikachu942,87.0
Other,Blitzkrieg,87.0
Other,flthd | flatline,87.0
Other,ali_,87.0
Other,KOA | youngbool,98.0
Other,HaxMoneyHulkHogan,98.0
Other,Dolfo,98.0
Other,SIMP | Vagab0nd,98.0
Other,Trash,98.0
Other,Penguin,98.0
Other,nunoodle,98.0
Other,Jeem,98.0
