Character,SmashTag,Points
Fox,Jeem,1.0
Fox,GThree,1.0
Fox,ZouL,1.0
Fox,Trash,1.0
Peach,SANS | Blues Clues,590.0
Peach,Bbatts,314.0
Peach,Aura,49.0
Peach,Anchovy,39.0
Peach,Soltrain,27.0
Peach,PW | Vincessant,20.0
Peach,DiMaria,19.0
Peach,Higgins,18.0
Peach,Oaty,15.0
Peach,Hua,13.0
Peach,TheYoungMC,8.0
Peach,SUPERUNKNOWN,7.0
Peach,Opportunity,7.0
Peach,Analog,5.0
Peach,MaxJacks,4.0
Peach,DJAN,2.0
Peach,Clay,1.0
MidTiers,Winx Club | Siddward,135.0
MidTiers,ycz6,135.0
MidTiers,Darrell,119.0
MidTiers,Dream,99.0
MidTiers,Ringler,73.0
MidTiers,Frap,70.0
MidTiers,jams,46.0
MidTiers,Maruf,45.0
MidTiers,gaeming | HaxMoneyHulkHogan,33.0
MidTiers,RULES | Strazz,31.0
MidTiers,CowCowCowCowCow,24.0
MidTiers,Denzill,19.0
MidTiers,K.H.D | REIGN,17.0
MidTiers,Kombeze Ataie,11.0
MidTiers,Otto_Zone,10.0
MidTiers,Kerblamu,10.0
MidTiers,Special K,9.0
MidTiers,CS | Amity,8.0
MidTiers,GAS,7.0
MidTiers,SmashMouthEgg,4.0
MidTiers,LilTayNastyTay,4.0
MidTiers,fssong,4.0
MidTiers,Mono,2.0
MidTiers,Lee,1.0
Other,DarkHero,473.0
Other,OkayP.,210.0
Other,Dacky,180.0
Other,ViL | TheSWOOPER,177.0
Other,BLE | SluG,177.0
Other,Azel,162.0
Other,rom,153.0
Other,LAG,151.0
Other,Joe(y) Bats,116.0
Other,Ding Hing,115.0
Other,GGS,108.0
Other,WKDA | Shroomed,107.0
Other,RJN | Casper,105.0
Other,LG | Yu,104.0
Other,Notorious,95.0
Other,emy,93.0
Other,PML | Die222,91.0
Other,Ben Snape,88.0
Other,Zab,88.0
Other,vampa,88.0
Other,TPN,87.0
Other,SubTails,78.0
Other,HS | Den,76.0
Other,PALS | Jello,73.0
Other,TGL | Shamunt,65.0
Other,NEU | Shmeeli,55.0
Other,RedX,53.0
Other,Buttlet,51.0
Other,Rocket,48.0
Other,Keo,46.0
Other,Mars,39.0
Other,El Link,39.0
Other,Frumentarii,38.0
Other,Fern,37.0
Other,PEP | Sp1nda,35.0
Other,Lime,35.0
Other,Reesch,34.0
Other,0kay,34.0
Other,BoffTarget,33.0
Other,SKY | Cob,29.0
Other,veil,29.0
Other,Sakm,29.0
Other,Beck,27.0
Other,Pepis | Pokimanefan,27.0
Other,Zamorita,27.0
Other,WickedTheKidBroly,27.0
Other,Pena,25.0
Other,Easy,24.0
Other,Rockin,23.0
Other,E,21.0
Other,Yung Silver,21.0
Other,Zephyr,20.0
Other,QTT | Yeyo,20.0
Other,totally butts,19.0
Other,2ndLaw,19.0
Other,NeuroDivergent,18.0
Other,Rael,18.0
Other,SUEZO | Zook,17.0
Other,Tuesday,17.0
Other,Banger,16.0
Other,smash.gg User,15.0
Other,Zellpree,15.0
Other,Zoma,15.0
Other,Rabbit,15.0
Other,Hell Kaiser,15.0
Other,Navjyot Sandhu | Connect4Master,14.0
Other,Bonn Esports | CarlHank,14.0
Other,Harout,13.0
Other,NAM,13.0
Other,Butternust,12.0
Other,PYR,11.0
Other,CawkMuncher9000,11.0
Other,BokchoyBoy,11.0
Other,62-bit | Hero,11.0
Other,NB! | Secrets,11.0
Other,Habi,11.0
Other,SHwang,11.0
Other,ÆRO,10.0
Other,Dolla bill Bill,10.0
Other,AG | KU | Shimkoko,10.0
Other,enterthekiwi,10.0
Other,PotatoRice,10.0
Other,maxhoney,9.0
Other,mangine,9.0
Other,Paran,9.0
Other,Qanic,9.0
Other,Rasec,9.0
Other,zilo,9.0
Other,NeMo,9.0
Other,Zamorota,9.0
Other,GG | SnooSnoo,9.0
Other,Shwa,9.0
Other,Robot,9.0
Other,Axis,8.0
Other,Zolof,8.0
Other,Essey,8.0
Other,Fredrick,8.0
Other,LordTourettes,8.0
Other,Mounir,8.0
Other,DenverDaDestroyer,8.0
Other,Obsidian,8.0
Other,QTT | Pelon,8.0
Other,Peyton,7.0
Other,Vent,7.0
Other,MTM | chickncup,7.0
Other,Kuzon,7.0
Other,Reiky,7.0
Other,TR | H,7.0
Other,Dr. Dipper,7.0
Other,Kyler,7.0
Other,Saturn,7.0
Other,Devin1300,6.0
Other,p3achyjr,6.0
Other,scmu,6.0
Other,CILLGOD,6.0
Other,Kaz,6.0
Other,purpp,6.0
Other,KayB,6.0
Other,Trill Jake,6.0
Other,t0tal90,6.0
Other,hermionecraft,5.0
Other,MIB | handsofgnatz,5.0
Other,bunnygirlsenpai,5.0
Other,KatBot,5.0
Other,Muffin,5.0
Other,Creature,5.0
Other,BirdPerson,5.0
Other,H0LL0W,5.0
Other,PEPIS | lagoonies,5.0
Other,DrNormie,5.0
Other,Victawr,5.0
Other,Red,5.0
Other,probably high,5.0
Other,HOT TUB | signifyisdumb,5.0
Other,TitusMelee,5.0
Other,Pilgrim,5.0
Other,Lawnt | Walnut,5.0
Other,Stigma,5.0
Other,Poopy Ass,5.0
Other,NoobyMcCheese,5.0
Other,Usernamejpg,5.0
Other,Schwifty | Sirjaxism,5.0
Other,meleesadposts,4.0
Other,Venus,4.0
Other,DERT | Petra,4.0
Other,Robert Flambe,4.0
Other,Orotis,4.0
Other,Gewl,4.0
Other,jedi093,4.0
Other,Baja,4.0
Other,BowserDad1964,4.0
Other,JMONEY,4.0
Other,Kev,4.0
Other,FZ | boy0boy,3.0
Other,Puff,3.0
Other,boip,3.0
Other,alexpenguin,3.0
Other,ZBopp,3.0
Other,Happy,3.0
Other,CATii,3.0
Other,twitch.tv | emu50,3.0
Other,KillThePast | bebul,3.0
Other,Mages | CH | Sunnyknight,3.0
Other,poog,3.0
Other,LEVO | Mento,3.0
Other,Ashley,3.0
Other,vel,2.0
Other,aL0w,2.0
Other,kite,2.0
Other,BoominBody,2.0
Other,UNCO | Neur0n,2.0
Other,Spenny,2.0
Other,Dead C,2.0
Other,CyAn,2.0
Other,H20,2.0
Other,boys,2.0
Other,MR. SCAM,2.0
Other,c_,2.0
Other,Pi#374,2.0
Other,Smeedot,2.0
Other,Guhbs,2.0
Other,monted,2.0
Other,Malcolm X,2.0
Other,Canoe,2.0
Other,TSBO | HateSauce,2.0
Other,buckeye545,2.0
Other,LIAM#697 | Shleeum,2.0
Other,Mithrandir,1.0
Other,zaubermaus,1.0
Other,ilovedenmark69,1.0
Other,Howdy,1.0
Other,Jbun,1.0
Other,me,1.0
Other,Penguin,1.0
Other,Mobley,1.0
Other,keeg,1.0
Other,2GATS,1.0
Other,Alpaca,1.0
Other,Pocodudeface,1.0
Other,Arkdael,1.0
Other,Koe | Nike,1.0
Other,JustnThundrLigr,1.0
Other,Genjutsu,1.0
Other,Udon,1.0
Other,Reapr,1.0
Other,PierreLuk,1.0
Other,Cuk | Veths,1.0
Other,Fruitility,1.0
Other,Globe,1.0
Other,Paokir,1.0
Other,butterfli,1.0
Other,Clint Stevens | StepDaddy,1.0
Other,Arthao,1.0
Other,SereneDoge#4725,1.0
Other,BrophyT,1.0
Other,NAIR | Pablo,1.0
Other,PotusTheGoatus,1.0
Other,Teva,1.0
Other,greenbrown,1.0
Other,SS | Julio,1.0
Other,Sammy,1.0
Other,Shy Shai,1.0
Other,tustin,1.0
