Character,SmashTag,Points
Falco,YC | Peppi | | Pappi,116.0
Falco,I'm Michael BTW,43.0
Falco,Younger,37.0
Falco,LFTG | Logos,28.0
Falco,TBD,21.0
Falco,LG | Louis,16.0
Falco,jeddo,15.0
Falco,yingling,10.0
Falco,Ghost Rider,9.0
Falco,Chompy,9.0
Falco,Pi2z,5.0
Falco,91,4.0
Falco,TourGuide,4.0
Falco,YoungHanSolo,3.0
Falco,RitzyCheese,3.0
Falco,shoelegend88,2.0
Falco,gsm | Pound,2.0
Falco,AWaveDash,1.0
Marth,KoDoRiN,216.0
Marth,Khryke,49.0
Marth,Arcadia,27.0
Marth,redpandamaster,17.0
Marth,Mud,16.0
Marth,Epoodle,6.0
Marth,a-on,5.0
Marth,MGFC | JorDank,4.0
Marth,Phantom Airline,4.0
Marth,Ribboned Ace,4.0
Marth,Yamasaki,4.0
Marth,Kandayo,4.0
Marth,ash6,2.0
Sheik,IMP | Ben,164.0
Sheik,CG | Jflex,108.0
Sheik,Crescent | JSalt,70.0
Sheik,Hulka,15.0
Sheik,LewdCelebs4Free,6.0
Sheik,FreeHops,4.0
Sheik,aujory,2.0
Sheik,NattyIce,1.0
Sheik,Anzeray,1.0
Sheik,Hell'sLabyrinth,1.0
ICs,BKB! | stocmoney,5.0
Falcon,Revenge | Gahtzu,189.0
Falcon,NathanSandwich,13.0
Falcon,RU | Midnight Blue,12.0
Falcon,Axis,5.0
Falcon,Bobakanoosh,4.0
Puff,DD,95.0
Puff,PurpleZ,1.0
Puff,Fire,1.0
Fox,TG | Mot$,155.0
Fox,The Leaf,93.0
Fox,K8A,16.0
Fox,Melo,12.0
Fox,Flow | ESPONJA,12.0
Fox,Chiefn_,11.0
Fox,Chem,10.0
Fox,Tanooki,9.0
Fox,Nebulous | Jib,9.0
Fox,Aura,9.0
Fox,GUG | Kürv,7.0
Fox,BeanBurrito-San,5.0
Fox,Wassabi,3.0
Fox,FM | Cilan,3.0
Fox,Jet,2.0
Fox,Wumbo,2.0
Fox,markrevival,1.0
Fox,Ratt,1.0
Fox,Power Kevin,1.0
Peach,SANS | Blues Clues,76.0
Peach,Bbatts,18.0
Peach,Aura,9.0
Peach,SUPERUNKNOWN,2.0
Peach,yBaS | MaxJacks,1.0
MidTiers,Frap,13.0
MidTiers,Winx Club | Siddward,12.0
MidTiers,GAS,7.0
MidTiers,Darrell,3.0
MidTiers,Special K,1.0
Other,prof,75.0
Other,Inky,66.0
Other,jacket,51.0
Other,Rocket,48.0
Other,Brainless  | FLiiNcHy,29.0
Other,Not_DuduTsai,19.0
Other,Tuesday,17.0
Other,lochist,15.0
Other,Cow,14.0
Other,Erica,13.0
Other,Jun,12.0
Other,Dr. Lame,11.0
Other,Joey Bats,11.0
Other,El Link,11.0
Other,PW | Vincessant,9.0
Other,SadSack,8.0
Other,Forrest,7.0
Other,Marvelboy,5.0
Other,RedX,5.0
Other,Golf,5.0
Other,Kelpo,4.0
Other,Deeb,4.0
Other,charmell0,3.0
Other,JoffDuchar,3.0
Other,Keykey,3.0
Other,2rk | Turok,3.0
Other,flthd | flatline,2.0
Other,Melee Stats | Pikachu942,2.0
Other,ali_,2.0
Other,Blitzkrieg,2.0
Other,HaxMoneyHulkHogan,1.0
Other,Jeem,1.0
Other,Dolfo,1.0
Other,nunoodle,1.0
Other,KOA | youngbool,1.0
Other,Penguin,1.0
Other,Trash,1.0
Other,SIMP | Vagab0nd,1.0
