Character,SmashTag,Rank
Falco,Younger,7.0
Falco,CG | Peppi | Pappi,9.0
Falco,PEPIS | Noire,10.0
Falco,bobby big ballz,11.0
Falco,LG | Ginger,16.0
Falco,rocky,19.0
Falco,I'm Michael BTW,23.0
Falco,Joey Donuts,23.0
Falco,AB | Anjo,39.0
Falco,LFTG | Logos,46.0
Falco,TBD,54.0
Falco,Light,67.0
Falco,Fankriss,71.0
Falco,Slowking,71.0
Falco,Sodabro,82.0
Falco,SKY | Matwood,89.0
Falco,Ghost Rider,96.0
Falco,yingling,100.0
Falco,PRIN$E,103.0
Falco,YungWaff,108.0
Falco,Chompy,110.0
Falco,Elk G | Ivayne,112.0
Falco,Brainless  | FLiiNcHy,112.0
Falco,Khoron | Oreo,115.0
Falco,shoelegend88,128.0
Falco,YoungHanSolo,128.0
Falco,Mr. Butterfly,138.0
Falco,EWA | ERGonomics,152.0
Falco,Help,156.0
Falco,GSP,156.0
Falco,DadsAkimbo,156.0
Falco,LG | Louis,164.0
Falco,lochist,171.0
Falco,Holy | key,171.0
Falco,Lamb's Ear,171.0
Falco,Mova,171.0
Falco,jeddo,171.0
Falco,Pulch,185.0
Falco,Chuchaka2112,192.0
Falco,diddylonglegs,192.0
Falco,Good1ife,197.0
Falco,JitteryInChurch,197.0
Falco,Seraph,201.0
Falco,Jakespeare,201.0
Falco,WU | nerodero,201.0
Falco,KaiKwonDo,227.0
Falco,Layer,237.0
Falco,SadSack,237.0
Falco,Boalisk,237.0
Falco,STLTS,254.0
Falco,gsm | Pound,254.0
Falco,ledgefiend,277.0
Falco,MIT | unlucky,277.0
Falco,hHerb,277.0
Falco,TourGuide,277.0
Falco,Pi2z,293.0
Falco,deep_cuts,293.0
Falco,SeshLord Ozai,293.0
Falco,Navedo,293.0
Falco,#215 | Ogre,315.0
Falco,BK_Rib,315.0
Falco,tpyo,315.0
Falco,Kelpo,315.0
Falco,91,315.0
Falco,wally,315.0
Falco,Drewski,340.0
Falco,2rk | Turok,340.0
Falco,RitzyCheese,340.0
Falco,niimo,340.0
Falco,kaiyon,340.0
Falco,Arctic,367.0
Falco,Dolfo,367.0
Falco,ali_,367.0
Falco,AWaveDash,367.0
Falco,Rama,367.0
Falco,MK | RedSoul,367.0
Falco,flthd | flatline,367.0
Falco,ruco,367.0
Falco,Heatedchaos,367.0
Falco,rickey_kc,367.0
Falco,MacTheStampede,367.0
Falco,KOA | youngbool,406.0
Falco,Supreme.Noobs | Edicus,406.0
Falco,PRD | JMi,406.0
Marth,KoDoRiN,1.0
Marth,LSD,25.0
Marth,Typhoon,28.0
Marth,Umarth,30.0
Marth,MT,32.0
Marth,Epoodle,34.0
Marth,Arcadia,40.0
Marth,Cow,43.0
