Character,SmashTag,Rank
Falco,bobby big ballz,6.0
Falco,Younger,11.0
Falco,CG | Peppi | Pappi,12.0
Falco,rocky,13.0
Falco,PEPIS | Noire,16.0
Falco,I'm Michael BTW,20.0
Falco,LG | Ginger,22.0
Falco,Joey Donuts,32.0
Falco,The_Hat123 | Anjo,39.0
Falco,TBD,40.0
Falco,LFTG | Logos,65.0
Falco,PRIN$E,67.0
Falco,Ghost Rider,82.0
Falco,Light,91.0
Falco,Fankriss,94.0
Falco,Slowking,94.0
Falco,SKY | Matwood,98.0
Falco,YungWaff,103.0
Falco,Sodabro,113.0
Falco,Mr. Butterfly,121.0
Falco,yingling,130.0
Falco,shoelegend88,133.0
Falco,Chompy,141.0
Falco,Elk G | Ivayne,143.0
Falco,Brainless  | FLiiNcHy,143.0
Falco,Khoron | Oreo,148.0
Falco,Help,152.0
Falco,winismine,167.0
Falco,Jakespeare,167.0
Falco,YoungHanSolo,171.0
Falco,Coinee,171.0
Falco,AlyJ,177.0
Falco,EWA | ERGonomics,193.0
Falco,DadsAkimbo,193.0
Falco,NOOT,202.0
Falco,GSP,211.0
Falco,LG | Louis,218.0
Falco,Mova,222.0
Falco,Lamb's Ear,222.0
Falco,lochist,222.0
Falco,jeddo,222.0
Falco,Holy | key,222.0
Falco,Pulch,240.0
Falco,diddylonglegs,246.0
Falco,Chuchaka2112,246.0
Falco,gsm | Pound,255.0
Falco,Good1ife,255.0
Falco,WU | nerodero,262.0
Falco,Seraph,262.0
Falco,Layer,262.0
Falco,Pi2z,262.0
Falco,John,279.0
Falco,hHerb,294.0
Falco,KaiKwonDo,294.0
Falco,SadSack,316.0
Falco,tpyo,316.0
Falco,ledgefiend,316.0
Falco,Elk_G | Karm,316.0
Falco,Boalisk,316.0
Falco,STLTS,338.0
Falco,Chummi,338.0
Falco,MIT | unlucky,361.0
Falco,deep_cuts,361.0
Falco,doby,361.0
Falco,TourGuide,361.0
Falco,Navedo,378.0
Falco,MrDrBoi,378.0
Falco,SeshLord Ozai,378.0
Falco,wally,410.0
Falco,BK_Rib,410.0
Falco,#215 | Ogre,410.0
Falco,Kelpo,410.0
Falco,91,410.0
Falco,2rk | Turok,442.0
Falco,Drewski,442.0
Falco,RitzyCheese,442.0
Falco,niimo,442.0
Falco,kaiyon,442.0
Falco,Arctic,469.0
Falco,MK | RedSoul,469.0
Falco,AWaveDash,469.0
Falco,Heatedchaos,469.0
Falco,Rama,469.0
Falco,Maljo,469.0
Falco,jatpuan,469.0
Falco,MacTheStampede,469.0
Falco,flthd | flatline,469.0
Falco,Dolfo,469.0
Falco,ali_,469.0
Falco,ruco,469.0
Falco,rickey_kc,469.0
Falco,KOA | youngbool,523.0
Falco,Supreme.Noobs | Edicus,523.0
Falco,PRD | JMi,523.0
Marth,KoDoRiN,2.0
Marth,Typhoon,23.0
Marth,Umarth,26.0
Marth,LSD,34.0
Marth,Redcoat,35.0
Marth,Epoodle,42.0
Marth,Arcadia,43.0
Marth,MT,43.0
Marth,a-on,54.0
Marth,Ahmad,57.0
Marth,Khryke,58.0
Marth,Cow,60.0
Marth,soccermom69,60.0
Marth,Mud,73.0
Marth,Yamasaki,80.0
Marth,MGFC | bootichief,87.0
Marth,Nintendude,89.0
Marth,Phantom Airline,99.0
Marth,ArcaneFox,130.0
Marth,Townes,130.0
Marth,FendrickLamar,152.0
Marth,mikey,167.0
Marth,Kandayo,171.0
Marth,ZimD00D,184.0
Marth,charmell0,184.0
Marth,Sicca,193.0
Marth,Zeeker,193.0
Marth,redpandamaster,211.0
Marth,Jun,211.0
Marth,3OutChange,218.0
Marth,Ribboned Ace,246.0
Marth,Alex18+,255.0
Marth,Dr. Lame,262.0
Marth,Hector,279.0
Marth,Big Pivot,294.0
Marth,SHRD#209 | Shredder,294.0
Marth,Floods,294.0
Marth,N8v,361.0
Marth,DPMZ,361.0
Marth,MIT | ybot,361.0
Marth,Hood,378.0
Marth,ash6,410.0
Marth,JLo,410.0
Marth,Flame,410.0
Marth,kippu,410.0
Marth,Leyo,410.0
Marth,davidparkpark,442.0
Marth,Hamburglar,442.0
Marth,21! | Ronan,442.0
Marth,BEBO,469.0
Marth,Ariz,469.0
Marth,Barry Allen,523.0
Marth,Nips,523.0
Sheik,IMP | Ben,1.0
Sheik,CG | Jflex,4.0
Sheik,ZOOK | Suezo,33.0
Sheik,prof,70.0
Sheik,Far!,77.0
Sheik,Crescent | JSalt,78.0
Sheik,Inky,82.0
Sheik,Ellis,91.0
Sheik,Rei,96.0
Sheik,FreeHops,118.0
Sheik,Hell'sLabyrinth,171.0
Sheik,AR0,171.0
Sheik,aujory,202.0
Sheik,NJ | Tommy,211.0
Sheik,LAGr | Travioli,222.0
Sheik,LewdCelebs4Free,222.0
Sheik,Hulka,222.0
Sheik,Spiral Cafe | Krudo,316.0
Sheik,UCLA | Suvir,316.0
Sheik,NattyIce,338.0
Sheik,Mp drago,361.0
Sheik,LoneCubone,378.0
Sheik,Blitzkrieg,378.0
Sheik,GS | TreyTheTrashman,410.0
Sheik,SlickSiwik,442.0
Sheik,Beiker,442.0
Sheik,Shlorp,469.0
Sheik,GSG,523.0
Sheik,djweav2k,523.0
Sheik,Anzeray,523.0
ICs,Trail,138.0
ICs,BKB! | stocmoney,255.0
ICs,Wōlī,294.0
ICs,Karin Dreijer,294.0
Falcon,S2J,3.0
Falcon,GG | n0ne,10.0
Falcon,Revenge | Gahtzu,14.0
Falcon,404 YC | Salt,15.0
Falcon,GHQ | Zamu,27.0
Falcon,NathanSandwich,56.0
Falcon,LFG | PanterA,72.0
Falcon,jacket,73.0
Falcon,RU | Midnight Blue,82.0
Falcon,Neenor,104.0
Falcon,LFG | Fist Mexico,104.0
Falcon,CV Aceflight,120.0
Falcon,SquidTheCat,133.0
Falcon,Nard Dawg,136.0
Falcon,Vish,184.0
Falcon,Dirty Lasagna,202.0
Falcon,Goosekhan,211.0
Falcon,Weeg,218.0
Falcon,Chadwicc,222.0
Falcon,Mootook,222.0
Falcon,Marvelboy,279.0
Falcon,Boy,279.0
Falcon,U.S Marine,294.0
Falcon,Bobakanoosh,294.0
Falcon,Axis,316.0
Falcon,Rive,316.0
Falcon,Kr1meM45ter2517A,338.0
Falcon,doctahdylan,378.0
Falcon,Silkylaroux,378.0
Falcon,ight,378.0
Falcon,Deeb,410.0
Falcon,Jangu,410.0
Falcon,Captain G,469.0
Falcon,Schweppes,469.0
Falcon,CrazyColtCory,469.0
Falcon,magnumgunn3r,469.0
Falcon,nmble-mann,523.0
Falcon,EagleOne,523.0
Falcon,Kettering,523.0
Puff,Liquid | Hungrybox,17.0
Puff,Golden,21.0
Puff,DD,30.0
Puff,Dawson,46.0
Puff,Furniture,148.0
Puff,Jkiller,184.0
Puff,Not_DuduTsai,193.0
Puff,PurpleZ,193.0
Puff,Kanye Rest,222.0
Puff,CVSmashMods | Ripn,222.0
Puff,Fire,240.0
Puff,ClintStevensTV | HungryboxFan304,255.0
Puff,CS | Faust,262.0
Puff,thicceon,279.0
Puff,PJThePuff,316.0
Puff,MDF | Amor,316.0
Puff,WFL | ABC,338.0
Puff,Melee Stats | Pikachu942,469.0
Puff,JustRhett,469.0
Puff,rocketf20,469.0
Puff,Lama,469.0
Puff,Dorian uwu,523.0
Fox,Kurv,8.0
Fox,K8A,9.0
