Character,SmashTag,Rank
Falco,Younger,7.0
Falco,bobby big ballz,8.0
Falco,PEPIS | Noire,9.0
Falco,rocky,15.0
Falco,Joey Donuts,19.0
Falco,YC | Peppi | | Pappi,26.0
Falco,I'm Michael BTW,28.0
Falco,TBD,41.0
Falco,Anjo,51.0
Falco,LFTG | Logos,53.0
Falco,Light,56.0
Falco,Slowking,59.0
Falco,Fankriss,59.0
Falco,Sodabro,68.0
Falco,Ghost Rider,80.0
Falco,YungWaff,89.0
Falco,Brainless  | FLiiNcHy,92.0
Falco,Khoron | Oreo,96.0
Falco,Elk G | Ivayne,101.0
Falco,SKY | Matwood,102.0
Falco,PRIN$E,111.0
Falco,YoungHanSolo,111.0
Falco,Chompy,116.0
Falco,yingling,116.0
Falco,GSP,134.0
Falco,Help,134.0
Falco,DadsAkimbo,134.0
Falco,LG | Louis,142.0
Falco,Holy | key,149.0
Falco,lochist,149.0
Falco,Lamb's Ear,149.0
Falco,Mova,149.0
Falco,jeddo,149.0
Falco,Chuchaka2112,169.0
Falco,shoelegend88,169.0
Falco,Good1ife,175.0
Falco,JitteryInChurch,175.0
Falco,Jakespeare,178.0
Falco,EWA | ERGonomics,178.0
Falco,WU | nerodero,178.0
Falco,Seraph,178.0
Falco,KaiKwonDo,204.0
Falco,Pulch,204.0
Falco,SadSack,212.0
Falco,Layer,212.0
Falco,Boalisk,212.0
Falco,gsm | Pound,225.0
Falco,STLTS,225.0
Falco,diddylonglegs,240.0
Falco,hHerb,240.0
Falco,TourGuide,240.0
Falco,MIT | unlucky,240.0
Falco,Navedo,259.0
Falco,SeshLord Ozai,259.0
Falco,Pi2z,259.0
Falco,Kelpo,281.0
Falco,#215 | Ogre,281.0
Falco,91,281.0
Falco,wally,281.0
Falco,ledgefiend,281.0
Falco,tpyo,281.0
Falco,BK_Rib,281.0
Falco,Drewski,305.0
Falco,niimo,305.0
Falco,kaiyon,305.0
Falco,deep_cuts,305.0
Falco,RitzyCheese,305.0
Falco,2rk | Turok,305.0
Falco,Arctic,334.0
Falco,Rama,334.0
Falco,MK | RedSoul,334.0
Falco,rickey_kc,334.0
Falco,Heatedchaos,334.0
Falco,flthd | flatline,334.0
Falco,Dolfo,334.0
Falco,ali_,334.0
Falco,ruco,334.0
Falco,AWaveDash,334.0
Falco,Supreme.Noobs | Edicus,369.0
Falco,PRD | JMi,369.0
Falco,KOA | youngbool,369.0
Marth,KoDoRiN,1.0
Marth,LSD,20.0
Marth,Typhoon,23.0
Marth,Umarth,24.0
Marth,MT,26.0
Marth,Epoodle,29.0
Marth,soccermom69,35.0
Marth,Cow,41.0
Marth,MGFC | bootichief,47.0
Marth,Nintendude,49.0
Marth,Redcoat,55.0
Marth,a-on,59.0
Marth,Khryke,65.0
Marth,Ahmad,68.0
Marth,Arcadia,68.0
Marth,Yamasaki,76.0
Marth,Mud,96.0
Marth,Phantom Airline,108.0
Marth,ZimD00D,116.0
Marth,Sicca,122.0
Marth,Jun,134.0
Marth,redpandamaster,134.0
Marth,charmell0,142.0
Marth,ArcaneFox,142.0
Marth,Ribboned Ace,169.0
Marth,Dr. Lame,178.0
Marth,Kandayo,204.0
Marth,mikey,212.0
Marth,3OutChange,225.0
Marth,Floods,259.0
Marth,Zhāoshù,259.0
Marth,kippu,281.0
Marth,JLo,281.0
Marth,Hood,281.0
Marth,Leyo,281.0
Marth,21! | Ronan,305.0
Marth,N8v,305.0
Marth,Flame,334.0
Marth,ash6,334.0
Marth,Ariz,334.0
Marth,Nips,369.0
Marth,Barry Allen,369.0
Sheik,IMP | Ben,2.0
Sheik,CG | Jflex,3.0
Sheik,prof,37.0
Sheik,Crescent | JSalt,43.0
Sheik,Inky,45.0
Sheik,ZOOK | Suezo,52.0
Sheik,Ellis,56.0
Sheik,Rei,62.0
Sheik,FreeHops,108.0
Sheik,Hell'sLabyrinth,111.0
Sheik,NJ | Tommy,134.0
Sheik,Hulka,149.0
Sheik,aujory,194.0
Sheik,UCLA | Suvir,212.0
Sheik,NattyIce,225.0
Sheik,LewdCelebs4Free,240.0
Sheik,SlickSiwik,305.0
Sheik,Beiker,305.0
Sheik,Mp drago,305.0
Sheik,Shlorp,334.0
Sheik,Blitzkrieg,334.0
Sheik,Anzeray,369.0
Sheik,djweav2k,369.0
Sheik,GSG,369.0
ICs,Trail,149.0
ICs,BKB! | stocmoney,178.0
ICs,Wōlī,204.0
ICs,AHHHHH | Climbers Alice,334.0
Falcon,GG | n0ne,5.0
Falcon,Revenge | Gahtzu,6.0
Falcon,S2J,11.0
Falcon,LFG | PanterA,38.0
Falcon,jacket,39.0
Falcon,404 YC | Salt,49.0
Falcon,NathanSandwich,74.0
Falcon,LFG | Fist Mexico,79.0
Falcon,RU | Midnight Blue,92.0
Falcon,Nard Dawg,108.0
Falcon,Vish,116.0
Falcon,SquidTheCat,128.0
Falcon,Weeg,142.0
Falcon,Chadwicc,149.0
Falcon,Mootook,149.0
Falcon,TTV/Aceflight,178.0
Falcon,U.S Marine,204.0
Falcon,Rive,212.0
Falcon,Kr1meM45ter2517A,225.0
Falcon,Marvelboy,240.0
Falcon,ight,259.0
Falcon,Silkylaroux,259.0
Falcon,Neenor,259.0
Falcon,Axis,259.0
Falcon,Deeb,281.0
Falcon,Bobakanoosh,281.0
Falcon,magnumgunn3r,334.0
Falcon,CrazyColtCory,334.0
Falcon,Captain G,334.0
Falcon,Kettering,369.0
Falcon,nmble-mann,369.0
Falcon,EagleOne,369.0
Puff,Liquid | Hungrybox,10.0
Puff,Golden,13.0
Puff,DD,21.0
Puff,Jkiller,116.0
Puff,PurpleZ,122.0
Puff,Not_DuduTsai,122.0
Puff,CVSmashMods | Ripn,149.0
Puff,ClintStevensTV | HungryboxFan304,175.0
Puff,CS | Faust,178.0
Puff,thicceon,194.0
Puff,PJThePuff,212.0
Puff,MDF | Amor,212.0
Puff,WFL | ABC,225.0
Puff,Fire,281.0
Puff,JustRhett,334.0
Puff,Melee Stats | Pikachu942,334.0
Puff,Dorian uwu,369.0
Puff,$W@6 | rocketf20,369.0
Fox,GUG | Kurv,12.0
Fox,K8A,16.0
Fox,TG | Mot$,17.0
Fox,The Leaf,34.0
Fox,Paladin,36.0
Fox,Jpeg | RC,53.0
Fox,Erik,62.0
Fox,DannyPhantom,64.0
Fox,Flow | Stark,72.0
Fox,Chiefn_,73.0
Fox,Solomon,78.0
Fox,cockbread,81.0
Fox,Melo,84.0
Fox,Flow | ESPONJA,86.0
Fox,CW | rabit!,88.0
Fox,Wassabi,96.0
Fox,RustyTrombone,102.0
Fox,Vianny,111.0
Fox,Nebulous | Jib,128.0
Fox,MessiSTL,128.0
Fox,BuenasRetas | Cobs,128.0
Fox,Aura,134.0
Fox,mexico629,149.0
Fox,OtES,149.0
Fox,Cowbell,162.0
Fox,Oferton,162.0
Fox,G,162.0
Fox,Maelstrom,162.0
Fox,Erica,169.0
Fox,Electroman,169.0
Fox,Schnurb,178.0
Fox,FKA Minerali,178.0
Fox,slowtai,178.0
Fox,YBBT | leroydankins,178.0
Fox,Elders React | Third Strongest,194.0
Fox,Chem,194.0
Fox,Tanooki,204.0
Fox,Triple Cake Dance,212.0
Fox,Vigilance,212.0
Fox,jerma985,225.0
Fox,Anjel,225.0
Fox,Forrest,225.0
Fox,CableKnit,240.0
Fox,Dusky,240.0
Fox,EWA | Gorgonzola,240.0
Fox,rice,240.0
Fox,BeanBurrito-San,259.0
Fox,Funktrocious,259.0
Fox,icecream,259.0
Fox,lol | Hero,281.0
Fox,JoffDuchar,305.0
Fox,Ratt,305.0
Fox,S.O.D.A,305.0
Fox,Power Kevin,305.0
Fox,SIMP | Vagab0nd,305.0
Fox,Cpt.Blade,305.0
Fox,maxi,305.0
Fox,Night,305.0
Fox,FM | Cilan,305.0
Fox,Keykey,305.0
Fox,Arctic,334.0
Fox,Dash,334.0
Fox,Jet,334.0
Fox,SFOP,334.0
Fox,Wumbo,334.0
Fox,markrevival,334.0
Fox,TurboThot,334.0
Fox,SU | wild flower,369.0
Fox,blazerboy,369.0
Fox,ZouL,369.0
Fox,GThree,369.0
Fox,Jquinnsweg,369.0
Fox,nunoodle,369.0
Fox,Honey Nut Cheerios,369.0
Fox,Trash,369.0
Fox,Jeem,369.0
Peach,SANS | Blues Clues,4.0
Peach,Bbatts,32.0
Peach,Anchovy,76.0
Peach,PW | Vincessant,116.0
Peach,Higgins,128.0
Peach,Aura,134.0
Peach,Soltrain,142.0
Peach,DiMaria,162.0
Peach,TheYoungMC,212.0
Peach,SUPERUNKNOWN,240.0
Peach,Analog,259.0
Peach,Opportunity,305.0
Peach,DJAN,369.0
Peach,yBaS | MaxJacks,369.0
MidTiers,ycz6,22.0
MidTiers,Winx Club | Siddward,30.0
MidTiers,Dream,32.0
MidTiers,Ringler,39.0
MidTiers,Darrell,45.0
MidTiers,Frap,67.0
MidTiers,Maruf,68.0
MidTiers,jams,86.0
MidTiers,RULES | Strazz,91.0
MidTiers,actually hmhh | LionTimeMachine,105.0
MidTiers,CowCowCowCowCow,178.0
MidTiers,Kerblamu,194.0
MidTiers,Otto_Zone,194.0
MidTiers,GAS,225.0
MidTiers,K.H.D | REIGN,225.0
MidTiers,Special K,240.0
MidTiers,fssong,281.0
MidTiers,SmashMouthEgg,305.0
MidTiers,Lee,369.0
Other,BLE | SluG,14.0
Other,LAG,18.0
Other,DarkHero,25.0
Other,LG | Yu,31.0
Other,Joe(y) Bats,44.0
Other,GGS,47.0
Other,NEU | Shmeeli,56.0
Other,Rocket,66.0
Other,Buttlet,74.0
Other,GS | SubTails,81.0
Other,PML | Die222,81.0
Other,Notorious,84.0
Other,Zab,89.0
Other,TGL | Shamunt,92.0
Other,Fern,92.0
Other,RedX,96.0
Other,El Link,96.0
Other,Lime,102.0
Other,Reesch,106.0
Other,E,115.0
Other,totally butts,122.0
Other,2ndLaw,122.0
Other,vampa,122.0
Other,PEP | Sp1nda,128.0
Other,Tuesday,134.0
Other,Ding Hing,142.0
Other,Banger,142.0
Other,Hell Kaiser,149.0
Other,Pena,162.0
Other,Navjyot Sandhu | Connect4Master,162.0
Other,Beck,169.0
Other,VDL | Ben Snape,178.0
Other,BokchoyBoy,178.0
Other,Habi,178.0
Other,ÆRO,194.0
Other,BoffTarget,194.0
Other,Butternust,194.0
Other,Sakm,194.0
Other,maxhoney,204.0
Other,Zamorota,204.0
Other,Fredrick,212.0
Other,Zolof,212.0
Other,Bonn Esports | CarlHank,225.0
Other,Kyler,225.0
Other,Vent,225.0
Other,Reiky,225.0
Other,t0tal90,240.0
Other,purpp,240.0
Other,QTT | Yeyo,240.0
Other,KayB,240.0
Other,enterthekiwi,240.0
Other,Kaz,240.0
Other,Trill Jake,240.0
Other,probably high,259.0
Other,Pilgrim,259.0
Other,Usernamejpg,259.0
Other,Red,259.0
Other,Muffin,259.0
Other,Creature,259.0
Other,Schwifty | Sirjaxism,259.0
Other,PEPIS | lagoonies,259.0
Other,bunnygirlsenpai,259.0
Other,Gewl,281.0
Other,jedi093,281.0
Other,Essey,281.0
Other,Devin1300,281.0
Other,Sol | | Saturn,281.0
Other,TR | H,281.0
Other,Baja,281.0
Other,veil,281.0
Other,Happy,305.0
Other,QTT | Pelon,305.0
Other,LEVO | Mento,305.0
Other,Dr. Dipper,305.0
Other,KillThePast | bebul,305.0
Other,JMONEY,305.0
Other,boys,334.0
Other,MR. SCAM,334.0
Other,KatBot,334.0
Other,BoominBody,334.0
Other,CyAn,334.0
Other,aL0w,334.0
Other,Smeedot,334.0
Other,TSBO | HateSauce,334.0
Other,Howdy,369.0
Other,Cuk | Veths,369.0
Other,2GATS,369.0
Other,DERT | Petra,369.0
Other,me,369.0
Other,Mobley,369.0
Other,Canoe,369.0
Other,vel,369.0
Other,boip,369.0
Other,Venus,369.0
Other,BrophyT,369.0
Other,Arthao,369.0
Other,Teva,369.0
Other,UNCO | Neur0n,369.0
Other,SereneDoge#4725,369.0
Other,Ashley,369.0
Other,NAIR | Pablo,369.0
Other,PotusTheGoatus,369.0
Other,Penguin,369.0
Other,Koe | Nike,369.0
