Character,SmashTag,Rank
Falco,rocky,6.0
Falco,Younger,8.0
Falco,YC | Peppi | | Pappi,13.0
Falco,bobby big ballz,15.0
Falco,I'm Michael BTW,17.0
Falco,Joey Donuts,18.0
Falco,LFTG | Logos,31.0
Falco,Slowking,33.0
Falco,TBD,34.0
Falco,Fankriss,38.0
Falco,YungWaff,51.0
Falco,Brainless  | FLiiNcHy,53.0
Falco,Khoron | Oreo,55.0
Falco,Help,73.0
Falco,LG | Louis,80.0
Falco,Mova,82.0
Falco,lochist,82.0
Falco,jeddo,82.0
Falco,Chompy,96.0
Falco,Good1ife,101.0
Falco,YoungHanSolo,101.0
Falco,PRIN$E,101.0
Falco,Elk G | Ivayne,109.0
Falco,EWA | ERGonomics,109.0
Falco,Jakespeare,109.0
Falco,yingling,119.0
Falco,Lamb's Ear,119.0
Falco,Ghost Rider,128.0
Falco,SadSack,135.0
Falco,shoelegend88,145.0
Falco,DadsAkimbo,145.0
Falco,STLTS,145.0
Falco,diddylonglegs,154.0
Falco,MIT | unlucky,154.0
Falco,Holy | key,154.0
Falco,gsm | Pound,161.0
Falco,Pi2z,161.0
Falco,SeshLord Ozai,161.0
Falco,Layer,161.0
Falco,91,174.0
Falco,tpyo,174.0
Falco,Kelpo,174.0
Falco,TourGuide,174.0
Falco,KaiKwonDo,174.0
Falco,BK_Rib,174.0
Falco,kaiyon,194.0
Falco,RitzyCheese,194.0
Falco,hHerb,194.0
Falco,2rk | Turok,194.0
Falco,Rama,216.0
Falco,flthd | flatline,216.0
Falco,Sodabro,216.0
Falco,Dolfo,216.0
Falco,ledgefiend,216.0
Falco,Heatedchaos,216.0
Falco,ali_,216.0
Falco,AWaveDash,216.0
Falco,ruco,216.0
Falco,Arctic,244.0
Falco,PRD | JMi,244.0
Falco,KOA | youngbool,244.0
Marth,KoDoRiN,1.0
Marth,LSD,10.0
Marth,Typhoon,11.0
Marth,MT,13.0
Marth,Epoodle,16.0
Marth,Nintendude,30.0
Marth,Khryke,36.0
Marth,MGFC | JorDank,48.0
Marth,Redcoat,49.0
Marth,Mud,55.0
Marth,Yamasaki,59.0
Marth,Ahmad,59.0
Marth,Arcadia,59.0
Marth,a-on,62.0
Marth,ZimD00D,66.0
Marth,redpandamaster,73.0
Marth,Cow,73.0
Marth,Jun,73.0
Marth,Ribboned Ace,101.0
Marth,Dr. Lame,109.0
Marth,charmell0,128.0
